activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,28,gini,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,31,constant,43,sqrt,9,17,nnClassifier,5,5,adam,distance,0.5004524886877828,301.6432094150223
relu,auto,28,entropy,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,27,adaptive,13,log2,10,17,randomForestClassifier,6,4,sgd,distance,0.9366515837104072,301.6432709940709
relu,auto,22,entropy,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,9,adaptive,65,log2,9,24,kneighborsClassifier,6,6,sgd,distance,0.8190045248868778,301.64333240292035
relu,auto,12,entropy,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,21,constant,87,log2,10,8,kneighborsClassifier,7,4,adam,distance,0.9158371040723982,301.6433940019924
relu,auto,16,gini,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,30,invscaling,20,sqrt,14,13,nnClassifier,6,3,adam,distance,0.5158371040723982,301.64345564111136
relu,auto,27,gini,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,20,adaptive,65,auto,12,10,randomForestClassifier,6,5,sgd,distance,0.885972850678733,301.64351689000614
relu,auto,24,gini,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,28,adaptive,43,auto,14,18,randomForestClassifier,6,5,sgd,distance,0.8986425339366516,301.6435787589289
relu,auto,25,entropy,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,27,invscaling,60,log2,9,33,randomForestClassifier,6,5,adam,distance,0.8769230769230769,301.6436407780275
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,37,auto,8,13,nnClassifier,7,2,adam,distance,0.9538461538461539,641.5895499589387
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,80,auto,10,11,nnClassifier,6,4,adam,distance,0.9574660633484163,641.5896281469613
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,37,auto,9,16,nnClassifier,9,3,adam,distance,0.9638009049773756,641.5896906959824
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,9,auto,11,29,nnClassifier,6,4,adam,distance,0.49592760180995477,641.5897599549498
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,50,auto,10,10,nnClassifier,7,4,adam,distance,0.9411764705882353,641.5898219139781
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,55,auto,11,32,nnClassifier,6,3,adam,distance,0.5004524886877828,641.5898825631011
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,86,auto,10,13,nnClassifier,6,4,adam,distance,0.9393665158371041,641.5899426920805
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,10,auto,11,19,nnClassifier,7,3,adam,distance,0.9285067873303168,641.5900029710028
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,91,auto,7,19,nnClassifier,6,1,adam,distance,0.502262443438914,641.590063360054
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,21,auto,13,18,nnClassifier,6,5,adam,distance,0.502262443438914,641.5901239290833
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,63,auto,14,33,nnClassifier,7,4,adam,distance,0.497737556561086,641.5901844780892
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,61,auto,9,8,nnClassifier,6,5,adam,distance,0.5058823529411764,641.5902452170849
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,47,auto,10,14,nnClassifier,5,4,adam,distance,0.49321266968325794,641.5903058459517
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,17,auto,10,15,nnClassifier,8,4,adam,distance,0.9366515837104072,641.590366705088
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,69,auto,12,20,nnClassifier,10,5,adam,distance,0.9683257918552036,641.5904265239369
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,85,auto,10,10,nnClassifier,6,3,adam,distance,0.9701357466063348,641.5904871530365
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,24,auto,12,9,nnClassifier,7,7,adam,distance,0.49411764705882355,641.5905472019222
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,69,auto,9,9,nnClassifier,7,3,adam,distance,0.9393665158371041,641.5906080710702
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,47,auto,10,14,nnClassifier,9,4,adam,distance,0.9447963800904977,641.5906680501066
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,64,auto,7,29,nnClassifier,7,5,adam,distance,0.9393665158371041,641.5907282489352
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,40,auto,10,9,nnClassifier,7,6,adam,distance,0.5004524886877828,1402.056627992075
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,83,auto,9,9,nnClassifier,9,4,adam,distance,0.502262443438914,1402.056717351079
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,41,auto,11,12,nnClassifier,5,4,adam,distance,0.5049773755656108,1402.0567886799108
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,13,auto,13,26,nnClassifier,2,5,adam,distance,0.502262443438914,1402.0568524589762
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,54,auto,11,7,nnClassifier,8,4,adam,distance,0.5067873303167421,1402.0569297869224
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,59,auto,7,28,nnClassifier,7,3,adam,distance,0.5049773755656108,1402.0569930661004
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,87,auto,10,12,nnClassifier,8,4,adam,distance,0.5013574660633484,1402.0570551750716
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,14,auto,13,15,nnClassifier,9,5,adam,distance,0.5058823529411764,1402.0571176640224
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,87,auto,3,15,nnClassifier,8,1,adam,distance,0.4968325791855204,1402.0571804030333
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,25,auto,9,14,nnClassifier,7,5,adam,distance,0.5004524886877828,1402.0572444819845
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,67,auto,10,29,nnClassifier,7,2,adam,distance,0.502262443438914,1402.057307671057
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,65,auto,7,5,nnClassifier,7,7,adam,distance,0.502262443438914,1402.0573696100619
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,51,auto,10,10,nnClassifier,5,1,adam,distance,0.5004524886877828,1402.057431468973
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,21,auto,10,11,nnClassifier,5,4,adam,distance,0.5076923076923077,1402.0574933779426
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,73,auto,9,16,nnClassifier,10,5,adam,distance,0.502262443438914,1402.0575551369693
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,89,auto,10,10,nnClassifier,9,3,adam,distance,0.5049773755656108,1402.0576165460516
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,28,auto,15,6,nnClassifier,7,3,adam,distance,0.5031674208144796,1402.0576781849377
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,73,auto,13,10,nnClassifier,6,5,adam,distance,0.5058823529411764,1402.0577466939576
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,51,auto,13,10,nnClassifier,7,4,adam,distance,0.5049773755656108,1402.0578084129374
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,68,auto,11,25,nnClassifier,7,4,adam,distance,0.5058823529411764,1402.0578696820885
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,44,auto,10,13,nnClassifier,6,4,adam,distance,0.5067873303167421,2269.2840404910967
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,79,auto,10,10,nnClassifier,9,4,adam,distance,0.5031674208144796,2269.2841315499973
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,45,auto,14,10,nnClassifier,9,5,adam,distance,0.5004524886877828,2269.2841956480406
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,17,auto,11,22,nnClassifier,6,5,adam,distance,0.5058823529411764,2269.284258157015
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,58,auto,10,7,nnClassifier,5,4,adam,distance,0.5058823529411764,2269.2843221460935
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,63,auto,11,24,nnClassifier,7,4,adam,distance,0.5040723981900452,2269.284384754952
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,91,auto,10,9,nnClassifier,4,3,adam,distance,0.5058823529411764,2269.2844476238824
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,18,auto,10,18,nnClassifier,8,3,adam,distance,0.5040723981900452,2269.284510192927
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,91,auto,7,11,nnClassifier,5,2,adam,distance,0.5031674208144796,2269.2845728020184
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,29,auto,7,10,nnClassifier,7,4,adam,distance,0.5085972850678733,2269.2846349910833
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,71,auto,8,25,nnClassifier,7,4,adam,distance,0.5040723981900452,2269.284697740106
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,69,auto,10,5,nnClassifier,7,8,adam,distance,0.5076923076923077,2269.2847695890814
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,55,auto,8,14,nnClassifier,7,2,adam,distance,0.4986425339366516,2269.2848323979415
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,25,auto,10,15,nnClassifier,6,4,adam,distance,0.5040723981900452,2269.2848952070344
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,77,auto,8,13,nnClassifier,6,4,adam,distance,0.5049773755656108,2269.2849572759587
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,86,auto,10,6,nnClassifier,7,6,adam,distance,0.5004524886877828,2269.285019374918
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,32,auto,11,8,nnClassifier,6,4,adam,distance,0.5013574660633484,2269.285081573995
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,77,auto,15,10,nnClassifier,6,5,adam,distance,0.497737556561086,2269.285143612884
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,55,auto,11,14,nnClassifier,5,4,adam,distance,0.5058823529411764,2269.285205652006
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,72,auto,10,21,nnClassifier,6,4,adam,distance,0.5085972850678733,2269.2852680699434
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,48,auto,9,17,nnClassifier,6,4,adam,distance,0.502262443438914,3312.1972174870316
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,83,auto,7,12,nnClassifier,5,4,adam,distance,0.4986425339366516,3312.197308144998
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,49,auto,13,13,nnClassifier,5,5,adam,distance,0.5040723981900452,3312.1973724239506
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,21,auto,11,18,nnClassifier,5,4,adam,distance,0.5013574660633484,3312.197436023038
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,62,auto,10,7,nnClassifier,4,4,adam,distance,0.5067873303167421,3312.1974986218847
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,67,auto,13,20,nnClassifier,7,3,adam,distance,0.5031674208144796,3312.197561200941
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,87,auto,10,9,nnClassifier,1,4,adam,distance,0.5040723981900452,3312.1976230700966
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,22,auto,11,14,nnClassifier,8,3,adam,distance,0.5049773755656108,3312.1976850091014
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,87,auto,11,9,nnClassifier,7,3,adam,distance,0.497737556561086,3312.1977537979838
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,33,auto,11,13,nnClassifier,7,4,adam,distance,0.5031674208144796,3312.197816266911
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,75,auto,8,21,nnClassifier,7,2,adam,distance,0.5031674208144796,3312.197877936065
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,65,auto,7,7,nnClassifier,6,6,adam,distance,0.5031674208144796,3312.197939994978
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,59,auto,11,14,nnClassifier,5,4,adam,distance,0.5004524886877828,3312.1980129031
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,29,auto,10,11,nnClassifier,8,4,adam,distance,0.5004524886877828,3312.198074582033
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,81,auto,12,17,nnClassifier,5,6,adam,distance,0.497737556561086,3312.1981362109073
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,88,auto,10,8,nnClassifier,6,5,adam,distance,0.5040723981900452,3312.198198549915
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,36,auto,15,11,nnClassifier,7,6,adam,distance,0.5013574660633484,3312.1982607590035
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,81,auto,11,10,nnClassifier,7,4,adam,distance,0.5004524886877828,3312.198323328048
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,59,auto,15,12,nnClassifier,9,6,adam,distance,0.4968325791855204,3312.1983856169973
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,76,auto,8,19,nnClassifier,6,5,adam,distance,0.4986425339366516,3312.198447816074
