activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,8,gini,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,31,constant,83,log2,16,9,nnClassifier,8,6,adam,uniform,0.06672760511882998
tanh,auto,22,gini,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,22,invscaling,3,auto,5,35,nnClassifier,2,7,sgd,uniform,0.025594149908592323
logistic,brute,15,gini,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,26,adaptive,45,sqrt,5,4,nnClassifier,6,6,adam,distance,0.27513711151736747
tanh,kd_tree,9,gini,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,23,invscaling,9,sqrt,20,20,nnClassifier,6,8,adam,distance,0.23491773308957953
tanh,brute,27,entropy,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6,adaptive,23,log2,19,21,nnClassifier,4,1,sgd,uniform,0.06398537477148081
identity,ball_tree,29,entropy,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,26,adaptive,72,log2,18,6,randomForestClassifier,1,9,sgd,uniform,0.5429616087751371
logistic,brute,24,entropy,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,5,adaptive,25,sqrt,15,23,nnClassifier,1,2,adam,distance,0.03473491773308958
identity,kd_tree,26,entropy,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,20,adaptive,72,sqrt,17,27,kneighborsClassifier,3,3,sgd,uniform,0.4195612431444241
relu,brute,25,gini,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,27,adaptive,51,sqrt,16,32,kneighborsClassifier,1,2,adam,uniform,0.4369287020109689
logistic,kd_tree,20,gini,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,13,adaptive,97,sqrt,13,29,kneighborsClassifier,4,4,lbfgs,distance,0.3903107861060329
tanh,auto,27,entropy,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,6,invscaling,59,log2,16,13,nnClassifier,4,6,sgd,uniform,0.0886654478976234
identity,auto,26,entropy,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,13,constant,7,auto,9,26,nnClassifier,2,7,adam,uniform,0.043875685557586835
logistic,ball_tree,28,entropy,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,12,invscaling,30,auto,4,14,kneighborsClassifier,3,7,adam,uniform,0.46617915904936014
logistic,kd_tree,22,gini,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,34,adaptive,23,auto,10,21,nnClassifier,8,3,adam,uniform,0.2020109689213894
identity,brute,10,gini,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,17,constant,44,log2,4,9,nnClassifier,7,6,lbfgs,uniform,0.05210237659963437
relu,kd_tree,8,gini,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,2,invscaling,55,auto,14,28,randomForestClassifier,5,6,lbfgs,distance,0.5447897623400365
logistic,auto,27,gini,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,30,constant,38,auto,15,26,kneighborsClassifier,9,8,lbfgs,distance,0.5850091407678245
relu,brute,31,entropy,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,12,constant,13,log2,15,22,nnClassifier,7,1,sgd,distance,0.22577696526508226
identity,auto,19,gini,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,7,adaptive,75,log2,11,9,randomForestClassifier,7,9,lbfgs,uniform,0.6096892138939671
tanh,auto,14,gini,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,30,constant,75,log2,7,18,randomForestClassifier,8,10,adam,uniform,0.623400365630713
relu,brute,18,entropy,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,11,adaptive,1,sqrt,16,14,randomForestClassifier,8,1,sgd,distance,0.6188299817184644
tanh,auto,26,entropy,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,28,adaptive,14,sqrt,12,11,nnClassifier,1,2,lbfgs,distance,0.07678244972577697
logistic,ball_tree,19,gini,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,5,constant,59,log2,8,8,kneighborsClassifier,1,8,lbfgs,distance,0.49177330895795246
identity,brute,9,entropy,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,9,constant,81,auto,6,39,randomForestClassifier,8,3,sgd,uniform,0.5374771480804388
logistic,brute,26,gini,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,26,constant,4,auto,14,14,nnClassifier,2,9,sgd,distance,0.0
identity,auto,24,gini,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,9,invscaling,60,log2,2,6,kneighborsClassifier,6,10,adam,distance,0.48080438756855576
logistic,brute,28,entropy,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,7,invscaling,89,log2,18,21,nnClassifier,6,3,lbfgs,uniform,0.23491773308957953
logistic,kd_tree,15,gini,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,15,adaptive,68,auto,17,36,kneighborsClassifier,9,3,sgd,uniform,0.38391224862888484
relu,auto,20,entropy,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,3,constant,46,sqrt,2,38,randomForestClassifier,3,4,adam,uniform,0.6526508226691042
logistic,auto,11,entropy,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,26,invscaling,97,auto,6,35,randomForestClassifier,8,3,lbfgs,distance,0.4844606946983547
identity,brute,11,entropy,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,24,adaptive,8,sqrt,20,28,kneighborsClassifier,7,3,adam,distance,0.5329067641681902
tanh,ball_tree,8,gini,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,18,invscaling,4,sqrt,10,24,randomForestClassifier,2,4,adam,uniform,0.5091407678244972
relu,kd_tree,24,gini,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,34,constant,74,auto,9,17,kneighborsClassifier,2,1,sgd,uniform,0.5146252285191956
relu,ball_tree,21,entropy,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,24,invscaling,64,auto,9,21,nnClassifier,3,2,sgd,distance,0.010968921389396709
logistic,brute,27,entropy,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,35,constant,82,auto,18,38,randomForestClassifier,6,9,adam,distance,0.6014625228519196
identity,kd_tree,20,entropy,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,10,adaptive,86,sqrt,15,17,nnClassifier,6,4,sgd,distance,0.04296160877513711
relu,kd_tree,10,gini,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,31,constant,69,sqrt,4,23,kneighborsClassifier,3,7,sgd,uniform,0.40676416819012795
identity,brute,16,entropy,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,29,adaptive,77,sqrt,11,39,randomForestClassifier,2,6,adam,uniform,0.5493601462522852
logistic,kd_tree,18,entropy,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,14,constant,34,auto,13,2,randomForestClassifier,3,3,lbfgs,uniform,0.6636197440585009
logistic,kd_tree,18,gini,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,30,adaptive,73,log2,12,30,nnClassifier,3,5,lbfgs,distance,0.19012797074954296
identity,ball_tree,9,entropy,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,3,invscaling,82,sqrt,20,19,randomForestClassifier,8,9,sgd,distance,0.603290676416819
tanh,kd_tree,22,entropy,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,25,invscaling,79,sqrt,14,15,kneighborsClassifier,2,6,lbfgs,uniform,0.45612431444241314
tanh,auto,25,gini,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,31,invscaling,7,auto,18,38,kneighborsClassifier,3,9,adam,distance,0.3939670932358318
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,24,constant,81,auto,6,3,nnClassifier,1,5,lbfgs,distance,0.0
tanh,brute,15,gini,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,35,adaptive,74,sqrt,7,5,kneighborsClassifier,9,3,sgd,uniform,0.44972577696526506
logistic,ball_tree,29,gini,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,13,constant,21,log2,20,35,nnClassifier,1,10,lbfgs,uniform,0.10420475319926874
relu,brute,21,entropy,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,20,constant,24,sqrt,15,17,nnClassifier,4,6,sgd,distance,0.20292504570383912
relu,ball_tree,28,gini,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,26,invscaling,61,log2,18,12,nnClassifier,8,3,adam,uniform,0.27696526508226693
relu,ball_tree,16,gini,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,15,constant,36,auto,15,40,nnClassifier,1,5,adam,distance,0.10603290676416818
tanh,kd_tree,27,gini,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,30,adaptive,62,log2,15,28,nnClassifier,8,8,sgd,distance,0.1526508226691042
identity,brute,18,gini,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,9,invscaling,6,log2,12,35,randomForestClassifier,1,3,adam,distance,0.45612431444241314
logistic,brute,26,gini,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,2,adaptive,86,auto,19,25,randomForestClassifier,8,3,adam,uniform,0.5840950639853748
identity,brute,23,entropy,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,18,adaptive,74,sqrt,19,9,randomForestClassifier,9,9,sgd,distance,0.5438756855575868
logistic,auto,8,entropy,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,20,adaptive,90,log2,4,16,randomForestClassifier,3,4,lbfgs,uniform,0.5356489945155393
tanh,ball_tree,24,entropy,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,39,adaptive,23,auto,17,36,kneighborsClassifier,2,1,adam,distance,0.40676416819012795
tanh,ball_tree,24,entropy,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,17,adaptive,26,log2,6,4,randomForestClassifier,1,1,adam,uniform,0.6307129798903108
identity,auto,27,gini,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,30,constant,53,log2,8,35,kneighborsClassifier,8,8,sgd,distance,0.41316270566727603
logistic,brute,12,gini,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,15,invscaling,87,sqrt,13,11,nnClassifier,2,6,adam,distance,0.1526508226691042
identity,kd_tree,29,gini,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,30,constant,52,log2,3,33,nnClassifier,7,4,lbfgs,distance,0.04570383912248629
relu,brute,31,gini,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,15,invscaling,3,log2,16,15,randomForestClassifier,4,8,adam,uniform,0.4853747714808044
logistic,ball_tree,17,entropy,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,28,invscaling,14,auto,16,18,nnClassifier,2,3,sgd,uniform,0.0
relu,brute,13,entropy,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,17,constant,74,sqrt,13,17,kneighborsClassifier,5,1,sgd,distance,0.38391224862888484
