,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
49,0,1,0,0,1,1,nnClassifier,relu,None,12,None,None,constant,None,None,None,None,8,None,sgd,None,1.0,ok,107.93596475594677
50,0,0,0,0,0,1,nnClassifier,tanh,None,21,None,None,invscaling,None,None,None,None,6,None,adam,None,1.0,ok,112.08831506408751
51,0,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,72.0,log2,10.0,31.0,None,None,None,None,0.9919499105545617,ok,112.95813341601752
52,0,0,0,0,0,1,kneighborsClassifier,None,brute,None,None,3.0,None,None,None,None,None,None,7.0,None,distance,0.9794275491949911,ok,113.25017599202693
53,1,1,0,0,0,1,nnClassifier,relu,None,20,None,None,adaptive,None,None,None,None,5,None,sgd,None,1.0,ok,126.96604655915871
54,0,1,0,0,0,0,nnClassifier,relu,None,12,None,None,adaptive,None,None,None,None,9,None,sgd,None,1.0,ok,145.0897827411536
55,1,1,0,0,0,1,nnClassifier,relu,None,16,None,None,adaptive,None,None,None,None,6,None,sgd,None,1.0,ok,159.2728406919632
56,0,1,0,0,0,0,kneighborsClassifier,None,ball_tree,None,None,20.0,None,None,None,None,None,None,10.0,None,uniform,0.9803220035778175,ok,159.36263289605267
57,0,0,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,53.0,auto,7.0,11.0,None,None,None,None,0.9794275491949911,ok,159.9890323560685
58,0,0,0,0,0,1,nnClassifier,logistic,None,27,None,None,invscaling,None,None,None,None,7,None,adam,None,1.0,ok,164.91754287597723
59,0,0,0,0,0,1,nnClassifier,logistic,None,17,None,None,invscaling,None,None,None,None,7,None,adam,None,1.0,ok,170.6757338331081
60,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
61,0,1,0,0,0,0,kneighborsClassifier,None,kd_tree,None,None,40.0,None,None,None,None,None,None,4.0,None,distance,0.9794275491949911,ok,170.7652111130301
62,0,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,86.0,sqrt,13.0,32.0,None,None,None,None,0.9910554561717353,ok,171.61574541102163
63,1,1,0,0,1,1,nnClassifier,relu,None,31,None,None,constant,None,None,None,None,8,None,sgd,None,1.0,ok,174.52068758802488
64,0,1,0,0,0,1,nnClassifier,relu,None,14,None,None,adaptive,None,None,None,None,3,None,sgd,None,1.0,ok,190.2236952551175
65,0,1,0,1,1,1,nnClassifier,identity,None,20,None,None,adaptive,None,None,None,None,2,None,lbfgs,None,1.0,ok,190.4117875690572
66,0,1,0,1,1,1,nnClassifier,identity,None,9,None,None,adaptive,None,None,None,None,2,None,lbfgs,None,1.0,ok,190.6004762421362
67,0,1,0,1,1,1,nnClassifier,identity,None,12,None,None,constant,None,None,None,None,5,None,lbfgs,None,1.0,ok,190.7993293700274
68,0,1,0,1,1,1,nnClassifier,identity,None,32,None,None,adaptive,None,None,None,None,6,None,lbfgs,None,1.0,ok,191.01212305412628
69,0,1,0,1,1,1,nnClassifier,identity,None,26,None,None,constant,None,None,None,None,1,None,lbfgs,None,1.0,ok,191.17619396513328
70,0,1,0,1,1,1,nnClassifier,identity,None,28,None,None,constant,None,None,None,None,3,None,lbfgs,None,1.0,ok,191.36992936697789
71,0,1,0,1,1,1,nnClassifier,tanh,None,30,None,None,constant,None,None,None,None,10,None,sgd,None,1.0,ok,196.04378944309428
72,0,1,0,1,1,1,nnClassifier,relu,None,24,None,None,constant,None,None,None,None,8,None,lbfgs,None,1.0,ok,196.35935283498839
73,1,1,0,1,1,1,nnClassifier,tanh,None,10,None,None,constant,None,None,None,None,9,None,sgd,None,1.0,ok,205.22668528999202
74,1,1,0,0,1,1,nnClassifier,tanh,None,11,None,None,constant,None,None,None,None,4,None,lbfgs,None,1.0,ok,205.7576464691665
75,1,1,1,1,1,1,nnClassifier,tanh,None,14,None,None,constant,None,None,None,None,2,None,sgd,None,1.0,ok,215.42430105106905
76,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,19.0,auto,2.0,10.0,None,None,None,None,0.9883720930232558,ok,216.4287646759767
77,1,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,19.0,None,None,None,None,None,None,2.0,None,uniform,0.9901610017889088,ok,216.58979830914177
78,1,1,1,1,1,1,nnClassifier,tanh,None,9,None,None,constant,None,None,None,None,3,None,sgd,None,1.0,ok,227.76444549998268
79,1,1,0,0,1,0,nnClassifier,tanh,None,25,None,None,constant,None,None,None,None,4,None,lbfgs,None,1.0,ok,228.27950844704174
80,1,1,0,1,1,1,nnClassifier,relu,None,17,None,None,constant,None,None,None,None,1,None,sgd,None,1.0,ok,232.07418065797538
81,0,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,60.0,sqrt,17.0,17.0,None,None,None,None,0.9892665474060823,ok,232.75088745704852
82,0,0,0,0,0,1,nnClassifier,logistic,None,22,None,None,invscaling,None,None,None,None,6,None,adam,None,1.0,ok,238.1653410231229
83,0,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,31.0,None,None,None,None,None,None,5.0,None,distance,0.9910554561717353,ok,238.2471027520951
84,1,0,1,0,1,0,nnClassifier,relu,None,23,None,None,constant,None,None,None,None,5,None,sgd,None,1.0,ok,242.780241494067
85,1,0,1,0,1,1,nnClassifier,identity,None,8,None,None,constant,None,None,None,None,6,None,sgd,None,1.0,ok,248.20938447210938
86,1,1,0,0,1,1,nnClassifier,relu,None,29,None,None,adaptive,None,None,None,None,7,None,sgd,None,1.0,ok,257.58549564611167
87,1,1,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,86.0,log2,8.0,27.0,None,None,None,None,0.9865831842576028,ok,258.52686632215045
88,1,0,0,0,0,1,nnClassifier,logistic,None,17,None,None,invscaling,None,None,None,None,7,None,adam,None,1.0,ok,264.6922232529614
89,1,1,0,0,0,0,kneighborsClassifier,None,ball_tree,None,None,27.0,None,None,None,None,None,None,9.0,None,uniform,0.9776386404293381,ok,264.78813350503333
90,1,1,0,0,1,1,nnClassifier,tanh,None,11,None,None,constant,None,None,None,None,4,None,lbfgs,None,1.0,ok,265.3177083451301
91,0,1,0,1,0,1,nnClassifier,identity,None,14,None,None,adaptive,None,None,None,None,2,None,lbfgs,None,1.0,ok,265.4523884539958
92,1,1,0,0,0,1,nnClassifier,relu,None,14,None,None,adaptive,None,None,None,None,8,None,sgd,None,1.0,ok,281.57640289794654
93,0,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,36.0,log2,4.0,37.0,None,None,None,None,0.9821109123434705,ok,282.2826789431274
94,1,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,3.0,None,None,None,None,None,None,7.0,None,uniform,0.9910554561717353,ok,282.41339033003896
95,0,1,0,1,1,1,nnClassifier,identity,None,9,None,None,adaptive,None,None,None,None,5,None,lbfgs,None,1.0,ok,282.6062780781649
96,0,1,0,1,1,1,nnClassifier,identity,None,12,None,None,adaptive,None,None,None,None,5,None,lbfgs,None,1.0,ok,282.8001078381203
97,0,1,0,1,1,1,nnClassifier,identity,None,19,None,None,adaptive,None,None,None,None,1,None,lbfgs,None,1.0,ok,282.9657130429987
98,0,1,0,1,1,0,nnClassifier,identity,None,13,None,None,adaptive,None,None,None,None,6,None,lbfgs,None,1.0,ok,283.1610523960553
99,0,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,16.0,sqrt,12.0,7.0,None,None,None,None,0.9919499105545617,ok,284.02844607597217
