,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,0,1,0,1,0,nnClassifier,identity,None,12,None,None,constant,None,None,None,None,7,None,adam,None,1.0,ok,3.699663625098765
1,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,30.0,sqrt,6.0,8.0,None,None,None,None,0.9874776386404294,ok,4.258457517018542
2,0,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,6.0,None,None,None,None,None,None,6.0,None,uniform,0.9892665474060823,ok,4.4686874989420176
3,0,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,44.0,log2,3.0,29.0,None,None,None,None,0.9838998211091234,ok,5.187275333097205
4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
5,1,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,5.0,None,None,None,None,None,None,2.0,None,uniform,0.9919499105545617,ok,5.295675500994548
6,0,1,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,36.0,None,None,None,None,None,None,6.0,None,distance,0.9874776386404294,ok,5.358807309996337
7,1,0,0,1,0,0,nnClassifier,tanh,None,14,None,None,invscaling,None,None,None,None,8,None,lbfgs,None,1.0,ok,5.8618628641124815
8,1,0,0,1,1,0,nnClassifier,identity,None,16,None,None,adaptive,None,None,None,None,2,None,adam,None,1.0,ok,8.970617207931355
9,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,20.0,sqrt,17.0,3.0,None,None,None,None,0.9901610017889088,ok,9.641623921925202
10,1,1,1,1,0,1,nnClassifier,tanh,None,25,None,None,invscaling,None,None,None,None,6,None,sgd,None,1.0,ok,23.495873501058668
11,1,0,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,14.0,None,None,None,None,None,None,9.0,None,distance,0.9758497316636852,ok,23.560630440944806
12,1,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,16.0,None,None,None,None,None,None,4.0,None,uniform,0.981216457960644,ok,23.77976522804238
13,1,0,1,1,1,1,nnClassifier,logistic,None,20,None,None,adaptive,None,None,None,None,8,None,lbfgs,None,1.0,ok,24.195570833981037
14,0,1,1,1,1,1,nnClassifier,relu,None,17,None,None,constant,None,None,None,None,9,None,adam,None,1.0,ok,27.239466400118545
15,1,0,1,0,0,0,nnClassifier,identity,None,30,None,None,invscaling,None,None,None,None,1,None,adam,None,1.0,ok,29.253588950959966
16,0,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,74.0,auto,16.0,26.0,None,None,None,None,0.9847942754919499,ok,29.8821612149477
17,0,0,1,1,1,1,nnClassifier,tanh,None,22,None,None,adaptive,None,None,None,None,3,None,adam,None,1.0,ok,35.14504148392007
18,0,0,1,0,0,1,nnClassifier,identity,None,28,None,None,constant,None,None,None,None,3,None,lbfgs,None,1.0,ok,35.31113105406985
19,0,0,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,6.0,None,uniform,0.9901610017889088,ok,35.418487461982295
20,0,0,1,0,1,1,nnClassifier,tanh,None,8,None,None,constant,None,None,None,None,5,None,adam,None,1.0,ok,43.956632032990456
21,1,0,1,0,0,1,nnClassifier,identity,None,32,None,None,constant,None,None,None,None,5,None,lbfgs,None,1.0,ok,44.14975968305953
22,1,0,1,0,0,1,nnClassifier,identity,None,11,None,None,constant,None,None,None,None,6,None,lbfgs,None,1.0,ok,44.33761308598332
23,0,0,1,0,1,1,nnClassifier,relu,None,9,None,None,constant,None,None,None,None,5,None,adam,None,1.0,ok,49.55857459292747
24,1,0,1,0,0,0,nnClassifier,identity,None,32,None,None,constant,None,None,None,None,7,None,sgd,None,1.0,ok,51.8055426760111
