,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
26,1,1,0,1,1,1,nnClassifier,relu,None,14,None,None,adaptive,None,None,None,None,4,None,adam,None,1.0,ok,42.94576572114602
27,1,0,0,1,1,0,nnClassifier,relu,None,28,None,None,invscaling,None,None,None,None,10,None,sgd,None,1.0,ok,46.935912049142644
28,0,0,0,0,1,0,nnClassifier,tanh,None,31,None,None,invscaling,None,None,None,None,4,None,adam,None,1.0,ok,51.44803286413662
29,1,1,0,1,1,1,nnClassifier,relu,None,13,None,None,adaptive,None,None,None,None,5,None,adam,None,1.0,ok,55.59813286503777
30,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,93.0,log2,12.0,24.0,None,None,None,None,0.9803220035778175,ok,56.305800893111154
31,0,0,0,0,1,0,nnClassifier,tanh,None,29,None,None,invscaling,None,None,None,None,3,None,adam,None,1.0,ok,61.84708064305596
32,1,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,74.0,log2,10.0,23.0,None,None,None,None,0.983005366726297,ok,62.81772476597689
33,0,0,0,0,1,0,nnClassifier,tanh,None,29,None,None,invscaling,None,None,None,None,1,None,adam,None,1.0,ok,69.54684330616146
34,0,0,0,0,1,0,nnClassifier,identity,None,24,None,None,invscaling,None,None,None,None,3,None,adam,None,1.0,ok,71.72324050706811
35,0,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,4.0,sqrt,15.0,13.0,None,None,None,None,0.9758497316636852,ok,72.16878457297571
36,0,0,0,0,1,0,nnClassifier,tanh,None,32,None,None,invscaling,None,None,None,None,7,None,adam,None,1.0,ok,76.03255606302992
37,0,0,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,10.0,None,distance,0.9821109123434705,ok,76.17852482106537
38,1,1,0,1,1,1,nnClassifier,relu,None,22,None,None,invscaling,None,None,None,None,6,None,sgd,None,1.0,ok,79.18345451704226
39,0,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,73.0,log2,8.0,30.0,None,None,None,None,0.9767441860465116,ok,79.7090266351588
40,0,0,0,0,1,0,kneighborsClassifier,None,auto,None,None,12.0,None,None,None,None,None,None,1.0,None,distance,0.9803220035778175,ok,79.85351787996478
41,1,1,0,1,0,1,nnClassifier,relu,None,17,None,None,constant,None,None,None,None,7,None,sgd,None,1.0,ok,83.91836548014544
42,1,1,1,1,1,1,nnClassifier,relu,None,22,None,None,invscaling,None,None,None,None,5,None,sgd,None,1.0,ok,94.92602789611556
43,1,1,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,31.0,None,None,None,None,None,None,9.0,None,distance,0.9794275491949911,ok,95.00995412305929
44,1,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,37.0,sqrt,19.0,13.0,None,None,None,None,0.9821109123434705,ok,95.89634731807746
45,1,1,0,1,0,1,nnClassifier,relu,None,26,None,None,invscaling,None,None,None,None,6,None,sgd,None,1.0,ok,100.10333587997593
46,1,1,1,0,1,1,nnClassifier,relu,None,22,None,None,invscaling,None,None,None,None,8,None,sgd,None,1.0,ok,104.16466477001086
47,1,0,0,1,1,1,kneighborsClassifier,None,auto,None,None,15.0,None,None,None,None,None,None,1.0,None,distance,0.981216457960644,ok,104.24919995013624
48,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
49,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,68.0,auto,13.0,3.0,None,None,None,None,0.9767441860465116,ok,104.84619702002965
50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
51,0,0,0,0,1,0,kneighborsClassifier,None,auto,None,None,7.0,None,None,None,None,None,None,8.0,None,uniform,0.9749552772808586,ok,105.06163744302467
52,0,0,1,0,1,0,nnClassifier,identity,None,14,None,None,constant,None,None,None,None,2,None,adam,None,1.0,ok,108.43785167508759
53,0,0,0,0,1,0,nnClassifier,logistic,None,25,None,None,invscaling,None,None,None,None,3,None,adam,None,1.0,ok,113.72737746802159
54,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
55,1,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,88.0,log2,3.0,29.0,None,None,None,None,0.9838998211091234,ok,114.68424530606717
56,1,1,0,1,1,1,nnClassifier,relu,None,16,None,None,adaptive,None,None,None,None,4,None,lbfgs,None,1.0,ok,114.97901291912422
57,1,1,0,1,0,1,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,2.0,None,distance,0.9722719141323792,ok,115.10748246009462
58,1,1,0,1,1,1,nnClassifier,logistic,None,18,None,None,adaptive,None,None,None,None,5,None,adam,None,1.0,ok,122.79280355107039
59,1,1,1,1,1,1,nnClassifier,logistic,None,16,None,None,adaptive,None,None,None,None,4,None,lbfgs,None,1.0,ok,123.27468827413395
60,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,5.0,sqrt,9.0,39.0,None,None,None,None,0.981216457960644,ok,123.97783660399728
61,1,1,0,1,1,1,nnClassifier,relu,None,20,None,None,adaptive,None,None,None,None,8,None,adam,None,1.0,ok,126.85629025613889
62,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
63,0,0,1,0,1,0,nnClassifier,tanh,None,11,None,None,constant,None,None,None,None,2,None,lbfgs,None,1.0,ok,127.41368625499308
64,0,0,0,0,1,0,nnClassifier,identity,None,27,None,None,constant,None,None,None,None,5,None,adam,None,1.0,ok,129.29933095606975
65,1,0,0,1,1,0,nnClassifier,relu,None,8,None,None,adaptive,None,None,None,None,10,None,sgd,None,1.0,ok,155.7466434519738
66,1,0,0,1,1,0,nnClassifier,relu,None,13,None,None,adaptive,None,None,None,None,10,None,sgd,None,1.0,ok,173.29132577613927
67,1,0,0,1,1,0,nnClassifier,relu,None,28,None,None,adaptive,None,None,None,None,9,None,sgd,None,1.0,ok,182.87366647296585
68,1,0,0,0,1,0,nnClassifier,tanh,None,31,None,None,invscaling,None,None,None,None,4,None,sgd,None,1.0,ok,189.53974691103213
69,1,0,0,0,1,0,nnClassifier,logistic,None,24,None,None,invscaling,None,None,None,None,5,None,sgd,None,1.0,ok,205.62374718813226
70,1,1,0,0,1,0,nnClassifier,tanh,None,9,None,None,adaptive,None,None,None,None,6,None,adam,None,1.0,ok,213.83019906212576
71,0,0,0,0,1,0,nnClassifier,relu,None,21,None,None,adaptive,None,None,None,None,3,None,adam,None,1.0,ok,216.3555609760806
72,1,0,0,0,1,0,nnClassifier,relu,None,13,None,None,invscaling,None,None,None,None,5,None,adam,None,1.0,ok,220.11531372810714
73,1,1,0,0,1,0,nnClassifier,tanh,None,26,None,None,adaptive,None,None,None,None,1,None,adam,None,1.0,ok,226.66655463608913
74,0,0,0,0,1,0,nnClassifier,tanh,None,29,None,None,invscaling,None,None,None,None,1,None,adam,None,1.0,ok,233.327531313058
75,0,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,59.0,auto,6.0,29.0,None,None,None,None,0.9758497316636852,ok,233.86008412600495
76,1,1,0,0,1,1,nnClassifier,identity,None,11,None,None,invscaling,None,None,None,None,4,None,adam,None,1.0,ok,237.95806144713424
77,0,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,16.0,None,None,None,None,None,None,7.0,None,distance,0.9821109123434705,ok,238.10735029610805
78,0,0,0,0,1,0,nnClassifier,identity,None,23,None,None,invscaling,None,None,None,None,2,None,adam,None,1.0,ok,240.3639358941
79,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
80,1,1,1,1,1,1,nnClassifier,relu,None,19,None,None,adaptive,None,None,None,None,9,None,adam,None,1.0,ok,243.43929273006506
81,0,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,34.0,log2,15.0,18.0,None,None,None,None,0.9758497316636852,ok,243.92637044214644
82,1,1,0,0,1,1,nnClassifier,logistic,None,9,None,None,adaptive,None,None,None,None,6,None,adam,None,1.0,ok,251.71345487516373
83,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
84,0,0,1,0,1,0,nnClassifier,identity,None,24,None,None,invscaling,None,None,None,None,7,None,lbfgs,None,1.0,ok,251.92065018997528
85,0,0,0,0,1,0,nnClassifier,identity,None,21,None,None,invscaling,None,None,None,None,7,None,adam,None,1.0,ok,254.30437667411752
86,1,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,84.0,log2,18.0,9.0,None,None,None,None,0.983005366726297,ok,255.25046859798022
87,1,0,0,1,0,0,nnClassifier,relu,None,30,None,None,invscaling,None,None,None,None,3,None,sgd,None,1.0,ok,271.36482714116573
88,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,33.0,None,None,None,None,None,None,2.0,None,uniform,0.9847942754919499,ok,271.4739576410502
89,1,0,1,0,1,0,nnClassifier,tanh,None,28,None,None,invscaling,None,None,None,None,4,None,sgd,None,1.0,ok,289.3246123229619
90,1,1,0,1,0,1,nnClassifier,relu,None,16,None,None,constant,None,None,None,None,8,None,sgd,None,1.0,ok,293.3473514050711
91,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,21.0,auto,14.0,33.0,None,None,None,None,0.9776386404293381,ok,294.3150980551727
92,1,1,0,1,0,1,nnClassifier,relu,None,17,None,None,constant,None,None,None,None,6,None,sgd,None,1.0,ok,298.1291436019819
93,1,1,1,1,0,1,nnClassifier,relu,None,21,None,None,constant,None,None,None,None,7,None,sgd,None,1.0,ok,301.69942272710614
94,1,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,7.0,None,uniform,0.981216457960644,ok,301.88055722997524
95,0,0,0,0,1,0,nnClassifier,identity,None,23,None,None,invscaling,None,None,None,None,1,None,adam,None,1.0,ok,304.3445680111181
96,1,0,0,1,1,0,nnClassifier,relu,None,8,None,None,adaptive,None,None,None,None,10,None,sgd,None,1.0,ok,330.33393222116865
97,1,0,0,1,1,0,nnClassifier,relu,None,14,None,None,adaptive,None,None,None,None,10,None,sgd,None,1.0,ok,346.5917424231302
98,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,61.0,sqrt,7.0,25.0,None,None,None,None,0.9785330948121646,ok,347.3131745911669
99,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
