,feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,85,auto,8,26,None,None,None,None,0.8976157082748948,ok,0.5419792069878895
1,0,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,47,sqrt,10,12,None,None,None,None,0.6942496493688639,ok,0.8954046359867789
