,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,nnRegressor,identity,None,8,None,None,invscaling,None,None,None,None,7,None,sgd,None,0.14716663156502674,ok,3.0490453829988837
1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,kneighborsRegressor,None,ball_tree,None,None,34.0,None,None,None,None,None,None,2.0,None,uniform,-0.24757172105163328,ok,3.1759536808822304
2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,kneighborsRegressor,None,ball_tree,None,None,9.0,None,None,None,None,None,None,2.0,None,distance,-0.3638542381682557,ok,3.280655754962936
3,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,kneighborsRegressor,None,ball_tree,None,None,12.0,None,None,None,None,None,None,3.0,None,distance,-0.1562887253194687,ok,3.411489442922175
4,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,kneighborsRegressor,None,kd_tree,None,None,22.0,None,None,None,None,None,None,6.0,None,uniform,0.2803403935193307,ok,3.620155284879729
5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,randomForestRegressor,None,None,None,mae,None,None,64.0,sqrt,4.0,6.0,None,None,None,None,0.11838830229891373,ok,44.86329301004298
6,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,kneighborsRegressor,None,brute,None,None,13.0,None,None,None,None,None,None,6.0,None,uniform,0.337871840050592,ok,45.11785524804145
7,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,kneighborsRegressor,None,ball_tree,None,None,20.0,None,None,None,None,None,None,7.0,None,distance,0.01999944873130166,ok,45.30721696605906
8,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,nnRegressor,identity,None,14,None,None,adaptive,None,None,None,None,6,None,adam,None,0.26482796526676455,ok,48.819514414994046
9,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,kneighborsRegressor,None,auto,None,None,9.0,None,None,None,None,None,None,9.0,None,distance,0.03662158895836898,ok,48.94594285986386
