,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,kneighborsRegressor,None,ball_tree,None,None,14.0,None,None,None,None,None,None,2.0,None,uniform,-0.5109125138916049,ok,44.965851156041026
11,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,72.0,log2,14.0,32.0,None,None,None,None,0.22822161829713916,ok,46.88743843091652
12,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,kneighborsRegressor,None,brute,None,None,9.0,None,None,None,None,None,None,8.0,None,distance,0.22101831431802255,ok,47.016948665026575
13,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,randomForestRegressor,None,None,None,mse,None,None,80.0,log2,5.0,37.0,None,None,None,None,0.13422942811961414,ok,48.91534775309265
14,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,56.0,auto,16.0,34.0,None,None,None,None,0.23552225078254363,ok,74.22125818394125
15,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,kneighborsRegressor,None,auto,None,None,17.0,None,None,None,None,None,None,8.0,None,distance,0.46648309449076486,ok,74.30442777089775
16,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,randomForestRegressor,None,None,None,mse,None,None,62.0,log2,17.0,37.0,None,None,None,None,0.38026099365746724,ok,75.97984368586913
17,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,nnRegressor,relu,None,17,None,None,constant,None,None,None,None,4,None,lbfgs,None,0.3857944675416466,ok,79.79179939790629
18,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,randomForestRegressor,None,None,None,mae,None,None,65.0,sqrt,3.0,20.0,None,None,None,None,0.1830264837085882,ok,159.69336058292538
19,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,nnRegressor,tanh,None,24,None,None,constant,None,None,None,None,3,None,sgd,None,0.05241767910270456,ok,161.1346649080515
20,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,kneighborsRegressor,None,auto,None,None,37.0,None,None,None,None,None,None,3.0,None,distance,0.36098028990395536,ok,161.25036936090328
21,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,kneighborsRegressor,None,kd_tree,None,None,3.0,None,None,None,None,None,None,5.0,None,distance,0.43829007883527504,ok,161.45520456903614
22,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,nnRegressor,tanh,None,8,None,None,invscaling,None,None,None,None,1,None,sgd,None,0.15972444238533057,ok,164.99323383392766
23,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,kneighborsRegressor,None,auto,None,None,28.0,None,None,None,None,None,None,10.0,None,distance,0.48562185470011476,ok,165.1424690010026
24,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,kneighborsRegressor,None,auto,None,None,30.0,None,None,None,None,None,None,10.0,None,uniform,0.489212161113725,ok,165.29180165706202
25,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,nnRegressor,logistic,None,29,None,None,invscaling,None,None,None,None,10,None,adam,None,0.5319211597755367,ok,166.6197777169291
26,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,nnRegressor,logistic,None,30,None,None,invscaling,None,None,None,None,10,None,adam,None,0.5333559247136352,ok,167.9252156300936
27,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,nnRegressor,logistic,None,32,None,None,invscaling,None,None,None,None,10,None,adam,None,0.5338633954173752,ok,169.1533144209534
28,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,nnRegressor,logistic,None,28,None,None,invscaling,None,None,None,None,10,None,adam,None,0.4582722639831309,ok,170.5106561689172
29,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,nnRegressor,logistic,None,32,None,None,adaptive,None,None,None,None,8,None,adam,None,0.5351207912313453,ok,171.80991558986716
30,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,nnRegressor,logistic,None,26,None,None,adaptive,None,None,None,None,8,None,adam,None,0.4391541823003444,ok,173.22726742108352
31,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,nnRegressor,logistic,None,32,None,None,adaptive,None,None,None,None,7,None,adam,None,0.5342556513562573,ok,174.44372717593797
32,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,nnRegressor,identity,None,32,None,None,adaptive,None,None,None,None,8,None,lbfgs,None,0.5236482057035599,ok,174.5815704020206
33,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,nnRegressor,logistic,None,22,None,None,adaptive,None,None,None,None,7,None,sgd,None,0.0570276047084215,ok,181.55991472792812
34,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,nnRegressor,logistic,None,27,None,None,adaptive,None,None,None,None,8,None,adam,None,0.5312754997007729,ok,182.9556668959558
35,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,nnRegressor,identity,None,25,None,None,adaptive,None,None,None,None,6,None,adam,None,0.36250202589508285,ok,185.30621658195741
36,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,nnRegressor,relu,None,19,None,None,adaptive,None,None,None,None,9,None,lbfgs,None,0.46199488083892315,ok,188.98819517693482
37,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,nnRegressor,logistic,None,32,None,None,adaptive,None,None,None,None,6,None,sgd,None,0.08798943951530724,ok,194.15972260502167
38,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,nnRegressor,logistic,None,29,None,None,adaptive,None,None,None,None,7,None,adam,None,0.5289275097744597,ok,195.4666328819003
39,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,nnRegressor,logistic,None,9,None,None,adaptive,None,None,None,None,9,None,adam,None,0.2095668396333369,ok,198.93495121388696
40,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,nnRegressor,identity,None,21,None,None,adaptive,None,None,None,None,9,None,adam,None,0.2966032062756172,ok,202.3665127370041
41,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,nnRegressor,logistic,None,27,None,None,adaptive,None,None,None,None,6,None,adam,None,0.23333271833850655,ok,203.83730415604077
42,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,nnRegressor,relu,None,11,None,None,adaptive,None,None,None,None,7,None,lbfgs,None,0.49586649519345327,ok,207.3154780359473
43,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,nnRegressor,logistic,None,30,None,None,adaptive,None,None,None,None,4,None,sgd,None,0.06013041433897914,ok,212.5714034519624
44,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,randomForestRegressor,None,None,None,mae,None,None,98.0,sqrt,20.0,4.0,None,None,None,None,0.1332095278867922,ok,272.95068821590394
45,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,nnRegressor,logistic,None,25,None,None,constant,None,None,None,None,8,None,adam,None,0.5409070532038656,ok,274.4968045610003
46,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,34.0,auto,8.0,10.0,None,None,None,None,0.2894063584634824,ok,447.4564582169987
47,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,kneighborsRegressor,None,kd_tree,None,None,5.0,None,None,None,None,None,None,4.0,None,uniform,0.090462558716364,ok,447.7063641620334
48,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,nnRegressor,relu,None,19,None,None,constant,None,None,None,None,9,None,adam,None,0.35163471634159593,ok,450.0868098260835
49,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,5.0,sqrt,19.0,24.0,None,None,None,None,0.010142746419628756,ok,451.5184913929552
50,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,nnRegressor,identity,None,25,None,None,constant,None,None,None,None,8,None,adam,None,0.07258206634147257,ok,453.8289751559496
51,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,kneighborsRegressor,None,brute,None,None,39.0,None,None,None,None,None,None,6.0,None,uniform,0.313202137193613,ok,453.9872549038846
52,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,nnRegressor,logistic,None,15,None,None,constant,None,None,None,None,5,None,adam,None,0.5377892040952903,ok,456.1618332739454
53,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,randomForestRegressor,None,None,None,mae,None,None,98.0,auto,10.0,3.0,None,None,None,None,0.21422845045449956,ok,697.1667089120019
54,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,nnRegressor,tanh,None,14,None,None,constant,None,None,None,None,5,None,lbfgs,None,0.28975395340098997,ok,700.6501936540008
55,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,kneighborsRegressor,None,kd_tree,None,None,24.0,None,None,None,None,None,None,1.0,None,uniform,0.19434388339432052,ok,700.774575927062
56,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,nnRegressor,relu,None,16,None,None,constant,None,None,None,None,4,None,adam,None,0.5076157287070082,ok,703.4728945798706
57,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,35.0,sqrt,12.0,25.0,None,None,None,None,0.04135817796306729,ok,708.1676854549441
58,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,kneighborsRegressor,None,brute,None,None,11.0,None,None,None,None,None,None,1.0,None,distance,-0.07710559516411108,ok,708.2682667479385
59,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,nnRegressor,tanh,None,12,None,None,constant,None,None,None,None,5,None,sgd,None,0.376591963843686,ok,712.5103466599248
60,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,logistic,None,16,None,None,constant,None,None,None,None,2,None,adam,None,0.5536833863079094,ok,714.7377537619323
61,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,14.0,sqrt,9.0,17.0,None,None,None,None,0.0016872348088052824,ok,717.4253338349517
62,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,nnRegressor,logistic,None,19,None,None,constant,None,None,None,None,2,None,lbfgs,None,0.42377271111005077,ok,718.049369472079
63,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,kneighborsRegressor,None,kd_tree,None,None,36.0,None,None,None,None,None,None,4.0,None,uniform,0.30787819568677477,ok,718.1611976360437
64,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,17,None,None,constant,None,None,None,None,2,None,adam,None,0.5416420301593274,ok,720.7969463749323
65,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,17,None,None,constant,None,None,None,None,2,None,adam,None,0.5416420301593274,ok,723.4309164748993
66,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,17,None,None,constant,None,None,None,None,2,None,adam,None,0.5416420301593274,ok,726.0639210520312
67,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,13,None,None,constant,None,None,None,None,1,None,adam,None,0.5246661149670617,ok,729.4883678678889
68,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,18,None,None,constant,None,None,None,None,3,None,adam,None,0.544490539451005,ok,732.1070878070313
69,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,20,None,None,constant,None,None,None,None,3,None,adam,None,0.5478986194319997,ok,734.1740910529625
70,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,21,None,None,constant,None,None,None,None,3,None,adam,None,0.54789653073845,ok,736.430709989043
71,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,21,None,None,constant,None,None,None,None,3,None,adam,None,0.54789653073845,ok,738.6887907790951
72,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,23,None,None,constant,None,None,None,None,3,None,sgd,None,0.4630009012185903,ok,740.1988997019362
73,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,21,None,None,invscaling,None,None,None,None,1,None,adam,None,0.5242159935483817,ok,741.9001116200816
74,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,23,None,None,constant,None,None,None,None,3,None,adam,None,0.5331951592463255,ok,744.1393038930837
75,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,20,None,None,constant,None,None,None,None,4,None,adam,None,0.5382809708539109,ok,746.7560048690066
76,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,15,None,None,invscaling,None,None,None,None,1,None,lbfgs,None,0.5465661033399258,ok,748.12649314804
77,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,identity,None,10,None,None,constant,None,None,None,None,2,None,adam,None,0.513025654791917,ok,752.2944557580631
78,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,kneighborsRegressor,None,ball_tree,None,None,24.0,None,None,None,None,None,None,8.0,None,distance,0.4902197243681915,ok,752.4593742850702
79,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,randomForestRegressor,None,None,None,mae,None,None,44.0,auto,6.0,8.0,None,None,None,None,0.21743385312689478,ok,922.525987111032
80,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,nnRegressor,tanh,None,22,None,None,constant,None,None,None,None,4,None,sgd,None,0.22387239227782463,ok,924.867912838934
81,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,nnRegressor,relu,None,18,None,None,constant,None,None,None,None,1,None,adam,None,0.4443366005589048,ok,927.7028528400697
82,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,20,None,None,invscaling,None,None,None,None,4,None,adam,None,0.5523476555074682,ok,930.4386341648642
83,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,identity,None,15,None,None,invscaling,None,None,None,None,4,None,adam,None,0.22500636984540334,ok,934.5340154059231
84,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,85.0,auto,14.0,26.0,None,None,None,None,0.28080594182076546,ok,960.4508087870199
85,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,kneighborsRegressor,None,brute,None,None,6.0,None,None,None,None,None,None,6.0,None,uniform,0.2837136084790546,ok,960.6159202880226
86,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,nnRegressor,tanh,None,16,None,None,invscaling,None,None,None,None,3,None,lbfgs,None,0.3593255724810731,ok,965.7139219748788
87,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,20,None,None,invscaling,None,None,None,None,4,None,adam,None,0.5523476555074682,ok,968.47710116487
88,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,relu,None,24,None,None,invscaling,None,None,None,None,6,None,sgd,None,-1.3262168713646676,ok,969.8348687109537
89,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,nnRegressor,logistic,None,13,None,None,invscaling,None,None,None,None,5,None,adam,None,0.33226585256951624,ok,972.2758313668892
90,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,randomForestRegressor,None,None,None,mae,None,None,16.0,log2,18.0,17.0,None,None,None,None,0.41065929099218834,ok,1026.0631963750347
91,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,kneighborsRegressor,None,ball_tree,None,None,34.0,None,None,None,None,None,None,9.0,None,distance,0.49923397457050234,ok,1026.2319683879614
92,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,identity,None,22,None,None,invscaling,None,None,None,None,4,None,adam,None,0.20179148398974334,ok,1029.0437419060618
93,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,nnRegressor,tanh,None,18,None,None,invscaling,None,None,None,None,5,None,adam,None,0.42351088387258706,ok,1032.5067791689653
94,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,nnRegressor,logistic,None,8,None,None,invscaling,None,None,None,None,2,None,lbfgs,None,0.38802929130501407,ok,1033.2042932899203
95,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,randomForestRegressor,None,None,None,mse,None,None,89.0,sqrt,15.0,30.0,None,None,None,None,0.4755108256945626,ok,1034.9592000809498
96,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,kneighborsRegressor,None,brute,None,None,17.0,None,None,None,None,None,None,2.0,None,uniform,0.321340056082865,ok,1035.072546201991
97,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,nnRegressor,relu,None,14,None,None,invscaling,None,None,None,None,6,None,adam,None,0.21135476431799072,ok,1037.8648793189786
98,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,nnRegressor,logistic,None,12,None,None,invscaling,None,None,None,None,4,None,sgd,None,-0.00901107075933405,ok,1039.9986365758814
99,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,nnRegressor,tanh,None,16,None,None,invscaling,None,None,None,None,5,None,adam,None,0.557285483721596,ok,1043.3457819500472
