,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,kneighborsRegressor,None,auto,None,None,14.0,None,None,None,None,None,None,5.0,None,uniform,0.2495873824896544,ok,80.6832868438214
11,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,34.0,log2,8.0,26.0,None,None,None,None,0.06655898138787109,ok,86.4372534789145
12,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,kneighborsRegressor,None,auto,None,None,13.0,None,None,None,None,None,None,4.0,None,uniform,0.26449458042639984,ok,86.5416287239641
13,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,nnRegressor,tanh,None,20,None,None,adaptive,None,None,None,None,8,None,sgd,None,0.1817472197472909,ok,95.80637278384529
14,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,kneighborsRegressor,None,kd_tree,None,None,36.0,None,None,None,None,None,None,5.0,None,distance,-0.03233516049269847,ok,96.00724153593183
15,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,kneighborsRegressor,None,ball_tree,None,None,14.0,None,None,None,None,None,None,6.0,None,uniform,0.0320554710529114,ok,96.10401348001324
16,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,randomForestRegressor,None,None,None,mse,None,None,51.0,auto,9.0,25.0,None,None,None,None,0.36570758376969814,ok,104.07145018386655
17,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,28.0,auto,15.0,33.0,None,None,None,None,0.03457195446744665,ok,122.18618465983309
18,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,nnRegressor,relu,None,14,None,None,invscaling,None,None,None,None,9,None,sgd,None,-0.6727293191539054,ok,124.2178663299419
19,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,randomForestRegressor,None,None,None,mse,None,None,86.0,auto,6.0,13.0,None,None,None,None,0.38966071904540733,ok,129.59924506791867
20,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,nnRegressor,identity,None,32,None,None,constant,None,None,None,None,2,None,adam,None,0.10101031167098384,ok,130.5811941709835
21,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,nnRegressor,tanh,None,32,None,None,invscaling,None,None,None,None,5,None,adam,None,0.33487263003335455,ok,132.982608434977
22,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,nnRegressor,relu,None,25,None,None,constant,None,None,None,None,6,None,lbfgs,None,0.1620286345721912,ok,136.30385393602774
23,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,randomForestRegressor,None,None,None,mse,None,None,98.0,auto,2.0,4.0,None,None,None,None,0.38362037551801753,ok,145.3454052049201
24,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,nnRegressor,identity,None,8,None,None,invscaling,None,None,None,None,10,None,adam,None,0.4014517413306298,ok,151.07043971703388
25,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,nnRegressor,identity,None,8,None,None,invscaling,None,None,None,None,10,None,adam,None,0.39240140289328684,ok,156.82043165690266
26,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,nnRegressor,identity,None,8,None,None,invscaling,None,None,None,None,10,None,adam,None,0.4014517413306298,ok,162.57643240783364
27,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,nnRegressor,identity,None,8,None,None,invscaling,None,None,None,None,10,None,adam,None,0.4014517413306298,ok,168.3117714629043
28,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,nnRegressor,identity,None,12,None,None,invscaling,None,None,None,None,8,None,adam,None,0.4089232116478907,ok,172.3624852988869
29,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,nnRegressor,identity,None,12,None,None,invscaling,None,None,None,None,8,None,adam,None,0.4089232116478907,ok,176.4322397049982
30,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,nnRegressor,identity,None,13,None,None,invscaling,None,None,None,None,8,None,adam,None,0.1443955163488262,ok,180.63359414995648
31,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,nnRegressor,logistic,None,16,None,None,constant,None,None,None,None,8,None,sgd,None,0.07556994111085202,ok,182.3912439418491
32,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,nnRegressor,identity,None,12,None,None,adaptive,None,None,None,None,7,None,lbfgs,None,0.4104004857650104,ok,182.52901747683063
33,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,nnRegressor,identity,None,11,None,None,adaptive,None,None,None,None,4,None,lbfgs,None,0.4129843341922341,ok,182.66766309691593
34,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,nnRegressor,relu,None,17,None,None,adaptive,None,None,None,None,4,None,lbfgs,None,0.40109445022413737,ok,184.08719055796973
35,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,nnRegressor,logistic,None,26,None,None,adaptive,None,None,None,None,4,None,lbfgs,None,0.14721070495382726,ok,184.57073087384924
36,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,nnRegressor,identity,None,10,None,None,adaptive,None,None,None,None,2,None,lbfgs,None,0.41353304768768306,ok,184.77635876182467
37,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,nnRegressor,identity,None,11,None,None,adaptive,None,None,None,None,1,None,lbfgs,None,0.15106280932478366,ok,184.99233951000497
38,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,nnRegressor,identity,None,10,None,None,adaptive,None,None,None,None,1,None,lbfgs,None,0.4142198497803339,ok,185.12013400904834
39,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,nnRegressor,logistic,None,16,None,None,adaptive,None,None,None,None,1,None,lbfgs,None,0.40741775800463464,ok,185.73896788689308
40,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,kneighborsRegressor,None,brute,None,None,3.0,None,None,None,None,None,None,2.0,None,distance,0.14799325685986953,ok,185.85725737083703
41,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,nnRegressor,identity,None,23,None,None,adaptive,None,None,None,None,2,None,lbfgs,None,0.15288745487213062,ok,185.99157915101387
42,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,kneighborsRegressor,None,kd_tree,None,None,26.0,None,None,None,None,None,None,10.0,None,distance,0.24359949157229643,ok,186.14664594898932
43,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,nnRegressor,relu,None,10,None,None,adaptive,None,None,None,None,2,None,lbfgs,None,-0.0005322841437513937,ok,186.4153582060244
44,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,randomForestRegressor,None,None,None,mae,None,None,71.0,sqrt,19.0,40.0,None,None,None,None,0.3199486696077227,ok,249.81010499899276
45,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,kneighborsRegressor,None,brute,None,None,2.0,None,None,None,None,None,None,2.0,None,distance,-0.26904705456662126,ok,249.92227202793583
46,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,nnRegressor,identity,None,15,None,None,adaptive,None,None,None,None,3,None,lbfgs,None,0.3925742207150581,ok,250.03744788095355
47,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,nnRegressor,identity,None,18,None,None,constant,None,None,None,None,1,None,sgd,None,0.3913084838483505,ok,251.52449891902506
48,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,randomForestRegressor,None,None,None,mae,None,None,2.0,log2,19.0,19.0,None,None,None,None,-0.13025532981896593,ok,281.2841759209987
49,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,kneighborsRegressor,None,brute,None,None,29.0,None,None,None,None,None,None,8.0,None,uniform,0.2986918061599989,ok,281.4509054918308
50,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,nnRegressor,tanh,None,10,None,None,adaptive,None,None,None,None,3,None,lbfgs,None,0.4191998676415458,ok,286.39475207193755
51,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,99.0,sqrt,11.0,3.0,None,None,None,None,0.3504435632730267,ok,288.1101655520033
52,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,kneighborsRegressor,None,kd_tree,None,None,24.0,None,None,None,None,None,None,1.0,None,distance,-0.6349371760594389,ok,288.2093672598712
53,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,nnRegressor,tanh,None,29,None,None,adaptive,None,None,None,None,3,None,lbfgs,None,0.4597823861429001,ok,290.2573332989123
54,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,nnRegressor,tanh,None,29,None,None,adaptive,None,None,None,None,5,None,lbfgs,None,0.3734888487916058,ok,295.2722795540467
55,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,randomForestRegressor,None,None,None,mae,None,None,50.0,log2,2.0,39.0,None,None,None,None,0.3262163773583543,ok,362.46335863601416
56,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,nnRegressor,tanh,None,29,None,None,adaptive,None,None,None,None,3,None,lbfgs,None,0.09928360862949792,ok,367.4840895039961
57,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,kneighborsRegressor,None,kd_tree,None,None,39.0,None,None,None,None,None,None,3.0,None,uniform,0.2768639385635795,ok,367.59498047595844
58,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,nnRegressor,tanh,None,28,None,None,adaptive,None,None,None,None,3,None,sgd,None,0.34670987250618446,ok,373.9173486230429
59,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,79.0,sqrt,5.0,18.0,None,None,None,None,0.4268811527438853,ok,443.8336545920465
60,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,81.0,sqrt,5.0,15.0,None,None,None,None,0.4303591576738022,ok,512.760150665883
61,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,55.0,sqrt,8.0,9.0,None,None,None,None,0.11967732436397371,ok,585.0311590740457
62,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,randomForestRegressor,None,None,None,mae,None,None,100.0,sqrt,11.0,32.0,None,None,None,None,0.4176598671967696,ok,654.8343363779131
63,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,40.0,sqrt,3.0,16.0,None,None,None,None,0.347195397424337,ok,731.4930638088845
64,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,88.0,sqrt,6.0,22.0,None,None,None,None,0.43238938078443834,ok,802.4499452868477
65,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,85.0,sqrt,6.0,22.0,None,None,None,None,0.43238938078443834,ok,874.0884376908652
66,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,90.0,sqrt,7.0,22.0,None,None,None,None,0.41967861497495396,ok,945.4830339460168
67,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,66.0,sqrt,9.0,23.0,None,None,None,None,0.4267639715772965,ok,1011.6411617398262
68,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,93.0,sqrt,6.0,30.0,None,None,None,None,0.41782374246910237,ok,1080.2492502669338
69,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,76.0,sqrt,10.0,20.0,None,None,None,None,0.42028539354148176,ok,1145.47018750594
70,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mae,None,None,63.0,sqrt,4.0,29.0,None,None,None,None,0.42412296407334893,ok,1219.0796732669696
71,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,85.0,sqrt,13.0,24.0,None,None,None,None,0.4328722706022494,ok,1221.1701117779594
72,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,58.0,log2,12.0,37.0,None,None,None,None,0.43351934996507546,ok,1223.3349842519965
73,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,58.0,log2,17.0,37.0,None,None,None,None,0.43758056764845954,ok,1225.3434134100098
74,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,60.0,log2,17.0,36.0,None,None,None,None,0.4334418792083292,ok,1227.3576323420275
75,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,50.0,log2,12.0,37.0,None,None,None,None,0.43351934996507546,ok,1229.429420622997
76,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,45.0,log2,17.0,37.0,None,None,None,None,0.43758056764845954,ok,1231.44051441201
77,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,17.0,log2,18.0,35.0,None,None,None,None,0.1515805077606487,ok,1233.3915509858634
78,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,kneighborsRegressor,None,auto,None,None,8.0,None,None,None,None,None,None,10.0,None,distance,0.4021699190408595,ok,1233.523999630008
79,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,42.0,log2,15.0,40.0,None,None,None,None,0.4223979669970761,ok,1235.585628916975
80,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,randomForestRegressor,None,None,None,mse,None,None,22.0,log2,20.0,31.0,None,None,None,None,0.4320426756670597,ok,1237.6359584110323
81,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,43.0,log2,16.0,29.0,None,None,None,None,0.11319716114223233,ok,1245.8263080338947
82,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,kneighborsRegressor,None,ball_tree,None,None,31.0,None,None,None,None,None,None,8.0,None,uniform,0.07442203168652517,ok,1245.970553762978
83,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,32.0,log2,14.0,27.0,None,None,None,None,0.44141948091393457,ok,1247.9739599418826
84,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,randomForestRegressor,None,None,None,poisson,None,None,29.0,log2,14.0,27.0,None,None,None,None,0.09237337773944998,ok,1254.5688266449142
85,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,kneighborsRegressor,None,brute,None,None,21.0,None,None,None,None,None,None,1.0,None,distance,-0.20068013308977206,ok,1254.6758588729426
86,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,nnRegressor,tanh,None,21,None,None,constant,None,None,None,None,7,None,sgd,None,0.045511488457745,ok,1258.2635330958292
87,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,6.0,auto,14.0,34.0,None,None,None,None,0.4255148484619723,ok,1262.5857547009364
88,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,nnRegressor,tanh,None,22,None,None,constant,None,None,None,None,7,None,sgd,None,0.32342469082686864,ok,1265.0998758948408
89,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,randomForestRegressor,None,None,None,mse,None,None,37.0,log2,16.0,26.0,None,None,None,None,0.4258762365584837,ok,1267.1042621268425
90,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,nnRegressor,tanh,None,31,None,None,constant,None,None,None,None,9,None,sgd,None,0.2572126583522264,ok,1268.751500983024
91,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,kneighborsRegressor,None,kd_tree,None,None,39.0,None,None,None,None,None,None,4.0,None,distance,-0.0679023956342979,ok,1268.8747735328507
92,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,14.0,log2,18.0,28.0,None,None,None,None,0.044224579023883104,ok,1272.4319557249546
93,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,nnRegressor,logistic,None,25,None,None,constant,None,None,None,None,5,None,sgd,None,0.11725053007257247,ok,1273.7538001700304
94,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,32.0,auto,20.0,6.0,None,None,None,None,0.3461426715714625,ok,1279.800938471919
95,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,nnRegressor,relu,None,20,None,None,adaptive,None,None,None,None,9,None,lbfgs,None,0.07822824060480005,ok,1283.3509641929995
96,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,23.0,log2,14.0,32.0,None,None,None,None,0.4315769313111777,ok,1285.3564742868766
97,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,kneighborsRegressor,None,auto,None,None,7.0,None,None,None,None,None,None,9.0,None,uniform,0.39724276092210653,ok,1285.5272572608665
98,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,nnRegressor,tanh,None,31,None,None,constant,None,None,None,None,6,None,lbfgs,None,0.3192585820773186,ok,1290.8259383910336
99,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,70.0,auto,13.0,11.0,None,None,None,None,0.3331302098709601,ok,1296.5365964809898
