,feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,None,None,None,None,None,nnClassifier,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,ok,None
1,0,1,0,0,1,nnClassifier,tanh,None,24,None,None,constant,None,None,None,None,5,None,adam,None,0.481065918653577,ok,6.16831718594767
2,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,49,sqrt,2,4,None,None,None,None,0.938288920056101,ok,6.74324900493957
3,0,0,1,0,0,nnClassifier,identity,None,22,None,None,constant,None,None,None,None,3,None,adam,None,0.497896213183731,ok,8.22211002395488
4,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,26,sqrt,19,33,None,None,None,None,0.561009817671809,ok,8.57130193407647
5,0,1,1,0,0,nnClassifier,tanh,None,20,None,None,constant,None,None,None,None,8,None,adam,None,0.520336605890603,ok,16.3972184660379
6,0,1,0,0,0,nnClassifier,logistic,None,9,None,None,constant,None,None,None,None,8,None,adam,None,0.520336605890603,ok,22.376884266967
7,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,86,auto,18,28,None,None,None,None,0.935483870967742,ok,23.0124398979824
8,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,15,None,None,None,None,None,None,9,None,uniform,0.938288920056101,ok,23.1177807059139
9,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,9,auto,13,23,None,None,None,None,0.935483870967742,ok,23.5890732901171
10,None,None,None,None,None,randomForestClassifier,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,ok,None
11,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,34,sqrt,6,23,None,None,None,None,0.93969144460028,ok,24.3581033579539
12,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,46,sqrt,12,30,None,None,None,None,0.695652173913043,ok,24.8224677541293
13,0,0,1,1,1,nnClassifier,logistic,None,31,None,None,constant,None,None,None,None,6,None,sgd,None,0.496493688639551,ok,33.7210517821368
14,None,None,None,None,None,nnClassifier,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,ok,None
15,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,8,None,uniform,0.760168302945302,ok,33.8318217711058
16,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,82,log2,3,9,None,None,None,None,0.740532959326788,ok,34.4014479869511
17,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,11,None,None,None,None,None,None,3,None,distance,0.931276297335203,ok,34.4317297351081
