,feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
39,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,13,None,None,None,None,None,None,7,None,uniform,0.9481065918653576,ok,40.79732901789248
40,0,0,1,1,1,nnClassifier,relu,None,32.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.4838709677419355,ok,51.11360832094215
41,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,12,None,None,None,None,None,None,5,None,uniform,0.9396914446002805,ok,51.17362513090484
42,0,0,1,1,1,kneighborsClassifier,None,auto,None,None,5,None,None,None,None,None,None,8,None,distance,0.8134642356241234,ok,51.21882132696919
43,1,0,1,1,1,nnClassifier,relu,None,30.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.48807854137447404,ok,63.614182794932276
44,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,21,None,None,None,None,None,None,6,None,uniform,0.8667601683029453,ok,63.671764575876296
45,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,39,None,None,None,None,None,None,8,None,uniform,0.9438990182328191,ok,63.73180482489988
46,1,1,0,1,1,nnClassifier,tanh,None,9.0,None,None,adaptive,None,None,None,None,10.0,None,sgd,None,0.4894810659186536,ok,95.92545368685387
47,0,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,12,None,None,None,None,None,None,7,None,uniform,0.6844319775596073,ok,95.99251872394234
48,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,15,None,None,None,None,None,None,5,None,distance,0.9354838709677419,ok,96.04378790501505
49,0,1,0,1,0,nnClassifier,logistic,None,27.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.5021037868162693,ok,97.2400491188746
50,1,0,1,0,1,kneighborsClassifier,None,brute,None,None,4,None,None,None,None,None,None,10,None,uniform,0.9396914446002805,ok,97.36214720201679
51,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,2.0,log2,15.0,2.0,None,None,None,None,0.94109396914446,ok,97.7216464469675
52,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,10,None,None,None,None,None,None,6,None,uniform,0.94109396914446,ok,97.88965855399147
53,0,0,1,0,0,nnClassifier,relu,None,12.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.49789621318373073,ok,102.36576917790808
54,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,24.0,sqrt,15.0,7.0,None,None,None,None,0.9424964936886395,ok,103.06480075488798
55,1,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,15,None,None,None,None,None,None,4,None,uniform,0.9270687237026648,ok,103.12810408789665
56,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,6,None,None,None,None,None,None,9,None,uniform,0.9481065918653576,ok,103.18929457687773
57,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,53.0,sqrt,20.0,27.0,None,None,None,None,0.7769985974754559,ok,103.70543598593213
58,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,31,None,None,None,None,None,None,9,None,uniform,0.9481065918653576,ok,103.76685275998898
59,1,0,1,0,0,nnClassifier,tanh,None,18.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.49789621318373073,ok,108.02129312907346
60,1,1,1,1,0,kneighborsClassifier,None,auto,None,None,21,None,None,None,None,None,None,10,None,distance,0.9424964936886395,ok,108.07035802793689
61,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,87.0,log2,9.0,13.0,None,None,None,None,0.8906030855539971,ok,108.6029107728973
62,1,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,37,None,None,None,None,None,None,4,None,uniform,0.9270687237026648,ok,108.66511390404776
63,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,18,None,None,None,None,None,None,7,None,distance,0.9438990182328191,ok,108.71177849499509
64,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,32,None,None,None,None,None,None,8,None,uniform,0.9438990182328191,ok,108.84894307586364
65,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,23,None,None,None,None,None,None,9,None,uniform,0.9481065918653576,ok,108.91292193601839
66,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,24,None,None,None,None,None,None,9,None,uniform,0.9481065918653576,ok,108.97480035293847
67,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,31,None,None,None,None,None,None,9,None,uniform,0.9481065918653576,ok,109.03778158104979
68,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,35,None,None,None,None,None,None,10,None,uniform,0.9467040673211781,ok,109.10053543304093
69,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,23,None,None,None,None,None,None,9,None,uniform,0.9481065918653576,ok,109.16359878890216
70,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,29,None,None,None,None,None,None,8,None,uniform,0.9453015427769986,ok,109.22633243096061
71,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,26,None,None,None,None,None,None,7,None,uniform,0.9481065918653576,ok,109.29081111308187
72,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,40,None,None,None,None,None,None,6,None,uniform,0.94109396914446,ok,109.35283666686155
73,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,19,None,None,None,None,None,None,7,None,uniform,0.9481065918653576,ok,109.41799972695298
74,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,9,None,None,None,None,None,None,8,None,distance,0.9438990182328191,ok,109.54067222005688
75,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,57.0,auto,14.0,2.0,None,None,None,None,0.9438990182328191,ok,110.22649219585583
76,1,0,1,1,1,nnClassifier,identity,None,28.0,None,None,adaptive,None,None,None,None,1.0,None,lbfgs,None,0.49228611500701264,ok,110.36777393589728
77,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,27,None,None,None,None,None,None,10,None,uniform,0.9467040673211781,ok,110.44487543893047
78,0,0,1,1,0,kneighborsClassifier,None,auto,None,None,23,None,None,None,None,None,None,1,None,uniform,0.7208976157082749,ok,110.50722266803496
79,1,0,0,0,1,kneighborsClassifier,None,kd_tree,None,None,16,None,None,None,None,None,None,3,None,uniform,0.9354838709677419,ok,110.57088340399787
80,1,0,1,1,1,nnClassifier,relu,None,13.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.49228611500701264,ok,132.56876962305978
81,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,19,None,None,None,None,None,None,8,None,uniform,0.9438990182328191,ok,132.64357758592814
82,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,98.0,auto,19.0,8.0,None,None,None,None,0.7769985974754559,ok,133.09725118800998
83,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,24,None,None,None,None,None,None,10,None,distance,0.9396914446002805,ok,133.31358396587893
84,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,3,None,None,None,None,None,None,9,None,uniform,0.9481065918653576,ok,133.38134736102074
85,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,5,None,None,None,None,None,None,10,None,uniform,0.9467040673211781,ok,133.45342208095826
86,1,1,1,1,1,nnClassifier,tanh,None,25.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.49228611500701264,ok,148.98607502086088
87,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,26.0,log2,6.0,19.0,None,None,None,None,0.7755960729312763,ok,149.39908218896016
88,1,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,26,None,None,None,None,None,None,6,None,uniform,0.938288920056101,ok,149.4607893989887
89,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,6,None,None,None,None,None,None,7,None,uniform,0.9481065918653576,ok,149.53089361288585
90,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,21,None,None,None,None,None,None,5,None,uniform,0.9396914446002805,ok,149.5919840040151
91,1,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,2,None,None,None,None,None,None,7,None,distance,0.9438990182328191,ok,149.6547377749812
92,0,0,0,0,1,nnClassifier,logistic,None,11.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,0.5245441795231417,ok,154.88420505495742
93,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,82.0,sqrt,2.0,25.0,None,None,None,None,0.94109396914446,ok,155.4327848108951
94,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,29,None,None,None,None,None,None,8,None,uniform,0.9438990182328191,ok,155.49834690405987
95,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,17,None,None,None,None,None,None,3,None,uniform,0.9424964936886395,ok,155.5597263199743
96,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,2,None,uniform,0.844319775596073,ok,155.65344198490493
97,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,7,None,None,None,None,None,None,9,None,distance,0.9200561009817672,ok,155.70006845588796
98,1,0,1,1,1,nnClassifier,tanh,None,19.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,0.49228611500701264,ok,172.58582512801513
99,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,8.0,auto,10.0,33.0,None,None,None,None,0.9438990182328191,ok,173.210534902988
