,feature_0,feature_1,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
30,1,1,randomForestClassifier,None,None,None,entropy,None,None,76.0,sqrt,6.0,11.0,None,None,None,None,0.8943396226415095,ok,45.21669579902664
31,1,1,randomForestClassifier,None,None,None,entropy,None,None,85.0,sqrt,11.0,12.0,None,None,None,None,0.8924528301886793,ok,45.862026028102264
32,1,1,randomForestClassifier,None,None,None,entropy,None,None,56.0,sqrt,5.0,24.0,None,None,None,None,0.8867924528301887,ok,46.525897660059854
33,1,1,randomForestClassifier,None,None,None,entropy,None,None,86.0,sqrt,10.0,14.0,None,None,None,None,0.8943396226415095,ok,47.246345348190516
34,1,1,randomForestClassifier,None,None,None,entropy,None,None,58.0,auto,4.0,7.0,None,None,None,None,0.8924528301886793,ok,47.93598671699874
35,0,1,randomForestClassifier,None,None,None,entropy,None,None,90.0,log2,13.0,27.0,None,None,None,None,0.6773584905660377,ok,48.539606595179066
36,1,1,randomForestClassifier,None,None,None,gini,None,None,45.0,sqrt,8.0,8.0,None,None,None,None,0.8924528301886793,ok,49.08479269896634
37,1,0,randomForestClassifier,None,None,None,entropy,None,None,67.0,sqrt,8.0,16.0,None,None,None,None,0.5377358490566038,ok,49.93560453807004
38,0,1,randomForestClassifier,None,None,None,entropy,None,None,81.0,auto,2.0,11.0,None,None,None,None,0.660377358490566,ok,50.71017157100141
39,1,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,log2,4.0,30.0,None,None,None,None,0.8867924528301887,ok,51.380901182070374
40,1,0,randomForestClassifier,None,None,None,gini,None,None,34.0,sqrt,6.0,19.0,None,None,None,None,0.5320754716981132,ok,52.052730560069904
41,0,1,randomForestClassifier,None,None,None,entropy,None,None,64.0,sqrt,10.0,6.0,None,None,None,None,0.6830188679245283,ok,52.68106521805748
42,1,0,randomForestClassifier,None,None,None,entropy,None,None,91.0,sqrt,3.0,13.0,None,None,None,None,0.539622641509434,ok,53.645789770176634
43,1,1,randomForestClassifier,None,None,None,entropy,None,None,23.0,log2,7.0,9.0,None,None,None,None,0.8905660377358491,ok,54.33082599309273
44,0,1,randomForestClassifier,None,None,None,gini,None,None,51.0,sqrt,12.0,15.0,None,None,None,None,0.6754716981132075,ok,54.8559128229972
45,1,0,nnClassifier,relu,None,25.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.5528301886792453,ok,56.35626974096522
46,1,1,randomForestClassifier,None,None,None,entropy,None,None,79.0,auto,4.0,5.0,None,None,None,None,0.8924528301886793,ok,57.045953390188515
47,0,1,nnClassifier,relu,None,18.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.5452830188679245,ok,58.50282536796294
48,1,0,randomForestClassifier,None,None,None,entropy,None,None,90.0,sqrt,9.0,40.0,None,None,None,None,0.5490566037735849,ok,59.299152026185766
49,1,1,randomForestClassifier,None,None,None,entropy,None,None,19.0,log2,14.0,21.0,None,None,None,None,0.8886792452830189,ok,59.92991090612486
50,0,1,kneighborsClassifier,None,auto,None,None,14,None,None,None,None,None,None,1,None,distance,0.6358490566037736,ok,59.96067283512093
51,1,0,nnClassifier,logistic,None,23.0,None,None,constant,None,None,None,None,3.0,None,lbfgs,None,0.5377358490566038,ok,62.243297775043175
52,1,1,randomForestClassifier,None,None,None,gini,None,None,60.0,sqrt,20.0,4.0,None,None,None,None,0.8886792452830189,ok,62.76269679213874
53,1,1,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,3,None,distance,0.8735849056603774,ok,62.795580776175484
54,0,1,nnClassifier,relu,None,27.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.5452830188679245,ok,66.72334582614712
55,1,0,randomForestClassifier,None,None,None,entropy,None,None,73.0,log2,5.0,10.0,None,None,None,None,0.530188679245283,ok,67.63289912510663
56,1,1,randomForestClassifier,None,None,None,entropy,None,None,31.0,sqrt,7.0,24.0,None,None,None,None,0.8905660377358491,ok,68.29477896005847
57,1,1,kneighborsClassifier,None,ball_tree,None,None,16,None,None,None,None,None,None,5,None,distance,0.8811320754716981,ok,68.32845392497256
58,1,1,nnClassifier,logistic,None,16.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,0.5641509433962264,ok,74.5210021471139
59,0,1,randomForestClassifier,None,None,None,gini,None,None,13.0,auto,3.0,18.0,None,None,None,None,0.6698113207547169,ok,75.0631389231421
60,1,0,randomForestClassifier,None,None,None,entropy,None,None,46.0,sqrt,15.0,14.0,None,None,None,None,0.5622641509433962,ok,75.82179113803431
61,1,1,kneighborsClassifier,None,kd_tree,None,None,2,None,None,None,None,None,None,2,None,distance,0.8584905660377359,ok,75.85691890097223
62,1,1,randomForestClassifier,None,None,None,gini,None,None,84.0,auto,17.0,32.0,None,None,None,None,0.8867924528301887,ok,76.38065323000774
63,0,1,nnClassifier,relu,None,12.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,0.5509433962264151,ok,77.70636885217391
64,1,0,randomForestClassifier,None,None,None,entropy,None,None,94.0,log2,5.0,2.0,None,None,None,None,0.530188679245283,ok,78.61832662997767
65,1,1,randomForestClassifier,None,None,None,entropy,None,None,75.0,sqrt,6.0,10.0,None,None,None,None,0.8943396226415095,ok,79.29822986898944
66,1,1,randomForestClassifier,None,None,None,entropy,None,None,71.0,sqrt,7.0,6.0,None,None,None,None,0.8905660377358491,ok,80.04121082602069
67,1,1,randomForestClassifier,None,None,None,entropy,None,None,86.0,sqrt,10.0,14.0,None,None,None,None,0.8943396226415095,ok,80.69716380210593
68,1,1,randomForestClassifier,None,None,None,entropy,None,None,94.0,sqrt,9.0,19.0,None,None,None,None,0.8962264150943396,ok,81.35877316305414
69,1,1,randomForestClassifier,None,None,None,entropy,None,None,96.0,sqrt,9.0,19.0,None,None,None,None,0.8962264150943396,ok,82.02271869615652
70,1,1,randomForestClassifier,None,None,None,entropy,None,None,94.0,sqrt,12.0,19.0,None,None,None,None,0.8905660377358491,ok,82.67082878318615
71,1,1,randomForestClassifier,None,None,None,entropy,None,None,80.0,sqrt,9.0,23.0,None,None,None,None,0.8962264150943396,ok,83.3282663221471
72,1,1,randomForestClassifier,None,None,None,entropy,None,None,78.0,sqrt,9.0,27.0,None,None,None,None,0.8962264150943396,ok,83.98171350709163
73,1,1,randomForestClassifier,None,None,None,entropy,None,None,65.0,sqrt,11.0,27.0,None,None,None,None,0.8924528301886793,ok,84.62760927015916
74,1,1,randomForestClassifier,None,None,None,entropy,None,None,96.0,sqrt,9.0,24.0,None,None,None,None,0.8943396226415095,ok,85.28483124100603
75,1,1,kneighborsClassifier,None,auto,None,None,31,None,None,None,None,None,None,9,None,distance,0.8830188679245283,ok,85.31797904707491
76,1,1,randomForestClassifier,None,None,None,entropy,None,None,78.0,sqrt,3.0,36.0,None,None,None,None,0.8867924528301887,ok,85.98721175896935
77,1,1,randomForestClassifier,None,None,None,gini,None,None,100.0,auto,5.0,26.0,None,None,None,None,0.8867924528301887,ok,86.53615606506355
78,1,1,randomForestClassifier,None,None,None,entropy,None,None,89.0,sqrt,16.0,29.0,None,None,None,None,0.8924528301886793,ok,87.16550113912672
79,1,1,randomForestClassifier,None,None,None,entropy,None,None,54.0,sqrt,12.0,40.0,None,None,None,None,0.8905660377358491,ok,87.79967569815926
80,0,1,nnClassifier,identity,None,29.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,0.5641509433962264,ok,88.90231807506643
81,1,0,kneighborsClassifier,None,kd_tree,None,None,7,None,None,None,None,None,None,5,None,uniform,0.5339622641509434,ok,88.94641942414455
82,1,1,randomForestClassifier,None,None,None,entropy,None,None,94.0,sqrt,19.0,17.0,None,None,None,None,0.8905660377358491,ok,89.57055611908436
83,1,1,randomForestClassifier,None,None,None,entropy,None,None,69.0,log2,2.0,34.0,None,None,None,None,0.8924528301886793,ok,90.24680709000677
84,1,1,randomForestClassifier,None,None,None,entropy,None,None,62.0,sqrt,13.0,21.0,None,None,None,None,0.8924528301886793,ok,90.89048196817748
85,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
86,1,1,randomForestClassifier,None,None,None,entropy,None,None,82.0,sqrt,8.0,22.0,None,None,None,None,0.8905660377358491,ok,91.57960373000242
87,1,1,kneighborsClassifier,None,auto,None,None,35,None,None,None,None,None,None,10,None,distance,0.8849056603773585,ok,91.61215883307159
88,0,1,randomForestClassifier,None,None,None,gini,None,None,40.0,auto,4.0,12.0,None,None,None,None,0.6641509433962264,ok,92.17697078501806
89,1,0,randomForestClassifier,None,None,None,entropy,None,None,99.0,sqrt,6.0,8.0,None,None,None,None,0.5245283018867924,ok,93.06268940796144
90,1,1,randomForestClassifier,None,None,None,entropy,None,None,2.0,sqrt,10.0,19.0,None,None,None,None,0.7339622641509433,ok,93.44457289110869
91,1,1,nnClassifier,relu,None,17.0,None,None,adaptive,None,None,None,None,9.0,None,sgd,None,0.5150943396226415,ok,106.69462683517486
92,1,1,randomForestClassifier,None,None,None,entropy,None,None,75.0,sqrt,14.0,29.0,None,None,None,None,0.8886792452830189,ok,107.33056072308682
93,0,1,kneighborsClassifier,None,ball_tree,None,None,9,None,None,None,None,None,None,6,None,distance,0.6547169811320754,ok,107.36283838911913
94,1,1,randomForestClassifier,None,None,None,entropy,None,None,86.0,log2,9.0,26.0,None,None,None,None,0.8924528301886793,ok,108.01836853008717
95,1,0,randomForestClassifier,None,None,None,gini,None,None,89.0,auto,2.0,16.0,None,None,None,None,0.539622641509434,ok,108.7384471821133
96,1,1,nnClassifier,logistic,None,13.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.5094339622641509,ok,128.2918327669613
97,1,1,randomForestClassifier,None,None,None,entropy,None,None,55.0,sqrt,7.0,36.0,None,None,None,None,0.8867924528301887,ok,128.944323083153
98,0,1,randomForestClassifier,None,None,None,entropy,None,None,7.0,sqrt,13.0,22.0,None,None,None,None,0.6735849056603773,ok,129.5571183001157
99,1,0,kneighborsClassifier,None,ball_tree,None,None,19,None,None,None,None,None,None,2,None,uniform,0.5188679245283019,ok,129.60226322617382
