,feature_0,feature_1,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,0,kneighborsClassifier,None,kd_tree,None,None,25,None,None,None,None,None,None,7,None,distance,0.5245283018867924,ok,0.03508622897788882
1,1,0,randomForestClassifier,None,None,None,entropy,None,None,25.0,log2,19.0,4.0,None,None,None,None,0.5660377358490566,ok,0.7554319140035659
2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
4,1,0,nnClassifier,logistic,None,19.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,0.5415094339622641,ok,6.251519264187664
5,1,1,nnClassifier,tanh,None,15.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.5075471698113208,ok,21.964833897072822
6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
7,0,1,nnClassifier,identity,None,9.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.5622641509433962,ok,22.0375053351745
8,1,1,nnClassifier,tanh,None,30.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.5169811320754717,ok,25.531060869107023
9,1,0,nnClassifier,logistic,None,22.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.0,ok,27.070489217992872
10,1,1,randomForestClassifier,None,None,None,gini,None,None,3.0,auto,18.0,34.0,None,None,None,None,0.7981132075471699,ok,27.438671248964965
11,1,0,kneighborsClassifier,None,ball_tree,None,None,8,None,None,None,None,None,None,8,None,uniform,0.5320754716981132,ok,27.469365739030764
12,1,1,kneighborsClassifier,None,auto,None,None,23,None,None,None,None,None,None,6,None,distance,0.8754716981132076,ok,27.486503398045897
13,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
14,0,1,nnClassifier,tanh,None,14.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.5566037735849056,ok,38.46478528203443
15,1,1,randomForestClassifier,None,None,None,entropy,None,None,69.0,sqrt,6.0,22.0,None,None,None,None,0.8924528301886793,ok,39.12477759900503
16,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
17,1,1,kneighborsClassifier,None,brute,None,None,23,None,None,None,None,None,None,7,None,uniform,0.8943396226415095,ok,39.19986888812855
18,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
19,1,1,nnClassifier,identity,None,11.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,0.5245283018867924,ok,40.72217513807118
20,1,1,kneighborsClassifier,None,brute,None,None,39,None,None,None,None,None,None,3,None,uniform,0.8811320754716981,ok,40.782711648149416
21,1,1,kneighborsClassifier,None,brute,None,None,3,None,None,None,None,None,None,1,None,uniform,0.8584905660377359,ok,40.836250400170684
22,1,1,kneighborsClassifier,None,brute,None,None,39,None,None,None,None,None,None,9,None,uniform,0.8830188679245283,ok,40.915001596091315
23,1,1,randomForestClassifier,None,None,None,entropy,None,None,97.0,sqrt,2.0,3.0,None,None,None,None,0.8943396226415095,ok,41.62824190896936
24,1,1,randomForestClassifier,None,None,None,entropy,None,None,97.0,sqrt,3.0,2.0,None,None,None,None,0.8886792452830189,ok,42.33313806913793
25,1,1,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,4,None,uniform,0.879245283018868,ok,42.41121978312731
26,1,1,kneighborsClassifier,None,kd_tree,None,None,31,None,None,None,None,None,None,10,None,uniform,0.8924528301886793,ok,42.45282479515299
27,1,1,randomForestClassifier,None,None,None,entropy,None,None,100.0,sqrt,2.0,9.0,None,None,None,None,0.8962264150943396,ok,43.15917821810581
28,1,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,sqrt,2.0,8.0,None,None,None,None,0.8943396226415095,ok,43.867350140120834
29,1,1,randomForestClassifier,None,None,None,entropy,None,None,82.0,sqrt,5.0,11.0,None,None,None,None,0.8962264150943396,ok,44.545111548155546
