activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,32,entropy,1,1,1,1,1,6,invscaling,97,auto,14,13,kneighborsClassifier,3,3,lbfgs,distance,0.9284712482468443
relu,kd_tree,15,entropy,1,0,1,1,0,33,invscaling,98,sqrt,3,40,randomForestClassifier,4,2,lbfgs,distance,0.9298737727910238
identity,ball_tree,32,entropy,1,1,1,1,1,6,invscaling,97,auto,14,13,kneighborsClassifier,3,3,lbfgs,distance,0.9284712482468443
relu,auto,18,gini,1,1,0,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9270687237026648
tanh,kd_tree,25,gini,1,0,0,1,0,9,adaptive,58,sqrt,15,6,randomForestClassifier,5,1,adam,uniform,0.9256661991584852
tanh,auto,18,gini,1,0,1,0,1,24,adaptive,84,auto,15,25,randomForestClassifier,3,1,lbfgs,distance,0.9242636746143057
logistic,brute,14,gini,1,1,0,1,1,31,constant,98,sqrt,15,10,kneighborsClassifier,7,3,adam,uniform,0.9172510518934082
logistic,kd_tree,15,entropy,0,1,0,1,1,35,constant,91,auto,8,3,randomForestClassifier,2,7,sgd,uniform,0.8681626928471248
tanh,kd_tree,15,gini,0,0,1,1,1,9,adaptive,32,sqrt,15,14,kneighborsClassifier,8,5,adam,uniform,0.8092566619915849
logistic,ball_tree,14,gini,0,0,0,1,0,24,adaptive,41,sqrt,17,30,randomForestClassifier,6,4,adam,distance,0.7952314165497896
identity,ball_tree,13,gini,0,1,0,1,0,3,constant,81,log2,14,28,kneighborsClassifier,7,8,lbfgs,distance,0.7349228611500701
relu,kd_tree,15,entropy,1,0,1,1,1,6,invscaling,30,auto,8,13,kneighborsClassifier,3,3,lbfgs,distance,0.9158485273492286
identity,ball_tree,32,entropy,1,1,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9298737727910238
relu,auto,10,gini,1,1,0,1,0,9,adaptive,50,sqrt,15,6,randomForestClassifier,5,1,adam,uniform,0.9270687237026648
tanh,kd_tree,22,gini,1,0,0,1,0,24,adaptive,84,auto,15,17,randomForestClassifier,3,1,lbfgs,distance,0.9256661991584852
tanh,auto,18,gini,1,0,1,0,1,31,constant,98,sqrt,15,10,kneighborsClassifier,7,3,adam,uniform,0.9186535764375876
logistic,brute,14,gini,1,1,0,1,1,35,constant,91,auto,8,3,randomForestClassifier,2,7,sgd,uniform,0.9368863955119214
logistic,kd_tree,15,entropy,0,1,1,1,1,9,adaptive,32,sqrt,15,14,kneighborsClassifier,8,5,adam,uniform,0.7854137447405329
tanh,kd_tree,15,gini,0,0,1,1,0,24,adaptive,41,sqrt,17,30,randomForestClassifier,6,4,adam,distance,0.782608695652174
logistic,ball_tree,14,gini,0,0,0,1,0,3,constant,81,log2,14,28,kneighborsClassifier,7,2,lbfgs,distance,0.726507713884993
identity,ball_tree,13,gini,0,1,0,1,0,33,invscaling,98,sqrt,3,40,randomForestClassifier,4,2,lbfgs,distance,0.7966339410939691
logistic,brute,14,gini,1,1,0,1,1,35,constant,91,auto,8,3,randomForestClassifier,2,7,sgd,uniform,0.9368863955119214
relu,kd_tree,15,entropy,1,0,1,1,0,33,invscaling,98,sqrt,3,40,randomForestClassifier,4,2,lbfgs,distance,0.9298737727910238
identity,ball_tree,32,entropy,1,1,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9298737727910238
identity,ball_tree,32,entropy,1,1,1,1,1,6,invscaling,97,auto,14,13,kneighborsClassifier,3,3,lbfgs,distance,0.9284712482468443
relu,auto,18,gini,1,1,0,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9270687237026648
relu,auto,10,gini,1,1,0,1,0,9,adaptive,50,sqrt,15,6,randomForestClassifier,5,1,adam,uniform,0.9270687237026648
tanh,kd_tree,25,gini,1,0,0,1,0,9,adaptive,58,sqrt,15,6,randomForestClassifier,5,1,adam,uniform,0.9256661991584852
tanh,kd_tree,22,gini,1,0,0,1,0,24,adaptive,84,auto,15,17,randomForestClassifier,3,1,lbfgs,distance,0.9256661991584852
tanh,auto,18,gini,1,0,1,0,1,24,adaptive,84,auto,15,25,randomForestClassifier,3,1,lbfgs,distance,0.9242636746143057
tanh,auto,18,gini,1,0,1,0,1,31,constant,98,sqrt,15,10,kneighborsClassifier,7,3,adam,uniform,0.9186535764375876
logistic,brute,14,gini,1,1,0,1,0,33,invscaling,98,sqrt,3,40,randomForestClassifier,4,2,lbfgs,distance,0.9270687237026648
relu,kd_tree,15,entropy,1,0,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9284712482468443
identity,ball_tree,32,entropy,1,0,1,1,1,36,invscaling,97,auto,14,13,kneighborsClassifier,3,3,lbfgs,distance,0.9158485273492286
identity,ball_tree,32,entropy,1,1,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9298737727910238
relu,auto,18,gini,1,1,0,1,1,9,adaptive,50,sqrt,15,6,randomForestClassifier,5,1,adam,distance,0.9326788218793829
relu,auto,10,gini,1,1,0,1,0,9,adaptive,58,sqrt,15,6,randomForestClassifier,5,1,adam,uniform,0.9270687237026648
tanh,kd_tree,25,gini,1,0,0,1,0,24,adaptive,84,auto,15,17,randomForestClassifier,3,1,sgd,distance,0.9256661991584852
tanh,kd_tree,22,gini,1,0,0,1,1,24,adaptive,84,auto,15,25,randomForestClassifier,3,1,lbfgs,distance,0.9326788218793829
tanh,auto,18,gini,1,0,1,0,1,31,constant,98,sqrt,15,10,kneighborsClassifier,7,3,adam,uniform,0.9186535764375876
tanh,auto,18,gini,1,0,1,0,1,35,constant,91,auto,8,3,randomForestClassifier,2,7,sgd,distance,0.9228611500701263
logistic,brute,14,gini,1,1,0,1,1,35,constant,91,auto,8,3,randomForestClassifier,2,7,sgd,uniform,0.9368863955119214
relu,auto,18,gini,1,1,0,1,1,9,adaptive,50,sqrt,15,6,randomForestClassifier,5,1,adam,distance,0.9326788218793829
tanh,kd_tree,22,gini,1,0,0,1,1,24,adaptive,84,auto,15,25,randomForestClassifier,3,1,lbfgs,distance,0.9326788218793829
relu,kd_tree,15,entropy,1,0,1,1,0,33,invscaling,98,sqrt,3,40,randomForestClassifier,4,2,lbfgs,distance,0.9298737727910238
identity,ball_tree,32,entropy,1,1,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9298737727910238
identity,ball_tree,32,entropy,1,1,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9298737727910238
identity,ball_tree,32,entropy,1,1,1,1,1,6,invscaling,97,auto,14,13,kneighborsClassifier,3,3,lbfgs,distance,0.9284712482468443
relu,kd_tree,15,entropy,1,0,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9284712482468443
relu,auto,18,gini,1,1,0,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9270687237026648
relu,auto,10,gini,1,1,0,1,0,9,adaptive,50,sqrt,15,6,randomForestClassifier,5,1,adam,uniform,0.9270687237026648
logistic,brute,14,gini,1,1,0,1,1,9,adaptive,50,sqrt,15,6,randomForestClassifier,5,1,adam,distance,0.9326788218793829
relu,auto,18,gini,1,1,0,1,1,24,adaptive,84,auto,15,25,randomForestClassifier,3,1,lbfgs,distance,0.9326788218793829
tanh,kd_tree,22,gini,1,0,0,1,1,33,invscaling,98,sqrt,3,40,randomForestClassifier,4,2,sgd,distance,0.9326788218793829
relu,kd_tree,15,entropy,1,0,1,1,1,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9340813464235624
identity,ball_tree,32,entropy,1,1,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9298737727910238
identity,ball_tree,32,entropy,1,1,1,1,0,6,invscaling,97,auto,14,13,kneighborsClassifier,3,3,lbfgs,distance,0.9284712482468443
identity,ball_tree,32,entropy,1,1,1,1,1,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9354838709677419
relu,kd_tree,15,entropy,1,0,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9284712482468443
relu,auto,9,gini,1,1,0,1,0,9,adaptive,50,sqrt,15,6,randomForestClassifier,5,1,adam,uniform,0.9270687237026648
relu,auto,19,gini,1,1,0,1,0,35,constant,91,auto,8,3,randomForestClassifier,2,7,sgd,uniform,0.9270687237026648
logistic,brute,14,gini,1,1,0,1,1,35,constant,91,auto,8,3,randomForestClassifier,2,7,sgd,uniform,0.9368863955119214
identity,ball_tree,32,entropy,1,1,1,1,1,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9354838709677419
relu,kd_tree,15,entropy,1,0,1,1,1,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9340813464235624
relu,auto,18,gini,1,1,0,1,1,9,adaptive,50,sqrt,15,6,randomForestClassifier,5,1,adam,distance,0.9326788218793829
tanh,kd_tree,22,gini,1,0,0,1,1,24,adaptive,84,auto,15,25,randomForestClassifier,3,1,lbfgs,distance,0.9326788218793829
logistic,brute,14,gini,1,1,0,1,1,9,adaptive,50,sqrt,15,6,randomForestClassifier,5,1,adam,distance,0.9326788218793829
relu,auto,18,gini,1,1,0,1,1,24,adaptive,84,auto,15,25,randomForestClassifier,3,1,lbfgs,distance,0.9326788218793829
tanh,kd_tree,22,gini,1,0,0,1,1,33,invscaling,98,sqrt,3,40,randomForestClassifier,4,2,sgd,distance,0.9326788218793829
relu,kd_tree,15,entropy,1,0,1,1,0,33,invscaling,98,sqrt,3,40,randomForestClassifier,4,2,lbfgs,distance,0.9298737727910238
identity,ball_tree,32,entropy,1,1,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9298737727910238
logistic,brute,32,gini,1,1,0,1,1,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9340813464235624
identity,ball_tree,32,entropy,1,1,1,1,1,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9354838709677419
relu,kd_tree,15,entropy,1,0,1,1,1,9,adaptive,50,sqrt,15,6,randomForestClassifier,5,1,adam,distance,0.9312762973352033
relu,auto,18,gini,1,1,0,1,1,24,adaptive,84,auto,15,25,randomForestClassifier,3,1,lbfgs,distance,0.9326788218793829
tanh,kd_tree,22,gini,1,0,0,1,1,9,constant,34,sqrt,15,6,randomForestClassifier,5,1,adam,distance,0.9326788218793829
logistic,brute,14,gini,1,1,0,1,1,24,adaptive,84,auto,15,25,randomForestClassifier,3,1,lbfgs,distance,0.9326788218793829
relu,auto,18,gini,1,1,1,1,1,33,constant,98,sqrt,3,40,randomForestClassifier,4,2,sgd,distance,0.9326788218793829
tanh,kd_tree,22,gini,1,0,0,1,1,33,invscaling,98,auto,3,40,randomForestClassifier,4,2,lbfgs,distance,0.9326788218793829
relu,kd_tree,15,entropy,1,0,1,1,0,8,invscaling,89,log2,8,32,randomForestClassifier,2,4,lbfgs,uniform,0.9284712482468443
identity,ball_tree,32,entropy,1,1,1,1,0,35,constant,91,auto,8,3,randomForestClassifier,7,7,sgd,uniform,0.9298737727910238
