feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.7727910238429172,5.252518653869629
0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.7938288920056101,10.047882556915283
0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.7938288920056101,14.938772439956665
1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9424964936886395,19.57522463798523
0,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,10,NA,distance,0.7461430575035063,24.291171550750732
1,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9354838709677419,29.384578943252563
1,0,0,0,0,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9354838709677419,33.9786958694458
1,0,0,1,0,kneighborsClassifier,NA,brute,nan,NA,33,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9298737727910238,39.276468992233276
1,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9368863955119214,44.11390805244446
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9396914446002805,49.54785966873169
1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.8877980364656382,54.92359948158264
1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9396914446002805,60.02909803390503
1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,16,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9453015427769986,64.92975854873657
1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,10,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9438990182328191,69.99343204498291
1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9214586255259467,74.62649607658386
1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9158485273492286,79.57253527641296
1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9424964936886395,84.65047025680542
1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9242636746143057,89.3358781337738
1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9424964936886395,94.27154850959778
1,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.884992987377279,98.85132908821106
1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9438990182328191,103.81127667427063
1,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9172510518934082,108.75907015800476
1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9424964936886395,113.41106081008911
1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9438990182328191,118.31359791755676
1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,22,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9354838709677419,122.45431447029114
1,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,18,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9368863955119214,128.38508820533752
1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9354838709677419,132.79459524154663
1,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9481065918653576,138.37202095985413
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,25,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9481065918653576,143.4657416343689
1,0,0,1,0,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9340813464235624,148.42882108688354
1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9481065918653576,153.69561409950256
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9453015427769986,158.7108554840088
1,1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9354838709677419,164.51936411857605
1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.94109396914446,169.94159579277039
1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9481065918653576,175.78164267539978
1,0,0,1,0,kneighborsClassifier,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9453015427769986,180.45577120780945
1,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9298737727910238,185.36026883125305
1,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9424964936886395,190.2139539718628
1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9438990182328191,195.3879039287567
1,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,16,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9396914446002805,200.7135145664215
1,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9326788218793829,205.30444288253784
1,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9481065918653576,209.9133026599884
1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9481065918653576,214.50167727470398
1,0,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9270687237026648,219.68768906593323
1,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9537166900420757,224.69808959960938
1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9467040673211781,229.88089203834534
0,0,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.758765778401122,234.85526490211487
1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9438990182328191,239.84278774261475
1,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9424964936886395,244.58440613746643
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9438990182328191,249.4914424419403
1,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9438990182328191,254.77169609069824
1,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9509116409537167,259.64411306381226
