feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9368863955119214,5.301575660705566
1,1,1,1,0,nnClassifier,logistic,NA,21,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.5077138849929874,14.067040920257568
1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,auto,14,31,nan,nan,NA,NA,0.94109396914446,19.511699199676514
1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,sqrt,13,5,nan,nan,NA,NA,0.9354838709677419,24.888421297073364
1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,auto,12,29,nan,nan,NA,NA,0.94109396914446,30.13582491874695
0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.791023842917251,34.95175385475159
1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,60,auto,2,37,nan,nan,NA,NA,0.9438990182328191,40.108601331710815
1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,27,auto,7,29,nan,nan,NA,NA,0.9438990182328191,45.78855586051941
1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,auto,2,35,nan,nan,NA,NA,0.9396914446002805,50.96069860458374
1,1,0,1,1,nnClassifier,identity,NA,17,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.5133239831697055,58.389939069747925
0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,65,auto,2,34,nan,nan,NA,NA,0.7741935483870968,63.360498905181885
1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,94,auto,9,33,nan,nan,NA,NA,0.9326788218793829,68.51184034347534
1,0,0,1,0,nnClassifier,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.5063113604488079,74.97252774238586
1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,3,NA,distance,0.938288920056101,79.59038805961609
1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,auto,1,4,nan,nan,NA,NA,0.9438990182328191,85.06086659431458
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9467040673211781,89.83056688308716
1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,30,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9396914446002805,95.20705223083496
1,0,0,1,0,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.5077138849929874,113.18885540962219
0,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,1,NA,distance,0.6605890603085554,117.61042666435242
1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9396914446002805,122.04677534103394
1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9340813464235624,127.09457468986511
1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9368863955119214,131.47009539604187
1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,38,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9424964936886395,136.33190321922302
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9368863955119214,141.0763440132141
0,1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.49228611500701264,145.5719096660614
0,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.6928471248246845,149.7263126373291
1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,40,sqrt,5,7,nan,nan,NA,NA,0.94109396914446,155.26073479652405
0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,5,NA,distance,0.7741935483870968,160.0803873538971
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9438990182328191,165.21609926223755
1,0,0,1,1,nnClassifier,relu,NA,24,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.5091164095371669,183.7027132511139
1,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9298737727910238,188.19376373291016
1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,35,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9396914446002805,193.22199726104736
1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9158485273492286,197.77437114715576
