feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,1,0,nnClassifier,tanh,NA,8,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.5007012622720898,9.758748054504395
1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,22,log2,18,38,nan,nan,NA,NA,0.94109396914446,14.79619550704956
0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,80,auto,19,23,nan,nan,NA,NA,0.8583450210378681,19.989675521850586
1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,auto,2,7,nan,nan,NA,NA,0.9368863955119214,25.595205068588257
1,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8920056100981767,30.708791971206665
1,1,1,0,0,nnClassifier,tanh,NA,11,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.511921458625526,45.95607113838196
1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.908835904628331,50.69419193267822
1,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8906030855539971,55.3367977142334
0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,16,log2,13,35,nan,nan,NA,NA,0.7559607293127629,60.37756276130676
1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,48,sqrt,3,39,nan,nan,NA,NA,0.938288920056101,65.30641508102417
1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,54,log2,3,22,nan,nan,NA,NA,0.9396914446002805,70.4729151725769
1,1,0,1,0,nnClassifier,logistic,NA,8,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.5077138849929874,78.85203433036804
1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,22,sqrt,15,39,nan,nan,NA,NA,0.938288920056101,84.08958339691162
1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,sqrt,14,12,nan,nan,NA,NA,0.938288920056101,89.00071692466736
0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,log2,9,38,nan,nan,NA,NA,0.5806451612903226,93.67328000068665
1,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,13,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9368863955119214,97.97324800491333
1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,log2,7,12,nan,nan,NA,NA,0.94109396914446,103.50556135177612
1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,45,log2,11,9,nan,nan,NA,NA,0.938288920056101,108.95639610290527
1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,log2,12,12,nan,nan,NA,NA,0.9396914446002805,114.30398678779602
1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,87,log2,4,20,nan,nan,NA,NA,0.9424964936886395,119.86314225196838
1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,82,sqrt,14,5,nan,nan,NA,NA,0.9396914446002805,125.53844666481018
1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,log2,8,34,nan,nan,NA,NA,0.94109396914446,131.01353907585144
