activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,30,gini,1,1,1,1,1,32,constant,81,auto,9,10,nnClassifier,1,8,adam,distance,0.9495091164095372,361.59149777982384
relu,auto,27,gini,1,1,1,1,1,7,constant,26,auto,4,31,nnClassifier,1,8,adam,distance,0.9495091164095372,361.5915466998704
relu,auto,30,gini,1,1,1,1,1,25,constant,28,auto,3,11,nnClassifier,6,9,adam,distance,0.5161290322580645,361.59158072900027
relu,auto,21,gini,1,1,1,1,1,25,constant,69,auto,8,32,nnClassifier,2,7,adam,distance,0.9495091164095372,361.59161505894735
relu,auto,29,gini,1,1,1,1,1,19,constant,49,auto,13,10,nnClassifier,5,7,adam,distance,0.5133239831697055,361.59164920891635
relu,auto,22,gini,1,1,1,1,1,6,constant,56,auto,4,18,nnClassifier,1,9,adam,distance,0.5161290322580645,361.59168294793926
relu,auto,31,gini,1,1,1,1,1,22,constant,41,auto,6,24,nnClassifier,5,10,adam,distance,0.511921458625526,361.59171646786854
relu,auto,28,gini,1,1,1,1,1,8,constant,48,auto,9,24,nnClassifier,6,9,adam,distance,0.5133239831697055,932.2146242908202
relu,auto,25,gini,1,1,1,1,1,29,constant,72,auto,4,17,nnClassifier,3,9,adam,distance,0.511921458625526,932.2146728208754
relu,auto,28,gini,1,1,1,1,1,15,constant,10,auto,9,21,nnClassifier,6,7,adam,distance,0.5133239831697055,932.2147074998356
relu,auto,20,gini,1,1,1,1,1,9,constant,10,auto,8,19,nnClassifier,4,5,adam,distance,0.511921458625526,932.2147413098719
relu,auto,22,gini,1,1,1,1,1,15,constant,28,auto,7,13,nnClassifier,4,6,adam,distance,0.5105189340813464,932.2147752398159
relu,auto,30,gini,1,1,1,1,1,3,constant,69,auto,4,18,nnClassifier,4,8,adam,distance,0.511921458625526,932.2148084789515
relu,auto,30,gini,1,1,1,1,1,24,constant,22,auto,8,21,nnClassifier,4,6,adam,distance,0.511921458625526,932.2148421988823
relu,auto,31,gini,1,1,1,1,1,10,constant,11,auto,4,18,nnClassifier,3,9,adam,distance,0.5161290322580645,932.2148753679357
relu,auto,30,gini,1,1,1,1,1,9,constant,14,auto,6,23,nnClassifier,2,9,adam,distance,0.5077138849929874,932.2149085879792
relu,auto,23,gini,1,1,1,1,1,4,constant,47,auto,11,23,nnClassifier,3,9,adam,distance,0.5091164095371669,932.2149422878865
relu,auto,27,gini,1,1,1,1,1,8,constant,72,auto,8,27,nnClassifier,3,10,adam,distance,0.5133239831697055,932.2149801268242
relu,auto,23,gini,1,1,1,1,1,3,constant,80,auto,5,25,nnClassifier,3,10,adam,distance,0.511921458625526,932.215013296809
relu,auto,31,gini,1,1,1,1,1,15,constant,13,auto,3,19,nnClassifier,1,10,adam,distance,0.5077138849929874,932.2150464069564
relu,auto,29,gini,1,1,1,1,1,28,constant,77,auto,5,11,nnClassifier,3,8,adam,distance,0.514726507713885,932.2150797857903
relu,auto,30,gini,1,1,1,1,1,7,constant,22,auto,5,27,nnClassifier,5,8,adam,distance,0.5133239831697055,932.215112845879
relu,auto,29,gini,1,1,1,1,1,21,constant,25,auto,7,15,nnClassifier,4,9,adam,distance,0.5133239831697055,932.215145885013
relu,auto,25,gini,1,1,1,1,1,21,constant,65,auto,4,28,nnClassifier,6,9,adam,distance,0.511921458625526,932.2151791148353
relu,auto,28,gini,1,1,1,1,1,15,constant,45,auto,9,14,nnClassifier,5,9,adam,distance,0.5091164095371669,932.2152121348772
relu,auto,26,gini,1,1,1,1,1,10,constant,52,auto,4,20,nnClassifier,3,5,adam,distance,0.511921458625526,932.2152453439776
relu,auto,31,gini,1,1,1,1,1,18,constant,37,auto,4,20,nnClassifier,3,7,adam,distance,0.5161290322580645,932.2152782939374
relu,auto,29,gini,1,1,1,1,1,7,constant,44,auto,5,20,nnClassifier,5,5,adam,distance,0.5133239831697055,1477.1972739750054
relu,auto,25,gini,1,1,1,1,1,25,constant,68,auto,8,18,nnClassifier,6,9,adam,distance,0.511921458625526,1477.1973234538455
relu,auto,25,gini,1,1,1,1,1,13,constant,12,auto,5,25,nnClassifier,3,7,adam,distance,0.5133239831697055,1477.1973582338542
relu,auto,24,gini,1,1,1,1,1,13,constant,11,auto,9,17,nnClassifier,3,5,adam,distance,0.511921458625526,1477.1973919929005
relu,auto,26,gini,1,1,1,1,1,11,constant,32,auto,10,14,nnClassifier,4,6,adam,distance,0.5133239831697055,1477.1974377129227
relu,auto,30,gini,1,1,1,1,1,4,constant,65,auto,6,18,nnClassifier,4,9,adam,distance,0.511921458625526,1477.1974719217978
relu,auto,27,gini,1,1,1,1,1,20,constant,23,auto,7,17,nnClassifier,3,3,adam,distance,0.511921458625526,1477.1975057218224
relu,auto,29,gini,1,1,1,1,1,10,constant,12,auto,4,18,nnClassifier,3,9,adam,distance,0.511921458625526,1477.1975490718614
relu,auto,31,gini,1,1,1,1,1,8,constant,12,auto,2,19,nnClassifier,2,7,adam,distance,0.5133239831697055,1477.1975826709531
relu,auto,27,gini,1,1,1,1,1,8,constant,43,auto,7,23,nnClassifier,6,7,adam,distance,0.5105189340813464,1477.1976170309354
relu,auto,24,gini,1,1,1,1,1,4,constant,68,auto,9,23,nnClassifier,4,7,adam,distance,0.5161290322580645,1477.1976509199012
relu,auto,27,gini,1,1,1,1,1,6,constant,76,auto,2,21,nnClassifier,3,6,adam,distance,0.5105189340813464,1477.1976844298188
relu,auto,32,gini,1,1,1,1,1,13,constant,10,auto,2,19,nnClassifier,1,7,adam,distance,0.5161290322580645,1477.197717689909
relu,auto,28,gini,1,1,1,1,1,24,constant,73,auto,4,12,nnClassifier,5,9,adam,distance,0.5161290322580645,1477.1977515188046
relu,auto,30,gini,1,1,1,1,1,5,constant,18,auto,9,31,nnClassifier,7,9,adam,distance,0.5133239831697055,1477.1977849989198
relu,auto,28,gini,1,1,1,1,1,17,constant,27,auto,4,19,nnClassifier,4,5,adam,distance,0.511921458625526,1477.1978183789179
relu,auto,26,gini,1,1,1,1,1,17,constant,61,auto,8,24,nnClassifier,3,8,adam,distance,0.5077138849929874,1477.1978517279495
relu,auto,27,gini,1,1,1,1,1,19,constant,41,auto,6,10,nnClassifier,4,8,adam,distance,0.5077138849929874,1477.1978850979358
relu,auto,26,gini,1,1,1,1,1,10,constant,48,auto,6,21,nnClassifier,5,9,adam,distance,0.5133239831697055,1477.1979181568604
relu,auto,31,gini,1,1,1,1,1,14,constant,33,auto,4,24,nnClassifier,5,6,adam,distance,0.511921458625526,1477.197951336857
relu,auto,28,gini,1,1,1,1,1,11,constant,40,auto,6,24,nnClassifier,1,6,adam,distance,0.5091164095371669,2013.0438027058262
relu,auto,26,gini,1,1,1,1,1,29,constant,64,auto,7,17,nnClassifier,2,8,adam,distance,0.5077138849929874,2013.0438502158504
relu,auto,28,gini,1,1,1,1,1,10,constant,13,auto,7,26,nnClassifier,7,5,adam,distance,0.511921458625526,2013.043884635903
relu,auto,20,gini,1,1,1,1,1,9,constant,12,auto,13,20,nnClassifier,4,8,adam,distance,0.514726507713885,2013.0439183048438
relu,auto,22,gini,1,1,1,1,1,15,constant,28,auto,6,18,nnClassifier,5,10,adam,distance,0.514726507713885,2013.0439516748302
relu,auto,27,gini,1,1,1,1,1,7,constant,61,auto,8,18,nnClassifier,4,9,adam,distance,0.511921458625526,2013.043984754011
relu,auto,31,gini,1,1,1,1,1,18,constant,19,auto,9,21,nnClassifier,5,1,adam,distance,0.5161290322580645,2013.0440180739388
relu,auto,31,gini,1,1,1,1,1,6,constant,12,auto,4,18,nnClassifier,3,7,adam,distance,0.5161290322580645,2013.0440510739572
relu,auto,30,gini,1,1,1,1,1,8,constant,11,auto,6,18,nnClassifier,4,10,adam,distance,0.5133239831697055,2013.0440840329975
relu,auto,23,gini,1,1,1,1,1,9,constant,39,auto,7,26,nnClassifier,3,8,adam,distance,0.5133239831697055,2013.0441171629354
relu,auto,28,gini,1,1,1,1,1,3,constant,64,auto,5,27,nnClassifier,3,6,adam,distance,0.5091164095371669,2013.0441502928734
relu,auto,31,gini,1,1,1,1,1,10,constant,72,auto,3,17,nnClassifier,3,7,adam,distance,0.5161290322580645,2013.0441831517965
relu,auto,28,gini,1,1,1,1,1,9,constant,14,auto,5,17,nnClassifier,2,10,adam,distance,0.5161290322580645,2013.0442159818485
relu,auto,28,gini,1,1,1,1,1,20,constant,69,auto,6,13,nnClassifier,2,10,adam,distance,0.5077138849929874,2013.044248680817
relu,auto,26,gini,1,1,1,1,1,7,constant,22,auto,5,27,nnClassifier,3,9,adam,distance,0.5161290322580645,2013.0442815208808
relu,auto,24,gini,1,1,1,1,1,18,constant,23,auto,5,15,nnClassifier,5,6,adam,distance,0.511921458625526,2013.0443141409196
relu,auto,26,gini,1,1,1,1,1,21,constant,57,auto,8,28,nnClassifier,3,7,adam,distance,0.5133239831697055,2013.0443468098529
relu,auto,30,gini,1,1,1,1,1,15,constant,37,auto,2,14,nnClassifier,3,8,adam,distance,0.514726507713885,2013.0443796899635
relu,auto,22,gini,1,1,1,1,1,6,constant,44,auto,6,17,nnClassifier,2,7,adam,distance,0.5133239831697055,2013.0444121898618
relu,auto,30,gini,1,1,1,1,1,10,constant,33,auto,4,24,nnClassifier,3,10,adam,distance,0.5161290322580645,2013.044445298845
