feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,1,0,0,1,0,1,0,1,1,nnRegressor,logistic,NA,28,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.9978669173154153,222.24437761306763
1,1,1,1,0,0,0,1,1,0,1,1,nnRegressor,identity,NA,26,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.9999991123278601,229.20904970169067
1,0,1,1,0,0,1,1,0,0,1,0,nnRegressor,tanh,NA,27,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.9996996616402825,237.56026601791382
1,1,1,0,1,0,0,1,0,0,1,1,nnRegressor,tanh,NA,25,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.9609723403582575,245.69566345214844
1,1,1,1,1,0,1,0,0,1,0,0,nnRegressor,logistic,NA,21,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9990350719394642,254.15786027908325
1,1,1,0,1,1,0,0,1,0,1,1,nnRegressor,tanh,NA,18,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.9955261933333045,278.19802260398865
1,1,0,0,0,0,1,1,1,0,0,1,nnRegressor,tanh,NA,26,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.49450539976316776,300.65081310272217
0,1,1,0,1,1,1,0,1,1,1,0,nnRegressor,identity,NA,21,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.999998942549142,308.59282779693604
1,0,1,0,0,0,0,1,0,0,0,0,nnRegressor,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.999999944662623,313.8377380371094
1,1,1,1,1,1,1,0,0,1,0,0,nnRegressor,identity,NA,22,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.9999999656128117,319.3518204689026
0,1,1,1,1,0,0,0,1,1,1,1,nnRegressor,identity,NA,14,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.9998053023437483,328.99409222602844
0,0,1,1,1,0,0,0,0,0,1,0,nnRegressor,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9999464217399198,335.75378346443176
1,0,1,0,1,0,0,0,1,1,1,0,nnRegressor,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9999999999023234,343.5863182544708
0,0,1,1,0,1,0,0,1,0,1,1,nnRegressor,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9999934961003616,351.6786198616028
1,0,1,0,1,0,0,1,0,1,1,0,nnRegressor,identity,NA,25,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9999999707741162,356.43316197395325
1,0,1,1,0,0,1,0,1,0,1,0,nnRegressor,identity,NA,32,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9999999677467152,361.53843235969543
1,1,1,0,0,0,0,0,1,0,0,0,nnRegressor,logistic,NA,20,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9997542620053952,370.5424962043762
0,1,1,1,0,0,0,1,0,0,0,0,nnRegressor,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.999873734958186,378.9103274345398
1,0,1,0,0,0,1,1,1,0,0,0,nnRegressor,identity,NA,15,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.9870451336097099,389.3587589263916
1,0,1,0,0,1,1,0,1,0,1,0,nnRegressor,identity,NA,30,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.9999106666038107,396.3240487575531
1,1,1,0,0,1,0,0,0,1,0,0,nnRegressor,relu,NA,32,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9996758074079498,403.47309017181396
0,1,1,0,1,0,0,0,1,1,0,0,nnRegressor,relu,NA,15,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.9993857612603575,413.58495235443115
1,1,1,1,0,1,1,1,0,0,1,0,nnRegressor,relu,NA,29,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9995065321837772,421.16131711006165
1,1,1,0,1,1,1,1,0,0,1,1,nnRegressor,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.9981632243988846,431.07232332229614
0,0,1,0,0,1,0,0,0,1,1,1,nnRegressor,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9999832447266844,436.1507885456085
1,0,1,1,1,0,1,0,0,0,0,1,nnRegressor,logistic,NA,31,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.9999291300697852,444.2891523838043
1,1,1,1,0,1,1,1,1,1,1,0,nnRegressor,identity,NA,32,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.99999980916065,449.61126613616943
1,1,1,1,0,0,0,1,0,1,1,1,nnRegressor,tanh,NA,31,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.9945483186839832,457.7886176109314
0,0,1,1,1,0,1,1,0,1,1,1,nnRegressor,relu,NA,32,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.9992845222014738,465.20672583580017
0,1,1,1,0,0,0,0,0,1,1,0,nnRegressor,tanh,NA,31,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.9985300905946993,473.60679173469543
0,0,1,0,0,1,0,1,0,1,1,0,nnRegressor,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9994554081417525,483.3754081726074
0,1,1,0,0,0,0,1,1,1,1,1,nnRegressor,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.9850091403141981,500.66825890541077
1,0,1,1,1,1,1,0,1,1,0,1,nnRegressor,relu,NA,32,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.00019742415356560628,505.7090091705322
1,1,1,0,1,1,1,1,0,0,0,0,nnRegressor,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9999993685791336,510.4980380535126
0,1,1,0,1,0,1,1,1,1,0,0,nnRegressor,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.9945030397261904,517.4893500804901
1,0,1,1,0,0,1,0,0,1,0,0,nnRegressor,logistic,NA,11,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9997200890787722,525.7361521720886
1,0,1,0,0,1,0,1,0,1,1,1,nnRegressor,relu,NA,31,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.9994691506716805,533.650732755661
0,1,1,0,0,1,1,1,1,0,1,1,nnRegressor,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.999996361230147,540.3799514770508
1,1,1,1,1,1,0,1,1,1,1,0,nnRegressor,identity,NA,17,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9999829584220411,545.0045130252838
1,1,1,1,0,1,0,1,1,1,1,1,nnRegressor,logistic,NA,31,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0001245637587856674,549.3982434272766
0,1,1,0,0,0,1,0,0,1,0,0,nnRegressor,logistic,NA,29,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.9934991631460116,559.5870416164398
0,1,1,1,1,1,1,0,1,1,0,1,nnRegressor,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.9999964442494743,564.2582635879517
1,0,1,1,0,0,0,0,1,1,1,1,nnRegressor,relu,NA,19,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.00019742417055490513,568.7948780059814
0,0,1,0,0,1,0,1,1,0,0,0,nnRegressor,tanh,NA,23,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.8484698648766379,577.969146490097
0,1,1,0,1,0,0,0,1,1,0,0,nnRegressor,relu,NA,29,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9998281696678191,585.6932036876678
0,0,1,1,1,1,1,0,0,1,1,0,nnRegressor,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.008717039738943777,592.1680347919464
1,0,1,1,0,0,0,0,0,1,0,1,nnRegressor,identity,NA,27,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.9999999813006817,596.428973197937
1,1,1,1,0,0,1,1,1,1,1,0,nnRegressor,identity,NA,26,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9999992652806942,601.1198034286499
1,1,1,0,1,1,1,0,1,0,1,0,nnRegressor,logistic,NA,24,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9998383654378996,608.8353176116943
1,1,1,0,0,1,0,1,0,1,0,0,nnRegressor,logistic,NA,18,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.9956734217424335,619.5758969783783
1,0,1,1,1,0,1,1,0,0,1,0,nnRegressor,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.9998323512717564,635.3529644012451
0,1,1,0,1,1,1,0,0,0,1,1,nnRegressor,relu,NA,23,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.999515988262887,642.3283908367157
0,1,1,1,1,0,0,0,0,1,1,0,nnRegressor,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9997742355076278,649.252366065979
1,0,1,1,0,0,0,0,1,1,1,0,nnRegressor,relu,NA,29,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,-0.00019742417582535587,653.3973188400269
1,0,1,1,1,0,0,1,0,0,1,1,nnRegressor,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.9997984892156703,660.398265838623
0,1,1,0,0,1,0,0,0,1,1,0,nnRegressor,relu,NA,16,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9994122790397013,666.3583369255066
0,0,1,0,0,0,0,1,1,0,0,1,nnRegressor,identity,NA,29,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9999999994421974,670.6078596115112
0,0,1,0,0,1,0,0,1,0,1,1,nnRegressor,tanh,NA,32,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.988047138118389,687.5556972026825
1,0,1,1,1,0,0,1,1,0,1,1,nnRegressor,relu,NA,27,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9994258676259437,694.022623538971
1,1,1,0,1,0,1,1,1,0,0,1,nnRegressor,relu,NA,17,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9997347429564415,702.0464322566986
1,1,1,0,1,1,0,0,1,0,1,0,nnRegressor,identity,NA,31,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.9986244360322908,708.4223446846008
0,0,1,1,0,0,0,0,1,1,1,1,nnRegressor,relu,NA,15,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9995461273685778,714.3169736862183
1,0,1,1,1,0,1,0,0,0,0,0,nnRegressor,relu,NA,29,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.9996383680564744,720.431022644043
1,0,1,1,0,1,0,1,0,1,1,0,nnRegressor,identity,NA,32,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.999999935957864,724.7802550792694
0,0,1,0,0,0,1,0,0,1,0,0,nnRegressor,tanh,NA,30,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.9998876923984047,732.690160036087
0,1,1,0,0,0,0,0,0,1,1,1,nnRegressor,relu,NA,14,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.9999872589467625,742.0861766338348
1,1,1,1,0,1,1,1,0,0,1,0,nnRegressor,relu,NA,17,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9996882299412396,748.733969449997
1,0,1,0,1,1,1,0,1,1,1,0,nnRegressor,relu,NA,29,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.997621821305464,757.8135209083557
1,1,1,1,1,0,0,0,1,0,1,1,nnRegressor,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9996922863317864,764.9905872344971
1,1,1,1,1,1,1,1,1,0,0,0,nnRegressor,identity,NA,14,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9999998320842792,769.2396535873413
0,0,1,0,1,0,1,0,0,0,0,1,nnRegressor,logistic,NA,15,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9997320208474683,777.075302362442
1,0,1,1,1,1,0,0,0,0,0,0,nnRegressor,relu,NA,17,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.9997239451644796,785.2740986347198
1,0,1,1,0,0,1,1,0,0,0,0,nnRegressor,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9999998924707212,789.2905328273773
0,1,1,1,0,0,0,1,1,0,0,0,nnRegressor,tanh,NA,29,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.999680209910167,796.4419808387756
0,1,1,1,0,0,0,1,1,0,1,1,nnRegressor,relu,NA,22,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.9994800175431433,802.4813578128815
1,1,1,1,0,1,1,1,1,1,0,1,nnRegressor,logistic,NA,20,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9995826554862193,810.774263381958
1,1,1,0,1,1,0,1,1,1,1,1,nnRegressor,logistic,NA,16,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9995635152834657,816.8056163787842
1,0,1,0,1,1,0,0,1,1,1,0,nnRegressor,identity,NA,9,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9999998504511177,820.8763060569763
1,1,1,0,1,1,0,1,1,1,1,0,nnRegressor,relu,NA,8,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,-0.000516976592702223,833.018415927887
1,1,1,1,0,0,0,0,0,1,1,1,nnRegressor,identity,NA,25,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9999994567813038,836.9916906356812
1,1,1,0,0,1,1,1,1,1,1,0,nnRegressor,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.9999999957943477,843.8049068450928
1,0,1,0,0,1,0,1,1,0,1,1,nnRegressor,relu,NA,30,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9997569099356848,849.9593844413757
