feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,0,0,0,0,1,1,0,0,nnRegressor,tanh,NA,18,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.9849182479717441,3438.148231983185
0,1,1,1,1,1,0,0,0,0,0,0,nnRegressor,tanh,NA,27,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.997307614540655,3445.1260282993317
0,1,1,1,1,0,0,0,1,0,1,0,nnRegressor,tanh,NA,29,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.9989577098468084,3452.446269750595
1,0,1,0,0,0,0,0,0,1,0,0,nnRegressor,tanh,NA,30,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.9761626370525314,3458.429599046707
0,1,1,0,1,0,1,0,0,0,1,0,nnRegressor,tanh,NA,32,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9995797160399011,3465.9906964302063
1,1,1,0,1,1,1,0,1,1,1,1,nnRegressor,tanh,NA,11,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9994904141848424,3477.4784846305847
0,0,1,0,0,0,1,0,0,0,1,0,nnRegressor,tanh,NA,28,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9997908338676141,3486.685636281967
0,1,1,1,0,1,1,1,0,1,1,0,nnRegressor,tanh,NA,16,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.999334792616909,3493.670994758606
0,0,1,0,0,1,0,1,0,0,1,0,nnRegressor,tanh,NA,22,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.9994969542458534,3500.6251780986786
1,0,1,0,1,1,1,1,1,0,0,1,nnRegressor,logistic,NA,22,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.9997303951713457,3509.674171447754
0,1,1,1,1,0,1,0,0,1,0,1,nnRegressor,identity,NA,25,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.999994376327006,3513.797674894333
1,0,1,0,1,1,1,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,7,auto,11,9,nan,nan,NA,NA,0.999981554714808,3522.2408695220947
0,1,1,0,1,1,0,0,0,1,0,0,nnRegressor,identity,NA,23,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9999997991083253,3526.137231826782
0,0,1,0,0,1,0,1,1,1,0,0,nnRegressor,relu,NA,21,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.9999099252350753,3534.159345149994
0,0,1,0,0,0,1,1,1,1,1,1,nnRegressor,tanh,NA,13,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.999379940370523,3542.8048071861267
1,0,1,0,0,1,0,1,0,1,0,1,nnRegressor,logistic,NA,15,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9992954094648624,3548.6279304027557
0,0,1,1,1,1,0,0,1,0,0,1,nnRegressor,identity,NA,20,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9999997786309093,3552.6102879047394
1,0,1,0,0,0,0,0,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,81,sqrt,10,5,nan,nan,NA,NA,0.9990098332703695,3557.9550454616547
0,0,1,0,1,0,1,0,1,0,0,0,nnRegressor,relu,NA,19,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.9990898911433858,3565.200348138809
0,0,1,1,1,1,1,1,1,1,0,0,nnRegressor,tanh,NA,10,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9993894058727417,3575.9356858730316
1,1,1,0,1,0,0,0,0,1,1,0,nnRegressor,identity,NA,23,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9999991695835301,3579.9167976379395
0,0,1,1,1,0,0,1,1,0,1,1,nnRegressor,relu,NA,27,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9997010192399182,3585.868677377701
