feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,0,0,0,1,1,0,1,0,0,nnRegressor,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.03372752505142418,8.853580713272095
1,0,0,1,0,1,0,0,0,0,0,0,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.062449986934886126,13.669371843338013
1,0,0,1,1,1,1,0,1,1,0,0,kneighborsRegressor,NA,kd_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.6524592623658259,19.251630783081055
0,0,1,1,0,0,1,0,1,1,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.3208345604198575,24.07633399963379
1,0,1,1,0,1,0,0,1,1,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,2,NA,distance,0.5887783042215935,28.716464042663574
0,0,1,1,1,1,0,1,1,1,0,0,kneighborsRegressor,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.6510257143313669,33.46766662597656
1,1,0,1,0,1,1,1,1,0,0,0,kneighborsRegressor,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,10,NA,distance,0.5492944030991649,37.99947476387024
1,0,0,0,1,0,0,1,0,1,0,1,kneighborsRegressor,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.4877678522741723,43.29801416397095
0,0,1,0,1,0,1,1,0,1,0,0,kneighborsRegressor,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.49622421157093566,48.06361269950867
0,0,1,1,1,1,0,1,0,0,0,0,kneighborsRegressor,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.5738272670584769,53.244203329086304
0,0,0,1,1,1,1,1,0,1,0,0,kneighborsRegressor,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.51518170303377,57.922776222229004
1,1,1,1,1,1,0,0,1,1,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.5356398644641984,62.94161248207092
1,1,0,1,0,1,0,1,0,0,0,0,kneighborsRegressor,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.5253554795706241,67.52895164489746
0,0,1,1,0,1,0,0,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,24,log2,7,18,nan,nan,NA,NA,0.9975564313131019,74.78066515922546
0,0,1,0,0,0,0,0,1,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,33,auto,7,40,nan,nan,NA,NA,0.9999731186692532,82.02793288230896
0,1,0,0,1,1,0,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,49,auto,13,32,nan,nan,NA,NA,0.7534530659755498,90.22603583335876
0,1,0,1,0,0,1,0,1,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,99,auto,7,39,nan,nan,NA,NA,0.6731655648653272,98.44538807868958
1,1,1,0,1,0,0,0,1,0,0,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,26,log2,5,39,nan,nan,NA,NA,0.4777577578164254,109.50619316101074
0,0,1,0,1,0,0,0,0,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,1,auto,16,34,nan,nan,NA,NA,0.9999738983520551,116.43860197067261
0,0,1,0,0,1,0,0,1,1,0,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,43,sqrt,8,7,nan,nan,NA,NA,0.6737349438288047,131.69898128509521
0,0,1,1,1,1,0,0,0,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,21,auto,5,11,nan,nan,NA,NA,0.999994184729172,140.82364225387573
1,0,1,1,1,0,1,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,28,auto,5,20,nan,nan,NA,NA,0.9999909861290593,149.50557255744934
1,0,1,1,1,1,0,0,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,80,auto,8,29,nan,nan,NA,NA,0.9999828193765421,159.44384384155273
1,0,1,1,0,1,0,1,0,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,50,sqrt,2,15,nan,nan,NA,NA,0.9967196184919074,166.16014552116394
1,0,1,1,0,1,0,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,54,log2,14,14,nan,nan,NA,NA,0.9939336198012778,173.15212059020996
1,0,1,1,0,0,1,0,0,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,94,auto,5,8,nan,nan,NA,NA,0.9999943826649169,181.50851893424988
0,0,1,1,1,1,0,0,0,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,21,auto,18,34,nan,nan,NA,NA,0.9999728170928023,189.29345154762268
1,0,0,1,0,0,1,0,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,81,auto,10,20,nan,nan,NA,NA,0.7799580645043582,199.18501687049866
0,1,1,0,0,0,0,0,0,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,81,auto,9,10,nan,nan,NA,NA,0.9999900405511086,206.07207870483398
0,1,1,0,0,0,1,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,2,sqrt,5,18,nan,nan,NA,NA,0.8205552251745247,211.89820408821106
0,1,1,1,1,1,1,0,1,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,100,auto,19,11,nan,nan,NA,NA,0.9999720210098859,221.50611400604248
1,0,1,1,0,1,1,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,43,log2,10,4,nan,nan,NA,NA,0.9910959693711159,228.5268702507019
1,1,1,0,1,0,0,1,1,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,44,auto,16,17,nan,nan,NA,NA,0.9999724854288938,237.3975088596344
0,0,1,1,1,0,1,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,45,auto,11,2,nan,nan,NA,NA,0.9999883135534454,245.6307191848755
1,0,1,1,1,0,1,1,1,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,98,sqrt,2,24,nan,nan,NA,NA,0.9869917510094869,252.82899379730225
0,0,1,1,1,0,0,0,0,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,84,log2,8,2,nan,nan,NA,NA,0.9991494075995423,259.22230219841003
0,1,1,1,0,1,1,1,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,16,log2,8,23,nan,nan,NA,NA,0.9931117899217733,267.4390208721161
0,0,1,0,0,1,0,1,0,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,88,sqrt,17,37,nan,nan,NA,NA,0.9953425157626808,273.7836937904358
1,0,1,1,0,0,1,0,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,2,auto,19,28,nan,nan,NA,NA,0.8988666020398621,280.4242010116577
1,0,1,0,1,0,0,0,0,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,11,sqrt,8,39,nan,nan,NA,NA,0.9980131896819593,286.8991451263428
0,0,1,0,0,0,1,1,1,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,7,auto,3,4,nan,nan,NA,NA,0.9999857232094711,294.77116203308105
1,0,1,1,0,0,0,1,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,100,auto,14,40,nan,nan,NA,NA,0.9999731203577379,304.52749967575073
1,1,1,0,0,0,0,0,0,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,83,sqrt,4,21,nan,nan,NA,NA,0.9987652659210482,310.5710940361023
0,1,1,1,0,0,1,0,1,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,41,auto,4,2,nan,nan,NA,NA,0.9999926249102641,543.7980682849884
1,1,1,1,0,0,1,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,68,auto,6,40,nan,nan,NA,NA,0.999976041947654,755.015118598938
1,1,1,0,1,0,0,1,1,1,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,54,auto,20,5,nan,nan,NA,NA,0.9999685182590708,1030.2580165863037
1,0,1,0,0,0,1,0,0,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,83,auto,8,12,nan,nan,NA,NA,0.9999865272590176,1121.008865594864
1,1,1,1,1,0,0,0,1,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,23,auto,15,12,nan,nan,NA,NA,0.9999769725303651,1335.6649305820465
0,0,1,0,0,0,0,1,0,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,40,auto,14,37,nan,nan,NA,NA,0.9999781272816092,1457.4933350086212
0,1,1,1,1,0,0,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,85,sqrt,7,2,nan,nan,NA,NA,0.9948255046215041,1553.192988872528
0,0,1,0,1,1,0,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,1,auto,3,28,nan,nan,NA,NA,0.9999847996412353,1561.3958954811096
0,0,1,1,1,1,0,1,0,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,43,sqrt,20,33,nan,nan,NA,NA,0.9894236428895384,1567.0151340961456
0,0,1,1,0,0,1,0,0,1,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,9,sqrt,7,27,nan,nan,NA,NA,0.9922501190812147,1657.5464451313019
1,1,1,0,1,0,0,1,1,0,0,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,26,sqrt,9,7,nan,nan,NA,NA,0.5474609256631721,1667.1855652332306
0,1,1,0,0,0,0,1,1,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,5,auto,5,26,nan,nan,NA,NA,0.9990162099529813,1848.3478479385376
1,1,1,0,1,0,1,0,1,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,93,auto,19,40,nan,nan,NA,NA,0.9999719437175936,1855.7076787948608
1,0,1,0,0,0,0,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,40,auto,20,40,nan,nan,NA,NA,0.999966345429807,1953.4619479179382
0,1,1,0,1,1,0,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,76,log2,19,8,nan,nan,NA,NA,0.9959071956056889,1958.8478593826294
0,0,1,0,0,1,1,1,1,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,1,sqrt,7,38,nan,nan,NA,NA,0.9890291960615102,2070.5546610355377
0,1,1,1,0,0,0,0,1,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,100,sqrt,3,38,nan,nan,NA,NA,0.9978581422594787,2161.029773712158
0,1,1,0,0,1,1,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,4,log2,3,38,nan,nan,NA,NA,0.905520427891818,2245.6126866340637
0,1,1,0,1,1,0,0,1,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,5,auto,12,32,nan,nan,NA,NA,0.9992023834603426,2251.707079410553
0,0,1,0,1,0,1,1,0,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,6,auto,8,15,nan,nan,NA,NA,0.9999127682631131,2258.2667791843414
0,1,1,0,0,0,1,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,5,sqrt,15,17,nan,nan,NA,NA,0.9678364718712532,2338.28826212883
0,0,1,1,1,0,0,1,1,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,3,log2,4,13,nan,nan,NA,NA,0.8684184441519027,2342.7599577903748
0,0,1,1,0,1,0,1,1,0,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,5,auto,11,21,nan,nan,NA,NA,0.9990000742012254,2571.612949371338
1,1,1,1,1,0,0,0,0,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,7,log2,8,31,nan,nan,NA,NA,0.9804352401047921,2683.0878574848175
1,1,1,0,0,0,1,0,0,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,5,auto,1,6,nan,nan,NA,NA,0.9989504519205555,2873.532748937607
1,0,1,1,1,0,0,0,0,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,1,sqrt,8,22,nan,nan,NA,NA,0.9879982312889257,2964.954939842224
1,0,1,1,1,0,1,0,0,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,8,log2,2,7,nan,nan,NA,NA,0.9885830922036223,3059.641673564911
0,1,1,0,1,0,0,1,1,1,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,1,sqrt,3,20,nan,nan,NA,NA,0.992008993918964,3159.187509536743
1,1,1,1,1,0,0,1,1,1,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,62,sqrt,5,21,nan,nan,NA,NA,0.9944795090508446,3294.161612033844
1,0,0,1,1,1,1,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,29,auto,10,7,nan,nan,NA,NA,0.735411990060573,3303.262582063675
0,1,1,0,0,1,0,0,0,0,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,99,log2,12,15,nan,nan,NA,NA,0.9982042893885653,3379.9889817237854
0,1,1,1,0,1,1,0,1,1,0,0,nnRegressor,tanh,NA,27,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.99949266134889,3388.1409180164337
0,0,1,1,0,1,0,1,1,1,1,0,nnRegressor,tanh,NA,23,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.9680359944521033,3394.45192694664
0,0,1,0,1,1,0,1,1,0,1,0,nnRegressor,relu,NA,24,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,-0.00045924022683707655,3398.270722389221
0,1,0,1,1,0,0,0,0,1,0,1,nnRegressor,tanh,NA,11,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.5504130146644866,3431.090291261673
