feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,1,0,0,0,0,0,0,1,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,92,sqrt,1,6,nan,nan,NA,NA,0.8446475879991575,14.740437507629395
0,1,1,1,0,0,1,0,1,1,0,0,nnRegressor,relu,NA,19,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.9992383320018082,24.123506546020508
0,1,1,1,1,0,0,1,1,0,0,1,nnRegressor,logistic,NA,25,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.03525440391727497,31.93069362640381
0,0,0,1,0,0,0,1,1,1,0,0,kneighborsRegressor,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,7,NA,distance,0.5579529293343859,36.45496106147766
0,1,0,0,1,0,1,1,1,1,1,0,nnRegressor,relu,NA,17,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.5427340170659194,59.89887499809265
1,0,1,1,0,0,0,0,0,0,1,0,nnRegressor,identity,NA,16,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9999999207568329,65.35011720657349
1,1,1,0,0,1,0,0,0,1,1,1,nnRegressor,relu,NA,8,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.9984502953696995,77.37654495239258
0,0,1,0,0,0,0,0,0,0,0,0,nnRegressor,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.9998618438261145,89.76365113258362
0,1,1,0,0,1,1,0,1,0,1,0,nnRegressor,identity,NA,25,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.999999993794653,95.14934635162354
0,0,0,1,0,0,0,0,1,0,1,0,nnRegressor,tanh,NA,22,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.39175361565866473,112.92149257659912
0,0,1,1,0,1,0,0,1,0,1,0,nnRegressor,relu,NA,20,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.9991069472946135,121.83199405670166
0,1,1,0,1,0,1,0,1,1,0,0,nnRegressor,tanh,NA,22,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9996376448816279,131.34418082237244
1,0,1,0,0,0,0,0,1,0,0,0,nnRegressor,logistic,NA,15,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9991773065659054,140.23753762245178
0,1,1,0,0,0,1,0,0,0,0,0,nnRegressor,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.9994838939962765,147.61924839019775
0,0,1,1,0,0,1,0,0,0,1,0,nnRegressor,identity,NA,15,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.9999999999644043,156.1114902496338
1,0,1,0,1,0,0,0,0,0,1,0,nnRegressor,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.999999999997302,170.00594186782837
1,1,1,1,1,0,0,0,0,1,0,1,nnRegressor,identity,NA,22,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9999999104800272,175.74176287651062
0,0,1,1,0,0,0,0,1,0,1,0,nnRegressor,tanh,NA,12,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.9994548206172358,206.7961883544922
1,1,1,1,1,0,0,0,0,0,1,1,nnRegressor,identity,NA,27,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.999999747217381,212.91692876815796
0,1,1,1,0,0,1,0,1,0,0,1,nnRegressor,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.9997478976030338,224.3580677509308
1,1,1,1,1,0,0,0,1,1,1,1,nnRegressor,identity,NA,23,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.9999961684074355,233.38069128990173
0,0,1,0,1,0,1,0,1,1,1,0,nnRegressor,identity,NA,26,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.9999996386460097,238.65824913978577
0,1,1,1,1,0,0,0,0,1,1,0,nnRegressor,identity,NA,29,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.9999999924936607,247.1644389629364
0,1,1,1,1,0,1,1,0,1,0,1,nnRegressor,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9999860085710229,252.99724221229553
1,0,1,0,0,1,0,1,1,1,1,1,nnRegressor,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.9999137387644272,259.3185431957245
0,0,1,0,0,1,0,1,1,1,0,1,nnRegressor,identity,NA,31,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.999999621121188,266.6727833747864
0,1,1,1,0,0,1,0,1,0,0,1,nnRegressor,logistic,NA,13,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.9878844168070546,280.29518008232117
1,1,1,0,1,1,1,0,0,1,1,0,nnRegressor,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.9999174999578302,288.67681980133057
0,1,1,0,1,1,1,0,1,1,1,0,nnRegressor,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.999811009008944,297.31960225105286
1,0,1,1,0,1,1,1,1,0,0,1,nnRegressor,identity,NA,24,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.9999993047733559,302.87717366218567
1,1,1,0,0,0,1,1,0,1,1,1,nnRegressor,identity,NA,23,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.9943244461396842,311.1316511631012
1,1,1,0,1,1,0,1,1,0,0,0,nnRegressor,identity,NA,25,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.9997729714102006,317.67241191864014
1,1,1,1,0,1,0,1,0,0,1,1,nnRegressor,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.999534493230665,329.85333251953125
0,0,1,1,1,0,1,0,1,0,1,1,nnRegressor,identity,NA,29,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.9984445959604622,336.513551235199
0,0,1,1,0,1,0,1,0,1,0,1,nnRegressor,logistic,NA,29,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.9997249880214877,345.8064889907837
1,1,1,0,1,1,0,1,0,1,0,1,nnRegressor,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9999985218373925,351.37948727607727
0,0,1,0,1,1,1,1,0,1,0,0,nnRegressor,tanh,NA,26,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.999661956089723,360.8631818294525
1,0,1,0,0,0,1,1,1,0,1,0,nnRegressor,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.999604501121337,368.62746024131775
0,0,1,1,1,1,0,0,1,1,1,1,nnRegressor,logistic,NA,25,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.9995482224282121,379.04071140289307
0,0,1,1,0,0,0,0,1,0,1,0,nnRegressor,identity,NA,32,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9999999706356846,385.3213121891022
1,0,1,1,1,1,1,0,0,1,0,1,nnRegressor,relu,NA,24,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.9654499242817356,393.4332573413849
0,0,1,0,1,0,1,0,1,1,0,0,nnRegressor,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.9999960730960031,399.7482454776764
