feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,1,1,0,1,1,1,1,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,distance,0.38982465493039664,5.164301156997681
1,1,0,1,0,1,1,0,0,0,1,0,nnRegressor,identity,NA,20,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,0.05997051414884946,14.198829650878906
0,0,0,1,0,1,0,1,0,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,59,log2,9,4,nan,nan,NA,NA,0.6525293152887329,21.423166513442993
1,0,0,0,1,0,0,1,0,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,2,log2,19,37,nan,nan,NA,NA,0.42657342680211074,27.21632194519043
0,1,0,1,1,1,0,1,1,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,52,log2,6,30,nan,nan,NA,NA,0.80895645469825,34.73235607147217
0,1,1,0,0,1,1,1,1,0,1,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,75,log2,20,33,nan,nan,NA,NA,0.9216907347574258,52.34489297866821
1,1,0,0,1,1,0,1,1,0,1,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,56,auto,7,20,nan,nan,NA,NA,0.6007438290014925,90.68366837501526
1,0,1,1,1,1,1,0,1,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,95,log2,16,36,nan,nan,NA,NA,0.9929171575206261,98.11640858650208
0,1,0,0,0,1,1,0,0,0,1,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,33,auto,15,31,nan,nan,NA,NA,0.43919650936003063,113.52222490310669
0,0,1,1,0,0,1,0,0,1,0,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,99,log2,19,35,nan,nan,NA,NA,0.9171600823099281,127.87260270118713
0,1,1,0,1,1,1,0,0,0,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,55,sqrt,16,39,nan,nan,NA,NA,0.9902201290350698,223.8921995162964
1,0,1,1,1,0,1,0,1,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,50,log2,15,37,nan,nan,NA,NA,0.9867377812740202,230.61776542663574
1,0,1,0,1,1,1,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,35,sqrt,17,40,nan,nan,NA,NA,0.9813433224315756,329.160742521286
1,0,1,0,1,1,1,0,0,0,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,93,log2,13,30,nan,nan,NA,NA,0.9899576572846368,425.30704951286316
1,1,1,0,0,0,1,0,0,1,1,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,74,log2,16,38,nan,nan,NA,NA,0.8590398844570444,435.4044005870819
0,1,1,1,1,1,1,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,34,sqrt,16,38,nan,nan,NA,NA,0.9870417378304944,442.16171622276306
1,1,1,0,1,0,1,0,0,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,65,auto,16,39,nan,nan,NA,NA,0.9998815327880792,602.3823583126068
0,0,1,0,1,1,1,0,1,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,49,auto,14,28,nan,nan,NA,NA,0.9999321703984287,883.4999816417694
0,1,1,1,1,1,0,0,1,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,95,auto,2,38,nan,nan,NA,NA,0.9998944230878104,1126.008645772934
1,1,1,0,1,1,1,0,1,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,93,auto,2,24,nan,nan,NA,NA,0.9999682714884398,1422.7991802692413
1,1,1,1,1,1,1,1,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,50,auto,16,13,nan,nan,NA,NA,0.9999321730909397,1432.2320766448975
1,0,1,0,1,1,1,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,34,log2,16,8,nan,nan,NA,NA,0.9930894118965422,1437.8590757846832
1,0,1,1,0,1,1,1,1,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,29,auto,1,33,nan,nan,NA,NA,0.9999485217620222,1446.3126163482666
1,0,1,1,1,1,1,1,1,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,64,auto,13,17,nan,nan,NA,NA,0.9999490032121784,1455.2541663646698
