feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,1,1,0,1,1,0,1,1,1,nnRegressor,tanh,NA,15,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.9993645533617117,13.025564670562744
0,1,0,0,0,0,0,1,1,0,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.5136771378835188,17.466981410980225
0,1,0,1,0,1,1,0,1,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,95,auto,7,8,nan,nan,NA,NA,0.8276397885337334,355.53863739967346
1,0,0,1,1,0,0,1,1,1,1,1,nnRegressor,relu,NA,14,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.6057658459383968,391.5763442516327
0,1,0,0,1,1,1,1,1,0,1,1,nnRegressor,tanh,NA,8,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.5620368073360529,449.68661880493164
0,1,1,1,0,1,0,1,1,1,1,0,nnRegressor,tanh,NA,24,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.9993492668598513,458.3081998825073
0,0,1,1,1,1,1,1,0,1,1,0,nnRegressor,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.9999897217058694,463.3397979736328
1,0,1,0,1,1,1,0,0,1,0,1,nnRegressor,relu,NA,23,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.9549499860263339,470.7750759124756
0,0,0,1,0,0,0,1,0,1,1,0,nnRegressor,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.4019343685739841,486.61018562316895
1,1,1,0,0,1,0,0,0,1,0,0,nnRegressor,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.9999994434860487,493.3545343875885
0,1,1,1,0,1,0,0,1,1,1,0,nnRegressor,identity,NA,31,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.9999997947541551,499.2583909034729
1,1,1,1,0,0,0,0,0,0,0,0,nnRegressor,identity,NA,28,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9999998617346001,503.54336857795715
0,0,1,1,0,0,0,1,0,1,1,0,nnRegressor,identity,NA,28,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.9999999999688417,517.6882770061493
0,0,1,0,1,1,0,1,0,0,0,0,nnRegressor,identity,NA,17,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.9999999967763648,536.7479472160339
0,0,1,0,1,1,1,0,0,0,1,0,nnRegressor,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.9858170239173594,555.3701822757721
1,0,1,0,1,1,0,1,0,1,1,0,nnRegressor,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.9999999931344716,561.8621001243591
1,1,1,0,0,0,1,1,1,1,1,1,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.9994347505022559,571.5767376422882
1,0,1,0,1,0,0,1,0,1,0,0,nnRegressor,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.9967938021076981,577.2020175457001
1,1,1,1,1,0,0,0,0,1,0,0,nnRegressor,tanh,NA,29,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9993919581948644,588.1068527698517
0,0,1,0,1,1,0,0,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,36,sqrt,12,38,nan,nan,NA,NA,0.9946030798153721,594.0693237781525
0,1,0,0,1,0,1,1,0,1,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,78,auto,16,31,nan,nan,NA,NA,0.765219792325527,858.2366778850555
1,0,1,1,1,0,0,1,0,1,0,1,nnRegressor,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.9999998596418971,864.1651830673218
1,1,0,0,0,1,1,1,0,0,0,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,51,auto,2,4,nan,nan,NA,NA,0.5428852246921887,891.8542873859406
1,0,1,0,0,0,0,1,0,1,1,1,nnRegressor,tanh,NA,18,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.999720795464426,900.6647825241089
1,1,1,0,1,1,1,0,0,1,0,0,nnRegressor,identity,NA,13,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9999997303754263,904.7289476394653
1,1,1,0,0,1,0,1,1,0,0,0,nnRegressor,identity,NA,28,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.9999851835600194,917.9644706249237
1,0,1,0,1,0,1,0,1,0,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.45112286338195295,921.6691846847534
0,1,1,0,1,1,1,1,1,0,0,1,nnRegressor,identity,NA,9,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.9999559178075508,925.8576741218567
0,0,1,0,0,0,0,1,1,0,0,0,kneighborsRegressor,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,7,NA,distance,0.30731886668896446,929.6371421813965
1,1,1,0,0,0,0,0,1,0,1,1,nnRegressor,logistic,NA,8,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.9983346338779518,941.8506665229797
1,0,1,1,0,0,0,1,0,1,1,1,nnRegressor,identity,NA,8,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9999996554779335,945.9557547569275
0,0,1,1,0,0,0,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,37,log2,14,24,nan,nan,NA,NA,0.9823757530240289,1011.3637847900391
1,0,1,0,1,0,0,1,1,1,1,0,nnRegressor,tanh,NA,27,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9993894258779065,1020.02605509758
0,0,1,1,0,1,1,0,0,1,0,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,43,sqrt,2,13,nan,nan,NA,NA,0.6424247884295977,1032.7820596694946
1,0,1,0,1,1,0,0,1,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,19,log2,3,26,nan,nan,NA,NA,0.994512641197653,1038.3755950927734
0,0,1,0,1,1,0,1,0,1,0,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,22,auto,6,18,nan,nan,NA,NA,0.16271686932107277,1057.1446325778961
0,1,1,1,0,1,1,0,0,1,1,0,nnRegressor,logistic,NA,21,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9995229544177042,1063.0020809173584
1,1,1,0,1,0,0,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,20,sqrt,3,19,nan,nan,NA,NA,0.9971270402687287,1148.293373823166
0,0,1,0,0,0,1,1,0,1,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,9,sqrt,20,2,nan,nan,NA,NA,0.986624315268905,1239.7189166545868
1,0,1,1,1,1,1,0,0,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,6,log2,13,23,nan,nan,NA,NA,0.9717534744169333,1244.8846895694733
0,0,1,1,0,1,1,0,0,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,25,log2,19,7,nan,nan,NA,NA,0.9745771156146437,1342.7527568340302
0,0,1,1,0,1,1,1,0,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,7,auto,6,4,nan,nan,NA,NA,0.999973436967128,1350.4262652397156
0,0,1,1,0,0,0,1,1,0,0,1,nnRegressor,tanh,NA,19,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.9997502681861505,1359.1876125335693
0,0,1,1,1,1,0,1,1,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,11,auto,5,2,nan,nan,NA,NA,0.9999764527870831,1673.7423655986786
0,1,1,1,0,1,0,1,1,0,1,0,nnRegressor,relu,NA,18,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9996135134899385,1679.8733613491058
0,0,1,1,0,0,0,0,0,0,0,1,nnRegressor,relu,NA,14,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.9994890770059385,1704.6590311527252
0,1,1,0,1,1,1,1,0,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,1,sqrt,1,26,nan,nan,NA,NA,0.988429017031291,1710.22185754776
1,1,1,0,0,1,1,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,49,log2,1,4,nan,nan,NA,NA,0.9979437048342847,1804.5476417541504
1,0,1,0,1,1,0,1,0,0,1,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,51,sqrt,7,5,nan,nan,NA,NA,0.7931479402120678,1817.4467833042145
1,0,1,0,1,0,0,1,1,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,72,sqrt,4,11,nan,nan,NA,NA,0.9981650361401011,1823.1962895393372
0,1,1,0,1,1,1,1,1,0,1,1,kneighborsRegressor,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.5773014562129843,1826.8912060260773
