activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,30,poisson,0,1,1,0,1,0,0,0,20,invscaling,19,log2,5,17,nnRegressor,4,7,adam,uniform,0.36358492897956485
identity,ball_tree,31,mae,1,0,1,1,1,1,0,0,12,constant,53,sqrt,8,22,kneighborsRegressor,3,1,adam,uniform,-0.14789147543351366
relu,brute,15,mse,1,0,1,0,0,1,1,1,30,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,uniform,0.36377638355190767
tanh,auto,11,mse,0,1,0,0,0,1,0,0,15,adaptive,67,auto,2,13,kneighborsRegressor,10,5,lbfgs,distance,-0.24294450333895568
relu,ball_tree,20,poisson,1,0,0,1,1,0,1,0,5,constant,33,auto,18,31,kneighborsRegressor,1,1,sgd,distance,-0.6750351677548203
logistic,kd_tree,12,mse,1,1,1,0,0,1,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.3717314908811741
logistic,kd_tree,21,mae,1,1,1,0,1,0,0,1,23,adaptive,90,sqrt,8,34,kneighborsRegressor,2,7,adam,uniform,0.29721937607523874
identity,auto,28,mae,0,1,0,0,1,0,1,1,27,adaptive,11,sqrt,8,36,nnRegressor,8,2,lbfgs,distance,0.06221697811116622
relu,auto,9,mae,1,0,1,1,1,0,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,adam,uniform,0.4743169810644994
logistic,ball_tree,28,mae,1,0,1,0,0,0,1,1,7,adaptive,22,auto,16,36,nnRegressor,3,1,adam,uniform,0.3321956475350344
identity,ball_tree,13,poisson,0,0,1,1,0,1,1,0,5,constant,29,log2,14,36,nnRegressor,8,2,lbfgs,distance,0.341423615013541
logistic,ball_tree,32,mae,1,1,0,1,1,0,0,0,7,invscaling,3,auto,15,13,kneighborsRegressor,9,6,lbfgs,uniform,-0.034421719163571396
identity,ball_tree,13,mae,0,0,0,1,1,0,0,1,10,constant,19,log2,4,13,nnRegressor,9,7,lbfgs,distance,0.054404245157730236
tanh,ball_tree,16,poisson,0,1,1,0,0,0,0,0,9,adaptive,42,sqrt,10,8,randomForestRegressor,8,4,lbfgs,uniform,0.2685149503511066
logistic,ball_tree,26,mse,0,0,0,1,0,0,0,0,29,adaptive,46,log2,18,30,kneighborsRegressor,8,7,adam,uniform,-0.1769299576667147
relu,auto,29,mse,0,0,1,0,1,1,0,1,37,invscaling,40,sqrt,2,4,kneighborsRegressor,7,7,sgd,distance,0.3670116348503759
identity,brute,15,mae,1,1,0,1,0,1,0,0,39,constant,33,log2,17,9,randomForestRegressor,2,8,sgd,uniform,0.09027925776839707
relu,ball_tree,22,mse,1,0,1,0,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.38604701064941516
tanh,kd_tree,17,mse,1,1,0,0,1,0,1,0,23,adaptive,22,auto,4,31,randomForestRegressor,1,8,sgd,uniform,0.08294779882542536
tanh,auto,15,poisson,0,0,0,1,1,1,0,1,38,constant,35,sqrt,17,6,kneighborsRegressor,5,5,lbfgs,uniform,0.05535144338333298
relu,auto,9,mae,1,0,1,1,1,0,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,adam,uniform,0.4743169810644994
relu,ball_tree,22,mse,1,0,1,0,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.38604701064941516
logistic,kd_tree,12,mse,1,1,1,0,0,1,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.3717314908811741
relu,auto,29,mse,0,0,1,0,1,1,0,1,37,invscaling,40,sqrt,2,4,kneighborsRegressor,7,7,sgd,distance,0.3670116348503759
relu,brute,15,mse,1,0,1,0,0,1,1,1,30,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,uniform,0.36377638355190767
logistic,auto,30,poisson,0,1,1,0,1,0,0,0,20,invscaling,19,log2,5,17,nnRegressor,4,7,adam,uniform,0.36358492897956485
identity,ball_tree,13,poisson,0,0,1,1,0,1,1,0,5,constant,29,log2,14,36,nnRegressor,8,2,lbfgs,distance,0.341423615013541
logistic,ball_tree,28,mae,1,0,1,0,0,0,1,1,7,adaptive,22,auto,16,36,nnRegressor,3,1,adam,uniform,0.3321956475350344
logistic,kd_tree,21,mae,1,1,1,0,1,0,0,1,23,adaptive,90,sqrt,8,34,kneighborsRegressor,2,7,adam,uniform,0.29721937607523874
tanh,ball_tree,16,poisson,0,1,1,0,0,0,0,0,9,adaptive,42,sqrt,10,8,randomForestRegressor,8,4,lbfgs,uniform,0.2685149503511066
tanh,auto,9,mse,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4105153130917665
relu,ball_tree,22,mse,1,0,1,0,1,0,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.3810498400921932
logistic,kd_tree,12,mse,1,1,1,0,0,1,0,1,37,invscaling,40,sqrt,2,4,kneighborsRegressor,7,7,sgd,distance,0.25038601907156743
relu,auto,29,mse,0,0,1,0,1,0,1,1,30,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,distance,0.36895535976892335
relu,brute,15,mse,1,0,1,0,0,1,0,0,20,invscaling,19,log2,5,17,nnRegressor,4,7,adam,uniform,0.32760599848242566
logistic,auto,30,poisson,0,1,0,0,1,0,1,0,5,constant,33,log2,14,36,nnRegressor,8,2,lbfgs,distance,0.05737719413464237
identity,kd_tree,13,poisson,1,0,1,1,0,1,1,1,7,adaptive,22,auto,16,36,nnRegressor,3,1,adam,uniform,0.3262308976213302
logistic,ball_tree,28,mae,1,0,1,0,0,0,0,1,23,adaptive,90,log2,3,34,randomForestRegressor,2,7,adam,uniform,0.31365029570349146
tanh,kd_tree,21,mae,1,1,1,0,1,0,0,0,9,adaptive,42,sqrt,10,8,randomForestRegressor,8,4,lbfgs,uniform,0.3799676576850878
tanh,ball_tree,16,poisson,0,1,1,0,0,0,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,adam,uniform,0.24936959833466865
relu,auto,9,mae,1,0,1,1,1,0,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,adam,uniform,0.4743169810644994
tanh,auto,9,mse,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4105153130917665
relu,ball_tree,22,mse,1,0,1,0,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.38604701064941516
relu,ball_tree,22,mse,1,0,1,0,1,0,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.3810498400921932
tanh,kd_tree,21,mae,1,1,1,0,1,0,0,0,9,adaptive,42,sqrt,10,8,randomForestRegressor,8,4,lbfgs,uniform,0.3799676576850878
logistic,kd_tree,12,mse,1,1,1,0,0,1,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.3717314908811741
relu,auto,29,mse,0,0,1,0,1,0,1,1,30,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,distance,0.36895535976892335
relu,auto,29,mse,0,0,1,0,1,1,0,1,37,invscaling,40,sqrt,2,4,kneighborsRegressor,7,7,sgd,distance,0.3670116348503759
relu,brute,15,mse,1,0,1,0,0,1,1,1,30,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,uniform,0.36377638355190767
logistic,auto,30,poisson,0,1,1,0,1,0,0,0,20,invscaling,19,log2,5,17,nnRegressor,4,7,adam,uniform,0.36358492897956485
relu,auto,9,mae,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.39659421910162973
identity,auto,9,mse,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4105153130917665
relu,ball_tree,22,mse,1,0,1,0,1,0,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.3810498400921932
relu,ball_tree,22,mae,1,0,1,0,1,0,0,0,9,adaptive,42,sqrt,10,8,randomForestRegressor,8,4,lbfgs,uniform,0.35036514278265185
tanh,kd_tree,21,mae,1,1,1,0,1,0,0,0,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.37525176338709465
relu,kd_tree,12,mse,1,1,1,0,0,1,1,1,30,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,distance,0.3656849163556213
relu,auto,29,mse,0,0,1,0,1,1,0,1,37,invscaling,52,sqrt,2,15,randomForestRegressor,7,7,sgd,distance,0.4329671374630457
relu,auto,17,mse,0,1,1,0,1,1,1,1,30,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,uniform,0.583460181586003
relu,brute,15,mse,1,0,1,0,0,1,0,0,20,invscaling,19,log2,5,17,nnRegressor,4,7,adam,uniform,0.32760599848242566
logistic,auto,10,poisson,0,1,1,0,1,0,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,adam,uniform,0.36167808943927127
relu,auto,17,mse,0,1,1,0,1,1,1,1,30,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,uniform,0.583460181586003
relu,auto,9,mae,1,0,1,1,1,0,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,adam,uniform,0.4743169810644994
relu,auto,29,mse,0,0,1,0,1,1,0,1,37,invscaling,52,sqrt,2,15,randomForestRegressor,7,7,sgd,distance,0.4329671374630457
tanh,auto,9,mse,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4105153130917665
identity,auto,9,mse,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4105153130917665
relu,auto,9,mae,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.39659421910162973
relu,ball_tree,22,mse,1,0,1,0,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.38604701064941516
relu,ball_tree,22,mse,1,0,1,0,1,0,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.3810498400921932
relu,ball_tree,22,mse,1,0,1,0,1,0,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.3810498400921932
tanh,kd_tree,21,mae,1,1,1,0,1,0,0,0,9,adaptive,42,sqrt,10,8,randomForestRegressor,8,4,lbfgs,uniform,0.3799676576850878
relu,auto,17,mse,0,1,1,0,1,1,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,adam,distance,0.5740755729555627
relu,auto,9,mse,1,0,1,1,1,0,0,1,37,invscaling,52,sqrt,2,15,randomForestRegressor,7,7,sgd,distance,0.39267161568033615
relu,auto,29,mse,0,0,1,0,1,1,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4339506860866972
tanh,auto,9,mse,1,0,0,1,1,1,0,1,34,constant,52,log2,15,40,randomForestRegressor,8,8,lbfgs,uniform,0.1985088795745874
tanh,auto,9,mse,1,0,1,1,1,0,0,0,34,constant,52,log2,15,35,randomForestRegressor,8,8,adam,uniform,0.39305764091402284
relu,auto,9,mae,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.39659421910162973
relu,ball_tree,22,mse,1,0,1,0,1,0,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.3810498400921932
relu,ball_tree,22,mse,1,0,1,1,1,0,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.41104634222019887
relu,ball_tree,22,mse,1,0,1,0,1,0,0,0,9,adaptive,42,sqrt,10,8,randomForestRegressor,8,4,lbfgs,uniform,0.36890664846276655
tanh,kd_tree,21,mae,1,1,1,0,1,0,1,1,9,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,uniform,0.36521852918813946
relu,auto,17,mse,0,1,1,0,1,1,1,1,30,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,uniform,0.583460181586003
