activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,17,mse,0,1,1,0,1,1,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,adam,distance,0.5740755729555627
relu,auto,9,mae,1,0,1,1,1,0,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,adam,uniform,0.4743169810644994
relu,auto,29,mse,0,0,1,0,1,1,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4339506860866972
relu,auto,29,mse,0,0,1,0,1,1,0,1,37,invscaling,52,sqrt,2,15,randomForestRegressor,7,7,sgd,distance,0.4329671374630457
relu,ball_tree,22,mse,1,0,1,1,1,0,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.41104634222019887
tanh,auto,9,mse,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4105153130917665
identity,auto,9,mse,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4105153130917665
relu,auto,9,mae,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.39659421910162973
relu,auto,9,mae,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.39659421910162973
relu,auto,17,mse,0,1,1,0,1,1,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,sgd,distance,0.5740755729555627
relu,auto,17,poisson,0,1,1,0,1,1,1,1,4,adaptive,59,sqrt,14,29,kneighborsRegressor,5,6,adam,uniform,0.5694850179376569
relu,auto,9,mae,1,0,1,1,1,0,0,1,34,constant,52,log2,7,16,randomForestRegressor,8,8,lbfgs,uniform,0.39416654236416315
relu,auto,29,mse,0,0,1,0,0,1,0,1,37,invscaling,52,sqrt,2,15,randomForestRegressor,7,7,sgd,distance,0.33707451217219087
relu,auto,29,mse,0,0,1,1,1,1,0,1,38,adaptive,46,log2,13,18,randomForestRegressor,2,1,adam,distance,0.49379336641827387
relu,ball_tree,22,mse,1,0,1,1,1,0,0,1,34,constant,52,log2,14,35,randomForestRegressor,8,8,lbfgs,uniform,0.409648972654554
tanh,auto,9,mse,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4105153130917665
identity,ball_tree,9,mse,1,0,1,1,1,0,0,1,34,constant,52,log2,15,35,randomForestRegressor,8,8,lbfgs,uniform,0.4105153130917665
relu,auto,9,mae,1,0,1,1,1,0,0,1,34,constant,52,log2,6,35,randomForestRegressor,8,8,lbfgs,uniform,0.40448773214470546
relu,auto,9,mae,1,0,1,1,1,0,1,1,40,constant,77,auto,5,14,kneighborsRegressor,6,7,sgd,uniform,0.4883461832377346
