activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,21,mse,0,0,0,1,1,1,0,1,19,invscaling,66,auto,12,33,kneighborsRegressor,7,8,adam,uniform,0.05292762843792709
tanh,brute,14,mae,1,0,0,1,0,0,1,0,10,invscaling,4,log2,7,30,randomForestRegressor,9,2,sgd,distance,0.07728297949374363
tanh,kd_tree,26,poisson,1,1,1,0,0,1,1,0,35,adaptive,95,log2,6,12,kneighborsRegressor,10,1,sgd,distance,-0.2903095201515451
identity,brute,17,mse,1,1,0,1,1,1,1,1,16,constant,90,log2,20,5,kneighborsRegressor,8,7,adam,distance,0.35684631437159453
tanh,ball_tree,32,poisson,1,1,0,1,1,0,1,1,13,constant,32,auto,7,40,kneighborsRegressor,1,1,lbfgs,distance,-0.5210759628734885
relu,brute,14,mse,0,1,0,0,1,1,0,1,23,constant,74,sqrt,6,25,randomForestRegressor,7,8,lbfgs,distance,0.04599856696726379
logistic,brute,23,poisson,0,0,1,0,0,0,0,0,8,constant,78,auto,3,2,randomForestRegressor,10,10,sgd,uniform,0.10217745344379958
relu,kd_tree,22,mse,1,1,1,0,0,0,0,0,10,invscaling,2,sqrt,9,39,nnRegressor,6,10,sgd,distance,0.18629024042587772
identity,kd_tree,13,mse,1,1,0,0,0,0,0,0,14,adaptive,10,sqrt,11,33,nnRegressor,5,5,lbfgs,uniform,0.02179677904774524
identity,brute,22,poisson,0,1,0,1,0,0,0,1,34,adaptive,69,log2,20,9,kneighborsRegressor,10,9,lbfgs,distance,-0.09204986412096638
relu,ball_tree,31,mae,0,1,0,1,1,0,0,1,15,adaptive,44,sqrt,14,13,kneighborsRegressor,3,5,lbfgs,uniform,-0.16848569627291687
logistic,kd_tree,22,mse,0,0,0,0,0,1,0,1,25,adaptive,86,log2,19,18,kneighborsRegressor,4,1,lbfgs,distance,-1.0196383315377808
logistic,ball_tree,18,poisson,1,1,0,0,1,0,0,1,27,adaptive,55,sqrt,11,20,nnRegressor,3,5,sgd,distance,0.04895799220915176
logistic,kd_tree,19,mse,0,0,1,0,1,1,1,1,10,invscaling,88,auto,9,3,nnRegressor,6,10,adam,uniform,0.5602563773499063
tanh,auto,29,mae,1,0,1,0,0,1,1,0,5,constant,93,auto,19,40,kneighborsRegressor,7,8,lbfgs,uniform,0.2686506906047724
logistic,auto,25,mse,0,0,1,0,0,0,1,1,28,adaptive,69,log2,15,11,nnRegressor,4,2,sgd,uniform,0.24425547820122995
logistic,kd_tree,14,mse,1,0,0,1,0,0,0,1,33,invscaling,71,sqrt,13,12,nnRegressor,8,8,lbfgs,uniform,0.028693116395254736
tanh,ball_tree,12,mae,1,1,0,1,1,1,0,1,35,invscaling,1,log2,16,34,kneighborsRegressor,1,6,lbfgs,uniform,0.05809471648523279
identity,kd_tree,19,mae,0,1,1,1,0,0,1,1,11,constant,91,auto,10,16,nnRegressor,4,10,lbfgs,uniform,0.252229474358745
