activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,28,mse,1,1,0,1,1,0,1,1,6,adaptive,63,log2,15,19,kneighborsRegressor,10,1,adam,uniform,-0.6566017520537899
tanh,brute,20,poisson,1,1,0,1,0,0,1,0,27,invscaling,36,log2,16,30,kneighborsRegressor,6,2,adam,distance,-0.38959982823918726
logistic,brute,15,mse,1,0,1,0,1,1,1,1,27,invscaling,51,log2,6,4,kneighborsRegressor,4,9,lbfgs,distance,0.5903774209456462
logistic,brute,24,poisson,1,1,1,0,0,0,1,0,24,invscaling,87,sqrt,15,37,nnRegressor,5,5,adam,distance,0.301473167647231
relu,kd_tree,8,mae,1,1,1,1,1,1,0,0,18,adaptive,6,sqrt,17,19,nnRegressor,4,9,lbfgs,distance,0.4293662908810634
tanh,kd_tree,22,poisson,0,0,1,0,0,1,0,0,4,adaptive,65,log2,18,28,kneighborsRegressor,4,4,sgd,uniform,0.05303722091487062
logistic,auto,11,mae,0,0,1,0,1,0,0,0,2,adaptive,46,auto,3,40,nnRegressor,1,5,adam,uniform,0.28724051305352316
relu,ball_tree,20,mse,0,0,0,1,1,0,0,1,7,constant,59,sqrt,18,29,kneighborsRegressor,3,5,adam,distance,-0.08850671954626921
logistic,kd_tree,22,mae,1,1,0,1,1,0,1,1,10,constant,71,auto,19,26,randomForestRegressor,9,3,adam,uniform,0.1766384538726602
relu,auto,26,poisson,0,0,1,0,1,0,0,1,6,adaptive,32,sqrt,7,23,nnRegressor,3,2,sgd,distance,0.32194370102786507
tanh,kd_tree,23,mae,1,0,1,1,0,0,0,1,10,adaptive,65,auto,13,14,randomForestRegressor,1,7,adam,uniform,0.2619320096897031
tanh,ball_tree,17,mse,1,1,1,0,1,0,1,0,5,adaptive,3,auto,3,3,nnRegressor,5,8,lbfgs,uniform,0.3965036987019246
tanh,brute,11,mse,1,1,1,1,1,0,1,0,40,constant,80,sqrt,7,25,randomForestRegressor,9,7,sgd,uniform,0.41484826649841067
tanh,kd_tree,21,mse,1,1,0,1,0,1,0,1,16,invscaling,75,log2,13,40,nnRegressor,7,1,sgd,uniform,0.06812489672384181
logistic,kd_tree,27,mse,1,0,0,1,0,1,0,1,30,constant,6,log2,6,8,randomForestRegressor,1,4,adam,distance,0.10787900095548586
identity,brute,10,poisson,0,0,1,1,1,0,0,1,18,adaptive,20,auto,14,36,randomForestRegressor,9,5,lbfgs,distance,0.2509094002242911
identity,auto,24,mse,0,0,0,0,1,0,1,0,11,constant,23,sqrt,6,2,kneighborsRegressor,8,1,adam,distance,-0.7587385704521963
identity,kd_tree,17,mae,1,0,1,1,1,1,0,0,10,constant,48,auto,8,35,randomForestRegressor,6,9,sgd,distance,0.39918022735062253
identity,ball_tree,8,poisson,1,0,0,0,0,0,0,0,22,invscaling,5,log2,16,14,randomForestRegressor,3,7,sgd,distance,0.006298416097653692
logistic,brute,9,poisson,0,1,0,1,0,0,0,1,6,invscaling,26,log2,10,12,nnRegressor,1,2,sgd,uniform,-0.002022908874807383
