activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,auto,24,mse,1,0,1,1,1,0,1,0,35,constant,51,log2,5,29,randomForestRegressor,2,3,adam,distance,0.4385021725119269
relu,auto,14,poisson,1,1,1,1,0,0,1,1,13,adaptive,84,auto,20,26,kneighborsRegressor,4,5,sgd,uniform,0.33223872503494645
relu,auto,18,poisson,1,1,1,1,1,1,0,1,18,constant,91,log2,9,17,randomForestRegressor,10,2,adam,distance,0.34448370840862597
tanh,brute,31,mse,1,0,0,1,1,0,0,0,18,adaptive,5,auto,8,9,randomForestRegressor,10,3,adam,uniform,0.07575375230087755
relu,ball_tree,32,mse,0,0,0,1,0,1,0,0,39,invscaling,70,log2,17,19,nnRegressor,9,6,sgd,uniform,-0.025014760114553836
tanh,ball_tree,19,mse,1,0,0,1,0,0,0,0,15,adaptive,54,auto,19,28,kneighborsRegressor,3,9,sgd,distance,-0.13951906602505137
tanh,auto,15,mse,0,1,0,1,0,0,0,0,4,invscaling,88,auto,4,11,kneighborsRegressor,5,1,sgd,uniform,-1.0368596001158727
identity,ball_tree,28,poisson,1,1,1,1,1,1,0,1,20,adaptive,26,log2,20,33,nnRegressor,1,6,adam,distance,0.3986987294397112
relu,auto,11,mae,1,1,1,0,1,0,1,1,4,constant,73,auto,10,36,kneighborsRegressor,8,4,sgd,uniform,0.3429923908511965
logistic,brute,13,mse,0,0,1,0,0,1,0,0,26,constant,82,log2,7,30,kneighborsRegressor,9,7,adam,distance,0.15644459046396375
relu,brute,29,mse,1,1,0,1,1,0,0,1,6,invscaling,20,sqrt,14,23,randomForestRegressor,8,6,adam,distance,0.12011891030308541
relu,kd_tree,20,mae,0,1,0,1,0,0,1,0,27,constant,45,log2,18,24,nnRegressor,9,9,adam,uniform,0.11034451998218942
identity,auto,31,poisson,0,0,1,0,0,0,0,1,25,adaptive,10,sqrt,3,16,kneighborsRegressor,8,4,adam,distance,0.04168576209641672
