activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,kd_tree,23,entropy,0,0,1,0,0,1,1,1,5,invscaling,84,auto,19,17,nnClassifier,5,5,sgd,uniform,0.5115995115995116
identity,brute,30,gini,0,1,1,0,1,1,0,1,39,adaptive,31,log2,16,9,randomForestClassifier,1,8,sgd,uniform,0.9401709401709402
logistic,brute,9,entropy,0,0,0,0,0,0,0,0,40,adaptive,43,sqrt,14,25,nnClassifier,1,7,sgd,distance,0.0
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,28,adaptive,52,sqrt,18,37,nnClassifier,3,6,adam,uniform,0.5152625152625152
identity,auto,12,gini,1,1,0,0,0,1,0,0,24,adaptive,85,sqrt,10,37,kneighborsClassifier,3,8,lbfgs,distance,0.7521367521367521
tanh,ball_tree,20,gini,0,1,1,1,0,0,0,1,40,invscaling,97,auto,4,15,kneighborsClassifier,3,10,lbfgs,uniform,0.4932844932844933
identity,auto,19,gini,0,0,1,0,1,0,1,1,3,adaptive,23,auto,11,10,kneighborsClassifier,2,9,lbfgs,distance,0.724053724053724
tanh,ball_tree,11,entropy,1,1,0,1,0,0,1,0,15,adaptive,58,sqrt,2,27,randomForestClassifier,1,2,lbfgs,uniform,0.575091575091575
tanh,brute,18,gini,0,0,1,1,1,1,1,0,3,constant,82,sqrt,17,24,nnClassifier,2,6,sgd,distance,0.5018315018315018
tanh,auto,28,entropy,1,1,0,1,1,1,1,1,17,invscaling,72,auto,6,24,nnClassifier,3,1,adam,distance,0.4993894993894994
tanh,brute,18,gini,1,1,1,1,1,0,1,1,12,adaptive,42,auto,10,4,kneighborsClassifier,3,2,adam,distance,0.663003663003663
tanh,kd_tree,27,gini,0,0,1,1,1,0,1,1,3,constant,4,sqrt,12,9,kneighborsClassifier,7,8,adam,distance,0.7264957264957265
relu,ball_tree,23,entropy,1,0,0,0,0,1,0,0,7,invscaling,92,log2,9,38,kneighborsClassifier,5,4,sgd,distance,0.7533577533577533
tanh,kd_tree,28,entropy,1,1,0,1,0,0,0,0,21,constant,64,auto,13,17,randomForestClassifier,2,8,sgd,distance,0.5811965811965812
identity,brute,27,gini,1,0,1,0,0,0,0,0,16,adaptive,78,sqrt,9,38,kneighborsClassifier,4,7,sgd,uniform,0.5470085470085471
identity,brute,27,entropy,0,0,1,1,0,0,0,1,4,adaptive,86,auto,11,17,nnClassifier,7,9,sgd,uniform,0.5921855921855922
logistic,kd_tree,29,gini,1,1,1,0,1,0,1,1,10,constant,85,sqrt,10,16,randomForestClassifier,8,3,sgd,distance,0.757020757020757
relu,brute,28,gini,1,0,0,1,1,0,1,1,7,adaptive,63,sqrt,15,7,kneighborsClassifier,3,1,lbfgs,uniform,0.6715506715506715
logistic,auto,31,entropy,1,0,1,1,1,0,0,0,14,invscaling,23,auto,5,18,kneighborsClassifier,2,1,sgd,distance,0.6654456654456654
tanh,auto,30,gini,1,0,0,1,1,0,1,1,8,adaptive,41,sqrt,14,38,randomForestClassifier,3,2,lbfgs,distance,0.7643467643467643
identity,brute,30,gini,0,1,1,0,1,1,0,1,39,adaptive,31,log2,16,9,randomForestClassifier,1,8,sgd,uniform,0.9401709401709402
tanh,auto,30,gini,1,0,0,1,1,0,1,1,8,adaptive,41,sqrt,14,38,randomForestClassifier,3,2,lbfgs,distance,0.7643467643467643
logistic,kd_tree,29,gini,1,1,1,0,1,0,1,1,10,constant,85,sqrt,10,16,randomForestClassifier,8,3,sgd,distance,0.757020757020757
relu,ball_tree,23,entropy,1,0,0,0,0,1,0,0,7,invscaling,92,log2,9,38,kneighborsClassifier,5,4,sgd,distance,0.7533577533577533
