activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,kd_tree,12,entropy,1,1,0,0,1,0,0,0,12,adaptive,12,log2,2,17,randomForestClassifier,6,3,lbfgs,uniform,0.7484737484737485
logistic,brute,30,gini,1,0,1,0,1,1,1,1,3,invscaling,84,log2,20,6,kneighborsClassifier,7,2,lbfgs,distance,0.9169719169719169
tanh,ball_tree,30,gini,0,1,0,1,1,0,1,1,4,constant,1,log2,11,6,randomForestClassifier,8,10,sgd,distance,0.7338217338217338
identity,kd_tree,14,entropy,1,0,0,1,0,1,0,1,15,adaptive,60,sqrt,19,38,nnClassifier,6,3,sgd,uniform,0.5372405372405372
tanh,auto,26,gini,1,0,0,1,0,1,0,1,14,adaptive,76,sqrt,17,7,nnClassifier,6,2,lbfgs,distance,0.5335775335775336
relu,auto,27,entropy,0,1,1,1,1,0,1,0,35,adaptive,6,log2,19,9,nnClassifier,5,3,sgd,uniform,0.5372405372405372
identity,kd_tree,14,gini,0,1,0,1,1,1,0,0,26,constant,51,sqrt,8,32,nnClassifier,10,3,sgd,uniform,0.5213675213675214
identity,kd_tree,10,gini,0,0,1,1,0,1,0,0,35,constant,29,sqrt,2,40,kneighborsClassifier,1,4,sgd,distance,0.7582417582417582
relu,brute,17,gini,0,0,1,0,1,1,0,0,17,constant,38,log2,2,12,kneighborsClassifier,2,5,sgd,distance,0.9206349206349206
logistic,ball_tree,18,gini,1,1,1,0,0,1,0,1,34,adaptive,12,sqrt,20,18,randomForestClassifier,2,10,adam,distance,0.7826617826617827
identity,kd_tree,11,entropy,0,1,0,0,0,1,0,1,3,constant,36,log2,7,7,nnClassifier,1,10,sgd,distance,0.536019536019536
tanh,brute,20,entropy,1,0,0,1,1,0,0,1,33,constant,61,sqrt,7,2,randomForestClassifier,10,8,lbfgs,uniform,0.7301587301587301
logistic,auto,13,gini,0,0,1,1,1,1,1,1,11,adaptive,33,auto,19,10,kneighborsClassifier,7,8,sgd,uniform,0.9304029304029304
tanh,ball_tree,26,entropy,1,1,1,1,0,1,0,1,13,constant,75,sqrt,5,12,nnClassifier,10,5,sgd,distance,0.5286935286935287
tanh,brute,26,entropy,1,0,1,1,0,0,0,0,27,invscaling,49,log2,3,8,randomForestClassifier,10,7,adam,uniform,0.5653235653235653
relu,ball_tree,16,entropy,1,0,1,1,0,0,1,0,22,constant,2,auto,10,34,randomForestClassifier,9,5,sgd,uniform,0.5921855921855922
tanh,ball_tree,18,gini,1,0,1,0,0,0,0,0,3,constant,97,sqrt,9,33,randomForestClassifier,1,1,adam,distance,0.568986568986569
logistic,kd_tree,22,entropy,1,1,0,0,0,0,0,1,27,adaptive,70,sqrt,9,5,nnClassifier,10,1,lbfgs,distance,0.5897435897435898
logistic,kd_tree,21,entropy,1,0,0,1,0,0,0,0,20,constant,95,auto,14,8,nnClassifier,2,8,lbfgs,distance,0.5897435897435898
relu,brute,31,gini,1,0,1,1,0,0,1,0,23,adaptive,4,log2,16,14,nnClassifier,1,9,adam,uniform,0.5897435897435898
logistic,auto,13,gini,0,0,1,1,1,1,1,1,11,adaptive,33,auto,19,10,kneighborsClassifier,7,8,sgd,uniform,0.9304029304029304
relu,brute,17,gini,0,0,1,0,1,1,0,0,17,constant,38,log2,2,12,kneighborsClassifier,2,5,sgd,distance,0.9206349206349206
logistic,brute,30,gini,1,0,1,0,1,1,1,1,3,invscaling,84,log2,20,6,kneighborsClassifier,7,2,lbfgs,distance,0.9169719169719169
logistic,ball_tree,18,gini,1,1,1,0,0,1,0,1,34,adaptive,12,sqrt,20,18,randomForestClassifier,2,10,adam,distance,0.7826617826617827
identity,kd_tree,10,gini,0,0,1,1,0,1,0,0,35,constant,29,sqrt,2,40,kneighborsClassifier,1,4,sgd,distance,0.7582417582417582
tanh,kd_tree,12,entropy,1,1,0,0,1,0,0,0,12,adaptive,12,log2,2,17,randomForestClassifier,6,3,lbfgs,uniform,0.7484737484737485
