activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,29,gini,1,1,0,1,0,0,0,0,14,constant,51,auto,14,26,nnClassifier,9,7,adam,uniform,0.57997557997558
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.8998778998778999
tanh,ball_tree,28,gini,0,0,0,0,1,0,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,1,lbfgs,distance,0.7594627594627594
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,14,constant,52,log2,15,28,randomForestClassifier,9,9,sgd,uniform,0.8253968253968254
logistic,auto,15,entropy,0,1,1,1,1,0,0,0,2,adaptive,79,log2,5,35,randomForestClassifier,8,9,lbfgs,uniform,0.7643467643467643
tanh,auto,17,entropy,0,1,1,0,1,0,0,1,24,adaptive,92,sqrt,3,9,randomForestClassifier,9,9,lbfgs,distance,0.7521367521367521
tanh,auto,25,entropy,0,1,0,0,1,0,0,1,23,invscaling,24,auto,18,38,kneighborsClassifier,4,7,adam,uniform,0.7277167277167277
relu,ball_tree,31,entropy,1,1,0,0,1,0,0,0,27,constant,84,auto,2,40,kneighborsClassifier,3,8,sgd,uniform,0.7203907203907204
logistic,kd_tree,23,gini,0,0,1,1,1,0,0,1,5,adaptive,90,sqrt,19,23,randomForestClassifier,10,7,sgd,uniform,0.7728937728937729
logistic,brute,23,gini,1,0,0,1,0,0,0,0,14,constant,51,auto,14,26,nnClassifier,9,7,lbfgs,uniform,0.57997557997558
identity,kd_tree,29,gini,1,1,1,0,0,0,0,0,4,constant,26,sqrt,7,30,randomForestClassifier,4,10,adam,distance,0.5934065934065934
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,0,4,constant,26,sqrt,7,30,randomForestClassifier,4,10,adam,distance,0.9340659340659341
tanh,ball_tree,28,gini,0,0,0,0,1,1,0,1,15,constant,91,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.8998778998778999
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,6,lbfgs,distance,0.8315018315018315
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,14,constant,52,log2,15,28,randomForestClassifier,9,9,sgd,uniform,0.8253968253968254
logistic,kd_tree,23,gini,0,0,1,1,1,0,0,1,5,adaptive,90,sqrt,19,23,randomForestClassifier,10,7,sgd,uniform,0.7728937728937729
logistic,auto,15,entropy,0,1,1,1,1,0,1,0,14,invscaling,52,log2,15,16,randomForestClassifier,9,9,sgd,uniform,0.7716727716727717
logistic,auto,15,entropy,0,1,1,1,1,0,0,0,2,adaptive,79,log2,5,35,randomForestClassifier,8,9,lbfgs,uniform,0.7643467643467643
tanh,ball_tree,28,gini,0,0,0,0,1,0,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,1,lbfgs,distance,0.7594627594627594
tanh,auto,17,entropy,0,1,1,0,1,0,0,0,2,adaptive,79,log2,5,35,randomForestClassifier,8,9,lbfgs,uniform,0.7582417582417582
relu,kd_tree,18,gini,0,0,1,1,1,1,0,1,15,constant,72,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.8998778998778999
tanh,ball_tree,9,gini,0,0,0,0,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
logistic,kd_tree,18,gini,0,0,1,1,1,1,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,6,lbfgs,distance,0.9511599511599511
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,14,constant,52,log2,15,28,randomForestClassifier,9,9,sgd,uniform,0.8253968253968254
relu,ball_tree,24,gini,0,0,1,1,0,1,0,1,5,adaptive,90,sqrt,19,23,randomForestClassifier,4,7,sgd,uniform,0.8168498168498168
logistic,kd_tree,8,gini,0,0,1,1,1,0,1,0,14,invscaling,52,log2,15,16,randomForestClassifier,9,9,sgd,uniform,0.7643467643467643
logistic,auto,15,entropy,0,1,1,1,1,0,0,0,2,adaptive,79,log2,5,35,randomForestClassifier,8,9,lbfgs,uniform,0.7643467643467643
logistic,auto,15,entropy,0,1,0,1,1,0,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,1,lbfgs,distance,0.7545787545787546
tanh,ball_tree,28,gini,0,0,0,0,1,0,0,0,2,adaptive,79,log2,5,35,randomForestClassifier,8,9,lbfgs,uniform,0.7423687423687424
tanh,auto,17,gini,0,1,1,0,1,0,0,0,4,constant,26,sqrt,7,30,randomForestClassifier,4,10,adam,distance,0.7619047619047619
logistic,kd_tree,18,gini,0,0,1,1,1,1,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,6,lbfgs,distance,0.9511599511599511
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,0,4,constant,26,sqrt,7,30,randomForestClassifier,4,10,adam,distance,0.9340659340659341
tanh,ball_tree,28,gini,0,0,0,0,1,1,0,1,15,constant,91,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
tanh,ball_tree,9,gini,0,0,0,0,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.8998778998778999
relu,kd_tree,18,gini,0,0,1,1,1,1,0,1,15,constant,72,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.8998778998778999
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,6,lbfgs,distance,0.8315018315018315
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,14,constant,52,log2,15,28,randomForestClassifier,9,9,sgd,uniform,0.8253968253968254
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,14,constant,52,log2,15,28,randomForestClassifier,9,9,sgd,uniform,0.8253968253968254
relu,ball_tree,24,gini,0,0,1,1,0,1,0,1,5,adaptive,90,sqrt,19,23,randomForestClassifier,4,7,sgd,uniform,0.8168498168498168
logistic,kd_tree,18,gini,0,0,0,1,1,1,0,0,4,constant,63,sqrt,7,13,randomForestClassifier,4,10,adam,distance,0.9267399267399268
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,1,15,constant,91,auto,4,8,kneighborsClassifier,9,4,sgd,uniform,0.9206349206349206
tanh,ball_tree,28,gini,0,0,0,0,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
tanh,ball_tree,9,gini,0,0,0,0,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,1,15,constant,7,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.8998778998778999
relu,kd_tree,18,gini,0,0,1,1,1,1,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,6,sgd,distance,0.9511599511599511
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,14,adaptive,52,log2,15,28,randomForestClassifier,9,9,sgd,uniform,0.8253968253968254
relu,ball_tree,24,gini,0,0,1,1,0,1,1,0,14,constant,52,log2,15,28,randomForestClassifier,9,9,sgd,uniform,0.8253968253968254
relu,ball_tree,24,gini,0,0,1,1,0,1,0,1,5,adaptive,90,sqrt,19,23,randomForestClassifier,2,7,sgd,uniform,0.8168498168498168
relu,ball_tree,24,gini,1,0,1,1,0,1,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,6,lbfgs,distance,0.8302808302808303
logistic,kd_tree,18,gini,0,0,1,1,1,1,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,6,lbfgs,distance,0.9511599511599511
relu,kd_tree,18,gini,0,0,1,1,1,1,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,6,sgd,distance,0.9511599511599511
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,0,4,constant,26,sqrt,7,30,randomForestClassifier,4,10,adam,distance,0.9340659340659341
logistic,kd_tree,18,gini,0,0,0,1,1,1,0,0,4,constant,63,sqrt,7,13,randomForestClassifier,4,10,adam,distance,0.9267399267399268
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,1,15,constant,91,auto,4,8,kneighborsClassifier,9,4,sgd,uniform,0.9206349206349206
tanh,ball_tree,28,gini,0,0,0,0,1,1,0,1,15,constant,91,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
tanh,ball_tree,9,gini,0,0,0,0,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
tanh,ball_tree,28,gini,0,0,0,0,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
tanh,ball_tree,9,gini,0,0,0,0,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.8998778998778999
logistic,kd_tree,18,gini,0,0,1,1,1,1,1,0,35,adaptive,62,log2,4,27,randomForestClassifier,8,6,sgd,distance,0.9511599511599511
relu,kd_tree,18,gini,0,0,1,1,1,1,0,0,4,constant,26,sqrt,7,30,randomForestClassifier,4,10,adam,distance,0.9340659340659341
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,0,4,constant,28,sqrt,7,13,randomForestClassifier,4,10,adam,distance,0.9328449328449329
logistic,kd_tree,18,gini,0,0,0,1,1,1,0,1,15,constant,91,auto,4,8,kneighborsClassifier,9,4,sgd,uniform,0.9120879120879121
logistic,kd_tree,18,gini,0,0,1,1,1,1,0,1,15,constant,91,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.8998778998778999
tanh,ball_tree,28,gini,0,0,0,0,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
tanh,ball_tree,9,gini,0,1,0,0,1,1,0,1,22,constant,82,sqrt,4,8,kneighborsClassifier,9,1,adam,uniform,0.905982905982906
tanh,ball_tree,28,gini,0,0,0,0,1,1,0,1,15,constant,82,sqrt,4,8,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
tanh,ball_tree,28,gini,0,0,0,0,1,1,0,1,15,constant,82,sqrt,4,36,kneighborsClassifier,9,1,sgd,uniform,0.9010989010989011
logistic,kd_tree,18,gini,0,0,1,1,1,1,1,0,35,adaptive,62,log2,4,27,kneighborsClassifier,8,6,lbfgs,distance,0.9340659340659341
