activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,13,gini,1,1,0,25,invscaling,23,auto,14,7,kneighborsClassifier,9,10,lbfgs,distance,0.958958958958959
logistic,kd_tree,28,gini,0,0,1,17,invscaling,64,auto,4,28,kneighborsClassifier,7,2,adam,distance,0.943943943943944
tanh,kd_tree,32,entropy,0,1,1,6,adaptive,38,log2,12,28,kneighborsClassifier,5,5,lbfgs,distance,0.9529529529529529
logistic,kd_tree,20,gini,0,0,0,10,invscaling,45,sqrt,15,4,nnClassifier,8,1,sgd,distance,0.0
logistic,ball_tree,21,entropy,1,0,1,30,constant,32,log2,2,30,randomForestClassifier,1,1,adam,uniform,0.965965965965966
logistic,auto,27,gini,1,0,0,13,adaptive,40,sqrt,20,12,randomForestClassifier,10,8,lbfgs,distance,0.960960960960961
logistic,auto,24,entropy,1,0,1,24,adaptive,14,auto,17,11,randomForestClassifier,5,2,lbfgs,distance,0.9669669669669669
relu,ball_tree,12,gini,1,0,1,8,constant,87,sqrt,19,16,randomForestClassifier,9,1,adam,distance,0.9679679679679679
tanh,auto,12,gini,0,0,0,30,constant,96,sqrt,11,30,kneighborsClassifier,10,6,sgd,distance,0.0
tanh,brute,21,entropy,1,1,0,13,constant,27,auto,2,25,kneighborsClassifier,9,9,sgd,distance,0.958958958958959
logistic,kd_tree,8,entropy,1,0,0,23,adaptive,97,log2,8,13,nnClassifier,1,10,adam,distance,0.963963963963964
tanh,kd_tree,30,gini,0,1,1,27,constant,77,auto,5,15,kneighborsClassifier,6,5,sgd,uniform,0.960960960960961
tanh,auto,21,entropy,0,1,0,9,constant,14,log2,14,38,nnClassifier,8,5,sgd,uniform,0.963963963963964
identity,auto,24,gini,1,1,0,23,adaptive,45,sqrt,8,38,randomForestClassifier,6,9,sgd,distance,0.960960960960961
logistic,kd_tree,24,entropy,1,0,1,12,invscaling,48,auto,4,21,randomForestClassifier,9,10,adam,uniform,0.965965965965966
identity,kd_tree,9,gini,0,1,1,12,constant,48,auto,12,39,nnClassifier,7,4,lbfgs,uniform,0.944944944944945
logistic,brute,14,gini,0,1,1,9,constant,83,sqrt,6,36,nnClassifier,5,1,sgd,distance,0.9429429429429429
tanh,auto,24,entropy,0,0,0,29,adaptive,17,log2,13,17,kneighborsClassifier,6,10,sgd,uniform,0.0
identity,ball_tree,8,entropy,1,0,0,35,invscaling,58,auto,20,26,nnClassifier,10,4,sgd,distance,0.963963963963964
identity,brute,16,entropy,1,1,1,36,constant,38,sqrt,15,13,nnClassifier,3,9,sgd,uniform,0.943943943943944
relu,ball_tree,12,gini,1,0,1,8,constant,87,sqrt,19,16,randomForestClassifier,9,1,adam,distance,0.9679679679679679
logistic,auto,24,entropy,1,0,1,24,adaptive,14,auto,17,11,randomForestClassifier,5,2,lbfgs,distance,0.9669669669669669
logistic,ball_tree,21,entropy,1,0,1,30,constant,32,log2,2,30,randomForestClassifier,1,1,adam,uniform,0.965965965965966
logistic,kd_tree,24,entropy,1,0,1,12,invscaling,48,auto,4,21,randomForestClassifier,9,10,adam,uniform,0.965965965965966
logistic,kd_tree,8,entropy,1,0,0,23,adaptive,97,log2,8,13,nnClassifier,1,10,adam,distance,0.963963963963964
tanh,auto,21,entropy,0,1,0,9,constant,14,log2,14,38,nnClassifier,8,5,sgd,uniform,0.963963963963964
identity,ball_tree,8,entropy,1,0,0,35,invscaling,58,auto,20,26,nnClassifier,10,4,sgd,distance,0.963963963963964
