activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,28,gini,1,1,1,4,constant,75,sqrt,12,31,randomForestClassifier,7,2,adam,uniform,0.9669669669669669
identity,kd_tree,20,gini,1,1,1,26,adaptive,38,log2,15,26,randomForestClassifier,5,7,lbfgs,uniform,0.9679679679679679
logistic,brute,13,gini,1,1,0,28,invscaling,77,log2,9,37,randomForestClassifier,2,6,lbfgs,uniform,0.9629629629629629
logistic,auto,18,gini,0,0,1,26,constant,72,sqrt,13,13,kneighborsClassifier,7,4,sgd,distance,0.943943943943944
logistic,brute,27,entropy,0,0,0,39,adaptive,92,auto,10,11,nnClassifier,1,3,sgd,distance,0.0
identity,auto,23,entropy,1,0,1,4,constant,1,auto,9,7,kneighborsClassifier,2,6,lbfgs,uniform,0.9629629629629629
logistic,kd_tree,28,gini,0,0,0,10,invscaling,26,auto,16,9,nnClassifier,10,2,lbfgs,distance,0.0
identity,auto,8,gini,0,1,1,6,constant,5,sqrt,9,6,randomForestClassifier,10,1,sgd,uniform,0.968968968968969
tanh,brute,11,entropy,0,1,1,3,invscaling,56,sqrt,4,31,kneighborsClassifier,10,9,adam,uniform,0.9629629629629629
relu,ball_tree,22,gini,0,1,0,30,invscaling,88,log2,10,14,kneighborsClassifier,3,7,lbfgs,distance,0.9629629629629629
logistic,ball_tree,9,entropy,0,0,1,13,invscaling,71,sqrt,14,23,randomForestClassifier,3,7,sgd,distance,0.9679679679679679
logistic,auto,31,entropy,1,0,0,10,adaptive,10,auto,7,22,nnClassifier,8,1,sgd,uniform,0.9519519519519519
tanh,brute,28,gini,1,0,1,3,invscaling,2,log2,3,3,nnClassifier,10,6,lbfgs,uniform,0.933933933933934
tanh,auto,8,gini,1,0,1,18,constant,28,log2,15,37,randomForestClassifier,10,1,lbfgs,uniform,0.9669669669669669
tanh,kd_tree,14,entropy,0,0,1,14,adaptive,17,auto,7,36,randomForestClassifier,3,9,sgd,uniform,0.9679679679679679
logistic,auto,23,entropy,0,0,0,20,adaptive,37,auto,14,8,kneighborsClassifier,4,1,sgd,uniform,0.0
relu,auto,25,entropy,1,1,0,24,adaptive,2,auto,17,18,nnClassifier,9,5,adam,distance,0.9519519519519519
relu,brute,32,gini,1,0,1,35,invscaling,53,sqrt,16,29,randomForestClassifier,8,6,lbfgs,uniform,0.9669669669669669
logistic,brute,24,entropy,1,1,0,40,constant,21,auto,10,27,randomForestClassifier,10,6,sgd,distance,0.9629629629629629
relu,auto,27,entropy,0,0,0,13,invscaling,75,auto,16,9,kneighborsClassifier,2,3,lbfgs,uniform,0.0
identity,auto,8,gini,0,1,1,6,constant,5,sqrt,9,6,randomForestClassifier,10,1,sgd,uniform,0.968968968968969
identity,kd_tree,20,gini,1,1,1,26,adaptive,38,log2,15,26,randomForestClassifier,5,7,lbfgs,uniform,0.9679679679679679
logistic,ball_tree,9,entropy,0,0,1,13,invscaling,71,sqrt,14,23,randomForestClassifier,3,7,sgd,distance,0.9679679679679679
tanh,kd_tree,14,entropy,0,0,1,14,adaptive,17,auto,7,36,randomForestClassifier,3,9,sgd,uniform,0.9679679679679679
relu,ball_tree,28,gini,1,1,1,4,constant,75,sqrt,12,31,randomForestClassifier,7,2,adam,uniform,0.9669669669669669
tanh,auto,8,gini,1,0,1,18,constant,28,log2,15,37,randomForestClassifier,10,1,lbfgs,uniform,0.9669669669669669
relu,brute,32,gini,1,0,1,35,invscaling,53,sqrt,16,29,randomForestClassifier,8,6,lbfgs,uniform,0.9669669669669669
logistic,brute,13,gini,1,1,0,28,invscaling,77,log2,9,37,randomForestClassifier,2,6,lbfgs,uniform,0.9629629629629629
identity,auto,23,entropy,1,0,1,4,constant,1,auto,9,7,kneighborsClassifier,2,6,lbfgs,uniform,0.9629629629629629
tanh,brute,11,entropy,0,1,1,3,invscaling,56,sqrt,4,31,kneighborsClassifier,10,9,adam,uniform,0.9629629629629629
identity,auto,8,gini,0,1,1,6,adaptive,38,log2,15,26,randomForestClassifier,5,7,lbfgs,uniform,0.9679679679679679
identity,kd_tree,20,gini,1,1,1,26,invscaling,71,sqrt,14,23,randomForestClassifier,3,7,sgd,distance,0.9669669669669669
logistic,ball_tree,9,gini,0,0,1,13,adaptive,17,log2,7,36,randomForestClassifier,3,9,sgd,uniform,0.9679679679679679
tanh,kd_tree,14,entropy,1,0,1,14,constant,75,auto,12,31,randomForestClassifier,7,2,adam,distance,0.965965965965966
