activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,29,gini,1,0,1,19,constant,4,auto,12,31,kneighborsClassifier,6,6,adam,distance,0.965965965965966
tanh,ball_tree,10,gini,0,0,1,36,adaptive,63,auto,19,32,nnClassifier,7,2,lbfgs,uniform,0.950950950950951
relu,ball_tree,24,gini,1,0,1,4,adaptive,75,auto,11,35,randomForestClassifier,3,4,adam,distance,0.9719719719719719
logistic,kd_tree,15,gini,1,0,1,17,invscaling,83,log2,6,32,randomForestClassifier,7,1,lbfgs,uniform,0.9719719719719719
relu,auto,14,gini,0,1,1,16,constant,22,sqrt,19,30,randomForestClassifier,8,2,lbfgs,uniform,0.9719719719719719
tanh,ball_tree,27,gini,1,0,1,3,adaptive,69,log2,17,33,kneighborsClassifier,4,3,sgd,distance,0.9619619619619619
tanh,brute,31,gini,0,0,1,10,adaptive,63,log2,17,31,randomForestClassifier,3,2,lbfgs,distance,0.9719719719719719
identity,brute,19,gini,0,1,1,10,adaptive,31,log2,10,23,kneighborsClassifier,9,7,lbfgs,distance,0.963963963963964
logistic,ball_tree,18,entropy,1,0,1,28,adaptive,3,sqrt,9,28,nnClassifier,6,3,adam,uniform,0.9519519519519519
logistic,auto,18,entropy,0,0,0,3,adaptive,69,log2,17,16,kneighborsClassifier,4,1,sgd,distance,0.0
logistic,auto,13,gini,0,1,0,10,invscaling,88,auto,16,38,randomForestClassifier,10,4,adam,distance,0.970970970970971
relu,kd_tree,13,entropy,1,1,1,31,adaptive,71,sqrt,13,39,randomForestClassifier,7,8,adam,distance,0.9719719719719719
relu,kd_tree,19,gini,0,0,0,19,adaptive,34,log2,12,7,nnClassifier,7,9,sgd,distance,0.0
relu,auto,11,gini,1,1,0,23,invscaling,4,sqrt,3,10,kneighborsClassifier,3,3,adam,uniform,0.968968968968969
relu,ball_tree,18,entropy,1,0,1,17,adaptive,78,log2,9,24,nnClassifier,6,2,sgd,distance,0.9529529529529529
relu,auto,8,gini,0,1,1,15,adaptive,57,auto,15,38,kneighborsClassifier,10,1,sgd,uniform,0.963963963963964
logistic,brute,14,entropy,1,0,1,30,adaptive,34,log2,15,29,randomForestClassifier,5,4,lbfgs,distance,0.972972972972973
logistic,kd_tree,8,gini,0,0,0,12,adaptive,46,auto,15,18,randomForestClassifier,6,5,adam,distance,0.0
identity,brute,30,gini,1,1,0,5,adaptive,81,auto,14,16,nnClassifier,5,5,sgd,distance,0.965965965965966
logistic,brute,22,gini,0,1,1,9,adaptive,6,auto,8,36,randomForestClassifier,2,5,adam,distance,0.970970970970971
logistic,brute,14,entropy,1,0,1,30,adaptive,34,log2,15,29,randomForestClassifier,5,4,lbfgs,distance,0.972972972972973
relu,ball_tree,24,gini,1,0,1,4,adaptive,75,auto,11,35,randomForestClassifier,3,4,adam,distance,0.9719719719719719
logistic,kd_tree,15,gini,1,0,1,17,invscaling,83,log2,6,32,randomForestClassifier,7,1,lbfgs,uniform,0.9719719719719719
relu,auto,14,gini,0,1,1,16,constant,22,sqrt,19,30,randomForestClassifier,8,2,lbfgs,uniform,0.9719719719719719
tanh,brute,31,gini,0,0,1,10,adaptive,63,log2,17,31,randomForestClassifier,3,2,lbfgs,distance,0.9719719719719719
relu,kd_tree,13,entropy,1,1,1,31,adaptive,71,sqrt,13,39,randomForestClassifier,7,8,adam,distance,0.9719719719719719
logistic,auto,13,gini,0,1,0,10,invscaling,88,auto,16,38,randomForestClassifier,10,4,adam,distance,0.970970970970971
logistic,brute,22,gini,0,1,1,9,adaptive,6,auto,8,36,randomForestClassifier,2,5,adam,distance,0.970970970970971
relu,auto,11,gini,1,1,0,23,invscaling,4,sqrt,3,10,kneighborsClassifier,3,3,adam,uniform,0.968968968968969
identity,ball_tree,29,gini,1,0,1,19,constant,4,auto,12,31,kneighborsClassifier,6,6,adam,distance,0.965965965965966
logistic,brute,14,entropy,1,0,1,30,adaptive,75,auto,11,35,randomForestClassifier,3,4,adam,distance,0.972972972972973
relu,ball_tree,24,gini,1,0,1,4,invscaling,83,log2,6,32,randomForestClassifier,7,1,lbfgs,uniform,0.9719719719719719
logistic,kd_tree,15,gini,1,0,1,17,constant,22,sqrt,19,30,randomForestClassifier,8,2,lbfgs,uniform,0.9719719719719719
relu,auto,14,gini,0,1,1,16,adaptive,63,log2,17,31,randomForestClassifier,3,2,lbfgs,distance,0.970970970970971
tanh,brute,31,gini,0,1,1,10,adaptive,71,sqrt,13,39,randomForestClassifier,7,8,sgd,distance,0.970970970970971
relu,kd_tree,13,entropy,0,1,1,31,invscaling,88,auto,16,38,randomForestClassifier,10,4,adam,distance,0.9719719719719719
logistic,auto,13,gini,0,1,0,10,adaptive,6,auto,8,36,randomForestClassifier,2,5,adam,distance,0.970970970970971
logistic,kd_tree,22,gini,0,1,1,9,invscaling,4,sqrt,3,10,kneighborsClassifier,3,3,adam,distance,0.9629629629629629
relu,auto,11,gini,1,1,0,23,constant,4,auto,12,31,kneighborsClassifier,6,6,adam,distance,0.96996996996997
identity,auto,29,gini,1,0,1,19,adaptive,34,log2,15,29,randomForestClassifier,5,4,sgd,distance,0.9719719719719719
logistic,brute,14,entropy,1,0,1,30,adaptive,34,log2,15,29,randomForestClassifier,5,4,lbfgs,distance,0.972972972972973
logistic,brute,14,entropy,1,0,1,30,adaptive,75,auto,11,35,randomForestClassifier,3,4,adam,distance,0.972972972972973
relu,ball_tree,24,gini,1,0,1,4,adaptive,75,auto,11,35,randomForestClassifier,3,4,adam,distance,0.9719719719719719
logistic,kd_tree,15,gini,1,0,1,17,invscaling,83,log2,6,32,randomForestClassifier,7,1,lbfgs,uniform,0.9719719719719719
relu,auto,14,gini,0,1,1,16,constant,22,sqrt,19,30,randomForestClassifier,8,2,lbfgs,uniform,0.9719719719719719
tanh,brute,31,gini,0,0,1,10,adaptive,63,log2,17,31,randomForestClassifier,3,2,lbfgs,distance,0.9719719719719719
