activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,kd_tree,11,gini,1,0,1,36,invscaling,60,sqrt,17,12,randomForestClassifier,8,5,sgd,distance,0.970970970970971
relu,auto,22,gini,0,1,1,33,invscaling,68,sqrt,4,16,randomForestClassifier,5,5,sgd,uniform,0.9719719719719719
relu,ball_tree,31,gini,0,1,1,25,invscaling,77,auto,3,39,kneighborsClassifier,10,9,sgd,uniform,0.970970970970971
logistic,auto,12,gini,1,0,1,20,adaptive,64,sqrt,3,27,kneighborsClassifier,2,5,lbfgs,distance,0.95995995995996
logistic,brute,20,entropy,1,1,1,29,adaptive,2,sqrt,3,19,randomForestClassifier,5,4,lbfgs,uniform,0.970970970970971
relu,ball_tree,19,entropy,1,0,1,39,adaptive,19,log2,19,7,kneighborsClassifier,3,6,adam,uniform,0.970970970970971
identity,kd_tree,29,entropy,0,1,1,23,invscaling,97,log2,11,34,randomForestClassifier,3,8,lbfgs,uniform,0.9719719719719719
relu,ball_tree,30,entropy,1,0,0,25,invscaling,51,log2,15,23,kneighborsClassifier,4,1,adam,distance,0.908908908908909
tanh,kd_tree,32,entropy,0,0,0,17,invscaling,53,sqrt,11,38,nnClassifier,5,5,adam,distance,0.0
relu,ball_tree,9,entropy,0,1,1,5,adaptive,25,auto,7,4,randomForestClassifier,6,10,sgd,distance,0.9719719719719719
relu,auto,29,entropy,0,0,1,39,constant,59,sqrt,16,18,kneighborsClassifier,9,3,sgd,uniform,0.95995995995996
relu,kd_tree,28,entropy,0,0,1,27,adaptive,90,auto,19,20,kneighborsClassifier,10,10,sgd,uniform,0.965965965965966
relu,brute,8,gini,1,1,1,21,invscaling,98,auto,3,11,kneighborsClassifier,7,8,adam,uniform,0.970970970970971
relu,brute,12,entropy,0,0,1,13,invscaling,33,auto,8,36,randomForestClassifier,8,3,lbfgs,uniform,0.9719719719719719
logistic,brute,26,entropy,1,0,1,21,adaptive,89,log2,10,28,nnClassifier,4,4,sgd,distance,0.938938938938939
tanh,brute,18,gini,1,1,0,7,invscaling,46,auto,11,17,kneighborsClassifier,8,1,adam,distance,0.924924924924925
relu,ball_tree,13,gini,1,0,1,3,constant,67,sqrt,10,29,randomForestClassifier,6,9,sgd,uniform,0.970970970970971
tanh,auto,10,entropy,1,0,0,9,adaptive,60,auto,10,19,nnClassifier,9,10,sgd,uniform,0.948948948948949
identity,brute,12,entropy,1,1,1,32,invscaling,42,auto,2,14,nnClassifier,8,7,lbfgs,uniform,0.934934934934935
identity,brute,14,entropy,0,0,1,8,adaptive,49,log2,12,5,randomForestClassifier,7,5,adam,uniform,0.9719719719719719
relu,auto,22,gini,0,1,1,33,invscaling,68,sqrt,4,16,randomForestClassifier,5,5,sgd,uniform,0.9719719719719719
identity,kd_tree,29,entropy,0,1,1,23,invscaling,97,log2,11,34,randomForestClassifier,3,8,lbfgs,uniform,0.9719719719719719
relu,ball_tree,9,entropy,0,1,1,5,adaptive,25,auto,7,4,randomForestClassifier,6,10,sgd,distance,0.9719719719719719
relu,brute,12,entropy,0,0,1,13,invscaling,33,auto,8,36,randomForestClassifier,8,3,lbfgs,uniform,0.9719719719719719
identity,brute,14,entropy,0,0,1,8,adaptive,49,log2,12,5,randomForestClassifier,7,5,adam,uniform,0.9719719719719719
tanh,kd_tree,11,gini,1,0,1,36,invscaling,60,sqrt,17,12,randomForestClassifier,8,5,sgd,distance,0.970970970970971
relu,ball_tree,31,gini,0,1,1,25,invscaling,77,auto,3,39,kneighborsClassifier,10,9,sgd,uniform,0.970970970970971
logistic,brute,20,entropy,1,1,1,29,adaptive,2,sqrt,3,19,randomForestClassifier,5,4,lbfgs,uniform,0.970970970970971
relu,ball_tree,19,entropy,1,0,1,39,adaptive,19,log2,19,7,kneighborsClassifier,3,6,adam,uniform,0.970970970970971
relu,brute,8,gini,1,1,1,21,invscaling,98,auto,3,11,kneighborsClassifier,7,8,adam,uniform,0.970970970970971
relu,auto,22,gini,0,1,1,33,invscaling,97,log2,11,34,randomForestClassifier,3,8,lbfgs,uniform,0.9719719719719719
identity,kd_tree,29,entropy,0,1,1,23,adaptive,25,auto,7,4,randomForestClassifier,6,10,sgd,distance,0.9719719719719719
relu,ball_tree,22,entropy,0,1,1,5,invscaling,33,auto,8,36,randomForestClassifier,8,3,lbfgs,distance,0.9719719719719719
relu,brute,12,entropy,0,0,1,13,adaptive,49,log2,12,5,randomForestClassifier,7,5,adam,uniform,0.9719719719719719
identity,brute,9,entropy,1,0,1,8,invscaling,60,sqrt,17,12,kneighborsClassifier,8,5,sgd,distance,0.95995995995996
tanh,kd_tree,11,gini,1,0,1,36,invscaling,77,auto,3,39,kneighborsClassifier,10,9,sgd,uniform,0.970970970970971
relu,ball_tree,31,gini,0,1,1,25,adaptive,2,sqrt,3,19,randomForestClassifier,5,4,lbfgs,uniform,0.970970970970971
logistic,brute,20,entropy,1,1,1,29,adaptive,19,log2,19,7,nnClassifier,3,6,adam,uniform,0.933933933933934
relu,ball_tree,19,entropy,1,0,1,39,invscaling,98,auto,3,11,kneighborsClassifier,7,8,adam,distance,0.9629629629629629
