activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,67,auto,12,28,nnClassifier,3,7,adam,distance,0.6532356532356532,469.54981013108045
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,40,auto,15,28,nnClassifier,1,8,adam,distance,0.49572649572649574,469.5498737001326
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,21,auto,7,31,nnClassifier,5,3,adam,distance,0.4908424908424908,469.54993696999736
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,32,auto,8,18,nnClassifier,3,9,adam,distance,0.47863247863247865,469.55000018910505
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,9,auto,14,31,nnClassifier,1,6,adam,distance,0.6532356532356532,469.550063398201
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,33,auto,14,14,nnClassifier,6,9,adam,distance,0.4822954822954823,1108.8766531301662
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,72,auto,9,28,nnClassifier,3,6,adam,distance,0.4981684981684982,1108.8767354590818
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,87,auto,12,33,nnClassifier,4,5,adam,distance,0.49206349206349204,1108.876801379025
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,69,auto,9,27,nnClassifier,1,7,adam,distance,0.4993894993894994,1108.876873788191
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,64,auto,12,21,nnClassifier,3,4,adam,distance,0.49572649572649574,1108.876939308131
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,65,auto,6,16,nnClassifier,2,8,adam,distance,0.4993894993894994,1108.8770037470385
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,13,auto,5,24,nnClassifier,3,8,adam,distance,0.4908424908424908,1108.8770681971218
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,27,auto,10,23,nnClassifier,1,5,adam,distance,0.4932844932844933,1108.8771326560527
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,39,auto,7,18,nnClassifier,4,5,adam,distance,0.4932844932844933,1108.8771982360631
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,14,auto,9,29,nnClassifier,2,5,adam,distance,0.4822954822954823,1108.877273175167
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,13,auto,12,27,nnClassifier,2,5,adam,distance,0.4896214896214896,1108.877338365186
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,32,auto,4,29,nnClassifier,2,5,adam,distance,0.48717948717948717,1108.877403154038
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,36,auto,11,30,nnClassifier,2,7,adam,distance,0.4822954822954823,1108.877467974089
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,10,auto,10,26,nnClassifier,3,3,adam,distance,0.4932844932844933,1108.8775322930887
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,13,auto,11,31,nnClassifier,1,8,adam,distance,0.4835164835164835,1108.8775966421235
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,63,auto,8,32,nnClassifier,3,7,adam,distance,0.4932844932844933,1108.8776607320178
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,36,auto,11,30,nnClassifier,3,7,adam,distance,0.4981684981684982,1108.8777249611448
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,25,auto,6,33,nnClassifier,2,4,adam,distance,0.5079365079365079,1108.8777889211196
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,28,auto,4,22,nnClassifier,3,7,adam,distance,0.4932844932844933,1108.8778530801646
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,13,auto,10,30,nnClassifier,2,2,adam,distance,0.49206349206349204,1108.8779170801863
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,33,auto,10,18,nnClassifier,5,8,adam,distance,0.49206349206349204,1732.0284758040216
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,68,auto,6,29,nnClassifier,2,5,adam,distance,0.4835164835164835,1732.0285584030207
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,83,auto,8,29,nnClassifier,2,3,adam,distance,0.5042735042735043,1732.028623543214
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,68,auto,5,31,nnClassifier,3,4,adam,distance,0.4932844932844933,1732.0286870719865
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,60,auto,13,21,nnClassifier,4,3,adam,distance,0.503052503052503,1732.0287507520989
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,61,auto,6,20,nnClassifier,2,4,adam,distance,0.48717948717948717,1732.0288141111378
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,10,auto,9,26,nnClassifier,3,4,adam,distance,0.49572649572649574,1732.028877321165
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,31,auto,6,27,nnClassifier,2,7,adam,distance,0.49572649572649574,1732.0289403400384
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,39,auto,8,22,nnClassifier,2,3,adam,distance,0.514041514041514,1732.0290039600804
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,18,auto,11,28,nnClassifier,2,3,adam,distance,0.4835164835164835,1732.0290672690608
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,11,auto,13,28,nnClassifier,2,5,adam,distance,0.48717948717948717,1732.0291308281012
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,30,auto,5,29,nnClassifier,2,7,adam,distance,0.4835164835164835,1732.0291944481432
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,40,auto,13,34,nnClassifier,2,3,adam,distance,0.48717948717948717,1732.0292693271767
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,14,auto,11,22,nnClassifier,2,7,adam,distance,0.4932844932844933,1732.0293329670094
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,17,auto,7,29,nnClassifier,1,8,adam,distance,0.4981684981684982,1732.029396376107
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,59,auto,12,31,nnClassifier,2,4,adam,distance,0.5006105006105006,1732.0294592361897
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,32,auto,7,27,nnClassifier,2,6,adam,distance,0.47863247863247865,1732.0295222050045
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,29,auto,5,32,nnClassifier,6,6,adam,distance,0.46642246642246643,1732.0295851950068
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,32,auto,8,26,nnClassifier,2,8,adam,distance,0.4932844932844933,1732.0296484141145
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,10,auto,6,26,nnClassifier,2,6,adam,distance,0.47619047619047616,1732.0297121140175
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,31,auto,6,22,nnClassifier,4,6,adam,distance,0.518925518925519,2420.0710031450726
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,64,auto,10,28,nnClassifier,3,3,adam,distance,0.46642246642246643,2420.0710893240757
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,79,auto,7,29,nnClassifier,1,6,adam,distance,0.4896214896214896,2420.071155703161
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,64,auto,8,29,nnClassifier,1,3,adam,distance,0.4993894993894994,2420.071220673155
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,64,auto,14,25,nnClassifier,3,7,adam,distance,0.514041514041514,2420.071293022018
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,57,auto,8,24,nnClassifier,3,3,adam,distance,0.46642246642246643,2420.0713574811816
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,14,auto,6,26,nnClassifier,1,4,adam,distance,0.47863247863247865,2420.0714217310306
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,31,auto,10,24,nnClassifier,2,4,adam,distance,0.46642246642246643,2420.0714849701617
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,40,auto,8,23,nnClassifier,6,7,adam,distance,0.4822954822954823,2420.0715483101085
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,14,auto,15,27,nnClassifier,2,2,adam,distance,0.48717948717948717,2420.071611169027
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,15,auto,9,28,nnClassifier,2,3,adam,distance,0.46642246642246643,2420.071686508134
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,29,auto,9,29,nnClassifier,2,5,adam,distance,0.46642246642246643,2420.071750128176
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,37,auto,9,30,nnClassifier,2,6,adam,distance,0.4822954822954823,2420.07181345718
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,18,auto,7,21,nnClassifier,4,3,adam,distance,0.46642246642246643,2420.0718770271633
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,21,auto,3,28,nnClassifier,1,7,adam,distance,0.4993894993894994,2420.071939956164
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,55,auto,16,27,nnClassifier,3,5,adam,distance,0.46642246642246643,2420.0720033461694
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,36,auto,5,27,nnClassifier,1,7,adam,distance,0.4835164835164835,2420.0720668851864
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,25,auto,7,28,nnClassifier,2,3,adam,distance,0.48595848595848595,2420.0721300351433
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,34,auto,8,22,nnClassifier,2,6,adam,distance,0.47619047619047616,2420.0721929040737
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,6,auto,10,28,nnClassifier,1,5,adam,distance,0.4896214896214896,2420.072266773088
