activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,kd_tree,18,entropy,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,34,constant,67,sqrt,13,10,nnClassifier,1,3,sgd,distance,0.4945054945054945,255.84340441599488
tanh,kd_tree,9,entropy,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,32,constant,14,log2,13,23,nnClassifier,2,4,adam,uniform,0.4993894993894994,255.84350022510625
tanh,ball_tree,21,entropy,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,35,constant,25,log2,6,14,nnClassifier,1,9,sgd,distance,0.5128205128205128,255.8435679541435
tanh,auto,25,entropy,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,30,constant,42,log2,12,29,nnClassifier,5,6,sgd,uniform,0.48717948717948717,255.84363365313038
tanh,kd_tree,26,gini,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,27,constant,31,sqrt,13,35,kneighborsClassifier,4,4,adam,uniform,0.5885225885225885,255.84369944198988
tanh,kd_tree,11,entropy,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,31,constant,86,log2,13,23,kneighborsClassifier,2,4,sgd,uniform,0.7509157509157509,255.84376476099715
tanh,kd_tree,11,entropy,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,38,constant,57,sqrt,7,31,kneighborsClassifier,1,6,adam,distance,0.5262515262515263,255.84382999013178
tanh,auto,14,gini,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,29,constant,21,log2,11,11,nnClassifier,2,4,adam,uniform,0.518925518925519,255.84389475011267
tanh,kd_tree,15,entropy,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,31,constant,92,sqrt,13,27,kneighborsClassifier,5,9,sgd,distance,0.6227106227106227,255.84396026912145
relu,ball_tree,26,entropy,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,25,constant,87,log2,12,28,nnClassifier,1,1,sgd,uniform,0.514041514041514,255.84402511804365
tanh,auto,11,entropy,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,9,constant,21,log2,10,23,nnClassifier,6,5,adam,uniform,0.4822954822954823,255.8440896270331
tanh,kd_tree,20,entropy,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,15,constant,77,log2,13,28,kneighborsClassifier,3,5,sgd,distance,0.49694749694749696,255.844154156046
tanh,kd_tree,21,entropy,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,29,constant,53,auto,13,21,kneighborsClassifier,4,6,sgd,uniform,0.5982905982905983,255.84421861497685
tanh,kd_tree,31,gini,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,35,constant,33,sqrt,13,32,kneighborsClassifier,5,4,sgd,distance,0.49206349206349204,255.84428273397498
tanh,kd_tree,13,entropy,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,34,constant,5,sqrt,9,24,kneighborsClassifier,5,4,sgd,distance,0.5274725274725275,255.84434740315191
tanh,auto,15,entropy,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,34,constant,88,log2,12,23,nnClassifier,5,6,sgd,distance,0.4908424908424908,255.84441207209602
tanh,kd_tree,24,entropy,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,16,constant,33,sqrt,13,33,nnClassifier,3,3,adam,distance,0.5225885225885226,255.84448875114322
tanh,auto,20,gini,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,26,constant,14,sqrt,13,21,kneighborsClassifier,3,4,sgd,uniform,0.5115995115995116,255.8445528401062
tanh,ball_tree,12,gini,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,13,constant,69,sqrt,16,11,nnClassifier,3,5,sgd,uniform,0.4725274725274725,255.84461690904573
