activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,auto,19,entropy,1,1,1,1,1,1,1,0,1,1,0,1,6,constant,76,sqrt,3,33,nnClassifier,7,8,adam,distance,0.5921855921855922,205.6968116541393
tanh,auto,14,entropy,1,1,1,1,1,1,1,0,1,1,0,0,4,constant,77,sqrt,13,28,kneighborsClassifier,3,8,adam,distance,0.7655677655677655,205.69687128299847
tanh,auto,14,entropy,1,1,1,1,1,1,1,1,1,1,1,0,35,constant,57,sqrt,6,17,nnClassifier,4,7,adam,distance,0.6251526251526252,205.6969246531371
tanh,auto,14,entropy,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,15,auto,7,36,nnClassifier,6,7,adam,distance,0.6105006105006106,205.69696624204516
relu,auto,20,gini,1,1,1,1,1,1,1,0,1,1,0,0,29,constant,66,auto,6,14,nnClassifier,4,8,adam,distance,0.6019536019536019,205.6970082919579
tanh,auto,21,entropy,1,1,1,1,1,1,1,0,1,1,1,0,9,constant,90,sqrt,5,10,kneighborsClassifier,3,8,adam,distance,0.7924297924297924,205.69704950111918
relu,auto,20,entropy,1,1,1,1,1,1,1,0,1,1,0,0,33,constant,82,sqrt,6,26,nnClassifier,2,8,adam,distance,0.6043956043956044,205.69709010003135
tanh,auto,23,entropy,1,1,1,1,1,1,1,0,1,1,0,0,3,constant,60,sqrt,6,32,randomForestClassifier,3,7,adam,distance,0.9328449328449329,205.69713094015606
tanh,auto,12,entropy,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,66,auto,16,6,kneighborsClassifier,3,4,adam,distance,0.7606837606837606,205.69717223895714
relu,auto,27,gini,1,1,1,1,1,1,1,0,1,1,1,0,25,constant,58,sqrt,14,8,randomForestClassifier,2,7,adam,distance,0.9096459096459096,205.69721314916387
tanh,auto,28,entropy,1,1,1,1,1,1,1,1,1,1,0,0,28,constant,39,auto,6,6,nnClassifier,6,6,adam,distance,0.6251526251526252,205.69725405797362
tanh,auto,23,entropy,1,1,1,1,1,1,1,0,1,1,1,0,2,constant,51,auto,6,14,kneighborsClassifier,3,10,adam,distance,0.8253968253968254,205.69729452813044
tanh,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,0,4,constant,38,sqrt,6,28,nnClassifier,3,8,adam,distance,0.6031746031746031,205.69733550702222
tanh,auto,30,gini,1,1,1,1,1,1,1,1,1,1,0,1,17,constant,30,auto,9,20,randomForestClassifier,2,7,adam,distance,0.905982905982906,205.69737599603832
tanh,auto,23,entropy,1,1,1,1,1,1,1,1,1,1,0,1,18,constant,55,sqrt,3,22,nnClassifier,3,6,adam,distance,0.6056166056166056,205.69741668598726
tanh,auto,20,entropy,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,24,sqrt,7,33,randomForestClassifier,3,6,adam,distance,0.8644688644688645,205.69745708513074
tanh,auto,23,entropy,1,1,1,1,1,1,1,0,1,1,0,1,11,constant,74,sqrt,4,31,nnClassifier,3,4,adam,distance,0.6105006105006106,205.69749771500938
relu,auto,21,entropy,1,1,1,1,1,1,1,1,1,1,0,0,9,constant,27,auto,10,18,nnClassifier,6,5,adam,distance,0.5897435897435898,205.69753785408102
relu,auto,23,entropy,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,5,auto,16,15,kneighborsClassifier,2,7,adam,distance,0.7728937728937729,205.69757809396833
tanh,auto,16,gini,1,1,1,1,1,1,1,0,1,1,0,1,24,constant,38,sqrt,7,33,nnClassifier,3,7,adam,distance,0.608058608058608,205.69761863304302
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,72,auto,7,32,nnClassifier,3,6,adam,distance,0.5995115995115995,707.6953130410984
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,73,auto,15,24,nnClassifier,5,7,adam,distance,0.7582417582417582,707.6953723111656
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,55,auto,10,13,nnClassifier,2,9,adam,distance,0.5897435897435898,707.6954144400079
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,19,auto,11,32,nnClassifier,5,6,adam,distance,0.5921855921855922,707.6954558191355
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,62,auto,10,10,nnClassifier,2,8,adam,distance,0.6019536019536019,707.6954964790493
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,86,auto,9,6,nnClassifier,2,6,adam,distance,0.7655677655677655,707.6955372181255
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,84,auto,10,22,nnClassifier,2,7,adam,distance,0.5982905982905983,707.6955777481198
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,4,constant,59,auto,9,28,nnClassifier,3,7,adam,distance,0.9328449328449329,707.6956182571594
