activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,auto,30,gini,1,1,1,1,1,1,1,0,1,1,0,1,30,constant,62,auto,16,36,kneighborsClassifier,5,2,adam,distance,0.8498168498168498,129.05157929006964
identity,auto,31,gini,1,1,1,1,0,1,1,0,1,1,0,1,37,constant,91,auto,11,9,nnClassifier,3,1,adam,distance,0.5714285714285714,129.05162035906687
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,46,auto,4,28,nnClassifier,3,2,adam,distance,0.7582417582417582,232.3044766599778
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,30,auto,3,3,nnClassifier,3,4,adam,distance,0.7948717948717948,232.3045341889374
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,49,auto,2,18,nnClassifier,3,1,adam,distance,0.5738705738705738,232.3045767280273
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,30,auto,3,31,nnClassifier,2,1,adam,distance,0.9096459096459096,232.30461768689565
relu,auto,30,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,32,auto,3,29,nnClassifier,3,2,adam,distance,0.7496947496947497,232.30465880595148
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,55,auto,9,8,nnClassifier,2,1,adam,distance,0.9084249084249084,232.30469989497215
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,90,auto,5,2,nnClassifier,3,1,adam,distance,0.7777777777777778,232.30474035488442
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,23,auto,12,32,nnClassifier,2,3,adam,distance,0.575091575091575,232.3047806539107
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,91,auto,3,3,nnClassifier,3,2,adam,distance,0.9133089133089133,232.30482184304856
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,37,auto,12,5,nnClassifier,6,1,adam,distance,0.5787545787545788,232.30486250203103
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,84,auto,11,10,nnClassifier,4,3,adam,distance,0.7692307692307693,232.30490299104713
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,46,auto,2,19,nnClassifier,2,1,adam,distance,0.9133089133089133,232.30494411988184
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,77,auto,13,24,nnClassifier,3,1,adam,distance,0.7582417582417582,232.3049848000519
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,75,auto,7,8,nnClassifier,1,1,adam,distance,0.7741147741147741,232.30502567905933
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,71,auto,2,31,nnClassifier,2,2,adam,distance,0.905982905982906,232.30506634805351
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,64,auto,3,2,nnClassifier,3,2,adam,distance,0.5787545787545788,232.3051122368779
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,44,auto,11,3,nnClassifier,1,3,adam,distance,0.7851037851037851,232.30515294591896
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,42,auto,5,6,nnClassifier,4,1,adam,distance,0.7582417582417582,232.30519354506396
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,66,auto,14,32,nnClassifier,4,3,adam,distance,0.7496947496947497,232.30523391487077
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,91,auto,8,6,nnClassifier,2,4,adam,distance,0.5714285714285714,232.30527487397194
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,39,constant,50,auto,3,24,nnClassifier,1,4,adam,distance,0.575091575091575,876.3092713640071
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,34,auto,3,3,nnClassifier,5,1,adam,distance,0.5641025641025641,876.3093352420256
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,53,auto,3,14,nnClassifier,2,1,adam,distance,0.575091575091575,876.3093796509784
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,34,auto,3,27,nnClassifier,3,4,adam,distance,0.5787545787545788,876.3094347000588
relu,auto,30,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,36,auto,3,26,nnClassifier,3,2,adam,distance,0.5677655677655677,876.3094768899027
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,59,auto,6,4,nnClassifier,1,3,adam,distance,0.5787545787545788,876.3095190690365
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,92,auto,7,4,nnClassifier,2,1,adam,distance,0.575091575091575,876.3095607280266
relu,auto,30,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,27,auto,8,28,nnClassifier,6,3,adam,distance,0.5775335775335775,876.3096027669962
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,91,auto,3,3,nnClassifier,3,2,adam,distance,0.5641025641025641,876.3096440860536
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,41,auto,8,4,nnClassifier,5,1,adam,distance,0.5677655677655677,876.3096852249
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,87,auto,8,6,nnClassifier,4,1,adam,distance,0.568986568986569,876.3097269248683
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,50,auto,4,15,nnClassifier,5,2,adam,distance,0.5763125763125763,876.3097683840897
relu,auto,30,gini,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,78,auto,10,20,nnClassifier,5,2,adam,distance,0.5738705738705738,876.3098095229361
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,79,auto,9,4,nnClassifier,3,3,adam,distance,0.5775335775335775,876.3098505518865
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,68,auto,6,27,nnClassifier,2,3,adam,distance,0.5763125763125763,876.3098914909642
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,39,constant,68,auto,2,4,nnClassifier,5,6,adam,distance,0.5726495726495726,876.3099324810319
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,48,auto,7,3,nnClassifier,1,3,adam,distance,0.575091575091575,876.3099737600423
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,46,auto,4,6,nnClassifier,2,1,adam,distance,0.568986568986569,876.3100268989801
relu,auto,30,gini,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,63,auto,11,28,nnClassifier,3,2,adam,distance,0.575091575091575,876.3100685379468
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,39,constant,91,auto,4,2,nnClassifier,3,3,adam,distance,0.5763125763125763,876.3101099468768
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,51,auto,5,21,nnClassifier,4,4,adam,distance,0.5665445665445665,1500.073107488919
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,30,auto,7,5,nnClassifier,3,4,adam,distance,0.5860805860805861,1500.0731670570094
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,57,auto,3,10,nnClassifier,4,1,adam,distance,0.5665445665445665,1500.0732110568788
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,38,auto,3,31,nnClassifier,7,3,adam,distance,0.5738705738705738,1500.0732531559188
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,40,auto,3,22,nnClassifier,3,2,adam,distance,0.5677655677655677,1500.0732945650816
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,63,auto,4,4,nnClassifier,5,3,adam,distance,0.575091575091575,1500.0733359639999
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,92,auto,9,3,nnClassifier,3,5,adam,distance,0.5628815628815629,1500.0733779030852
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,31,auto,12,26,nnClassifier,2,1,adam,distance,0.5653235653235653,1500.0734297719318
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,91,auto,3,3,nnClassifier,3,2,adam,distance,0.5641025641025641,1500.0734713310376
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,45,auto,4,3,nnClassifier,2,1,adam,distance,0.5824175824175825,1500.0735124000348
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,37,constant,83,auto,12,3,nnClassifier,3,3,adam,distance,0.57997557997558,1500.073553520022
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,54,auto,2,11,nnClassifier,5,3,adam,distance,0.5848595848595849,1500.0735947890207
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,82,auto,6,24,nnClassifier,6,2,adam,distance,0.5836385836385837,1500.073636658024
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,37,constant,83,auto,6,3,nnClassifier,4,3,adam,distance,0.575091575091575,1500.073677846929
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,70,auto,4,23,nnClassifier,5,7,adam,distance,0.5714285714285714,1500.073719036067
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,72,auto,2,4,nnClassifier,2,2,adam,distance,0.5921855921855922,1500.0737601150759
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,52,auto,11,3,nnClassifier,5,5,adam,distance,0.568986568986569,1500.0738011549693
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,50,auto,5,4,nnClassifier,6,3,adam,distance,0.5763125763125763,1500.0738422640134
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,67,auto,10,24,nnClassifier,4,2,adam,distance,0.5677655677655677,1500.07388321287
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,37,constant,91,auto,4,6,nnClassifier,2,4,adam,distance,0.5641025641025641,1500.0739244620781
relu,auto,30,gini,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,55,auto,5,17,nnClassifier,4,2,adam,distance,0.57997557997558,2117.9525162009522
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,34,auto,3,2,nnClassifier,7,8,adam,distance,0.5641025641025641,2117.952577288961
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,39,constant,61,auto,3,7,nnClassifier,4,2,adam,distance,0.57997557997558,2117.95262057893
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,42,auto,3,27,nnClassifier,7,1,adam,distance,0.57997557997558,2117.9526626178995
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,44,auto,3,19,nnClassifier,3,2,adam,distance,0.5787545787545788,2117.9527046070434
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,59,auto,8,7,nnClassifier,5,4,adam,distance,0.5824175824175825,2117.9527461559046
relu,auto,30,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,90,auto,9,3,nnClassifier,3,2,adam,distance,0.5763125763125763,2117.9527874949854
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,35,auto,16,22,nnClassifier,5,4,adam,distance,0.5775335775335775,2117.9528287940193
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,91,auto,3,3,nnClassifier,3,2,adam,distance,0.5641025641025641,2117.9528703829274
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,49,auto,6,4,nnClassifier,2,2,adam,distance,0.5763125763125763,2117.952911492903
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,39,constant,81,auto,11,7,nnClassifier,3,3,adam,distance,0.5738705738705738,2117.9529525020625
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,50,auto,2,15,nnClassifier,3,3,adam,distance,0.5921855921855922,2117.952993600862
relu,auto,30,gini,1,1,1,1,1,1,1,1,1,1,1,1,39,constant,86,auto,10,20,nnClassifier,5,2,adam,distance,0.5714285714285714,2117.953034820035
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,37,constant,79,auto,10,7,nnClassifier,2,3,adam,distance,0.5787545787545788,2117.95307594887
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,39,constant,74,auto,3,19,nnClassifier,2,3,adam,distance,0.5824175824175825,2117.953116877936
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,39,constant,76,auto,3,2,nnClassifier,4,1,adam,distance,0.5763125763125763,2117.953157696873
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,56,auto,9,3,nnClassifier,3,5,adam,distance,0.5848595848595849,2117.9531986070797
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,54,auto,5,6,nnClassifier,6,3,adam,distance,0.5665445665445665,2117.9532394059934
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,71,auto,14,27,nnClassifier,5,2,adam,distance,0.575091575091575,2117.953280135058
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,91,auto,8,8,nnClassifier,3,1,adam,distance,0.5714285714285714,2117.9533208939247
