activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,kd_tree,17,gini,1,1,1,1,0,1,1,1,1,1,1,0,21,invscaling,91,auto,20,9,nnClassifier,2,7,adam,distance,0.5384615384615384,178.8717677560635
logistic,kd_tree,24,entropy,1,0,1,1,0,0,1,1,1,1,1,1,18,invscaling,13,log2,12,8,nnClassifier,9,6,adam,distance,0.575091575091575,178.87182766501792
relu,ball_tree,26,entropy,1,1,1,1,0,0,1,1,1,1,1,0,8,invscaling,68,log2,6,34,kneighborsClassifier,5,2,adam,distance,0.818070818070818,178.87187200505286
logistic,ball_tree,15,entropy,1,0,1,1,1,0,1,1,1,1,1,0,29,constant,70,auto,13,10,randomForestClassifier,6,2,adam,distance,0.8498168498168498,178.87192365410738
logistic,ball_tree,23,entropy,1,1,1,1,0,0,1,1,1,1,1,0,31,invscaling,26,auto,20,5,nnClassifier,10,2,adam,distance,0.5775335775335775,178.87196693290025
identity,kd_tree,13,gini,1,0,1,1,1,0,1,1,1,1,1,0,15,invscaling,13,sqrt,17,36,randomForestClassifier,10,2,adam,distance,0.873015873015873,178.87200924288481
tanh,ball_tree,28,gini,1,0,1,1,1,0,1,1,1,1,1,1,15,constant,75,auto,11,17,randomForestClassifier,6,6,adam,distance,0.8876678876678876,178.87205150187947
logistic,kd_tree,13,gini,1,0,1,1,1,0,1,1,1,1,1,1,33,constant,77,log2,10,8,kneighborsClassifier,6,2,adam,distance,0.7667887667887668,178.87209357088432
tanh,kd_tree,17,entropy,1,0,1,1,1,1,1,1,1,1,1,0,22,invscaling,40,sqrt,18,27,nnClassifier,10,1,adam,distance,0.5775335775335775,178.87213565106504
identity,kd_tree,13,entropy,1,1,1,1,1,0,1,1,1,1,1,1,30,constant,59,auto,9,7,randomForestClassifier,6,3,adam,distance,0.8888888888888888,178.87217769003473
logistic,kd_tree,17,entropy,1,0,1,1,0,0,1,1,1,1,1,0,7,invscaling,77,log2,20,7,randomForestClassifier,10,2,adam,distance,0.9194139194139194,178.87221956904978
relu,auto,27,entropy,1,0,1,1,0,0,1,1,1,1,1,0,7,constant,89,auto,18,13,nnClassifier,9,6,adam,distance,0.5775335775335775,178.8722614289727
identity,kd_tree,19,entropy,1,0,1,1,1,0,1,1,1,1,1,0,18,invscaling,8,sqrt,17,13,nnClassifier,6,6,adam,distance,0.6056166056166056,178.87230350798927
logistic,ball_tree,13,gini,1,0,1,1,1,0,1,1,1,1,1,0,18,invscaling,39,auto,15,25,kneighborsClassifier,10,3,adam,distance,0.7472527472527473,178.87234521703795
identity,auto,17,entropy,1,0,1,1,1,1,1,1,1,1,1,1,26,constant,52,log2,20,6,kneighborsClassifier,6,2,adam,distance,0.811965811965812,178.8723866569344
relu,ball_tree,26,entropy,1,0,1,1,0,0,1,1,1,1,1,0,17,invscaling,83,sqrt,18,13,randomForestClassifier,9,2,adam,distance,0.8778998778998779,178.87242828588933
relu,kd_tree,22,gini,1,0,1,1,0,0,1,1,1,1,1,1,8,invscaling,70,auto,13,10,kneighborsClassifier,8,3,adam,distance,0.7826617826617827,178.8724702950567
relu,auto,21,entropy,1,1,1,1,0,1,1,1,1,1,1,1,35,constant,36,auto,6,7,nnClassifier,5,2,adam,distance,0.5860805860805861,178.87251165509224
identity,ball_tree,19,gini,1,0,1,1,1,0,1,1,1,1,1,1,31,invscaling,77,log2,19,10,nnClassifier,5,5,adam,distance,0.590964590964591,178.872552924091
tanh,auto,15,entropy,1,0,1,1,0,1,1,1,1,1,1,1,13,invscaling,7,sqrt,10,24,randomForestClassifier,7,2,adam,distance,0.9023199023199023,178.8725937930867
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,87,auto,17,13,nnClassifier,6,3,adam,distance,0.5677655677655677,476.29643023293465
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,13,auto,16,12,nnClassifier,10,2,adam,distance,0.5848595848595849,476.29648916306905
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,64,auto,10,38,nnClassifier,9,2,adam,distance,0.7301587301587301,476.29653207189403
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,66,auto,17,14,nnClassifier,10,1,adam,distance,0.9169719169719169,476.2965736319311
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,22,auto,19,9,nnClassifier,10,1,adam,distance,0.590964590964591,476.2966150420252
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,15,auto,19,34,nnClassifier,10,2,adam,distance,0.9242979242979243,476.2966560809873
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,71,auto,15,21,nnClassifier,10,3,adam,distance,0.9206349206349206,476.2966970009729
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,73,auto,14,12,nnClassifier,8,2,adam,distance,0.7692307692307693,476.2967379100155
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,36,auto,20,31,nnClassifier,10,1,adam,distance,0.5885225885225885,476.2967784299981
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,55,auto,13,11,nnClassifier,10,1,adam,distance,0.9230769230769231,476.2968189700041
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,73,auto,18,11,nnClassifier,10,2,adam,distance,0.9194139194139194,476.2968594089616
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,85,auto,18,17,nnClassifier,10,2,adam,distance,0.5824175824175825,476.2969000090379
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,12,auto,19,17,nnClassifier,3,4,adam,distance,0.5873015873015873,476.2969526280649
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,35,auto,15,29,nnClassifier,10,1,adam,distance,0.73992673992674,476.2969934879802
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,48,auto,18,10,nnClassifier,8,2,adam,distance,0.7692307692307693,476.2970341579057
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,79,auto,18,17,nnClassifier,10,2,adam,distance,0.9194139194139194,476.29707495705225
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,66,auto,16,14,nnClassifier,10,7,adam,distance,0.7716727716727717,476.29711572709493
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,32,auto,10,11,nnClassifier,4,6,adam,distance,0.5860805860805861,476.29715639702044
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,73,auto,18,14,nnClassifier,9,6,adam,distance,0.5873015873015873,476.2971972860396
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,11,auto,13,28,nnClassifier,10,2,adam,distance,0.9181929181929182,476.29723866609856
