activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,brute,12,entropy,1,1,1,0,0,1,1,1,29,constant,51,auto,9,15,randomForestClassifier,10,2,adam,distance,0.8253968253968254
logistic,kd_tree,10,gini,0,0,0,1,0,1,0,1,16,invscaling,40,sqrt,2,14,nnClassifier,5,4,lbfgs,uniform,0.4993894993894994
logistic,kd_tree,14,gini,0,0,0,0,0,0,0,1,38,constant,94,log2,19,40,randomForestClassifier,3,8,sgd,uniform,0.5067155067155067
logistic,ball_tree,14,entropy,1,1,0,1,0,1,0,0,9,adaptive,97,sqrt,4,30,kneighborsClassifier,8,4,adam,uniform,0.6275946275946276
logistic,brute,20,entropy,0,0,1,1,0,1,1,0,40,constant,67,log2,14,8,randomForestClassifier,5,4,adam,distance,0.6544566544566545
relu,ball_tree,29,entropy,0,0,0,0,1,0,1,0,11,adaptive,33,auto,17,31,randomForestClassifier,10,10,sgd,distance,0.4896214896214896
relu,auto,30,gini,0,0,1,1,1,1,0,0,17,constant,34,auto,18,29,nnClassifier,4,4,adam,uniform,0.5201465201465202
relu,ball_tree,31,entropy,1,1,0,0,1,1,1,1,34,invscaling,20,auto,17,17,randomForestClassifier,1,6,adam,uniform,0.6971916971916972
relu,auto,16,entropy,1,0,0,0,0,1,0,0,11,invscaling,44,sqrt,8,14,kneighborsClassifier,2,9,lbfgs,distance,0.4945054945054945
tanh,ball_tree,27,entropy,1,1,1,0,1,0,1,0,19,constant,96,sqrt,11,7,kneighborsClassifier,8,4,sgd,distance,0.78998778998779
tanh,brute,8,entropy,1,1,0,1,1,1,1,0,28,constant,15,log2,3,21,randomForestClassifier,4,5,adam,uniform,0.6862026862026862
logistic,auto,30,gini,0,0,0,0,1,1,0,0,16,invscaling,1,sqrt,3,28,kneighborsClassifier,4,7,adam,distance,0.5018315018315018
relu,ball_tree,9,entropy,0,0,0,1,1,0,1,0,37,invscaling,71,sqrt,5,5,nnClassifier,2,1,adam,uniform,0.503052503052503
tanh,kd_tree,32,gini,1,1,1,0,0,0,1,1,35,constant,19,log2,14,34,randomForestClassifier,8,7,sgd,uniform,0.8205128205128205
tanh,ball_tree,23,entropy,0,1,0,1,0,0,1,0,8,adaptive,91,log2,19,6,randomForestClassifier,4,9,lbfgs,uniform,0.6813186813186813
identity,auto,16,entropy,1,0,0,0,0,0,0,0,27,invscaling,93,auto,16,3,randomForestClassifier,4,10,adam,uniform,0.4822954822954823
identity,kd_tree,18,entropy,0,1,0,0,0,0,0,0,7,invscaling,28,auto,17,15,randomForestClassifier,2,1,lbfgs,uniform,0.6862026862026862
logistic,brute,32,gini,0,0,1,1,0,0,0,0,32,constant,21,auto,20,30,randomForestClassifier,6,5,lbfgs,uniform,0.6471306471306472
identity,ball_tree,27,entropy,0,0,1,1,0,1,0,0,16,constant,83,sqrt,14,11,nnClassifier,5,2,adam,uniform,0.514041514041514
relu,auto,9,gini,0,1,0,0,1,0,1,1,31,invscaling,64,sqrt,11,20,nnClassifier,2,1,sgd,distance,0.4981684981684982
identity,brute,26,entropy,1,1,1,0,1,1,1,0,34,adaptive,24,auto,6,8,kneighborsClassifier,1,9,sgd,distance,0.7997557997557998
tanh,kd_tree,21,gini,1,0,1,0,1,0,1,0,11,constant,75,log2,15,37,kneighborsClassifier,8,10,sgd,uniform,0.6251526251526252
tanh,kd_tree,20,entropy,0,1,1,0,1,0,1,1,2,adaptive,84,sqrt,12,25,nnClassifier,9,8,adam,distance,0.5347985347985348
relu,auto,16,entropy,0,0,1,0,0,1,0,1,9,constant,82,sqrt,10,20,randomForestClassifier,2,7,adam,uniform,0.6251526251526252
identity,auto,11,gini,0,0,1,1,1,1,1,0,3,constant,94,auto,8,31,randomForestClassifier,5,3,sgd,distance,0.6336996336996337
identity,ball_tree,23,gini,1,1,1,1,0,1,0,0,2,invscaling,22,auto,14,25,randomForestClassifier,6,6,adam,uniform,0.8241758241758241
logistic,brute,30,gini,0,0,1,1,0,1,1,0,16,constant,72,sqrt,20,11,nnClassifier,6,3,lbfgs,distance,0.5201465201465202
logistic,brute,18,gini,1,0,1,1,1,0,1,0,17,adaptive,24,log2,14,21,nnClassifier,8,7,adam,uniform,0.5274725274725275
logistic,auto,9,entropy,1,1,0,1,0,0,1,0,37,constant,28,auto,15,19,nnClassifier,9,10,adam,distance,0.49572649572649574
relu,brute,9,entropy,1,1,0,1,0,1,0,0,10,adaptive,85,sqrt,11,8,kneighborsClassifier,9,5,adam,distance,0.63003663003663
identity,brute,32,entropy,0,1,0,0,1,0,0,0,11,invscaling,77,auto,10,3,nnClassifier,2,3,sgd,uniform,0.40415140415140416
tanh,brute,17,entropy,1,1,0,0,1,1,1,1,14,invscaling,18,log2,16,27,kneighborsClassifier,6,4,lbfgs,uniform,0.6361416361416361
logistic,ball_tree,16,gini,0,0,1,1,0,1,0,0,4,invscaling,59,log2,18,15,randomForestClassifier,9,3,adam,uniform,0.645909645909646
identity,kd_tree,32,entropy,1,0,1,0,1,0,1,1,13,invscaling,15,log2,9,17,randomForestClassifier,6,10,sgd,uniform,0.6263736263736264
logistic,kd_tree,22,gini,1,1,0,0,1,1,1,0,32,constant,85,auto,7,21,kneighborsClassifier,7,7,adam,uniform,0.663003663003663
logistic,kd_tree,30,gini,1,1,0,0,0,1,1,0,7,invscaling,6,sqrt,4,6,kneighborsClassifier,5,4,adam,uniform,0.6361416361416361
tanh,kd_tree,9,entropy,0,0,1,0,1,0,1,1,28,invscaling,62,log2,13,29,kneighborsClassifier,6,6,lbfgs,uniform,0.6117216117216118
identity,ball_tree,17,entropy,0,0,0,0,0,0,0,0,18,adaptive,84,log2,15,22,nnClassifier,3,9,lbfgs,uniform,0
identity,ball_tree,29,entropy,1,1,1,1,0,1,0,0,19,constant,26,sqrt,12,21,randomForestClassifier,9,4,adam,uniform,0.8290598290598291
tanh,auto,9,gini,1,0,1,1,1,1,1,1,39,constant,9,auto,19,15,nnClassifier,5,7,sgd,distance,0.5152625152625152
relu,auto,30,gini,0,1,1,1,1,0,0,0,14,constant,17,log2,13,3,nnClassifier,10,10,lbfgs,distance,0.5335775335775336
tanh,auto,30,gini,0,1,1,1,1,1,0,0,34,invscaling,22,log2,11,30,nnClassifier,2,3,lbfgs,uniform,0.5225885225885226
tanh,auto,23,gini,1,1,1,1,1,0,1,0,19,invscaling,9,sqrt,4,36,nnClassifier,4,1,lbfgs,distance,0.536019536019536
identity,brute,9,gini,1,1,1,0,1,1,1,1,17,invscaling,55,auto,20,14,randomForestClassifier,1,3,adam,uniform,0.818070818070818
tanh,brute,30,gini,0,1,0,1,1,1,0,1,8,adaptive,93,auto,15,14,kneighborsClassifier,8,7,sgd,uniform,0.6788766788766789
relu,ball_tree,29,gini,1,1,0,1,1,0,0,1,30,constant,45,log2,19,21,nnClassifier,5,9,lbfgs,uniform,0.4981684981684982
identity,ball_tree,13,entropy,1,1,1,0,0,1,0,0,16,constant,16,sqrt,6,6,kneighborsClassifier,1,10,adam,distance,0.8144078144078144
relu,ball_tree,8,entropy,1,1,0,0,0,1,1,1,29,invscaling,44,log2,9,33,randomForestClassifier,8,10,adam,distance,0.6874236874236874
identity,brute,10,gini,1,1,1,1,1,0,0,0,17,constant,35,auto,3,33,randomForestClassifier,10,7,sgd,uniform,0.8229548229548229
