activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,brute,8,entropy,1,1,0,0,0,1,1,0,10,constant,82,auto,13,36,nnClassifier,10,10,lbfgs,distance,0.48717948717948717
identity,brute,19,entropy,0,1,1,1,1,1,0,0,34,adaptive,98,sqrt,20,12,nnClassifier,2,6,adam,distance,0.48473748473748474
logistic,auto,25,gini,1,0,0,0,0,0,1,0,2,adaptive,10,log2,12,11,nnClassifier,9,4,adam,uniform,0.4603174603174603
identity,ball_tree,16,entropy,1,1,0,0,1,0,0,1,40,invscaling,35,sqrt,14,16,nnClassifier,7,3,sgd,uniform,0.5018315018315018
relu,auto,21,entropy,0,0,1,1,0,1,0,1,29,adaptive,92,sqrt,11,6,nnClassifier,7,4,sgd,uniform,0.4884004884004884
tanh,kd_tree,13,gini,0,1,0,0,0,1,1,0,29,invscaling,72,sqrt,10,19,randomForestClassifier,5,9,sgd,distance,0.7094017094017094
identity,brute,29,entropy,0,0,0,1,0,0,0,1,9,invscaling,55,sqrt,14,19,nnClassifier,2,8,adam,distance,0.2148962148962149
logistic,ball_tree,26,entropy,1,1,1,1,1,1,0,1,30,constant,18,sqrt,14,34,randomForestClassifier,8,10,adam,distance,0.833943833943834
tanh,ball_tree,21,entropy,0,0,1,1,0,0,0,0,37,adaptive,78,auto,19,20,nnClassifier,1,5,sgd,distance,0.49694749694749696
tanh,kd_tree,16,gini,1,1,1,0,0,0,1,0,20,invscaling,43,log2,5,32,kneighborsClassifier,4,5,lbfgs,uniform,0.8241758241758241
tanh,kd_tree,16,gini,0,0,1,1,1,0,0,1,20,constant,56,auto,9,9,nnClassifier,9,10,sgd,distance,0.503052503052503
relu,kd_tree,17,entropy,1,0,0,1,0,1,0,0,21,constant,100,auto,17,30,nnClassifier,7,4,adam,distance,0.4444444444444444
identity,kd_tree,15,entropy,0,0,1,1,1,0,0,1,29,adaptive,11,auto,8,33,randomForestClassifier,4,2,sgd,uniform,0.6532356532356532
identity,ball_tree,11,entropy,0,0,1,1,1,1,1,1,10,invscaling,39,sqrt,13,23,kneighborsClassifier,2,4,lbfgs,distance,0.5995115995115995
logistic,brute,31,gini,0,1,0,1,0,1,0,1,36,invscaling,82,sqrt,3,36,kneighborsClassifier,4,8,lbfgs,uniform,0.6715506715506715
identity,ball_tree,9,entropy,1,0,0,1,0,0,1,1,31,adaptive,3,sqrt,9,19,nnClassifier,9,7,sgd,distance,0.49572649572649574
relu,brute,29,entropy,1,1,1,1,0,0,0,0,5,constant,36,auto,10,20,kneighborsClassifier,6,2,adam,distance,0.7777777777777778
logistic,ball_tree,14,gini,0,0,1,0,1,0,1,1,7,constant,17,sqrt,16,38,nnClassifier,8,10,sgd,uniform,0.4945054945054945
tanh,kd_tree,27,entropy,1,1,1,1,1,1,0,1,34,adaptive,59,auto,15,16,kneighborsClassifier,5,4,lbfgs,uniform,0.7765567765567766
logistic,kd_tree,21,entropy,0,1,1,1,0,0,1,1,30,adaptive,56,sqrt,13,22,kneighborsClassifier,8,1,lbfgs,distance,0.7643467643467643
tanh,brute,26,gini,0,0,0,0,1,1,0,0,6,adaptive,81,auto,10,36,randomForestClassifier,9,6,lbfgs,distance,0.4884004884004884
identity,brute,17,entropy,0,1,1,0,0,1,0,0,9,constant,50,auto,13,17,randomForestClassifier,1,10,sgd,uniform,0.8388278388278388
logistic,kd_tree,20,entropy,1,0,0,0,1,1,0,0,29,constant,33,sqrt,12,19,nnClassifier,2,2,adam,uniform,0.28327228327228327
identity,brute,17,entropy,1,1,1,1,0,1,1,1,39,invscaling,82,auto,16,39,randomForestClassifier,4,6,sgd,uniform,0.8315018315018315
relu,brute,17,gini,0,1,0,1,0,0,0,1,35,adaptive,72,auto,6,12,nnClassifier,9,10,sgd,uniform,0.4981684981684982
identity,kd_tree,10,gini,1,0,0,0,1,1,0,0,38,constant,44,log2,15,16,nnClassifier,8,6,lbfgs,distance,0.4945054945054945
relu,kd_tree,11,entropy,0,0,0,1,1,0,0,0,35,invscaling,69,auto,6,20,randomForestClassifier,9,3,sgd,distance,0.503052503052503
tanh,kd_tree,10,gini,1,0,0,1,0,0,0,0,12,constant,92,sqrt,5,18,kneighborsClassifier,4,4,adam,uniform,0.47985347985347987
tanh,auto,14,gini,0,1,1,0,1,0,1,0,22,adaptive,97,log2,7,2,kneighborsClassifier,8,4,lbfgs,distance,0.8144078144078144
tanh,brute,16,gini,1,0,1,0,0,0,0,1,6,adaptive,67,sqrt,9,14,kneighborsClassifier,8,3,sgd,distance,0.6019536019536019
tanh,auto,21,entropy,1,1,0,1,0,1,1,1,5,adaptive,99,auto,15,10,nnClassifier,5,6,adam,distance,0.5006105006105006
logistic,auto,22,gini,0,1,0,0,1,0,0,0,3,adaptive,67,auto,11,33,nnClassifier,4,6,lbfgs,distance,0.49572649572649574
relu,ball_tree,29,gini,0,1,1,0,0,1,0,1,22,invscaling,9,auto,4,6,randomForestClassifier,1,9,sgd,distance,0.8437118437118437
relu,ball_tree,13,gini,1,0,1,1,0,1,0,1,12,constant,85,auto,10,36,nnClassifier,3,8,lbfgs,uniform,0.5054945054945055
logistic,auto,24,gini,0,1,1,0,0,1,0,0,5,constant,9,log2,16,7,kneighborsClassifier,8,4,adam,uniform,0.8095238095238095
logistic,ball_tree,31,entropy,1,0,1,1,0,0,0,0,2,adaptive,48,auto,20,9,kneighborsClassifier,7,5,sgd,uniform,0.6007326007326007
identity,ball_tree,10,entropy,1,1,1,0,1,1,1,0,12,constant,50,log2,17,25,nnClassifier,2,7,lbfgs,distance,0.4896214896214896
logistic,brute,21,gini,0,1,1,0,1,1,0,1,27,invscaling,98,log2,19,16,kneighborsClassifier,1,1,adam,uniform,0.7667887667887668
relu,kd_tree,12,gini,0,0,0,1,0,0,1,1,4,constant,10,log2,2,12,nnClassifier,10,1,lbfgs,uniform,0.49206349206349204
identity,kd_tree,10,gini,0,0,1,0,1,1,0,0,38,adaptive,23,log2,14,26,kneighborsClassifier,8,2,lbfgs,uniform,0.557997557997558
