activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,brute,8,entropy,0,0,1,1,1,1,0,1,20,adaptive,15,auto,12,8,nnClassifier,10,7,lbfgs,uniform,0.4822954822954823
tanh,kd_tree,30,entropy,0,0,1,1,1,0,0,1,5,invscaling,66,auto,16,23,nnClassifier,1,6,lbfgs,distance,0.4981684981684982
logistic,ball_tree,24,gini,1,0,0,0,0,1,0,1,15,invscaling,72,log2,16,21,nnClassifier,4,5,adam,uniform,0.4517704517704518
logistic,kd_tree,31,gini,1,0,1,1,1,1,1,0,27,adaptive,53,sqrt,11,37,kneighborsClassifier,3,3,adam,distance,0.608058608058608
logistic,auto,18,entropy,1,0,0,0,0,1,1,1,31,constant,75,sqrt,8,10,nnClassifier,9,1,adam,distance,0.3663003663003663
tanh,ball_tree,9,gini,1,0,0,1,1,0,1,0,13,adaptive,50,log2,3,10,kneighborsClassifier,10,10,sgd,uniform,0.5213675213675214
identity,brute,11,gini,1,1,0,0,0,0,1,0,25,constant,88,sqrt,16,31,kneighborsClassifier,5,9,adam,distance,0.673992673992674
tanh,kd_tree,12,gini,1,0,1,0,1,1,0,0,15,constant,12,log2,10,14,randomForestClassifier,6,2,adam,distance,0.673992673992674
relu,brute,9,entropy,0,0,0,0,0,0,0,1,3,invscaling,18,auto,10,8,randomForestClassifier,1,6,lbfgs,distance,0.4835164835164835
relu,kd_tree,27,gini,0,1,1,0,0,1,0,1,25,constant,37,sqrt,4,14,nnClassifier,4,4,sgd,uniform,0.4981684981684982
tanh,brute,20,entropy,1,1,0,1,1,0,1,1,25,invscaling,53,auto,9,25,kneighborsClassifier,7,5,adam,uniform,0.6434676434676435
identity,ball_tree,14,entropy,0,1,1,1,1,0,1,0,27,adaptive,50,sqrt,10,2,kneighborsClassifier,4,1,adam,distance,0.7704517704517705
identity,kd_tree,30,gini,0,1,1,0,1,1,1,0,3,invscaling,72,log2,18,21,nnClassifier,10,9,sgd,distance,0.49572649572649574
logistic,auto,11,entropy,0,1,1,0,0,0,0,1,10,invscaling,77,auto,12,21,nnClassifier,10,9,adam,distance,0.5091575091575091
logistic,brute,23,gini,1,0,0,1,1,0,0,1,28,constant,93,sqrt,3,8,kneighborsClassifier,3,2,lbfgs,distance,0.49694749694749696
identity,auto,14,gini,0,1,1,0,0,0,1,0,13,invscaling,40,log2,14,7,kneighborsClassifier,4,9,sgd,uniform,0.8253968253968254
tanh,auto,10,gini,1,0,1,1,1,1,1,1,21,invscaling,52,auto,9,32,nnClassifier,1,4,lbfgs,uniform,0.4713064713064713
identity,auto,29,entropy,0,1,0,0,1,0,0,1,2,constant,53,auto,19,32,kneighborsClassifier,10,2,sgd,uniform,0.608058608058608
tanh,kd_tree,25,gini,0,1,1,1,0,1,0,1,9,adaptive,24,sqrt,15,11,kneighborsClassifier,6,8,adam,distance,0.8131868131868132
relu,ball_tree,8,entropy,0,1,1,0,1,0,1,0,10,constant,34,log2,6,26,nnClassifier,6,9,adam,distance,0.5018315018315018
logistic,brute,21,entropy,0,0,0,0,0,0,1,0,22,constant,97,log2,20,7,randomForestClassifier,8,5,lbfgs,uniform,0.5641025641025641
identity,kd_tree,32,entropy,1,0,0,0,0,0,0,0,35,adaptive,34,auto,16,33,randomForestClassifier,3,1,sgd,distance,0.5091575091575091
identity,ball_tree,8,gini,1,0,1,0,0,0,1,0,17,invscaling,69,log2,17,18,randomForestClassifier,6,4,adam,distance,0.6764346764346765
identity,kd_tree,15,gini,0,0,1,1,0,1,1,0,14,invscaling,99,log2,19,20,nnClassifier,1,6,lbfgs,uniform,0.4993894993894994
relu,auto,10,entropy,0,0,0,0,1,1,0,1,16,adaptive,67,auto,10,20,nnClassifier,8,4,lbfgs,uniform,0.4908424908424908
relu,kd_tree,10,gini,0,1,1,1,1,1,0,0,3,adaptive,46,log2,16,2,randomForestClassifier,1,6,adam,uniform,0.8302808302808303
logistic,kd_tree,14,entropy,0,0,0,0,0,1,1,1,24,constant,17,log2,15,4,randomForestClassifier,8,3,sgd,uniform,0.5164835164835165
relu,brute,27,entropy,0,0,0,0,0,0,0,1,5,invscaling,11,sqrt,7,9,randomForestClassifier,1,4,sgd,distance,0.4932844932844933
relu,ball_tree,28,gini,0,0,0,0,1,1,1,1,11,invscaling,68,sqrt,7,14,kneighborsClassifier,2,6,lbfgs,distance,0.5323565323565324
identity,auto,23,entropy,1,0,1,1,0,0,1,1,22,adaptive,52,auto,20,31,nnClassifier,9,9,lbfgs,uniform,0.5042735042735043
identity,auto,27,entropy,0,1,0,0,1,1,1,0,7,adaptive,42,sqrt,5,23,nnClassifier,10,1,adam,distance,0.5006105006105006
identity,auto,20,entropy,0,0,0,1,1,1,0,0,30,constant,1,auto,6,17,nnClassifier,10,5,adam,uniform,0.3308913308913309
identity,kd_tree,31,gini,0,0,1,1,0,0,1,1,14,adaptive,86,auto,6,16,kneighborsClassifier,3,2,adam,uniform,0.5555555555555556
tanh,brute,32,entropy,1,1,1,0,1,0,0,0,36,constant,45,auto,14,17,nnClassifier,1,7,sgd,distance,0.5103785103785103
identity,auto,25,gini,1,1,1,0,0,0,0,0,30,adaptive,16,auto,17,24,nnClassifier,3,9,sgd,distance,0.4993894993894994
identity,auto,21,gini,0,0,0,0,0,0,1,0,4,adaptive,13,auto,20,22,randomForestClassifier,7,2,sgd,distance,0.5555555555555556
relu,brute,11,gini,0,1,0,1,0,1,0,1,34,adaptive,39,log2,15,7,kneighborsClassifier,4,4,adam,distance,0.63003663003663
tanh,kd_tree,21,entropy,1,1,0,0,1,1,1,0,11,invscaling,71,log2,8,22,kneighborsClassifier,2,8,adam,distance,0.6959706959706959
tanh,kd_tree,13,entropy,0,0,1,0,0,0,1,0,16,invscaling,100,auto,6,9,randomForestClassifier,5,7,adam,uniform,0.663003663003663
relu,auto,8,gini,0,1,0,0,0,0,0,1,6,constant,15,sqrt,18,2,nnClassifier,4,10,sgd,distance,0.5238095238095238
relu,brute,25,gini,0,0,1,0,1,0,0,0,28,invscaling,53,sqrt,4,5,nnClassifier,7,10,adam,uniform,0.4945054945054945
relu,ball_tree,19,gini,1,0,1,1,0,1,0,1,9,invscaling,97,sqrt,3,7,nnClassifier,9,5,lbfgs,distance,0.4981684981684982
tanh,brute,19,entropy,0,1,1,0,0,1,1,1,3,adaptive,94,log2,7,32,nnClassifier,10,6,sgd,uniform,0.5067155067155067
tanh,ball_tree,21,gini,1,1,0,1,1,0,1,0,3,invscaling,74,auto,19,25,randomForestClassifier,1,3,lbfgs,uniform,0.7032967032967034
logistic,brute,20,gini,0,0,1,0,1,1,0,0,31,constant,60,sqrt,3,30,randomForestClassifier,3,4,adam,distance,0.6617826617826618
relu,ball_tree,28,gini,1,0,1,0,0,0,1,1,17,invscaling,99,sqrt,4,25,kneighborsClassifier,9,3,sgd,uniform,0.6019536019536019
relu,ball_tree,18,gini,0,0,1,1,1,1,1,0,15,constant,76,log2,6,9,kneighborsClassifier,3,4,lbfgs,uniform,0.6239316239316239
relu,kd_tree,14,entropy,1,1,0,0,1,1,0,1,20,adaptive,3,sqrt,18,29,kneighborsClassifier,7,3,lbfgs,uniform,0.6556776556776557
logistic,ball_tree,27,entropy,1,0,0,0,0,1,1,0,15,adaptive,72,auto,15,31,nnClassifier,8,1,lbfgs,distance,0.4725274725274725
logistic,kd_tree,24,entropy,1,1,0,0,1,0,1,0,35,invscaling,83,auto,4,29,nnClassifier,5,2,adam,uniform,0.5128205128205128
logistic,ball_tree,26,entropy,0,0,1,1,1,1,1,0,13,constant,65,sqrt,14,29,randomForestClassifier,4,7,adam,distance,0.6703296703296703
tanh,ball_tree,21,entropy,0,1,0,0,0,1,0,1,39,invscaling,26,sqrt,3,9,kneighborsClassifier,10,5,sgd,uniform,0.6642246642246642
relu,auto,21,entropy,1,1,0,1,1,1,1,0,8,constant,17,log2,10,17,kneighborsClassifier,9,4,lbfgs,distance,0.645909645909646
tanh,kd_tree,22,entropy,0,0,0,1,0,1,0,1,33,invscaling,13,sqrt,3,5,kneighborsClassifier,7,5,lbfgs,distance,0.514041514041514
logistic,auto,18,entropy,0,0,0,1,0,1,1,1,26,invscaling,83,log2,15,35,randomForestClassifier,5,3,adam,uniform,0.5115995115995116
logistic,kd_tree,23,entropy,0,1,1,0,1,1,1,1,13,invscaling,27,sqrt,17,4,kneighborsClassifier,7,6,sgd,distance,0.8046398046398047
