activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,kd_tree,27,entropy,0,1,1,0,0,1,0,0,34,adaptive,42,log2,7,34,nnClassifier,6,9,sgd,distance,0.49572649572649574
identity,kd_tree,14,gini,0,1,0,0,1,1,1,1,14,invscaling,85,sqrt,15,32,randomForestClassifier,5,3,lbfgs,distance,0.702075702075702
tanh,auto,31,entropy,1,0,1,1,1,1,0,1,18,adaptive,16,sqrt,13,26,nnClassifier,9,3,lbfgs,uniform,0.4835164835164835
relu,kd_tree,14,gini,1,0,1,0,1,0,1,1,10,constant,79,auto,2,31,randomForestClassifier,2,3,adam,uniform,0.6617826617826618
relu,brute,25,gini,0,1,1,0,0,0,0,1,40,invscaling,35,log2,11,21,randomForestClassifier,2,4,adam,distance,0.8266178266178266
identity,auto,21,entropy,1,0,1,1,1,1,0,1,36,constant,81,sqrt,5,9,kneighborsClassifier,5,8,lbfgs,uniform,0.6434676434676435
relu,kd_tree,24,entropy,1,0,0,1,1,1,0,1,38,adaptive,79,auto,11,27,randomForestClassifier,6,6,adam,uniform,0.49694749694749696
relu,auto,10,gini,0,0,0,0,0,1,1,0,28,invscaling,39,log2,5,25,nnClassifier,10,10,lbfgs,uniform,0.4456654456654457
identity,kd_tree,28,entropy,1,0,1,1,0,0,1,1,22,constant,41,sqrt,18,35,randomForestClassifier,5,2,sgd,distance,0.663003663003663
tanh,brute,16,entropy,1,0,1,0,1,1,1,0,19,invscaling,19,auto,4,2,nnClassifier,10,8,sgd,uniform,0.5006105006105006
tanh,brute,8,gini,1,1,1,0,0,1,0,0,28,invscaling,82,sqrt,19,16,kneighborsClassifier,6,9,adam,distance,0.8168498168498168
identity,auto,27,entropy,1,0,0,1,0,1,0,0,31,constant,22,auto,13,6,nnClassifier,9,5,sgd,distance,0.4993894993894994
logistic,auto,31,entropy,0,1,0,1,0,0,0,0,35,constant,89,sqrt,18,28,kneighborsClassifier,2,4,lbfgs,distance,0.5934065934065934
logistic,auto,11,gini,0,0,0,1,0,1,1,0,2,adaptive,44,sqrt,6,37,nnClassifier,1,9,sgd,uniform,0.5018315018315018
tanh,auto,15,entropy,0,1,1,1,0,0,0,1,27,constant,85,log2,13,6,randomForestClassifier,4,8,lbfgs,distance,0.8253968253968254
tanh,auto,11,entropy,1,0,0,1,1,0,1,1,16,invscaling,7,log2,11,8,randomForestClassifier,3,4,lbfgs,distance,0.514041514041514
relu,auto,30,gini,0,1,1,1,1,0,0,1,18,invscaling,95,auto,12,32,randomForestClassifier,4,6,sgd,distance,0.8241758241758241
identity,kd_tree,26,gini,1,0,0,0,1,0,0,0,18,constant,12,sqrt,5,18,nnClassifier,9,3,adam,uniform,0.4456654456654457
tanh,brute,25,gini,1,0,0,1,0,1,0,0,30,constant,67,auto,5,35,kneighborsClassifier,7,7,lbfgs,uniform,0.5054945054945055
identity,brute,20,entropy,1,0,0,0,1,1,0,0,28,invscaling,1,sqrt,19,38,kneighborsClassifier,7,10,lbfgs,distance,0.4810744810744811
tanh,brute,8,entropy,0,1,1,1,0,1,0,0,24,invscaling,28,sqrt,10,14,nnClassifier,3,5,sgd,uniform,0.4932844932844933
logistic,kd_tree,28,entropy,0,1,0,0,0,1,0,0,9,invscaling,19,auto,7,4,kneighborsClassifier,8,9,lbfgs,distance,0.652014652014652
identity,kd_tree,24,gini,1,0,1,1,1,0,0,1,9,constant,61,log2,15,19,nnClassifier,9,10,sgd,distance,0.503052503052503
identity,brute,15,entropy,1,0,0,0,1,1,1,0,10,adaptive,96,auto,3,5,randomForestClassifier,6,10,adam,uniform,0.47496947496947495
tanh,kd_tree,29,entropy,0,1,0,1,0,0,1,0,32,adaptive,32,sqrt,20,19,kneighborsClassifier,7,9,lbfgs,uniform,0.6678876678876678
identity,auto,9,entropy,0,0,1,1,0,1,0,1,15,adaptive,43,auto,20,30,nnClassifier,4,5,adam,distance,0.4981684981684982
tanh,kd_tree,13,entropy,1,0,0,1,0,0,1,1,15,adaptive,58,sqrt,20,8,kneighborsClassifier,10,1,sgd,distance,0.4981684981684982
relu,ball_tree,12,entropy,1,0,1,0,0,0,1,1,10,constant,100,log2,11,3,randomForestClassifier,8,5,lbfgs,uniform,0.6703296703296703
identity,ball_tree,30,entropy,1,1,1,0,0,0,0,1,26,adaptive,15,sqrt,19,34,randomForestClassifier,5,8,sgd,uniform,0.8376068376068376
logistic,brute,17,entropy,1,0,0,1,1,1,1,0,17,adaptive,41,sqrt,12,4,kneighborsClassifier,7,9,sgd,distance,0.4993894993894994
identity,auto,17,entropy,0,1,1,1,1,1,0,1,25,invscaling,27,sqrt,12,21,nnClassifier,7,7,adam,distance,0.4908424908424908
relu,kd_tree,18,entropy,0,1,1,1,0,1,1,1,26,adaptive,97,auto,6,40,kneighborsClassifier,9,3,sgd,distance,0.8046398046398047
relu,ball_tree,11,gini,1,1,0,1,1,1,0,0,24,constant,20,sqrt,4,20,randomForestClassifier,4,1,adam,distance,0.7032967032967034
logistic,ball_tree,28,gini,0,0,0,1,1,1,0,0,23,adaptive,50,log2,10,27,kneighborsClassifier,7,9,lbfgs,distance,0.49572649572649574
identity,ball_tree,29,gini,0,1,0,0,1,1,0,1,36,constant,46,log2,20,16,randomForestClassifier,4,2,sgd,uniform,0.706959706959707
tanh,kd_tree,26,gini,1,1,1,0,1,0,0,1,23,adaptive,97,auto,12,14,randomForestClassifier,4,4,lbfgs,distance,0.8327228327228328
logistic,ball_tree,8,entropy,1,0,0,1,0,1,0,0,10,adaptive,97,log2,11,24,randomForestClassifier,6,1,sgd,distance,0.5079365079365079
identity,kd_tree,22,gini,1,1,0,0,1,1,1,0,22,constant,36,sqrt,2,39,randomForestClassifier,2,8,lbfgs,distance,0.6971916971916972
identity,brute,20,entropy,1,1,1,1,1,1,1,1,29,adaptive,83,sqrt,5,12,randomForestClassifier,9,5,lbfgs,distance,0.8253968253968254
logistic,auto,18,gini,0,0,1,1,1,0,0,1,4,adaptive,84,log2,9,15,nnClassifier,7,5,adam,distance,0.4932844932844933
tanh,ball_tree,29,entropy,1,0,0,1,1,1,0,0,7,adaptive,8,sqrt,2,39,randomForestClassifier,6,9,adam,uniform,0.5042735042735043
logistic,kd_tree,15,gini,1,0,1,0,0,0,0,0,27,constant,55,sqrt,11,5,randomForestClassifier,6,6,sgd,uniform,0.6666666666666666
relu,brute,32,gini,0,1,1,1,0,1,0,1,22,constant,62,auto,16,14,randomForestClassifier,2,7,sgd,distance,0.8266178266178266
logistic,brute,20,gini,1,1,0,1,0,1,1,0,14,adaptive,69,sqrt,12,16,randomForestClassifier,10,9,adam,distance,0.6923076923076923
