activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,30,entropy,1,0,0,36,constant,83,log2,5,31,randomForestClassifier,2,6,lbfgs,distance,0.9605133267522211
tanh,auto,26,gini,1,0,0,29,adaptive,20,log2,2,10,nnClassifier,9,1,sgd,distance,0.9605133267522211
tanh,brute,16,entropy,1,1,1,26,invscaling,38,sqrt,6,35,kneighborsClassifier,5,4,adam,uniform,0.9595261599210266
relu,auto,16,entropy,1,0,0,24,constant,90,sqrt,20,17,nnClassifier,3,6,lbfgs,distance,0.9605133267522211
tanh,brute,31,entropy,1,1,1,2,adaptive,68,auto,18,34,nnClassifier,8,7,adam,uniform,0.9466929911154985
identity,ball_tree,11,gini,1,1,0,2,constant,86,auto,20,24,nnClassifier,6,4,sgd,distance,0.9605133267522211
relu,auto,12,entropy,1,0,1,10,invscaling,32,sqrt,13,6,nnClassifier,9,1,lbfgs,distance,0.947680157946693
identity,brute,10,gini,0,0,1,21,adaptive,69,auto,15,33,randomForestClassifier,1,10,adam,distance,0.9674234945705824
tanh,brute,29,gini,1,1,1,4,adaptive,10,sqrt,13,22,randomForestClassifier,1,9,adam,uniform,0.9654491609081934
logistic,brute,9,gini,0,0,1,31,invscaling,57,sqrt,17,23,nnClassifier,6,9,lbfgs,distance,0.9486673247778875
identity,auto,23,entropy,0,1,1,31,invscaling,26,auto,9,18,randomForestClassifier,10,2,sgd,uniform,0.9664363277393879
identity,brute,19,entropy,0,0,0,34,constant,38,sqrt,15,16,nnClassifier,3,5,sgd,uniform,0
relu,brute,24,gini,1,1,0,17,adaptive,56,sqrt,5,12,nnClassifier,9,4,lbfgs,uniform,0.9605133267522211
logistic,auto,10,gini,0,1,0,21,adaptive,95,auto,10,27,nnClassifier,2,10,sgd,uniform,0.9605133267522211
relu,brute,17,entropy,0,1,0,38,adaptive,26,log2,11,38,nnClassifier,3,9,lbfgs,distance,0.9605133267522211
logistic,brute,15,entropy,1,1,1,24,adaptive,57,auto,11,19,nnClassifier,4,2,adam,uniform,0.9496544916090819
identity,brute,18,entropy,1,0,0,3,invscaling,94,log2,16,22,kneighborsClassifier,9,6,lbfgs,uniform,0.9605133267522211
tanh,ball_tree,21,gini,0,0,0,37,constant,68,auto,5,26,nnClassifier,2,1,sgd,uniform,0
relu,kd_tree,18,gini,0,1,0,32,invscaling,55,log2,18,10,kneighborsClassifier,1,5,lbfgs,distance,0.9605133267522211
identity,brute,8,entropy,1,1,1,16,adaptive,56,sqrt,15,19,kneighborsClassifier,7,1,adam,distance,0.9170779861796644
tanh,ball_tree,30,gini,0,1,1,7,adaptive,7,log2,10,23,kneighborsClassifier,6,2,lbfgs,distance,0.9387956564659428
logistic,brute,11,entropy,0,1,0,27,adaptive,86,auto,5,34,nnClassifier,3,2,adam,uniform,0.9605133267522211
tanh,ball_tree,14,gini,1,1,1,10,constant,58,sqrt,17,19,randomForestClassifier,6,9,sgd,distance,0.9664363277393879
identity,kd_tree,24,gini,0,0,0,26,constant,65,auto,3,36,nnClassifier,3,9,sgd,distance,0
tanh,kd_tree,17,gini,1,1,1,13,invscaling,66,log2,3,29,kneighborsClassifier,7,1,sgd,uniform,0.9170779861796644
relu,brute,14,entropy,0,1,0,36,constant,73,log2,14,38,nnClassifier,1,9,sgd,distance,0.9605133267522211
identity,ball_tree,16,gini,1,0,1,16,invscaling,90,sqrt,17,8,randomForestClassifier,3,1,lbfgs,uniform,0.9674234945705824
logistic,ball_tree,32,gini,1,0,1,32,constant,78,sqrt,13,5,randomForestClassifier,1,2,adam,distance,0.9674234945705824
logistic,kd_tree,13,entropy,1,0,0,22,adaptive,76,sqrt,14,10,kneighborsClassifier,6,10,lbfgs,distance,0.9605133267522211
identity,ball_tree,27,entropy,1,1,1,17,adaptive,96,sqrt,3,2,nnClassifier,10,10,lbfgs,distance,0.9486673247778875
tanh,kd_tree,20,gini,0,0,1,34,constant,6,log2,20,23,randomForestClassifier,4,2,adam,uniform,0.9674234945705824
tanh,brute,12,gini,0,1,0,6,invscaling,1,sqrt,15,11,randomForestClassifier,8,8,adam,uniform,0.9605133267522211
tanh,brute,31,entropy,1,1,0,30,adaptive,92,auto,19,34,kneighborsClassifier,2,6,sgd,uniform,0.9595261599210266
logistic,kd_tree,8,gini,0,0,1,18,constant,41,log2,5,15,nnClassifier,7,7,adam,uniform,0.9486673247778875
logistic,kd_tree,11,gini,1,1,0,16,adaptive,1,log2,16,11,nnClassifier,4,8,lbfgs,distance,0.9605133267522211
logistic,ball_tree,25,gini,1,0,0,39,adaptive,77,sqrt,2,22,kneighborsClassifier,7,10,sgd,distance,0.9605133267522211
identity,brute,11,entropy,1,0,0,15,adaptive,40,auto,10,36,nnClassifier,3,4,lbfgs,uniform,0.9605133267522211
identity,auto,31,entropy,0,1,1,10,adaptive,57,log2,12,21,randomForestClassifier,10,10,adam,uniform,0.9664363277393879
relu,brute,23,entropy,0,0,1,21,constant,69,auto,4,24,randomForestClassifier,7,7,sgd,distance,0.9684106614017769
tanh,auto,28,gini,0,0,1,28,invscaling,26,sqrt,14,33,randomForestClassifier,6,1,lbfgs,uniform,0.9674234945705824
relu,kd_tree,19,gini,0,1,0,2,adaptive,1,log2,8,14,nnClassifier,3,8,lbfgs,distance,0.9605133267522211
tanh,kd_tree,21,gini,0,1,0,21,adaptive,51,sqrt,15,28,nnClassifier,6,8,lbfgs,uniform,0.9605133267522211
identity,kd_tree,32,gini,1,1,1,34,invscaling,32,sqrt,3,11,nnClassifier,6,1,sgd,distance,0.9506416584402764
relu,kd_tree,14,gini,1,0,0,36,adaptive,88,log2,13,21,randomForestClassifier,2,5,lbfgs,uniform,0.9605133267522211
logistic,kd_tree,21,gini,1,1,0,15,invscaling,49,auto,9,38,nnClassifier,1,5,sgd,distance,0.9605133267522211
tanh,brute,24,gini,0,0,1,24,constant,42,sqrt,4,26,kneighborsClassifier,6,8,lbfgs,distance,0.9575518262586377
tanh,kd_tree,29,entropy,0,1,1,27,adaptive,42,sqrt,20,28,randomForestClassifier,7,1,sgd,uniform,0.9664363277393879
identity,auto,15,entropy,1,0,0,13,constant,62,sqrt,4,11,randomForestClassifier,3,1,adam,distance,0.9605133267522211
identity,ball_tree,32,gini,1,1,0,13,invscaling,38,auto,17,38,kneighborsClassifier,4,5,lbfgs,uniform,0.9595261599210266
tanh,brute,25,gini,1,0,1,11,invscaling,48,sqrt,6,3,randomForestClassifier,1,1,adam,uniform,0.9674234945705824
identity,auto,22,gini,0,0,1,25,adaptive,36,log2,4,12,nnClassifier,6,4,lbfgs,distance,0.9496544916090819
logistic,auto,28,entropy,1,0,0,12,invscaling,41,log2,7,37,kneighborsClassifier,8,1,adam,distance,0.9180651530108588
identity,ball_tree,14,entropy,1,0,1,40,adaptive,51,sqrt,9,6,randomForestClassifier,8,2,adam,uniform,0.9674234945705824
tanh,ball_tree,20,entropy,0,1,0,7,adaptive,1,log2,6,24,nnClassifier,6,4,lbfgs,distance,0.9605133267522211
tanh,ball_tree,26,gini,1,1,1,38,adaptive,52,sqrt,12,7,randomForestClassifier,1,6,adam,distance,0.9654491609081934
identity,auto,13,gini,0,0,1,17,adaptive,61,auto,2,15,kneighborsClassifier,10,5,adam,uniform,0.9624876604146101
logistic,auto,17,entropy,1,1,1,12,invscaling,13,log2,14,3,nnClassifier,8,2,lbfgs,uniform,0.9447186574531096
relu,kd_tree,14,entropy,0,1,1,26,invscaling,4,sqrt,14,40,randomForestClassifier,4,1,adam,distance,0.9654491609081934
logistic,kd_tree,20,gini,1,0,0,36,invscaling,32,auto,8,2,kneighborsClassifier,10,3,lbfgs,distance,0.9555774925962488
identity,auto,18,gini,0,1,1,34,constant,90,sqrt,15,10,randomForestClassifier,10,2,adam,uniform,0.9664363277393879
relu,ball_tree,24,entropy,0,0,0,19,constant,58,log2,6,30,randomForestClassifier,1,2,adam,distance,0
identity,brute,29,gini,0,1,1,19,invscaling,3,sqrt,6,15,kneighborsClassifier,5,2,sgd,uniform,0.9605133267522211
identity,auto,25,gini,0,1,1,6,constant,80,sqrt,14,14,nnClassifier,2,1,adam,uniform,0.9496544916090819
identity,brute,19,entropy,0,0,0,32,constant,68,sqrt,2,12,randomForestClassifier,2,7,lbfgs,uniform,0
relu,kd_tree,14,gini,0,0,0,22,constant,91,sqrt,8,27,randomForestClassifier,8,6,lbfgs,uniform,0
identity,brute,19,entropy,0,0,0,40,adaptive,98,sqrt,17,8,kneighborsClassifier,4,6,lbfgs,uniform,0
identity,kd_tree,12,gini,1,0,0,39,invscaling,52,auto,6,35,kneighborsClassifier,10,7,adam,distance,0.9605133267522211
logistic,brute,24,gini,0,0,1,8,adaptive,19,sqrt,6,20,nnClassifier,2,8,lbfgs,uniform,0.9486673247778875
identity,auto,25,gini,0,1,1,40,invscaling,3,log2,5,30,randomForestClassifier,5,5,sgd,distance,0.9664363277393879
tanh,kd_tree,13,entropy,1,0,1,27,adaptive,94,log2,2,24,nnClassifier,3,1,lbfgs,uniform,0.9486673247778875
identity,kd_tree,20,gini,1,0,0,22,invscaling,7,log2,20,5,randomForestClassifier,4,1,lbfgs,uniform,0.9605133267522211
relu,brute,15,gini,0,0,1,32,constant,19,sqrt,18,17,kneighborsClassifier,5,5,adam,uniform,0.9624876604146101
relu,kd_tree,32,gini,1,0,0,20,invscaling,42,auto,7,4,nnClassifier,5,1,adam,distance,0.9605133267522211
logistic,auto,18,entropy,1,1,0,16,invscaling,82,sqrt,8,30,nnClassifier,1,8,sgd,uniform,0.9605133267522211
relu,auto,14,entropy,0,1,0,25,invscaling,35,sqrt,2,39,randomForestClassifier,2,10,adam,distance,0.9605133267522211
identity,brute,16,gini,0,0,0,35,adaptive,72,auto,8,8,nnClassifier,6,8,adam,uniform,0
logistic,ball_tree,19,gini,1,0,1,4,constant,42,sqrt,12,32,randomForestClassifier,5,10,sgd,distance,0.9674234945705824
logistic,kd_tree,22,entropy,0,1,1,35,adaptive,12,auto,14,30,randomForestClassifier,5,4,sgd,uniform,0.9674234945705824
logistic,auto,25,entropy,0,1,0,3,constant,3,sqrt,4,22,kneighborsClassifier,7,3,adam,distance,0.9595261599210266
tanh,ball_tree,12,gini,1,1,0,15,constant,46,log2,9,6,nnClassifier,8,8,sgd,distance,0.9605133267522211
relu,ball_tree,19,entropy,0,1,0,27,invscaling,67,log2,8,32,kneighborsClassifier,5,4,sgd,distance,0.9605133267522211
relu,kd_tree,23,gini,0,0,1,14,adaptive,59,sqrt,19,20,kneighborsClassifier,3,9,lbfgs,distance,0.9575518262586377
identity,auto,28,gini,0,1,0,28,invscaling,46,auto,15,13,randomForestClassifier,6,2,adam,uniform,0.9605133267522211
identity,brute,16,gini,0,1,1,9,invscaling,50,auto,5,29,kneighborsClassifier,4,6,lbfgs,distance,0.9506416584402764
relu,ball_tree,29,entropy,1,1,1,37,invscaling,56,sqrt,20,19,kneighborsClassifier,7,4,lbfgs,uniform,0.9595261599210266
logistic,ball_tree,18,entropy,1,0,1,11,adaptive,57,sqrt,11,9,kneighborsClassifier,7,9,adam,uniform,0.9605133267522211
relu,ball_tree,22,gini,1,0,1,13,invscaling,60,log2,17,40,kneighborsClassifier,3,10,sgd,uniform,0.9605133267522211
identity,ball_tree,8,entropy,0,1,0,2,adaptive,37,log2,17,37,randomForestClassifier,8,1,adam,uniform,0.9605133267522211
logistic,auto,14,entropy,1,0,1,32,constant,79,sqrt,2,28,nnClassifier,10,4,lbfgs,distance,0.9486673247778875
tanh,kd_tree,30,entropy,0,1,1,38,constant,22,sqrt,18,29,kneighborsClassifier,1,1,lbfgs,distance,0.9387956564659428
