activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,10,entropy,0,1,1,21,adaptive,74,log2,13,2,nnClassifier,8,7,adam,uniform,0.9496544916090819
logistic,kd_tree,18,gini,1,1,1,30,invscaling,85,sqrt,13,21,randomForestClassifier,6,9,lbfgs,uniform,0.9654491609081934
tanh,ball_tree,15,entropy,1,0,1,27,constant,17,auto,18,11,kneighborsClassifier,3,3,sgd,distance,0.9536031589338598
logistic,kd_tree,14,gini,0,0,0,21,constant,82,log2,16,16,randomForestClassifier,3,1,lbfgs,distance,0
relu,kd_tree,24,entropy,1,1,1,14,invscaling,17,log2,17,6,nnClassifier,4,6,sgd,uniform,0.9605133267522211
identity,auto,24,gini,1,0,0,10,adaptive,83,log2,6,34,nnClassifier,1,4,lbfgs,uniform,0.9605133267522211
identity,ball_tree,32,gini,0,0,0,14,adaptive,96,auto,12,27,nnClassifier,10,8,sgd,uniform,0
identity,brute,9,entropy,1,1,0,10,constant,81,auto,4,18,randomForestClassifier,4,5,lbfgs,distance,0.9605133267522211
identity,auto,30,entropy,1,0,0,24,adaptive,69,log2,3,7,nnClassifier,8,8,lbfgs,distance,0.9605133267522211
logistic,ball_tree,12,entropy,1,0,1,28,invscaling,34,auto,13,37,randomForestClassifier,4,10,lbfgs,uniform,0.9674234945705824
