activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,kd_tree,10,gini,0,0,0,8,constant,51,log2,18,39,nnClassifier,6,7,lbfgs,distance,0
logistic,kd_tree,18,entropy,1,0,1,25,constant,56,sqrt,4,37,kneighborsClassifier,3,4,sgd,distance,0.9664363277393879
tanh,auto,19,entropy,1,1,1,32,adaptive,86,log2,12,2,randomForestClassifier,8,3,lbfgs,distance,0.9703849950641659
relu,ball_tree,18,entropy,0,1,0,7,constant,18,log2,11,25,kneighborsClassifier,7,4,sgd,distance,0.9684106614017769
logistic,ball_tree,11,entropy,1,0,1,19,invscaling,9,sqrt,2,39,randomForestClassifier,6,2,adam,distance,0.9684106614017769
identity,brute,22,entropy,1,0,0,14,invscaling,45,sqrt,7,8,nnClassifier,10,9,lbfgs,distance,0.9605133267522211
relu,auto,27,gini,0,0,1,23,invscaling,36,auto,5,7,randomForestClassifier,3,3,lbfgs,distance,0.9693978282329714
identity,ball_tree,31,entropy,1,0,0,35,invscaling,96,sqrt,5,5,nnClassifier,10,9,adam,distance,0.9605133267522211
relu,brute,32,entropy,0,1,0,32,invscaling,13,auto,9,15,nnClassifier,2,4,lbfgs,uniform,0.9605133267522211
identity,ball_tree,30,gini,0,1,1,34,adaptive,66,auto,16,27,nnClassifier,5,2,sgd,uniform,0.9407699901283317
logistic,brute,22,gini,1,1,1,26,invscaling,25,auto,6,25,randomForestClassifier,9,7,sgd,distance,0.9674234945705824
logistic,kd_tree,28,entropy,0,1,1,7,adaptive,18,sqrt,4,28,kneighborsClassifier,8,10,sgd,uniform,0.9693978282329714
identity,brute,27,entropy,0,1,1,34,adaptive,5,sqrt,13,38,kneighborsClassifier,8,9,adam,distance,0.9624876604146101
identity,auto,30,gini,1,0,1,37,invscaling,25,sqrt,8,25,randomForestClassifier,4,10,sgd,uniform,0.9664363277393879
identity,brute,13,entropy,1,0,1,15,constant,7,sqrt,19,32,kneighborsClassifier,1,6,lbfgs,distance,0.9684106614017769
relu,auto,22,entropy,1,0,0,28,adaptive,66,auto,17,31,nnClassifier,8,1,lbfgs,uniform,0.9605133267522211
relu,auto,27,entropy,0,1,0,5,invscaling,65,sqrt,5,3,randomForestClassifier,5,1,adam,distance,0.9693978282329714
relu,auto,20,gini,0,0,0,29,adaptive,100,sqrt,9,24,randomForestClassifier,10,9,lbfgs,distance,0
logistic,ball_tree,10,gini,1,1,1,4,adaptive,49,log2,13,4,randomForestClassifier,5,3,adam,distance,0.9684106614017769
