activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,13,gini,0,0,1,4,constant,65,sqrt,2,5,kneighborsClassifier,10,8,sgd,uniform,0.9654491609081934
tanh,auto,28,gini,1,1,1,13,invscaling,44,log2,6,6,nnClassifier,10,2,lbfgs,uniform,0.9368213228035538
logistic,brute,17,gini,1,0,1,27,adaptive,98,log2,19,24,randomForestClassifier,9,9,lbfgs,uniform,0.9654491609081934
identity,kd_tree,27,entropy,0,1,0,12,constant,51,auto,8,2,nnClassifier,1,2,sgd,uniform,0.9526159921026653
relu,brute,23,gini,1,1,0,27,constant,10,log2,17,27,randomForestClassifier,5,3,sgd,uniform,0.9644619940769991
relu,auto,16,gini,0,0,1,23,constant,12,log2,15,30,kneighborsClassifier,1,10,adam,uniform,0.9624876604146101
identity,kd_tree,12,gini,1,0,1,34,invscaling,62,log2,2,35,randomForestClassifier,1,6,adam,uniform,0.9674234945705824
tanh,auto,12,gini,1,0,0,17,invscaling,68,log2,5,15,randomForestClassifier,4,2,adam,distance,0.9644619940769991
relu,auto,31,entropy,0,0,0,26,adaptive,20,log2,2,37,randomForestClassifier,8,9,adam,uniform,0
logistic,ball_tree,14,gini,0,1,1,37,adaptive,87,log2,12,25,nnClassifier,4,9,sgd,distance,0.9358341559723593
tanh,auto,11,gini,0,1,0,23,invscaling,98,auto,6,35,kneighborsClassifier,10,5,adam,uniform,0.9644619940769991
tanh,kd_tree,12,entropy,1,1,1,24,constant,100,log2,15,26,nnClassifier,5,9,sgd,uniform,0.932872655478776
logistic,brute,30,gini,0,0,0,13,adaptive,23,auto,15,26,nnClassifier,3,5,lbfgs,distance,0
tanh,ball_tree,17,gini,0,1,1,8,invscaling,88,sqrt,10,23,kneighborsClassifier,7,9,sgd,distance,0.9575518262586377
logistic,kd_tree,26,entropy,0,1,1,33,adaptive,94,sqrt,7,21,randomForestClassifier,9,8,lbfgs,distance,0.9674234945705824
logistic,kd_tree,19,gini,0,1,0,38,constant,61,sqrt,5,40,randomForestClassifier,4,4,sgd,distance,0.9644619940769991
identity,ball_tree,15,entropy,0,1,0,24,adaptive,72,log2,18,17,nnClassifier,2,7,sgd,uniform,0.9526159921026653
logistic,auto,19,entropy,0,0,0,4,invscaling,83,sqrt,15,4,kneighborsClassifier,6,8,adam,distance,0
identity,auto,26,entropy,0,0,1,8,adaptive,70,log2,19,21,randomForestClassifier,5,10,adam,uniform,0.9664363277393879
tanh,ball_tree,22,entropy,1,0,0,28,constant,73,auto,10,6,nnClassifier,10,9,lbfgs,distance,0.9526159921026653
relu,kd_tree,27,entropy,0,1,1,35,invscaling,59,log2,15,33,randomForestClassifier,6,7,lbfgs,uniform,0.9674234945705824
logistic,ball_tree,25,gini,0,1,1,32,invscaling,11,log2,10,30,kneighborsClassifier,8,9,lbfgs,distance,0.9575518262586377
relu,auto,29,gini,0,0,0,12,constant,75,sqrt,8,32,nnClassifier,7,4,adam,distance,0
tanh,ball_tree,12,entropy,0,0,1,33,invscaling,23,auto,10,26,randomForestClassifier,10,3,sgd,uniform,0.9654491609081934
logistic,auto,31,gini,1,0,1,4,constant,88,log2,12,5,kneighborsClassifier,1,9,lbfgs,distance,0.9585389930898321
relu,brute,29,gini,0,0,0,9,invscaling,78,auto,17,12,randomForestClassifier,7,4,adam,distance,0
identity,brute,15,gini,0,1,0,35,adaptive,17,auto,7,22,nnClassifier,9,7,sgd,uniform,0.9526159921026653
logistic,brute,14,entropy,1,1,0,14,invscaling,94,log2,11,24,nnClassifier,2,4,adam,uniform,0.9526159921026653
identity,brute,30,entropy,0,1,0,12,constant,36,sqrt,10,11,nnClassifier,10,10,lbfgs,distance,0.9526159921026653
identity,auto,29,entropy,0,0,1,36,constant,89,sqrt,4,12,randomForestClassifier,10,7,adam,distance,0.9615004935834156
logistic,brute,12,entropy,0,0,0,28,invscaling,75,sqrt,17,7,nnClassifier,6,4,adam,uniform,0
relu,ball_tree,23,entropy,1,1,0,38,constant,67,auto,8,37,kneighborsClassifier,8,7,lbfgs,uniform,0.9644619940769991
identity,brute,28,entropy,1,1,1,3,invscaling,97,auto,11,5,randomForestClassifier,2,10,adam,distance,0.9664363277393879
tanh,brute,13,gini,0,0,0,15,invscaling,75,auto,7,20,nnClassifier,3,1,adam,uniform,0
relu,ball_tree,32,entropy,1,1,1,31,invscaling,35,auto,4,24,kneighborsClassifier,9,1,adam,uniform,0.9259624876604146
identity,brute,13,entropy,0,1,1,16,invscaling,38,sqrt,10,6,randomForestClassifier,10,6,adam,distance,0.9684106614017769
logistic,kd_tree,29,entropy,1,0,1,28,adaptive,39,auto,15,5,nnClassifier,9,4,sgd,uniform,0.9397828232971372
relu,brute,10,gini,1,1,0,9,adaptive,31,auto,16,12,nnClassifier,10,10,lbfgs,distance,0.9526159921026653
relu,ball_tree,15,entropy,0,1,1,20,adaptive,67,sqrt,4,4,randomForestClassifier,10,7,lbfgs,distance,0.9664363277393879
relu,ball_tree,23,entropy,1,0,1,10,invscaling,79,auto,12,8,kneighborsClassifier,10,2,sgd,uniform,0.9634748272458046
logistic,auto,9,gini,0,0,0,31,invscaling,18,auto,13,6,kneighborsClassifier,2,7,adam,uniform,0
relu,kd_tree,24,gini,0,0,0,39,invscaling,100,sqrt,10,14,randomForestClassifier,5,6,sgd,uniform,0
tanh,brute,21,gini,1,0,1,14,constant,22,log2,11,22,nnClassifier,5,5,sgd,distance,0.9378084896347483
relu,brute,32,entropy,0,0,1,23,invscaling,26,log2,16,27,kneighborsClassifier,4,6,lbfgs,distance,0.9555774925962488
tanh,kd_tree,26,entropy,0,1,0,24,constant,23,auto,7,26,randomForestClassifier,4,2,adam,distance,0.9644619940769991
identity,ball_tree,21,entropy,1,0,0,21,adaptive,6,sqrt,8,8,randomForestClassifier,7,2,sgd,distance,0.9644619940769991
logistic,kd_tree,29,entropy,1,1,0,9,invscaling,87,sqrt,16,37,randomForestClassifier,1,2,adam,distance,0.9644619940769991
tanh,kd_tree,29,entropy,1,0,1,18,constant,72,auto,2,26,nnClassifier,4,6,lbfgs,distance,0.9368213228035538
tanh,brute,10,entropy,0,1,1,23,constant,17,sqrt,5,12,randomForestClassifier,1,7,sgd,distance,0.9674234945705824
tanh,ball_tree,18,gini,1,0,0,25,constant,76,auto,2,11,nnClassifier,10,2,adam,distance,0.9526159921026653
tanh,kd_tree,32,entropy,1,0,0,25,adaptive,21,auto,12,4,kneighborsClassifier,4,10,lbfgs,uniform,0.9644619940769991
logistic,ball_tree,20,gini,1,0,1,19,adaptive,27,log2,18,27,nnClassifier,5,10,lbfgs,distance,0.9358341559723593
identity,auto,32,gini,1,0,1,25,adaptive,96,auto,7,37,kneighborsClassifier,4,10,adam,distance,0.9585389930898321
relu,kd_tree,8,entropy,0,0,0,12,constant,24,log2,12,18,randomForestClassifier,5,7,lbfgs,distance,0
logistic,kd_tree,16,gini,0,1,1,32,invscaling,24,auto,5,23,kneighborsClassifier,2,2,adam,uniform,0.9644619940769991
tanh,kd_tree,23,gini,0,0,0,12,adaptive,20,auto,19,9,nnClassifier,10,4,sgd,distance,0
logistic,kd_tree,29,entropy,0,1,1,16,adaptive,47,auto,16,10,randomForestClassifier,6,6,lbfgs,distance,0.9674234945705824
relu,ball_tree,32,entropy,1,0,1,28,adaptive,37,sqrt,12,12,kneighborsClassifier,2,10,adam,distance,0.9585389930898321
identity,auto,9,gini,0,0,1,28,adaptive,33,log2,10,20,nnClassifier,4,4,lbfgs,uniform,0.9387956564659428
