activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,21,entropy,0,1,0,7,invscaling,89,log2,19,16,kneighborsClassifier,10,1,sgd,distance,0.9220138203356367
relu,brute,20,entropy,0,1,1,3,constant,93,log2,16,3,nnClassifier,10,2,lbfgs,distance,0.9368213228035538
identity,brute,18,gini,1,0,1,10,adaptive,6,log2,16,25,randomForestClassifier,8,10,lbfgs,distance,0.9674234945705824
identity,auto,23,gini,1,1,0,28,invscaling,11,auto,7,29,nnClassifier,9,9,adam,uniform,0.9526159921026653
relu,brute,8,gini,0,1,0,15,invscaling,71,auto,10,14,kneighborsClassifier,10,2,sgd,distance,0.9644619940769991
tanh,auto,28,entropy,1,1,1,8,invscaling,24,sqrt,8,10,nnClassifier,8,8,adam,uniform,0.9387956564659428
tanh,kd_tree,12,gini,1,1,0,19,adaptive,29,auto,8,17,nnClassifier,2,10,adam,distance,0.9526159921026653
identity,kd_tree,18,gini,0,0,0,31,adaptive,47,auto,8,10,nnClassifier,10,10,adam,uniform,0
identity,kd_tree,10,gini,1,1,0,33,invscaling,96,sqrt,9,24,randomForestClassifier,7,4,sgd,uniform,0.9644619940769991
relu,kd_tree,20,entropy,1,1,0,5,constant,52,auto,2,25,kneighborsClassifier,4,8,lbfgs,distance,0.9585389930898321
identity,ball_tree,27,entropy,0,1,1,30,invscaling,91,log2,20,25,kneighborsClassifier,8,1,adam,distance,0.9516288252714709
tanh,kd_tree,30,entropy,0,1,0,3,constant,9,sqrt,17,16,nnClassifier,8,7,adam,uniform,0.9526159921026653
relu,auto,18,gini,0,1,1,16,adaptive,89,log2,8,9,kneighborsClassifier,1,10,lbfgs,uniform,0.9644619940769991
relu,brute,22,gini,1,0,0,12,adaptive,48,log2,11,10,kneighborsClassifier,9,7,lbfgs,distance,0.9644619940769991
logistic,auto,28,gini,0,0,1,13,constant,91,log2,9,38,kneighborsClassifier,6,5,adam,uniform,0.9575518262586377
logistic,auto,31,entropy,1,1,0,18,constant,83,sqrt,3,13,randomForestClassifier,9,3,sgd,uniform,0.9644619940769991
relu,kd_tree,19,entropy,0,1,0,36,invscaling,42,log2,2,34,randomForestClassifier,7,7,sgd,distance,0.9644619940769991
logistic,kd_tree,29,gini,0,0,1,28,constant,93,log2,12,9,randomForestClassifier,1,8,adam,distance,0.9654491609081934
identity,auto,16,gini,1,1,0,14,constant,94,auto,13,18,randomForestClassifier,2,7,lbfgs,distance,0.9644619940769991
tanh,brute,27,gini,0,0,1,8,adaptive,98,log2,2,13,randomForestClassifier,9,2,lbfgs,uniform,0.9615004935834156
identity,kd_tree,8,entropy,1,0,0,21,invscaling,63,sqrt,6,3,nnClassifier,2,6,lbfgs,distance,0.9526159921026653
logistic,brute,29,gini,1,0,1,36,adaptive,34,log2,10,3,nnClassifier,3,10,sgd,distance,0.9526159921026653
relu,brute,9,entropy,0,1,0,24,invscaling,48,log2,4,34,kneighborsClassifier,7,3,lbfgs,uniform,0.9644619940769991
tanh,auto,30,gini,0,0,1,24,invscaling,97,log2,12,27,randomForestClassifier,9,1,lbfgs,uniform,0.9654491609081934
relu,ball_tree,26,entropy,1,1,0,2,adaptive,26,log2,19,40,kneighborsClassifier,7,5,lbfgs,distance,0.9545903257650543
identity,brute,16,gini,1,0,1,20,invscaling,72,log2,13,21,kneighborsClassifier,1,3,lbfgs,uniform,0.9644619940769991
identity,auto,24,entropy,0,1,0,10,adaptive,85,sqrt,10,36,kneighborsClassifier,1,10,adam,distance,0.9644619940769991
relu,brute,19,gini,0,0,1,18,invscaling,59,sqrt,11,11,randomForestClassifier,3,6,sgd,uniform,0.9674234945705824
logistic,auto,12,gini,1,0,0,19,constant,55,sqrt,16,27,kneighborsClassifier,6,5,sgd,uniform,0.9644619940769991
relu,kd_tree,26,gini,0,1,1,39,constant,63,auto,16,13,kneighborsClassifier,1,1,adam,uniform,0.9516288252714709
logistic,auto,12,gini,0,1,1,15,adaptive,23,log2,7,6,kneighborsClassifier,2,6,sgd,uniform,0.9644619940769991
identity,brute,23,gini,1,0,1,40,invscaling,30,sqrt,9,24,kneighborsClassifier,7,6,lbfgs,distance,0.9585389930898321
relu,brute,13,entropy,0,0,0,22,constant,12,sqrt,5,2,kneighborsClassifier,4,9,sgd,uniform,0
logistic,brute,9,gini,1,1,0,16,invscaling,18,log2,16,24,randomForestClassifier,10,4,sgd,uniform,0.9644619940769991
logistic,brute,23,entropy,0,0,1,8,adaptive,90,sqrt,15,8,nnClassifier,3,3,adam,uniform,0.9338598223099703
tanh,ball_tree,19,entropy,0,0,1,11,adaptive,85,log2,16,35,nnClassifier,4,10,sgd,distance,0.9358341559723593
relu,brute,18,gini,0,0,1,20,adaptive,91,auto,19,25,randomForestClassifier,9,2,lbfgs,uniform,0.9684106614017769
identity,auto,18,gini,1,1,1,40,constant,31,sqrt,20,6,nnClassifier,6,8,sgd,distance,0.9417571569595261
relu,kd_tree,19,entropy,0,1,0,2,adaptive,47,sqrt,7,7,nnClassifier,8,3,sgd,distance,0.9526159921026653
relu,brute,21,gini,1,0,1,27,adaptive,72,log2,20,9,randomForestClassifier,2,1,sgd,uniform,0.9664363277393879
identity,auto,28,entropy,1,1,1,38,constant,4,auto,15,29,randomForestClassifier,3,3,sgd,distance,0.9644619940769991
