activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,15,gini,0,1,1,9,adaptive,53,log2,9,27,kneighborsClassifier,4,1,adam,uniform,0.9417571569595261
tanh,auto,26,gini,0,1,1,24,constant,28,log2,12,23,nnClassifier,3,1,adam,distance,0.9407699901283317
identity,auto,17,entropy,1,0,1,29,adaptive,3,sqrt,9,25,nnClassifier,1,6,adam,uniform,0.9447186574531096
relu,ball_tree,25,gini,1,1,0,15,invscaling,69,auto,20,24,nnClassifier,5,10,sgd,distance,0.9674234945705824
identity,auto,8,gini,0,1,1,22,invscaling,58,auto,5,39,randomForestClassifier,8,1,lbfgs,uniform,0.9565646594274433
relu,brute,27,entropy,0,1,1,18,invscaling,77,auto,2,24,randomForestClassifier,5,4,adam,distance,0.9585389930898321
identity,auto,9,entropy,0,1,1,4,invscaling,49,sqrt,6,30,randomForestClassifier,7,6,lbfgs,distance,0.9575518262586377
logistic,ball_tree,30,entropy,0,0,1,13,adaptive,47,auto,17,14,randomForestClassifier,10,5,lbfgs,uniform,0.9575518262586377
identity,auto,24,entropy,0,0,1,34,invscaling,88,log2,10,7,kneighborsClassifier,5,2,adam,uniform,0.9545903257650543
tanh,ball_tree,23,entropy,1,1,1,21,invscaling,24,log2,2,24,randomForestClassifier,7,7,sgd,uniform,0.9575518262586377
logistic,brute,18,entropy,0,0,1,22,invscaling,1,sqrt,14,19,nnClassifier,4,10,lbfgs,distance,0.9407699901283317
identity,auto,14,entropy,0,1,0,6,invscaling,42,auto,19,40,nnClassifier,7,9,sgd,uniform,0.9674234945705824
relu,kd_tree,30,gini,0,1,1,11,constant,61,log2,11,37,randomForestClassifier,4,2,sgd,uniform,0.9565646594274433
logistic,brute,13,gini,0,1,0,24,invscaling,46,auto,13,10,randomForestClassifier,7,5,sgd,uniform,0.9545903257650543
identity,auto,22,gini,1,1,0,39,constant,54,log2,11,5,randomForestClassifier,7,4,lbfgs,distance,0.9545903257650543
tanh,brute,13,gini,0,0,0,13,constant,86,log2,7,29,kneighborsClassifier,7,9,adam,distance,0
logistic,brute,15,gini,0,0,1,30,adaptive,52,auto,18,15,randomForestClassifier,3,8,lbfgs,distance,0.9575518262586377
tanh,ball_tree,14,gini,1,1,0,12,constant,2,log2,16,14,randomForestClassifier,9,4,adam,distance,0.9545903257650543
relu,ball_tree,26,entropy,0,0,0,17,adaptive,71,log2,18,30,kneighborsClassifier,10,4,sgd,uniform,0
identity,kd_tree,30,entropy,0,1,0,36,adaptive,44,log2,13,26,randomForestClassifier,7,2,lbfgs,uniform,0.9545903257650543
relu,ball_tree,8,gini,0,1,0,31,constant,34,sqrt,7,32,randomForestClassifier,6,10,adam,distance,0.9545903257650543
relu,auto,25,entropy,1,0,1,16,invscaling,10,log2,7,21,nnClassifier,8,1,sgd,uniform,0.9674234945705824
tanh,ball_tree,27,gini,0,1,1,20,adaptive,6,log2,18,35,kneighborsClassifier,10,6,lbfgs,distance,0.947680157946693
logistic,brute,26,gini,0,0,0,25,constant,79,auto,9,27,nnClassifier,2,4,adam,uniform,0
tanh,auto,28,gini,1,1,1,6,invscaling,2,sqrt,6,22,nnClassifier,10,1,adam,uniform,0.9397828232971372
logistic,auto,31,gini,1,1,0,32,adaptive,30,log2,10,16,nnClassifier,7,7,adam,distance,0.9674234945705824
tanh,brute,22,gini,1,0,0,20,adaptive,81,auto,20,16,randomForestClassifier,10,2,adam,uniform,0.9545903257650543
relu,brute,14,gini,0,1,1,13,adaptive,94,log2,20,18,kneighborsClassifier,2,2,lbfgs,distance,0.9417571569595261
tanh,auto,27,gini,0,0,0,36,invscaling,43,auto,17,6,kneighborsClassifier,7,10,sgd,uniform,0
logistic,auto,11,gini,1,1,1,20,constant,92,log2,15,19,kneighborsClassifier,5,2,sgd,distance,0.9210266535044422
identity,kd_tree,25,gini,0,1,1,25,adaptive,87,auto,4,15,kneighborsClassifier,8,1,adam,distance,0.9417571569595261
identity,brute,12,entropy,1,1,0,29,invscaling,67,log2,10,4,kneighborsClassifier,4,8,sgd,uniform,0.9545903257650543
tanh,brute,26,entropy,0,0,1,15,invscaling,52,auto,6,18,randomForestClassifier,10,9,adam,distance,0.9565646594274433
tanh,kd_tree,14,gini,0,1,0,23,constant,39,log2,14,14,randomForestClassifier,3,5,sgd,distance,0.9545903257650543
tanh,ball_tree,8,gini,0,1,0,19,constant,1,auto,20,7,nnClassifier,1,7,lbfgs,distance,0.9674234945705824
tanh,auto,31,entropy,0,0,0,27,invscaling,15,sqrt,11,10,kneighborsClassifier,6,1,sgd,distance,0
logistic,auto,19,gini,0,1,0,14,constant,69,sqrt,2,7,kneighborsClassifier,4,6,sgd,uniform,0.9545903257650543
tanh,auto,17,gini,1,1,1,16,constant,58,log2,2,3,nnClassifier,8,6,lbfgs,uniform,0.9397828232971372
identity,kd_tree,16,entropy,1,1,1,14,invscaling,96,log2,14,39,nnClassifier,6,3,adam,uniform,0.945705824284304
relu,kd_tree,10,gini,0,1,0,31,constant,3,auto,2,30,nnClassifier,4,8,lbfgs,uniform,0.9674234945705824
identity,auto,19,entropy,1,0,1,19,invscaling,25,log2,11,14,kneighborsClassifier,5,10,sgd,uniform,0.9545903257650543
identity,auto,30,entropy,1,0,0,36,constant,98,auto,9,22,kneighborsClassifier,3,9,sgd,distance,0.9526159921026653
logistic,kd_tree,12,entropy,1,1,0,4,constant,64,sqrt,19,10,nnClassifier,9,2,lbfgs,uniform,0.9674234945705824
relu,auto,19,gini,0,0,0,9,constant,19,log2,15,23,kneighborsClassifier,5,8,sgd,uniform,0
identity,auto,29,entropy,0,1,1,10,adaptive,4,sqrt,13,26,randomForestClassifier,10,3,adam,distance,0.9575518262586377
relu,brute,9,gini,1,1,1,25,adaptive,3,auto,10,25,kneighborsClassifier,10,7,sgd,uniform,0.9545903257650543
tanh,kd_tree,14,gini,1,0,1,40,constant,74,log2,11,25,nnClassifier,3,4,lbfgs,distance,0.9397828232971372
logistic,auto,32,entropy,0,1,1,6,invscaling,3,log2,7,29,nnClassifier,4,2,adam,distance,0.9417571569595261
logistic,ball_tree,26,gini,1,0,0,38,constant,5,log2,8,32,randomForestClassifier,9,2,lbfgs,uniform,0.9545903257650543
