activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,24,auto,8,14,nnRegressor,2,3,adam,distance,0.9999974794823242,6500.849609140074
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,20,auto,12,9,nnRegressor,3,3,adam,distance,0.998273280163558,6500.849649860058
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,11,auto,13,14,nnRegressor,3,3,adam,distance,0.9999853567813901,6500.849690428935
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,32,auto,14,16,nnRegressor,3,1,adam,distance,0.9999645244723435,6500.849731378024
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,92,auto,7,32,nnRegressor,2,4,adam,distance,0.9999891799530112,6500.849772267975
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,44,auto,11,12,nnRegressor,2,2,adam,distance,0.9999878210925247,6500.849813346984
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,66,auto,12,26,nnRegressor,3,4,adam,distance,0.9999761206264338,6500.849853777094
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,10,auto,8,28,nnRegressor,4,4,adam,distance,0.995282477048994,6500.849894236075
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,25,auto,8,28,nnRegressor,3,1,adam,distance,0.9983671880071994,6500.849934275961
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,39,auto,5,21,nnRegressor,3,5,adam,distance,0.9997041023514849,6765.7264896968845
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,62,auto,9,22,nnRegressor,1,3,adam,distance,0.9890679144864831,6765.726547976024
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,45,auto,9,7,nnRegressor,4,4,adam,distance,0.9984819456392106,6765.726590096019
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,14,auto,7,32,nnRegressor,2,4,adam,distance,0.9974901111984433,6765.726630924968
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,27,auto,5,29,nnRegressor,6,3,adam,distance,0.9994384193732153,6765.726671464974
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,54,auto,5,11,nnRegressor,7,2,adam,distance,0.9997819277479154,6765.72671195399
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,40,auto,8,21,nnRegressor,3,5,adam,distance,0.9997041023514849,6765.726752714021
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,40,auto,9,12,nnRegressor,3,4,adam,distance,0.9995636352677005,6765.726792853093
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,53,auto,13,15,nnRegressor,5,3,adam,distance,0.9863455821530464,6765.726832913002
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,40,auto,9,26,nnRegressor,5,2,adam,distance,0.999143170794189,6765.7268736420665
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,49,auto,8,11,nnRegressor,5,7,adam,distance,0.9998567134359869,6765.726913711056
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,20,auto,6,14,nnRegressor,4,4,adam,distance,0.999143170794189,6765.726953900885
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,24,auto,8,13,nnRegressor,2,4,adam,distance,0.9998725427624798,6765.72699431004
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,15,auto,9,10,nnRegressor,1,2,adam,distance,0.9999326384390684,6765.727034690091
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,28,auto,10,12,nnRegressor,3,2,adam,distance,0.9998567134359869,6765.727075198898
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,88,auto,6,28,nnRegressor,3,7,adam,distance,0.9998780876674895,6765.7271155091
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,40,auto,9,10,nnRegressor,4,3,adam,distance,0.9996961975525095,6765.727155827917
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,66,auto,13,22,nnRegressor,7,6,adam,distance,0.9994420452487371,6765.7271961378865
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,14,auto,4,24,nnRegressor,2,3,adam,distance,0.9979309649952942,6765.727246736875
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,21,auto,5,24,nnRegressor,3,5,adam,distance,0.9997454190134032,6765.727287475951
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,35,auto,6,22,nnRegressor,4,6,adam,distance,0.9997599953764728,7045.981491619023
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,58,auto,13,18,nnRegressor,5,5,adam,distance,0.9887283241784017,7045.981550308876
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,41,auto,8,11,nnRegressor,4,8,adam,distance,0.9984046170211046,7045.9815921580885
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,18,auto,10,35,nnRegressor,3,8,adam,distance,0.9998780876674895,7045.9816339670215
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,31,auto,9,25,nnRegressor,8,4,adam,distance,0.9983510876783046,7045.9816750569735
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,50,auto,6,13,nnRegressor,8,5,adam,distance,0.999433123706801,7045.981715576025
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,36,auto,5,17,nnRegressor,4,6,adam,distance,0.9997599953764728,7045.9817565260455
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,36,auto,11,16,nnRegressor,7,2,adam,distance,0.9997454190134032,7045.981796664884
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,49,auto,9,15,nnRegressor,3,2,adam,distance,0.9997891701262812,7045.981837155065
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,44,auto,6,22,nnRegressor,2,6,adam,distance,0.9996736843633016,7045.981877394021
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,45,auto,11,7,nnRegressor,3,3,adam,distance,0.9996736843633016,7045.981917303987
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,22,auto,5,12,nnRegressor,4,7,adam,distance,0.9984819456392106,7045.981957023032
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,20,auto,4,9,nnRegressor,5,3,adam,distance,0.9985480666329949,7045.981996801915
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,11,auto,13,9,nnRegressor,3,6,adam,distance,0.9884520321572194,7045.982036411995
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,32,auto,10,11,nnRegressor,3,1,adam,distance,0.9998567134359869,7045.98207613104
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,84,auto,8,26,nnRegressor,3,3,adam,distance,0.9997454190134032,7045.982115980936
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,36,auto,10,8,nnRegressor,5,4,adam,distance,0.9997354512858382,7045.982156299986
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,62,auto,13,18,nnRegressor,5,5,adam,distance,0.9997819277479154,7045.982196209952
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,16,auto,2,20,nnRegressor,3,5,adam,distance,0.9985480666329949,7045.982236329
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,20,auto,4,20,nnRegressor,3,7,adam,distance,0.9998725427624798,7045.982276329072
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,31,auto,7,22,nnRegressor,3,2,adam,distance,0.9984046170211046,7314.6602400569245
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,54,auto,9,22,nnRegressor,5,3,adam,distance,0.9993091751982175,7314.660299736075
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,45,auto,12,8,nnRegressor,3,10,adam,distance,0.9975112020380087,7314.660348634934
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,15,auto,7,31,nnRegressor,3,7,adam,distance,0.9988539458322491,7314.660390394973
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,27,auto,5,21,nnRegressor,4,2,adam,distance,0.9980202437625217,7314.660432053963
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,46,auto,5,9,nnRegressor,4,2,adam,distance,0.9975211521457417,7314.660472654039
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,32,auto,5,13,nnRegressor,3,5,adam,distance,0.9984819456392106,7314.660513763083
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,32,auto,7,18,nnRegressor,5,5,adam,distance,0.996015134725099,7314.660554903094
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,53,auto,13,19,nnRegressor,4,4,adam,distance,0.9993570853528506,7314.660595322028
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,46,auto,10,18,nnRegressor,5,2,adam,distance,0.9994384193732153,7314.660636211047
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,41,auto,13,11,nnRegressor,2,7,adam,distance,0.9997454190134032,7314.660676781088
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,23,auto,6,11,nnRegressor,2,5,adam,distance,0.9997354512858382,7314.660717210034
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,21,auto,8,9,nnRegressor,1,6,adam,distance,0.9996736843633016,7314.660757829901
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,11,auto,9,12,nnRegressor,4,6,adam,distance,0.9988539458322491,7314.660798249068
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,28,auto,14,15,nnRegressor,2,1,adam,distance,0.9997454190134032,7314.660839288961
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,80,auto,6,22,nnRegressor,3,2,adam,distance,0.9996273870455167,7314.660880187992
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,32,auto,14,12,nnRegressor,5,2,adam,distance,0.9993091751982175,7314.660920968046
relu,auto,9,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,58,auto,9,16,nnRegressor,3,1,adam,distance,0.9992237571509701,7314.660961627029
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,20,auto,4,16,nnRegressor,3,6,adam,distance,0.9994420452487371,7314.661002946086
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,23,auto,4,16,nnRegressor,3,3,adam,distance,0.9997454190134032,7314.661043656059
