activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
logistic,ball_tree,21,mae,0,0,1,1,0,0,0,1,0,1,0,1,7,constant,81,auto,9,3,nnRegressor,5,6,adam,distance,0.424778696636251,2161.5085131039377
tanh,ball_tree,10,mse,1,0,1,1,0,0,1,1,0,1,0,1,18,invscaling,90,sqrt,4,18,nnRegressor,3,8,sgd,distance,0.5024578843461943,2161.50855439296
logistic,ball_tree,25,mae,0,0,1,1,1,0,1,1,0,1,1,0,28,invscaling,48,log2,3,30,nnRegressor,4,3,sgd,distance,0.4741542352793864,2161.50859566289
tanh,ball_tree,28,mae,0,1,1,1,1,0,1,1,0,1,0,1,11,constant,18,log2,8,12,nnRegressor,3,2,lbfgs,distance,0.9869201541440011,2161.5086365118623
relu,ball_tree,14,mae,1,1,1,1,1,1,1,1,1,1,0,0,8,constant,38,auto,7,30,nnRegressor,3,8,sgd,distance,0.8016984466795019,2161.508677270962
relu,ball_tree,15,mse,0,1,1,1,0,0,0,1,0,1,0,1,8,invscaling,3,sqrt,9,22,nnRegressor,4,7,lbfgs,distance,0.5000637073835251,2161.5087188798934
identity,ball_tree,27,mae,0,1,1,1,1,0,0,1,1,1,0,1,16,invscaling,56,log2,5,5,nnRegressor,4,6,adam,distance,0.07740489298685693,2161.5087597898673
identity,ball_tree,27,mse,0,0,1,1,0,0,0,1,0,1,1,1,11,invscaling,14,auto,4,31,nnRegressor,4,8,lbfgs,distance,0.9998151308632587,2161.508800908923
logistic,ball_tree,10,mse,1,1,1,1,0,0,0,1,1,1,1,0,25,constant,47,log2,10,26,nnRegressor,6,7,sgd,distance,0.997896924403099,2161.508841617964
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,58,auto,2,29,nnRegressor,6,9,adam,distance,0.9988707082299051,2321.3741187870037
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,18,auto,4,31,nnRegressor,6,7,adam,distance,0.9619025899773592,2321.3741784258746
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,39,auto,4,8,nnRegressor,4,8,adam,distance,0.999825117641086,2321.374221205013
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,71,auto,2,18,nnRegressor,5,8,adam,distance,0.9993356469460204,2321.3742633140646
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,39,auto,4,8,nnRegressor,5,10,adam,distance,0.9990490062226333,2321.3743046938907
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,69,auto,7,30,nnRegressor,5,6,adam,distance,0.9993831250512596,2321.3743469929323
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,65,auto,12,8,nnRegressor,2,8,adam,distance,0.9994103743119752,2321.3743881720584
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,31,auto,3,8,nnRegressor,5,7,adam,distance,0.9998373699199224,2321.3744292519987
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,43,auto,8,29,nnRegressor,4,9,adam,distance,0.9999999730328134,2321.3744711310137
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,40,auto,7,18,nnRegressor,5,6,adam,distance,0.9993784447948516,2321.374512240058
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,9,auto,5,13,nnRegressor,3,8,adam,distance,0.9998914075603826,2321.3745529388543
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,77,auto,5,7,nnRegressor,2,8,adam,distance,0.9998250363694967,2321.3745939389337
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,86,auto,4,18,nnRegressor,2,9,adam,distance,0.9502572354138751,2321.374634498032
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,44,auto,3,34,nnRegressor,4,7,adam,distance,0.00898839302826071,2321.3746749269776
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,15,auto,4,16,nnRegressor,1,6,adam,distance,0.9992428198943738,2321.374715707032
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,34,auto,3,29,nnRegressor,4,9,adam,distance,0.9965958035364916,2321.3747561760247
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,7,auto,5,25,nnRegressor,5,7,adam,distance,0.9994727615330223,2321.3747963549104
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,52,auto,4,9,nnRegressor,6,5,adam,distance,0.9999996189237984,2321.37483653496
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,16,auto,2,29,nnRegressor,4,9,adam,distance,0.9999999964029587,2321.3748768640216
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,44,auto,12,30,nnRegressor,2,8,adam,distance,0.9978556547444656,2321.374917312991
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,54,auto,5,31,nnRegressor,7,9,adam,distance,0.9992593795161553,2592.126636735862
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,14,auto,2,32,nnRegressor,2,8,adam,distance,0.9992677638770017,2592.1266997549683
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,35,auto,4,12,nnRegressor,4,8,adam,distance,0.9991959448882085,2592.1267434440088
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,67,auto,5,22,nnRegressor,4,5,adam,distance,0.9991893697276157,2592.1267860329244
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,35,auto,4,12,nnRegressor,3,6,adam,distance,0.9989650878376745,2592.126828192966
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,65,auto,5,29,nnRegressor,4,9,adam,distance,0.9979674160123712,2592.1268698819913
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,61,auto,8,12,nnRegressor,6,8,adam,distance,0.9989790857372883,2592.1269121910445
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,27,auto,7,12,nnRegressor,3,8,adam,distance,0.9995020941467367,2592.126959139947
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,40,auto,12,30,nnRegressor,4,8,adam,distance,0.9969969836011313,2592.1270019500516
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,36,auto,10,22,nnRegressor,5,10,adam,distance,0.9991893697276157,2592.1270508589223
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,10,auto,3,17,nnRegressor,4,7,adam,distance,0.9996843141796417,2592.1270929179154
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,73,auto,3,11,nnRegressor,2,9,adam,distance,0.9990203862457296,2592.1271344369743
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,82,auto,4,22,nnRegressor,5,9,adam,distance,0.9998715882476344,2592.127175976988
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,40,auto,4,32,nnRegressor,4,9,adam,distance,0.9986407262605531,2592.1272170259617
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,12,auto,2,20,nnRegressor,5,9,adam,distance,0.9998391249244857,2592.1272585149854
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,30,auto,2,29,nnRegressor,5,9,adam,distance,0.9969969836011313,2592.1272996540647
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,11,auto,9,29,nnRegressor,4,8,adam,distance,0.9993299097064137,2592.127341174055
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,48,auto,5,13,nnRegressor,7,7,adam,distance,0.9993540711516472,2592.1273823329248
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,12,auto,4,31,nnRegressor,4,8,adam,distance,0.9971751785928463,2592.1274355719797
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,40,auto,8,33,nnRegressor,2,9,adam,distance,0.9998715882476344,2592.1274777608924
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,50,auto,6,32,nnRegressor,3,7,adam,distance,0.9993788297807669,2827.8786667939276
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,12,auto,2,32,nnRegressor,3,8,adam,distance,0.9994208959284172,2827.878734332975
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,37,auto,4,16,nnRegressor,4,7,adam,distance,0.9969969836011313,2827.8787781419232
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,63,auto,2,25,nnRegressor,3,7,adam,distance,0.998782547852304,2827.878821420949
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,5,constant,31,auto,4,16,nnRegressor,4,8,adam,distance,0.9998437317862693,2827.878863780992
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,61,auto,9,31,nnRegressor,3,5,adam,distance,0.9955731923642286,2827.878906100057
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,65,auto,12,13,nnRegressor,4,7,adam,distance,0.9992677638770017,2827.8789475988597
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,23,auto,4,16,nnRegressor,4,8,adam,distance,0.9997954093392197,2827.8789895689115
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,36,auto,8,30,nnRegressor,3,4,adam,distance,0.9984361535221226,2827.8790363380685
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,36,auto,6,19,nnRegressor,2,6,adam,distance,0.9968387083711306,2827.8790782268625
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,13,auto,4,21,nnRegressor,3,7,adam,distance,0.9955731923642286,2827.879119215999
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,69,auto,7,7,nnRegressor,3,7,adam,distance,0.9993646068853628,2827.879160445882
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,78,auto,4,26,nnRegressor,1,7,adam,distance,0.9991941631690328,2827.8792014350183
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,36,auto,4,31,nnRegressor,4,10,adam,distance,0.9986407262605531,2827.8792428739835
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,15,auto,5,20,nnRegressor,1,8,adam,distance,0.9991893697276157,2827.879283902934
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,27,auto,2,32,nnRegressor,5,9,adam,distance,0.9994357606326612,2827.879325202899
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,7,auto,10,25,nnRegressor,4,7,adam,distance,0.9983609239276879,2827.8793665920384
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,47,auto,4,17,nnRegressor,3,7,adam,distance,0.9990230504103669,2827.8794076610357
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,14,auto,5,32,nnRegressor,4,7,adam,distance,0.9986407262605531,2827.8794486909173
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,36,auto,4,34,nnRegressor,5,8,adam,distance,0.9994751880734684,2827.8794902400114
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,46,auto,3,31,nnRegressor,1,7,adam,distance,0.9993840462193176,3035.129407369066
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,13,auto,3,32,nnRegressor,4,8,adam,distance,0.9996267255173873,3035.129467187915
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,35,auto,4,20,nnRegressor,4,7,adam,distance,0.9975219004799616,3035.1295103079174
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,59,auto,2,21,nnRegressor,3,7,adam,distance,0.9992215746606701,3035.129552126862
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,27,auto,4,19,nnRegressor,3,6,adam,distance,0.9984361535221226,3035.1295941660646
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,57,auto,7,31,nnRegressor,5,6,adam,distance,0.9992215746606701,3035.1296352960635
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,61,auto,15,15,nnRegressor,1,8,adam,distance,0.9984361535221226,3035.1296767750755
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,24,auto,3,20,nnRegressor,4,6,adam,distance,0.9971751785928463,3035.1297178440727
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,32,auto,5,30,nnRegressor,4,6,adam,distance,0.9998287288252337,3035.129758744035
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,32,auto,2,23,nnRegressor,2,5,adam,distance,0.9996045800774838,3035.129799562972
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,9,auto,5,17,nnRegressor,4,7,adam,distance,0.9993675196537474,3035.129840351874
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,65,auto,9,11,nnRegressor,5,7,adam,distance,0.9996267255173873,3035.129881250905
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,74,auto,4,30,nnRegressor,3,10,adam,distance,0.9914153034418578,3035.129921921063
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,33,auto,4,34,nnRegressor,4,9,adam,distance,0.9986407262605531,3035.1299626899417
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,15,auto,6,24,nnRegressor,1,7,adam,distance,0.9910531674846759,3035.1300037789624
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,23,auto,5,28,nnRegressor,3,9,adam,distance,0.9991893697276157,3035.130051899003
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,3,auto,10,21,nnRegressor,4,7,adam,distance,0.9993849194444162,3035.1300927980337
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,43,auto,4,13,nnRegressor,4,6,adam,distance,0.9992215746606701,3035.130133426981
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,15,auto,4,31,nnRegressor,4,8,adam,distance,0.9971751785928463,3035.1301741669886
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,32,auto,8,30,nnRegressor,5,8,adam,distance,0.9994357606326612,3035.1302145859227
