activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,auto,32,mse,1,1,1,1,1,1,1,1,1,1,0,0,33,constant,42,auto,11,36,nnRegressor,2,8,adam,distance,0.08669568771552771,671.729960706085
tanh,ball_tree,32,mse,0,0,1,0,1,1,1,1,0,0,0,0,27,invscaling,94,auto,9,4,nnRegressor,2,7,adam,distance,0.9992596591369044,671.7300021359697
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,54,auto,12,25,nnRegressor,3,7,adam,distance,0.9964320847211752,873.3986252220348
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,65,auto,11,5,nnRegressor,1,6,adam,distance,0.9988090258861194,873.3986916509457
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,89,auto,8,5,nnRegressor,2,5,adam,distance,0.9987999808603224,873.3987474511378
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,81,auto,8,17,nnRegressor,5,5,adam,distance,-0.0003270655549201251,873.398789250059
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,30,auto,12,28,nnRegressor,1,5,adam,distance,0.9981778416567991,873.398832020117
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,62,auto,13,21,nnRegressor,1,6,adam,distance,0.9798022158968182,873.3988736190367
relu,auto,30,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,54,auto,10,3,nnRegressor,3,7,adam,distance,0.9998668645060613,873.398914659163
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,66,auto,11,27,nnRegressor,1,3,adam,distance,0.9985578663465342,873.3989559090696
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,75,auto,13,22,nnRegressor,4,7,adam,distance,0.9993900425854212,873.3989968381356
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,13,auto,11,6,nnRegressor,4,4,adam,distance,0.9992576266535583,873.3990375979338
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,67,auto,9,24,nnRegressor,2,8,adam,distance,0.9974240065093236,873.3990781579632
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,79,auto,10,31,nnRegressor,1,3,adam,distance,0.9998147380386533,873.399118547095
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,77,auto,12,28,nnRegressor,1,7,adam,distance,0.9989452503932995,873.399158946937
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,75,auto,8,4,nnRegressor,1,4,adam,distance,0.9981812230731673,873.3991993269883
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,52,auto,12,30,nnRegressor,2,7,adam,distance,0.9987794400019658,873.3992395559326
relu,auto,32,mse,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,83,auto,12,10,nnRegressor,2,3,adam,distance,0.9954773458094849,873.3992802461144
relu,auto,31,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,92,auto,13,20,nnRegressor,2,4,adam,distance,0.9978694135907158,873.3993207949679
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,31,auto,12,16,nnRegressor,1,6,adam,distance,0.9980641056595765,873.3993612851482
relu,auto,31,mse,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,46,auto,12,32,nnRegressor,1,8,adam,distance,0.9990639452276104,873.3994016251527
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,90,auto,9,6,nnRegressor,2,6,adam,distance,0.9992596591369044,873.3994429041632
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,51,auto,14,21,nnRegressor,1,6,adam,distance,0.9996299187094939,1058.039577030111
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,61,auto,8,4,nnRegressor,1,4,adam,distance,0.9890388384587996,1058.0396386091597
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,85,auto,11,4,nnRegressor,2,5,adam,distance,0.9985311921288187,1058.0396820190363
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,77,auto,12,21,nnRegressor,3,5,adam,distance,0.996533671545048,1058.0397335090674
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,34,auto,11,24,nnRegressor,2,7,adam,distance,0.9915738738948102,1058.0397748779505
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,58,auto,9,17,nnRegressor,1,6,adam,distance,0.967942860730909,1058.0398166279774
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,51,auto,13,7,nnRegressor,1,4,adam,distance,0.998075213878373,1058.039858537959
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,62,auto,15,23,nnRegressor,1,7,adam,distance,0.967942860730909,1058.039899647003
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,75,auto,9,18,nnRegressor,1,4,adam,distance,0.9982404026797128,1058.0399409169331
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,17,auto,8,4,nnRegressor,2,3,adam,distance,0.9983982015423404,1058.0399823170155
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,63,auto,13,20,nnRegressor,2,6,adam,distance,0.9990467851140707,1058.0400235159323
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,75,auto,12,27,nnRegressor,2,7,adam,distance,0.9907553249617905,1058.0400651360396
relu,auto,32,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,73,auto,11,24,nnRegressor,2,5,adam,distance,0.9890589802011567,1058.0401061750017
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,71,auto,12,7,nnRegressor,1,5,adam,distance,0.9890589802011567,1058.0401469650678
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,54,auto,10,26,nnRegressor,2,7,adam,distance,0.9996272602338825,1058.0401881150901
relu,auto,31,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,79,auto,13,6,nnRegressor,1,2,adam,distance,0.9997488069543811,1058.040229344042
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,88,auto,13,16,nnRegressor,2,4,adam,distance,0.9994371818420461,1058.0402702440042
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,35,auto,11,12,nnRegressor,3,5,adam,distance,0.9907553249617905,1058.040311084129
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,50,auto,11,28,nnRegressor,1,6,adam,distance,0.9977571571280959,1058.0403523331042
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,86,auto,10,3,nnRegressor,2,5,adam,distance,0.9969444623616344,1058.040405593114
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,53,auto,12,17,nnRegressor,3,5,adam,distance,0.9860147123616236,1229.4654622999951
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,57,auto,9,5,nnRegressor,5,4,adam,distance,0.9897069415863866,1229.465522119077
relu,auto,30,mse,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,81,auto,13,4,nnRegressor,2,5,adam,distance,0.9996799864396325,1229.4655652691144
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,73,auto,14,18,nnRegressor,1,5,adam,distance,0.9988978932571025,1229.4656074889936
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,38,auto,12,20,nnRegressor,3,6,adam,distance,0.9984259326948345,1229.4656497079413
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,54,auto,10,13,nnRegressor,3,4,adam,distance,0.9890589802011567,1229.4656912980136
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,51,auto,11,3,nnRegressor,2,4,adam,distance,0.967942860730909,1229.4657490670215
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,58,auto,12,19,nnRegressor,3,5,adam,distance,0.9931577161907064,1229.4657911870163
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,71,auto,11,14,nnRegressor,2,4,adam,distance,0.9905480355802965,1229.4658331470564
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,21,auto,10,4,nnRegressor,1,4,adam,distance,0.9994924800327203,1229.4658746661153
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,59,auto,14,16,nnRegressor,2,5,adam,distance,0.9997232656700291,1229.465916206129
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,71,auto,13,23,nnRegressor,1,9,adam,distance,0.9994924800327203,1229.4659574960824
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,69,auto,11,20,nnRegressor,2,4,adam,distance,0.9997488069543811,1229.4659989050124
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,67,auto,11,5,nnRegressor,3,6,adam,distance,0.9897069415863866,1229.4660401251167
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,51,auto,14,22,nnRegressor,2,4,adam,distance,0.9969444623616344,1229.4660818451084
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,75,auto,12,4,nnRegressor,1,4,adam,distance,0.9977571571280959,1229.4661228440236
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,84,auto,13,12,nnRegressor,2,5,adam,distance,0.9997232656700291,1229.4661643640138
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,39,auto,12,8,nnRegressor,2,4,adam,distance,0.9997020676164609,1229.4662058339454
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,50,auto,11,32,nnRegressor,4,8,adam,distance,0.9890589802011567,1229.4662479029503
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,82,auto,10,2,nnRegressor,2,5,adam,distance,0.9994001420294407,1229.4662892729975
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,55,auto,11,21,nnRegressor,3,7,adam,distance,0.9951626035090407,1400.9474186829757
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,56,auto,12,5,nnRegressor,5,7,adam,distance,0.9983187364580407,1400.9474783430342
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,77,auto,11,5,nnRegressor,2,5,adam,distance,0.9994744305708609,1400.9475210420787
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,69,auto,10,14,nnRegressor,1,5,adam,distance,0.9906963307513489,1400.9475629921071
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,42,auto,13,16,nnRegressor,2,5,adam,distance,0.9997020676164609,1400.947604381945
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,51,auto,11,9,nnRegressor,2,4,adam,distance,0.9996299187094939,1400.9476462011226
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,53,auto,12,7,nnRegressor,2,6,adam,distance,0.9994001420294407,1400.947687531123
relu,auto,30,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,54,auto,10,15,nnRegressor,3,4,adam,distance,0.9994509685751222,1400.9477404409554
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,67,auto,14,10,nnRegressor,3,4,adam,distance,0.9996272602338825,1400.947781240102
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,25,auto,9,6,nnRegressor,3,4,adam,distance,0.9907553249617905,1400.947821890004
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,55,auto,10,12,nnRegressor,2,6,adam,distance,0.9994001420294407,1400.9478624099866
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,75,auto,12,19,nnRegressor,1,5,adam,distance,0.9890589802011567,1400.9479027690832
relu,auto,32,mse,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,65,auto,13,16,nnRegressor,2,6,adam,distance,0.9969444623616344,1400.9479432390071
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,63,auto,12,4,nnRegressor,3,5,adam,distance,0.9997020676164609,1400.9479838691186
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,52,auto,10,18,nnRegressor,2,8,adam,distance,0.9994001420294407,1400.9480244880542
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,71,auto,11,8,nnRegressor,1,5,adam,distance,0.9907553249617905,1400.9480651679914
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,80,auto,11,8,nnRegressor,2,4,adam,distance,0.9996799864396325,1400.9481062879786
relu,auto,31,mse,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,42,auto,12,4,nnRegressor,2,5,adam,distance,0.9997232656700291,1400.9481464971323
relu,auto,32,mse,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,46,auto,12,28,nnRegressor,1,6,adam,distance,0.9970170337118606,1400.9481868969742
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,78,auto,12,5,nnRegressor,2,5,adam,distance,0.9969444623616344,1400.948227686109
