,feature_0,feature_1,feature_2,feature_3,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
65,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,75,auto,5,12,None,None,None,None,1.0,ok,157.81809603888541
66,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,22,sqrt,20,37,None,None,None,None,1.0,ok,158.24871679581702
67,1,1,0,1,kneighborsClassifier,None,auto,None,None,9,None,None,None,None,None,None,8,None,distance,1.0,ok,158.2976023547817
68,1,1,0,1,kneighborsClassifier,None,brute,None,None,21,None,None,None,None,None,None,4,None,uniform,1.0,ok,158.44843997783028
69,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,40,None,None,None,None,None,None,9,None,distance,1.0,ok,158.49649722198956
70,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,100,auto,3,7,None,None,None,None,1.0,ok,158.97545916796662
71,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,38,log2,8,24,None,None,None,None,1.0,ok,159.40925642685033
72,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,36,log2,11,24,None,None,None,None,1.0,ok,159.84951950795949
73,1,0,0,1,nnClassifier,logistic,None,29,None,None,invscaling,None,None,None,None,3,None,sgd,None,0.5439814814814815,ok,161.229510481935
74,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,52,sqrt,18,3,None,None,None,None,1.0,ok,161.70889439992607
75,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,6,None,None,None,None,None,None,2,None,uniform,1.0,ok,161.77763277781196
76,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,18,None,None,None,None,None,None,3,None,uniform,1.0,ok,161.84652097290382
77,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,16,log2,12,20,None,None,None,None,1.0,ok,162.28067071479745
78,1,0,0,1,nnClassifier,tanh,None,11,None,None,constant,None,None,None,None,7,None,sgd,None,0.5162037037037037,ok,182.40027942485176
79,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,63,auto,6,18,None,None,None,None,0.9861111111111112,ok,183.26635434897617
80,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,29,auto,11,29,None,None,None,None,1.0,ok,183.8120526499115
81,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,31,auto,11,28,None,None,None,None,0.7442129629629629,ok,184.9333857949823
82,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,92,auto,2,11,None,None,None,None,1.0,ok,185.41317766578868
83,1,0,0,1,kneighborsClassifier,None,auto,None,None,12,None,None,None,None,None,None,5,None,uniform,1.0,ok,185.4811074489262
84,1,0,0,0,kneighborsClassifier,None,auto,None,None,39,None,None,None,None,None,None,6,None,distance,0.9386574074074074,ok,185.52370036300272
85,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,76,sqrt,14,5,None,None,None,None,1.0,ok,186.0015116299037
86,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,83,sqrt,15,8,None,None,None,None,0.6400462962962963,ok,186.82324109296314
87,1,0,0,1,nnClassifier,logistic,None,24,None,None,invscaling,None,None,None,None,4,None,adam,None,0.5185185185185185,ok,203.4935236389283
88,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,71,auto,3,2,None,None,None,None,0.9861111111111112,ok,204.17323040799238
89,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,25,None,None,None,None,None,None,3,None,uniform,0.9745370370370371,ok,204.240673329914
90,0,1,0,1,kneighborsClassifier,None,brute,None,None,33,None,None,None,None,None,None,8,None,uniform,0.6481481481481481,ok,204.39680390595458
91,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,3,None,None,None,None,None,None,4,None,uniform,1.0,ok,204.46793119981885
92,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,2,None,None,None,None,None,None,4,None,uniform,1.0,ok,204.53723554778844
93,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,17,None,None,None,None,None,None,6,None,uniform,0.9548611111111112,ok,204.60049819597043
94,0,1,1,1,nnClassifier,tanh,None,21,None,None,constant,None,None,None,None,10,None,lbfgs,None,0.4930555555555556,ok,210.07735572685488
95,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,98,auto,5,7,None,None,None,None,1.0,ok,210.56363296997733
96,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,88,auto,5,16,None,None,None,None,1.0,ok,211.0454575929325
97,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,23,sqrt,17,36,None,None,None,None,1.0,ok,211.52853859378956
98,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,17,log2,19,32,None,None,None,None,0.9027777777777778,ok,212.20813419600017
99,0,0,0,1,nnClassifier,relu,None,14,None,None,constant,None,None,None,None,1,None,adam,None,0.4722222222222222,ok,230.51217807084322
