,feature_0,feature_1,feature_2,feature_3,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,1,1,nnClassifier,identity,None,19,None,None,adaptive,None,None,None,None,7,None,adam,None,0.46412037037037035,ok,5.23748788703233
1,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,6.0,None,None,None,None,None,None,9.0,None,uniform,0.9351851851851852,ok,5.286910446826369
2,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,12.0,sqrt,3.0,37.0,None,None,None,None,1.0,ok,5.674751193961129
3,0,0,1,0,nnClassifier,logistic,None,10,None,None,adaptive,None,None,None,None,1,None,lbfgs,None,0.5659722222222222,ok,5.836830754997209
4,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,63.0,auto,11.0,28.0,None,None,None,None,0.7037037037037037,ok,6.146308061899617
5,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,33.0,None,None,None,None,None,None,6.0,None,uniform,0.7037037037037037,ok,6.25560268596746
6,1,1,0,1,nnClassifier,logistic,None,13,None,None,invscaling,None,None,None,None,3,None,lbfgs,None,0.4965277777777778,ok,7.301475097890943
7,1,0,1,1,kneighborsClassifier,None,auto,None,None,36.0,None,None,None,None,None,None,8.0,None,uniform,0.9583333333333334,ok,7.352065235842019
8,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,32.0,None,None,None,None,None,None,9.0,None,uniform,0.9351851851851852,ok,7.4003360769711435
9,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,24.0,log2,10.0,28.0,None,None,None,None,1.0,ok,7.837036713957787
10,0,1,1,1,nnClassifier,tanh,None,24,None,None,adaptive,None,None,None,None,8,None,sgd,None,0.4895833333333333,ok,25.350079254014418
11,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,25.0,auto,10.0,19.0,None,None,None,None,0.9421296296296297,ok,26.436087158042938
12,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,7.0,log2,8.0,5.0,None,None,None,None,0.8912037037037037,ok,27.025137547869235
13,0,0,1,1,nnClassifier,tanh,None,12,None,None,invscaling,None,None,None,None,8,None,sgd,None,0.46412037037037035,ok,33.58860280085355
14,1,1,1,1,kneighborsClassifier,None,brute,None,None,25.0,None,None,None,None,None,None,7.0,None,distance,0.9699074074074074,ok,33.737745992839336
15,1,1,1,1,nnClassifier,identity,None,14,None,None,adaptive,None,None,None,None,10,None,sgd,None,0.4965277777777778,ok,56.12874590884894
16,1,1,1,1,nnClassifier,tanh,None,31,None,None,constant,None,None,None,None,10,None,lbfgs,None,0.4965277777777778,ok,57.04703220282681
17,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,94.0,auto,16.0,30.0,None,None,None,None,0.6631944444444444,ok,58.305744675919414
18,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,88.0,sqrt,12.0,10.0,None,None,None,None,0.7835648148148148,ok,59.08776910789311
19,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,16.0,sqrt,14.0,21.0,None,None,None,None,1.0,ok,59.5749719820451
20,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,41.0,log2,2.0,39.0,None,None,None,None,1.0,ok,60.022090662969276
21,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,50.0,log2,2.0,37.0,None,None,None,None,1.0,ok,60.473558282945305
22,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,60.0,sqrt,18.0,17.0,None,None,None,None,1.0,ok,61.16030842089094
23,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,51.0,sqrt,20.0,14.0,None,None,None,None,1.0,ok,61.73701735702343
24,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,47.0,log2,6.0,11.0,None,None,None,None,0.9328703703703703,ok,62.81618209485896
25,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,71.0,sqrt,20.0,21.0,None,None,None,None,1.0,ok,63.235496303997934
26,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,77.0,sqrt,5.0,34.0,None,None,None,None,1.0,ok,63.65476190391928
27,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,84.0,sqrt,5.0,34.0,None,None,None,None,1.0,ok,64.08080507698469
28,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,83.0,sqrt,7.0,2.0,None,None,None,None,1.0,ok,64.68990724091418
29,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,77.0,sqrt,6.0,3.0,None,None,None,None,0.9247685185185185,ok,65.48257037485018
30,1,1,1,1,kneighborsClassifier,None,auto,None,None,4.0,None,None,None,None,None,None,1.0,None,distance,0.9768518518518519,ok,65.53431365103461
31,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,73.0,sqrt,14.0,23.0,None,None,None,None,1.0,ok,65.95246257190593
32,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,38.0,sqrt,20.0,15.0,None,None,None,None,0.8946759259259259,ok,66.8818358189892
33,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,sqrt,9.0,7.0,None,None,None,None,0.7777777777777778,ok,68.03565112594515
34,1,0,0,1,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,2.0,None,distance,1.0,ok,68.13918760698289
35,1,0,0,0,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,2.0,None,distance,0.9004629629629629,ok,68.24430056894198
36,0,1,0,1,nnClassifier,relu,None,31,None,None,constant,None,None,None,None,4,None,adam,None,0.46412037037037035,ok,71.5339020700194
37,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,63.0,log2,18.0,17.0,None,None,None,None,1.0,ok,71.98733736295253
38,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,64.0,log2,4.0,25.0,None,None,None,None,1.0,ok,72.41318523092195
39,0,0,1,0,kneighborsClassifier,None,brute,None,None,16.0,None,None,None,None,None,None,3.0,None,distance,0.5752314814814815,ok,72.53675940888934
40,1,1,1,1,nnClassifier,relu,None,25,None,None,constant,None,None,None,None,1,None,adam,None,0.4965277777777778,ok,82.6052871409338
41,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,37.0,log2,2.0,40.0,None,None,None,None,1.0,ok,83.03509926400147
42,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
43,1,0,0,1,kneighborsClassifier,None,brute,None,None,24.0,None,None,None,None,None,None,4.0,None,distance,1.0,ok,83.21164218592457
44,1,1,0,1,nnClassifier,relu,None,19,None,None,invscaling,None,None,None,None,5,None,sgd,None,0.33912037037037035,ok,102.66514757089317
45,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,62.0,auto,18.0,17.0,None,None,None,None,1.0,ok,103.22447215486318
46,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,23.0,None,None,None,None,None,None,4.0,None,distance,0.5798611111111112,ok,103.2652832728345
47,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,55.0,sqrt,14.0,10.0,None,None,None,None,1.0,ok,103.81195808993652
48,1,0,1,1,nnClassifier,identity,None,26,None,None,invscaling,None,None,None,None,3,None,lbfgs,None,0.4965277777777778,ok,104.05025099287741
49,0,0,0,1,kneighborsClassifier,None,brute,None,None,10.0,None,None,None,None,None,None,5.0,None,distance,0.5486111111111112,ok,104.1440328869503
50,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,57.0,log2,18.0,13.0,None,None,None,None,0.9803240740740741,ok,105.03448964492418
51,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,69.0,auto,16.0,35.0,None,None,None,None,1.0,ok,105.5495039448142
52,1,0,0,1,nnClassifier,logistic,None,8,None,None,constant,None,None,None,None,6,None,adam,None,0.4976851851851852,ok,126.1529832968954
53,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,99.0,log2,4.0,32.0,None,None,None,None,0.7037037037037037,ok,126.47534930286929
54,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,73.0,sqrt,13.0,24.0,None,None,None,None,1.0,ok,126.95169063401408
55,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,25.0,log2,3.0,37.0,None,None,None,None,0.9432870370370371,ok,127.70386524801143
56,1,0,1,1,nnClassifier,identity,None,16,None,None,adaptive,None,None,None,None,2,None,lbfgs,None,0.4965277777777778,ok,128.06215404183604
57,0,0,1,1,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,5.0,None,distance,0.7245370370370371,ok,128.21187063585967
58,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,87.0,sqrt,8.0,23.0,None,None,None,None,1.0,ok,128.85848565283231
59,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,86.0,sqrt,8.0,28.0,None,None,None,None,1.0,ok,129.50376421399415
60,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,94.0,auto,10.0,27.0,None,None,None,None,0.9872685185185185,ok,130.41662472998723
61,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,28.0,auto,18.0,18.0,None,None,None,None,1.0,ok,130.8447797279805
62,0,0,1,1,nnClassifier,tanh,None,29,None,None,invscaling,None,None,None,None,9,None,sgd,None,0.46412037037037035,ok,140.53315042098984
63,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,78.0,sqrt,16.0,20.0,None,None,None,None,1.0,ok,140.9372520118486
64,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,45.0,sqrt,15.0,7.0,None,None,None,None,0.9016203703703703,ok,141.64063076395541
65,1,0,0,1,kneighborsClassifier,None,brute,None,None,19.0,None,None,None,None,None,None,1.0,None,distance,1.0,ok,141.72438355186023
66,1,0,0,1,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,1.0,None,distance,1.0,ok,141.80852516298182
67,1,0,0,1,kneighborsClassifier,None,auto,None,None,27.0,None,None,None,None,None,None,3.0,None,uniform,1.0,ok,141.8751632559579
68,1,0,1,1,kneighborsClassifier,None,auto,None,None,29.0,None,None,None,None,None,None,7.0,None,uniform,0.96875,ok,141.93995382403955
69,1,0,0,1,kneighborsClassifier,None,auto,None,None,11.0,None,None,None,None,None,None,3.0,None,uniform,1.0,ok,142.00610487582162
70,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,3.0,None,None,None,None,None,None,2.0,None,distance,1.0,ok,142.05625123297796
71,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,2.0,None,None,None,None,None,None,10.0,None,distance,1.0,ok,142.10714415600523
72,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,7.0,None,None,None,None,None,None,8.0,None,distance,0.9780092592592593,ok,142.15275354590267
73,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,19.0,None,None,None,None,None,None,1.0,None,distance,1.0,ok,142.20104314689524
74,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,38.0,None,None,None,None,None,None,6.0,None,distance,1.0,ok,142.25686750002205
75,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,81.0,log2,7.0,31.0,None,None,None,None,1.0,ok,142.69251871993765
76,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,91.0,sqrt,11.0,2.0,None,None,None,None,1.0,ok,143.12922838097438
77,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,69.0,log2,12.0,27.0,None,None,None,None,0.7037037037037037,ok,143.45596908591688
78,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,65.0,sqrt,3.0,30.0,None,None,None,None,1.0,ok,143.86743603204377
79,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,82.0,sqrt,6.0,34.0,None,None,None,None,0.9432870370370371,ok,144.63801767700352
80,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,95.0,sqrt,9.0,22.0,None,None,None,None,1.0,ok,145.04490427603014
81,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,100.0,sqrt,9.0,5.0,None,None,None,None,1.0,ok,145.58467460982502
82,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,90.0,sqrt,12.0,4.0,None,None,None,None,0.7835648148148148,ok,146.35805307282135
83,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,4.0,log2,2.0,38.0,None,None,None,None,1.0,ok,146.81836425000802
84,1,0,0,0,nnClassifier,relu,None,21,None,None,constant,None,None,None,None,5,None,adam,None,0.48148148148148145,ok,162.28417191794142
85,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,67.0,sqrt,7.0,30.0,None,None,None,None,1.0,ok,162.77058375393972
86,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,74.0,sqrt,5.0,35.0,None,None,None,None,1.0,ok,163.2622949818615
87,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,22.0,None,None,None,None,None,None,4.0,None,uniform,0.7037037037037037,ok,163.33932228386402
88,1,0,0,0,kneighborsClassifier,None,brute,None,None,13.0,None,None,None,None,None,None,4.0,None,distance,0.9050925925925926,ok,163.49119244795293
89,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,13.0,auto,13.0,12.0,None,None,None,None,1.0,ok,164.0516157578677
90,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,31.0,auto,19.0,15.0,None,None,None,None,1.0,ok,164.63271509995684
91,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,61.0,auto,17.0,16.0,None,None,None,None,0.6597222222222222,ok,165.80989454803057
92,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,8.0,None,None,None,None,None,None,2.0,None,distance,1.0,ok,165.8639542039018
93,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,11.0,None,None,None,None,None,None,2.0,None,distance,0.8981481481481481,ok,165.91177863394842
94,1,0,1,1,nnClassifier,logistic,None,8,None,None,constant,None,None,None,None,6,None,adam,None,0.4976851851851852,ok,204.38684460683726
95,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,58.0,log2,15.0,9.0,None,None,None,None,1.0,ok,204.93608867493458
96,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,53.0,log2,2.0,9.0,None,None,None,None,0.6655092592592593,ok,206.20993469492532
97,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,17.0,log2,10.0,19.0,None,None,None,None,0.9872685185185185,ok,207.13148599490523
98,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,31.0,auto,19.0,14.0,None,None,None,None,1.0,ok,207.56921018403955
99,1,0,0,1,nnClassifier,identity,None,22,None,None,adaptive,None,None,None,None,7,None,sgd,None,0.4976851851851852,ok,222.1308180638589
