,feature_0,feature_1,feature_2,feature_3,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,16,None,None,None,None,None,None,3,None,distance,0.6238425925925926,ok,0.20177546795457602
1,0,1,0,1,kneighborsClassifier,None,brute,None,None,39,None,None,None,None,None,None,9,None,uniform,0.6412037037037037,ok,0.38443481898866594
2,0,1,1,1,nnClassifier,identity,None,22.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,0.4756944444444444,ok,0.5911908969283104
3,1,0,1,1,nnClassifier,tanh,None,30.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.5127314814814815,ok,15.247054890030995
4,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,3,None,None,None,None,None,None,6,None,uniform,0.7719907407407407,ok,15.296698217047378
5,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,69.0,auto,13.0,6.0,None,None,None,None,1.0,ok,15.834820213960484
6,0,1,0,0,nnClassifier,tanh,None,28.0,None,None,constant,None,None,None,None,6.0,None,lbfgs,None,0.5196759259259259,ok,20.79573547304608
7,1,0,0,0,nnClassifier,logistic,None,29.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,0.5104166666666666,ok,28.911930904956535
8,0,0,1,0,nnClassifier,identity,None,12.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,0.5451388888888888,ok,29.002045287983492
9,1,1,1,0,nnClassifier,tanh,None,17.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,0.5081018518518519,ok,56.00297844596207
10,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,4,None,None,None,None,None,None,9,None,uniform,0.9675925925925926,ok,56.056216032011434
11,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,3.0,sqrt,14.0,7.0,None,None,None,None,0.7997685185185185,ok,56.477724007098004
12,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,19,None,None,None,None,None,None,2,None,uniform,0.5613425925925926,ok,56.52403364307247
13,1,0,0,0,nnClassifier,tanh,None,19.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.5081018518518519,ok,62.31518121203408
14,0,0,1,1,nnClassifier,tanh,None,17.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.4976851851851852,ok,84.46306856605224
15,1,1,0,0,kneighborsClassifier,None,auto,None,None,16,None,None,None,None,None,None,4,None,uniform,0.9710648148148148,ok,84.51025173906237
16,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,36,None,None,None,None,None,None,5,None,distance,1.0,ok,84.54329576599412
17,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,42.0,auto,3.0,18.0,None,None,None,None,0.6412037037037037,ok,85.69816560903564
18,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,17.0,log2,12.0,10.0,None,None,None,None,0.6238425925925926,ok,86.65699234302156
