activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,75,auto,3,22,nnClassifier,3,5,adam,distance,0.99609375,816.6802038238384
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,18,auto,9,15,nnClassifier,6,7,adam,distance,0.99609375,816.6802528328262
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,23,auto,2,16,nnClassifier,4,4,adam,distance,0.99609375,816.6803108518943
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,32,auto,5,17,nnClassifier,4,4,adam,distance,0.99609375,816.680360050872
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,22,auto,2,16,nnClassifier,4,3,adam,distance,0.99609375,816.6804092598613
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,31,auto,2,14,nnClassifier,1,5,adam,distance,0.998046875,816.6804587889928
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,22,auto,6,22,nnClassifier,4,6,adam,distance,0.998046875,816.6805169580039
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,48,auto,2,14,nnClassifier,4,1,adam,distance,0.99609375,816.6805664768908
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,33,auto,2,18,nnClassifier,4,4,adam,distance,0.99609375,816.6806157059036
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,71,auto,2,17,nnClassifier,2,5,adam,distance,0.99609375,816.6806644448079
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,45,auto,2,18,nnClassifier,3,4,adam,distance,0.99609375,816.6807135939598
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,10,auto,4,18,nnClassifier,4,4,adam,distance,0.99609375,1081.9632202968933
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,25,auto,3,21,nnClassifier,5,5,adam,distance,0.994140625,1081.9632996348664
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,65,auto,3,12,nnClassifier,7,2,adam,distance,0.994140625,1081.9633696838282
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,36,auto,8,16,nnClassifier,4,5,adam,distance,0.99609375,1081.9634210928343
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,78,auto,12,13,nnClassifier,4,6,adam,distance,0.998046875,1081.9634730417747
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,67,auto,2,21,nnClassifier,1,4,adam,distance,0.99609375,1081.9635246908292
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,27,auto,2,18,nnClassifier,3,1,adam,distance,0.99609375,1081.9635765999556
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,43,auto,7,13,nnClassifier,4,4,adam,distance,0.99609375,1081.9636275889352
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,33,auto,9,16,nnClassifier,4,4,adam,distance,0.99609375,1081.9636791478842
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,71,auto,2,18,nnClassifier,5,4,adam,distance,0.99609375,1081.9637305068318
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,14,auto,9,15,nnClassifier,5,3,adam,distance,0.99609375,1081.963781365892
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,23,auto,2,16,nnClassifier,4,4,adam,distance,0.99609375,1081.9638326549903
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,30,auto,4,16,nnClassifier,4,4,adam,distance,0.99609375,1081.9638856837992
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,21,auto,2,17,nnClassifier,4,4,adam,distance,0.99609375,1081.9639373729005
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,27,auto,3,17,nnClassifier,5,2,adam,distance,0.998046875,1081.9639889819082
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,24,auto,10,20,nnClassifier,7,2,adam,distance,0.994140625,1081.9640411608852
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,44,auto,4,14,nnClassifier,4,2,adam,distance,0.99609375,1081.964092498878
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,29,auto,4,19,nnClassifier,2,4,adam,distance,0.99609375,1081.9641447779723
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,67,auto,2,18,nnClassifier,3,5,adam,distance,0.99609375,1081.964196676854
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,41,auto,2,18,nnClassifier,2,4,adam,distance,0.998046875,1081.9642488358077
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,11,auto,2,22,nnClassifier,4,4,adam,distance,0.99609375,1358.992356510833
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,25,auto,2,25,nnClassifier,5,4,adam,distance,0.994140625,1358.9924412399996
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,61,auto,5,10,nnClassifier,7,4,adam,distance,0.99609375,1358.9924960378557
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,32,auto,10,15,nnClassifier,6,6,adam,distance,0.99609375,1358.9925484368578
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,74,auto,8,13,nnClassifier,4,5,adam,distance,0.99609375,1358.9926013459917
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,63,auto,2,22,nnClassifier,3,4,adam,distance,0.998046875,1358.9926535349805
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,24,auto,2,17,nnClassifier,3,5,adam,distance,0.998046875,1358.992705913959
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,39,auto,11,16,nnClassifier,4,2,adam,distance,0.99609375,1358.9927586819977
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,36,auto,5,17,nnClassifier,5,5,adam,distance,0.99609375,1358.9928117808886
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,67,auto,6,18,nnClassifier,6,3,adam,distance,0.994140625,1358.992863429943
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,18,auto,5,14,nnClassifier,4,7,adam,distance,0.99609375,1358.9929151688702
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,23,auto,2,16,nnClassifier,4,4,adam,distance,0.99609375,1358.992966957856
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,34,auto,5,17,nnClassifier,4,1,adam,distance,0.99609375,1358.9930184569675
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,22,auto,2,16,nnClassifier,4,3,adam,distance,0.99609375,1358.9930708447937
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,23,auto,2,18,nnClassifier,2,4,adam,distance,0.99609375,1358.9931225639302
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,25,auto,14,24,nnClassifier,4,3,adam,distance,0.99609375,1358.993172892835
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,40,auto,4,18,nnClassifier,4,1,adam,distance,0.99609375,1358.9932238420006
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,33,auto,5,15,nnClassifier,2,4,adam,distance,0.99609375,1358.9932745909318
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,63,auto,2,18,nnClassifier,4,5,adam,distance,0.998046875,1358.9933442289475
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,37,auto,2,18,nnClassifier,6,4,adam,distance,0.998046875,1358.9933954579756
