activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,66,auto,6,26,nnClassifier,6,6,adam,distance,0.9921875,546.5350302460138
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,74,auto,8,15,nnClassifier,5,6,adam,distance,0.9921875,546.5350802659523
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,2,auto,7,6,nnClassifier,8,7,adam,distance,0.9921875,546.5351305750664
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,30,auto,7,7,nnClassifier,4,6,adam,distance,0.9921875,546.5351810141001
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,29,auto,7,17,nnClassifier,3,7,adam,distance,0.9921875,546.5352315639611
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,63,auto,7,8,nnClassifier,6,6,adam,distance,0.9921875,546.5352819829714
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,41,auto,13,13,nnClassifier,6,6,adam,distance,0.9921875,546.5353322229348
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,53,auto,7,10,nnClassifier,5,6,adam,distance,0.990234375,546.5353930220008
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,2,auto,10,8,nnClassifier,6,5,adam,distance,0.9921875,546.5354448219296
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,43,auto,8,6,nnClassifier,10,5,adam,distance,0.9921875,546.5355052510276
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,12,auto,5,7,nnClassifier,6,6,adam,distance,0.9921875,546.5355547401123
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,85,auto,8,7,nnClassifier,7,9,adam,distance,0.9921875,546.5356035700534
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,3,auto,7,8,nnClassifier,7,6,adam,distance,0.9921875,685.1882506080437
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,74,auto,10,5,nnClassifier,7,7,adam,distance,0.9921875,685.188321077032
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,38,auto,5,15,nnClassifier,6,4,adam,distance,0.9921875,685.1883717570454
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,67,auto,10,24,nnClassifier,7,6,adam,distance,0.9921875,685.1884218561463
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,13,auto,7,15,nnClassifier,7,5,adam,distance,0.9921875,685.1884814859368
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,33,auto,9,7,nnClassifier,7,7,adam,distance,0.9921875,685.188531684922
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,17,auto,7,6,nnClassifier,7,6,adam,distance,0.9921875,685.1885813050903
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,30,auto,7,24,nnClassifier,8,6,adam,distance,0.9921875,685.1886305939406
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,62,auto,9,22,nnClassifier,6,6,adam,distance,0.9921875,685.1886801831424
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,70,auto,6,13,nnClassifier,7,6,adam,distance,0.9921875,685.1887295229826
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,2,auto,7,10,nnClassifier,8,5,adam,distance,0.9921875,685.1887786020525
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,26,auto,7,9,nnClassifier,5,4,adam,distance,0.9921875,685.1888281020802
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,25,auto,7,13,nnClassifier,5,6,adam,distance,0.9921875,685.1888775411062
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,59,auto,7,8,nnClassifier,5,5,adam,distance,0.9921875,685.1889268110972
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,37,auto,9,10,nnClassifier,6,6,adam,distance,0.9921875,685.1889762100764
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,49,auto,6,9,nnClassifier,9,8,adam,distance,0.990234375,685.18902626005
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,4,auto,6,8,nnClassifier,6,7,adam,distance,0.9921875,685.1890760590322
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,39,auto,10,6,nnClassifier,6,5,adam,distance,0.9921875,685.1891258389223
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,8,auto,6,9,nnClassifier,7,6,adam,distance,0.9921875,685.1891754481476
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,81,auto,10,9,nnClassifier,7,10,adam,distance,0.9921875,685.189225147944
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,3,auto,7,8,nnClassifier,7,6,adam,distance,0.9921875,832.5255504639354
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,70,auto,6,8,nnClassifier,8,5,adam,distance,0.9921875,832.525620552944
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,34,auto,5,17,nnClassifier,9,4,adam,distance,0.9921875,832.525672523072
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,63,auto,9,20,nnClassifier,7,6,adam,distance,0.9921875,832.5257227420807
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,9,auto,11,15,nnClassifier,7,9,adam,distance,0.9921875,832.5257730321027
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,32,auto,10,9,nnClassifier,7,6,adam,distance,0.9921875,832.5258230410982
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,13,auto,7,7,nnClassifier,8,8,adam,distance,0.9921875,832.5258724710438
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,26,auto,9,24,nnClassifier,8,4,adam,distance,0.9921875,832.5259219601285
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,58,auto,13,18,nnClassifier,8,5,adam,distance,0.9921875,832.5259713791311
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,70,auto,5,11,nnClassifier,10,6,adam,distance,0.9921875,832.5260207590181
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,2,auto,7,7,nnClassifier,6,4,adam,distance,0.9921875,832.5260699579958
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,25,auto,7,8,nnClassifier,7,8,adam,distance,0.990234375,832.5261194179766
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,29,auto,7,11,nnClassifier,5,7,adam,distance,0.9921875,832.5261691471096
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,55,auto,7,8,nnClassifier,7,4,adam,distance,0.9921875,832.5262183570303
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,constant,41,auto,9,10,nnClassifier,6,6,adam,distance,0.9921875,832.5262678060681
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,45,auto,7,8,nnClassifier,9,8,adam,distance,0.9921875,832.5263174159918
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,4,auto,10,8,nnClassifier,5,8,adam,distance,0.9921875,832.5263666850515
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,35,auto,11,9,nnClassifier,4,8,adam,distance,0.9921875,832.5264163049869
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,8,auto,3,6,nnClassifier,9,6,adam,distance,0.9921875,832.5264787341002
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,constant,77,auto,8,9,nnClassifier,7,8,adam,distance,0.9921875,832.5265285531059
