activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,83,auto,3,31,nnClassifier,1,5,adam,distance,0.99609375,935.7942338080611
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,70,auto,8,33,nnClassifier,1,5,adam,distance,0.99609375,935.7942855178844
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,14,auto,8,28,nnClassifier,1,5,adam,distance,0.99609375,935.7943365869578
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,40,auto,8,32,nnClassifier,1,4,adam,distance,0.99609375,935.7943866469432
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,23,auto,6,26,nnClassifier,1,6,adam,distance,0.99609375,935.7944365860894
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,61,auto,12,32,nnClassifier,1,6,adam,distance,0.990234375,935.794486095896
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,20,auto,7,34,nnClassifier,1,5,adam,distance,0.990234375,935.7945359349251
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,15,auto,10,33,nnClassifier,1,5,adam,distance,0.99609375,935.7945856349543
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,35,auto,5,14,nnClassifier,1,5,adam,distance,0.99609375,935.7946354448795
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,31,auto,10,28,nnClassifier,2,5,adam,distance,0.99609375,935.7946846738923
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,41,auto,7,20,nnClassifier,1,4,adam,distance,0.99609375,935.7947341040708
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,86,auto,9,24,nnClassifier,1,7,adam,distance,0.99609375,935.7947836429812
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,37,auto,8,32,nnClassifier,1,3,adam,distance,0.99609375,935.7948329329956
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,42,auto,7,33,nnClassifier,1,4,adam,distance,0.9921875,935.7948967220727
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,55,auto,6,30,nnClassifier,2,5,adam,distance,0.994140625,935.7949624019675
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,11,auto,12,35,nnClassifier,1,4,adam,distance,0.99609375,935.7950125508942
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,51,auto,8,19,nnClassifier,1,7,adam,distance,0.98828125,935.7950627910905
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,40,auto,8,32,nnClassifier,1,5,adam,distance,0.99609375,935.7951128710993
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,21,auto,7,32,nnClassifier,1,7,adam,distance,0.99609375,935.7951632800978
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,33,auto,6,23,nnClassifier,1,4,adam,distance,0.99609375,1209.1054443488829
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,79,auto,7,27,nnClassifier,1,5,adam,distance,0.99609375,1209.105513988994
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,66,auto,7,37,nnClassifier,1,5,adam,distance,0.99609375,1209.1055660080165
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,18,auto,7,30,nnClassifier,1,5,adam,distance,0.99609375,1209.1056179180741
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,37,auto,9,32,nnClassifier,1,5,adam,distance,0.99609375,1209.1056689468678
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,27,auto,9,28,nnClassifier,1,5,adam,distance,0.99609375,1209.105719666928
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,57,auto,8,32,nnClassifier,1,6,adam,distance,0.99609375,1209.1057702070102
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,24,auto,7,34,nnClassifier,1,5,adam,distance,0.99609375,1209.105820426019
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,19,auto,7,32,nnClassifier,1,9,adam,distance,0.99609375,1209.1058703260496
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,39,auto,9,18,nnClassifier,1,5,adam,distance,0.99609375,1209.1059199250303
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,35,auto,9,31,nnClassifier,2,5,adam,distance,0.98828125,1209.105979614891
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,38,auto,7,16,nnClassifier,1,6,adam,distance,0.99609375,1209.1060295740608
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,82,auto,10,24,nnClassifier,1,7,adam,distance,0.99609375,1209.1060790841002
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,41,auto,10,32,nnClassifier,1,5,adam,distance,0.99609375,1209.1061289829668
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,38,auto,7,31,nnClassifier,1,5,adam,distance,0.99609375,1209.1061784129124
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,51,auto,8,30,nnClassifier,1,5,adam,distance,0.98828125,1209.106228243094
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,15,auto,9,31,nnClassifier,1,6,adam,distance,0.99609375,1209.106277761981
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,47,auto,8,23,nnClassifier,1,7,adam,distance,0.99609375,1209.1063272920437
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,40,auto,8,32,nnClassifier,1,5,adam,distance,0.99609375,1209.1063767310698
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,25,auto,10,33,nnClassifier,1,4,adam,distance,0.99609375,1209.1064264010638
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,37,auto,8,25,nnClassifier,1,5,adam,distance,0.99609375,1484.8383853049017
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,77,auto,4,31,nnClassifier,1,5,adam,distance,0.99609375,1484.8384529140312
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,62,auto,8,33,nnClassifier,1,5,adam,distance,0.99609375,1484.8385046639014
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,22,auto,6,32,nnClassifier,3,5,adam,distance,0.99609375,1484.8385560230818
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,40,auto,5,28,nnClassifier,1,5,adam,distance,0.99609375,1484.838606453035
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,31,auto,10,25,nnClassifier,1,4,adam,distance,0.99609375,1484.838656411972
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,53,auto,7,32,nnClassifier,1,5,adam,distance,0.99609375,1484.8387055720668
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,25,auto,7,31,nnClassifier,1,5,adam,distance,0.99609375,1484.8387550818734
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,23,auto,11,28,nnClassifier,1,10,adam,distance,0.99609375,1484.8388044410385
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,35,auto,7,22,nnClassifier,1,7,adam,distance,0.99609375,1484.8388539708685
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,32,auto,12,29,nnClassifier,2,5,adam,distance,0.990234375,1484.8389038199093
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,38,auto,10,20,nnClassifier,1,5,adam,distance,0.99609375,1484.83896336006
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,78,auto,11,25,nnClassifier,3,6,adam,distance,0.99609375,1484.8390138889663
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,41,auto,11,32,nnClassifier,1,5,adam,distance,0.99609375,1484.8390636788681
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,42,auto,9,32,nnClassifier,1,4,adam,distance,0.99609375,1484.839113597991
relu,auto,9,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,47,auto,9,33,nnClassifier,1,5,adam,distance,0.99609375,1484.83916373807
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,19,auto,8,30,nnClassifier,1,6,adam,distance,0.99609375,1484.8392131179571
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,45,auto,8,27,nnClassifier,1,5,adam,distance,0.99609375,1484.8392624668777
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,40,auto,8,32,nnClassifier,1,5,adam,distance,0.99609375,1484.839311867021
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,24,auto,10,32,nnClassifier,1,8,adam,distance,0.99609375,1484.8393615160603
