activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,86,auto,10,20,nnClassifier,2,1,adam,distance,0.891941391941392,416.5974484181497
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,26,auto,6,13,nnClassifier,2,5,adam,distance,0.2967032967032967,416.5975030870177
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,76,auto,9,21,nnClassifier,2,2,adam,distance,0.304029304029304,416.5975569060538
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,49,auto,8,20,nnClassifier,4,1,adam,distance,0.2893772893772894,416.5976099250838
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,49,auto,10,32,nnClassifier,3,1,adam,distance,0.891941391941392,416.5976634440012
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,12,auto,11,22,nnClassifier,3,6,adam,distance,0.8498168498168498,416.59771642414853
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,86,auto,7,22,nnClassifier,2,3,adam,distance,0.9908424908424909,416.5977696031332
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,89,auto,9,22,nnClassifier,2,5,adam,distance,0.2875457875457875,416.5978226221632
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,87,auto,7,31,nnClassifier,6,2,adam,distance,0.8827838827838828,416.5978753711097
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,65,auto,8,13,nnClassifier,2,2,adam,distance,0.336996336996337,416.59792823018506
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,63,auto,9,8,nnClassifier,5,1,adam,distance,0.8736263736263736,416.59798129904084
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,86,auto,8,21,nnClassifier,2,2,adam,distance,0.9835164835164835,416.59803460910916
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,49,auto,12,23,nnClassifier,5,1,adam,distance,0.8846153846153846,416.5980884281453
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,86,auto,8,16,nnClassifier,1,1,adam,distance,0.3791208791208791,416.5981414071284
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,48,auto,8,19,nnClassifier,3,3,adam,distance,0.9871794871794872,416.59819442615844
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,89,auto,8,20,nnClassifier,2,2,adam,distance,0.8974358974358975,416.59824737510644
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,92,auto,9,20,nnClassifier,2,2,adam,distance,0.8901098901098901,416.5983002539724
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,74,auto,4,20,nnClassifier,2,1,adam,distance,0.8956043956043956,416.5983532741666
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,68,auto,9,21,nnClassifier,2,2,adam,distance,0.27106227106227104,416.5984165831469
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,33,auto,10,21,nnClassifier,4,5,adam,distance,0.2875457875457875,933.7067162340973
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,90,auto,11,22,nnClassifier,2,5,adam,distance,0.2875457875457875,933.7067904630676
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,30,auto,8,17,nnClassifier,4,1,adam,distance,0.27289377289377287,933.7068464821205
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,80,auto,6,25,nnClassifier,2,3,adam,distance,0.27472527472527475,933.7069015810266
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,53,auto,8,21,nnClassifier,3,4,adam,distance,0.27472527472527475,933.7069558200892
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,53,auto,12,28,nnClassifier,5,5,adam,distance,0.2783882783882784,933.7070100700948
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,16,auto,11,19,nnClassifier,2,6,adam,distance,0.28205128205128205,933.7070645191707
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,89,auto,10,21,nnClassifier,4,3,adam,distance,0.27289377289377287,933.7071189279668
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,92,auto,11,22,nnClassifier,5,1,adam,distance,0.2857142857142857,933.7071798869874
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,89,auto,10,32,nnClassifier,3,6,adam,distance,0.28205128205128205,933.7072342659812
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,69,auto,8,17,nnClassifier,4,4,adam,distance,0.27472527472527475,933.7072884060908
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,67,auto,10,12,nnClassifier,9,3,adam,distance,0.27106227106227104,933.7073424251284
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,90,auto,9,19,nnClassifier,6,4,adam,distance,0.2875457875457875,933.7073964541778
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,53,auto,16,25,nnClassifier,2,2,adam,distance,0.27106227106227104,933.7074595531449
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,89,auto,4,20,nnClassifier,5,4,adam,distance,0.34065934065934067,933.7075140019879
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,52,auto,10,23,nnClassifier,4,3,adam,distance,0.2783882783882784,933.7075680720154
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,93,auto,5,19,nnClassifier,6,2,adam,distance,0.27472527472527475,933.7076219611336
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,88,auto,9,23,nnClassifier,6,6,adam,distance,0.27289377289377287,933.7076761100907
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,78,auto,8,19,nnClassifier,5,5,adam,distance,0.2802197802197802,933.7077296990901
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,72,auto,11,18,nnClassifier,3,3,adam,distance,0.27289377289377287,933.7077873081435
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,37,auto,10,20,nnClassifier,5,4,adam,distance,0.2893772893772894,1432.500452307053
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,87,auto,10,23,nnClassifier,4,4,adam,distance,0.2857142857142857,1432.5005195259582
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,34,auto,8,13,nnClassifier,5,5,adam,distance,0.2875457875457875,1432.5005740551278
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,76,auto,4,23,nnClassifier,6,7,adam,distance,0.28205128205128205,1432.5006278951187
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,57,auto,12,22,nnClassifier,5,3,adam,distance,0.28205128205128205,1432.5006811839994
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,57,auto,16,29,nnClassifier,9,8,adam,distance,0.27106227106227104,1432.5007343930192
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,20,auto,14,20,nnClassifier,5,3,adam,distance,0.2692307692307692,1432.5007873619907
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,89,auto,12,19,nnClassifier,5,3,adam,distance,0.2838827838827839,1432.5008399521466
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,95,auto,14,23,nnClassifier,3,5,adam,distance,0.28205128205128205,1432.500892701093
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,89,auto,6,32,nnClassifier,2,5,adam,distance,0.2765567765567766,1432.5009453000966
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,73,auto,7,21,nnClassifier,5,3,adam,distance,0.2838827838827839,1432.500997909112
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,71,auto,6,16,nnClassifier,7,4,adam,distance,0.2893772893772894,1432.5010504489765
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,88,auto,11,23,nnClassifier,4,2,adam,distance,0.28205128205128205,1432.5011032181792
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,54,auto,12,21,nnClassifier,3,2,adam,distance,0.2857142857142857,1432.5011558670085
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,88,auto,4,21,nnClassifier,1,1,adam,distance,0.28205128205128205,1432.5012086960487
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,56,auto,6,20,nnClassifier,3,3,adam,distance,0.2838827838827839,1432.5012615160085
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,90,auto,6,23,nnClassifier,6,4,adam,distance,0.28205128205128205,1432.5013142451644
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,91,auto,8,23,nnClassifier,7,5,adam,distance,0.2838827838827839,1432.5013669240288
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,82,auto,6,23,nnClassifier,4,1,adam,distance,0.27106227106227104,1432.5014295731671
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,76,auto,10,17,nnClassifier,4,3,adam,distance,0.2765567765567766,1432.5014823130332
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,41,auto,9,21,nnClassifier,2,5,adam,distance,0.27106227106227104,1906.152599814115
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,85,auto,12,20,nnClassifier,5,4,adam,distance,0.2765567765567766,1906.1526688630693
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,38,auto,5,13,nnClassifier,5,5,adam,distance,0.2765567765567766,1906.1527252420783
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,77,auto,8,24,nnClassifier,3,5,adam,distance,0.28205128205128205,1906.1527799819596
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,61,auto,8,22,nnClassifier,4,1,adam,distance,0.28205128205128205,1906.15283547109
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,53,auto,12,33,nnClassifier,6,4,adam,distance,0.2838827838827839,1906.1528899201658
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,24,auto,13,21,nnClassifier,2,7,adam,distance,0.27106227106227104,1906.152944399044
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,86,auto,10,20,nnClassifier,3,3,adam,distance,0.27106227106227104,1906.1529991689604
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,91,auto,14,22,nnClassifier,4,5,adam,distance,0.2802197802197802,1906.1530539381783
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,88,auto,6,28,nnClassifier,3,3,adam,distance,0.28205128205128205,1906.1531081970315
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,77,auto,10,17,nnClassifier,1,3,adam,distance,0.27106227106227104,1906.1531630661339
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,75,auto,8,15,nnClassifier,3,2,adam,distance,0.2802197802197802,1906.1532180060167
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,89,auto,11,25,nnClassifier,3,3,adam,distance,0.2838827838827839,1906.1532723449636
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,58,auto,12,25,nnClassifier,5,1,adam,distance,0.27289377289377287,1906.1533264240716
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,87,auto,8,17,nnClassifier,2,1,adam,distance,0.34798534798534797,1906.1533808831591
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,60,auto,5,20,nnClassifier,4,3,adam,distance,0.28205128205128205,1906.1534455430228
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,86,auto,10,23,nnClassifier,2,3,adam,distance,0.2802197802197802,1906.153500012122
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,95,auto,6,22,nnClassifier,6,3,adam,distance,0.2838827838827839,1906.1535544809885
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,78,auto,4,19,nnClassifier,1,5,adam,distance,0.29120879120879123,1906.1536089200526
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,76,auto,9,21,nnClassifier,3,3,adam,distance,0.2765567765567766,1906.1536704800092
