activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,8,mae,0,0,0,1,0,0,1,1,0,0,1,1,0,1,32,invscaling,20,auto,12,30,randomForestRegressor,8,6,sgd,uniform,0.682603181324805
identity,ball_tree,25,poisson,0,1,0,1,0,0,1,0,0,1,0,1,0,1,10,constant,40,sqrt,9,9,nnRegressor,7,5,lbfgs,distance,0.7009675523248075
tanh,kd_tree,29,poisson,0,0,0,1,0,1,1,0,0,1,1,1,0,1,23,adaptive,100,log2,20,8,nnRegressor,9,2,adam,uniform,0.6994009281445811
identity,auto,19,mae,0,0,1,0,1,0,1,0,0,0,0,0,1,1,20,constant,10,sqrt,14,35,nnRegressor,10,6,lbfgs,uniform,0.6980935991964223
relu,brute,20,poisson,1,0,1,0,1,1,1,1,0,1,1,0,1,1,34,constant,14,auto,20,15,kneighborsRegressor,10,2,sgd,distance,0.6657481311246671
relu,kd_tree,11,mae,1,1,1,1,1,1,1,0,1,0,0,1,0,0,36,adaptive,36,auto,16,29,kneighborsRegressor,5,9,adam,distance,0.6322097458443652
identity,kd_tree,29,mse,0,0,1,0,1,1,1,1,1,0,1,0,0,1,15,adaptive,34,auto,5,22,nnRegressor,5,10,sgd,distance,0.6214311474185821
tanh,brute,19,mae,0,1,1,1,1,1,1,1,0,1,0,0,1,0,31,invscaling,59,log2,2,16,nnRegressor,1,1,lbfgs,uniform,0.7137670969537733
relu,kd_tree,16,mae,0,0,1,0,0,1,1,0,0,1,1,0,0,0,8,invscaling,76,sqrt,5,9,randomForestRegressor,1,8,sgd,distance,0.633324444067467
identity,brute,16,mae,0,0,0,0,0,0,0,0,0,0,1,1,1,0,39,invscaling,37,auto,12,6,nnRegressor,2,4,sgd,uniform,0.6973461431296657
identity,brute,13,poisson,1,1,1,0,0,0,1,1,0,1,0,0,1,1,38,constant,32,log2,12,25,nnRegressor,4,2,adam,distance,0.7381945532605318
identity,auto,31,mae,1,1,0,0,1,0,1,1,0,1,0,0,1,1,33,adaptive,61,log2,19,8,kneighborsRegressor,3,6,sgd,uniform,0.7472663878311303
logistic,auto,8,mse,1,1,1,1,0,1,0,1,1,1,0,1,1,0,8,constant,70,auto,19,37,nnRegressor,2,5,lbfgs,uniform,-0.0008215199754875169
logistic,ball_tree,25,mae,0,0,1,1,1,1,0,0,0,1,1,0,0,0,8,invscaling,89,auto,3,35,nnRegressor,10,6,adam,uniform,0.6445015788506283
tanh,ball_tree,27,mse,0,1,1,1,1,0,0,1,0,0,0,1,0,0,39,constant,50,sqrt,16,26,randomForestRegressor,7,9,sgd,uniform,0.6523427323697151
logistic,brute,30,mse,0,1,0,0,1,0,0,0,1,1,1,0,1,1,38,invscaling,74,sqrt,20,10,nnRegressor,9,7,adam,uniform,0.7421001347798544
logistic,kd_tree,16,poisson,0,1,0,0,1,1,1,0,0,0,0,0,0,1,6,adaptive,44,log2,16,27,nnRegressor,10,1,adam,uniform,0.6489629883384893
relu,ball_tree,20,poisson,1,0,0,1,0,0,0,0,1,0,1,1,0,1,25,invscaling,19,log2,16,4,nnRegressor,5,3,adam,distance,0.705468601760717
logistic,kd_tree,27,mse,0,1,1,0,1,0,1,0,1,0,0,0,1,0,24,adaptive,8,auto,9,30,kneighborsRegressor,7,3,adam,uniform,0.6043959579372693
relu,brute,28,poisson,0,1,0,0,1,1,1,0,1,0,0,0,1,1,24,adaptive,78,sqrt,2,29,randomForestRegressor,1,10,lbfgs,distance,0.6440186317283887
logistic,ball_tree,31,mse,0,1,0,0,0,0,0,0,0,1,1,1,0,1,21,adaptive,7,log2,13,20,randomForestRegressor,4,4,adam,uniform,0.7041013036271874
relu,ball_tree,19,mae,0,0,0,1,1,0,1,1,1,0,1,0,1,0,21,constant,64,sqrt,16,19,nnRegressor,10,10,adam,uniform,0.682558133444714
identity,ball_tree,31,mse,0,1,1,1,0,1,0,1,1,1,1,1,0,1,28,adaptive,74,auto,5,36,nnRegressor,7,3,sgd,uniform,0.7105535489371722
tanh,kd_tree,26,poisson,0,1,1,0,1,1,0,1,1,1,1,0,1,1,7,adaptive,39,auto,7,14,kneighborsRegressor,3,1,sgd,uniform,0.5080030788746012
relu,brute,18,poisson,0,1,0,1,0,1,0,0,1,1,1,0,1,0,15,adaptive,13,sqrt,18,24,kneighborsRegressor,2,2,lbfgs,distance,0.5852345741378026
tanh,auto,21,mse,0,1,0,1,0,0,0,0,1,0,1,1,1,1,33,invscaling,37,sqrt,6,11,nnRegressor,2,7,adam,uniform,0.7637413780079131
logistic,auto,32,mae,0,1,1,1,1,1,0,0,1,0,0,1,1,0,17,constant,64,log2,13,26,nnRegressor,10,9,adam,uniform,0.7513370456087076
logistic,brute,8,mae,1,0,1,0,0,0,1,0,0,1,1,0,1,0,11,invscaling,97,log2,9,13,randomForestRegressor,8,10,sgd,uniform,0.7419777302167261
tanh,kd_tree,29,poisson,0,1,1,1,1,0,0,0,0,1,1,0,1,0,38,adaptive,68,auto,5,14,randomForestRegressor,3,5,sgd,distance,0.6475722277115659
logistic,auto,9,poisson,1,0,0,1,1,0,1,0,1,0,0,1,1,0,15,invscaling,39,auto,2,13,kneighborsRegressor,9,4,sgd,distance,0.6803965303833
logistic,brute,12,mae,1,1,0,1,0,0,1,0,0,0,0,1,0,0,18,invscaling,61,sqrt,15,11,nnRegressor,7,8,adam,distance,0.6894444374167853
relu,ball_tree,32,mse,1,1,1,1,0,1,1,1,0,0,1,1,1,1,29,invscaling,2,log2,5,16,nnRegressor,5,4,lbfgs,uniform,0.7755095689993158
identity,brute,10,mse,0,1,0,1,1,0,1,1,1,1,0,1,0,0,3,constant,64,sqrt,13,19,kneighborsRegressor,3,8,lbfgs,uniform,0.6279028666009463
relu,brute,23,mse,0,1,1,0,1,1,0,1,1,1,0,0,1,0,21,constant,94,log2,8,15,randomForestRegressor,9,9,lbfgs,uniform,0.7081758219927412
tanh,auto,14,poisson,0,0,1,1,1,1,0,0,1,1,0,1,0,1,6,constant,24,auto,19,23,randomForestRegressor,8,1,sgd,distance,0.4903556513558609
relu,ball_tree,31,mse,1,1,1,0,0,0,1,1,0,1,0,1,1,1,29,constant,63,auto,5,5,nnRegressor,1,10,sgd,uniform,-0.0004870899795690331
tanh,kd_tree,32,poisson,0,1,1,0,1,1,0,1,0,0,0,1,0,1,30,adaptive,32,log2,10,7,nnRegressor,1,4,lbfgs,distance,-0.0008203207865056239
tanh,brute,25,mse,0,0,0,1,0,1,1,0,1,0,0,0,0,1,15,adaptive,9,auto,16,2,kneighborsRegressor,8,6,lbfgs,uniform,0.5696064411139081
tanh,auto,18,mse,1,0,1,0,0,1,1,0,0,1,0,1,0,1,16,adaptive,48,log2,7,39,randomForestRegressor,9,1,adam,distance,0.7180455231190649
identity,ball_tree,32,poisson,1,1,0,1,1,0,0,0,1,0,1,1,1,1,12,invscaling,27,auto,14,17,nnRegressor,10,8,sgd,uniform,0.7542153977404117
tanh,brute,12,mse,0,1,0,0,1,1,1,1,1,0,0,1,1,0,34,constant,96,log2,3,17,nnRegressor,6,9,sgd,distance,0.7227673100235161
relu,kd_tree,16,mse,1,0,1,0,0,0,0,0,0,1,0,1,0,0,23,adaptive,61,sqrt,14,22,kneighborsRegressor,1,7,sgd,uniform,0.6212651096049094
identity,kd_tree,28,poisson,0,0,1,0,0,0,1,0,0,1,1,1,0,1,36,constant,52,sqrt,15,30,nnRegressor,10,6,adam,distance,0.6888909791569833
identity,auto,25,mse,1,0,1,0,0,0,1,1,0,1,0,0,0,0,17,invscaling,63,log2,4,35,nnRegressor,6,2,lbfgs,uniform,0.6122754494482634
logistic,kd_tree,17,mse,1,0,1,1,0,0,0,1,1,0,1,0,1,1,18,invscaling,8,sqrt,3,23,randomForestRegressor,9,9,lbfgs,distance,0.7268294423552467
tanh,kd_tree,24,mse,1,0,0,0,1,1,0,0,1,1,1,0,1,1,17,invscaling,77,auto,13,36,kneighborsRegressor,7,7,adam,uniform,0.7434335006656714
identity,ball_tree,13,mae,1,1,1,0,1,1,0,1,0,0,0,0,0,1,19,adaptive,76,log2,11,16,nnRegressor,6,5,adam,uniform,0.6211720628412366
logistic,ball_tree,8,mae,0,0,0,1,0,0,0,1,1,1,0,1,0,0,12,invscaling,56,sqrt,8,9,randomForestRegressor,3,3,adam,distance,0.6471897525820494
logistic,auto,11,mse,0,0,0,0,0,0,1,1,0,0,0,1,0,0,40,adaptive,34,sqrt,17,11,nnRegressor,1,10,adam,distance,0.6327972842975677
logistic,brute,19,poisson,1,1,0,0,1,0,1,1,1,1,1,1,0,1,19,adaptive,44,sqrt,9,29,nnRegressor,1,3,lbfgs,distance,-0.0008202197406770306
tanh,brute,22,mse,1,1,1,1,1,1,0,0,0,0,1,1,0,0,2,adaptive,66,log2,6,35,nnRegressor,10,4,sgd,distance,0.6691155982052619
tanh,kd_tree,26,mse,0,1,0,1,1,1,1,0,1,1,1,1,1,1,14,invscaling,32,sqrt,20,32,randomForestRegressor,7,4,lbfgs,distance,0.7395112063563188
logistic,ball_tree,29,poisson,1,1,0,1,1,0,1,1,0,1,1,1,1,0,17,invscaling,63,sqrt,17,22,nnRegressor,5,1,lbfgs,distance,0.7781352556823977
identity,brute,30,mse,1,0,1,1,1,1,1,0,1,0,0,0,1,0,2,constant,78,sqrt,8,13,nnRegressor,2,4,sgd,distance,0.7020597188099722
tanh,kd_tree,12,mse,1,1,0,1,0,1,1,0,0,0,1,1,0,1,24,constant,3,sqrt,3,20,nnRegressor,4,10,sgd,distance,0.7114980709983437
tanh,kd_tree,12,poisson,1,1,0,0,0,1,0,1,0,0,1,1,1,0,10,constant,15,auto,8,19,kneighborsRegressor,6,8,lbfgs,distance,0.7415826952221534
identity,ball_tree,14,mae,1,0,1,0,1,0,0,1,0,1,1,1,0,0,22,constant,86,log2,11,20,kneighborsRegressor,7,3,sgd,uniform,0.5999663601513623
tanh,auto,26,mse,0,1,0,1,1,1,0,0,1,0,0,0,1,1,12,adaptive,48,auto,4,40,nnRegressor,9,7,lbfgs,distance,0.7339098233768676
tanh,auto,28,mae,1,1,1,0,1,1,0,1,1,1,0,1,1,0,27,adaptive,16,sqrt,2,20,kneighborsRegressor,2,5,lbfgs,uniform,0.704551210479226
identity,ball_tree,11,mse,1,1,1,0,1,1,0,0,1,0,1,1,0,0,20,constant,20,sqrt,15,37,nnRegressor,7,7,adam,distance,0.6493880082929278
relu,kd_tree,30,mse,0,0,0,0,0,0,1,1,0,0,0,1,0,0,28,constant,94,sqrt,12,19,kneighborsRegressor,2,5,lbfgs,uniform,0.552354776807354
relu,brute,13,mae,0,1,0,0,1,0,0,1,1,0,0,1,1,0,31,adaptive,81,auto,14,18,nnRegressor,5,10,sgd,uniform,0.7286790948861434
identity,kd_tree,24,mae,0,1,0,1,0,0,0,0,0,1,1,0,1,1,2,invscaling,18,sqrt,6,12,nnRegressor,5,3,adam,uniform,0.7051035354095903
relu,auto,11,mse,0,1,1,0,1,1,1,1,1,1,0,0,0,1,38,constant,8,log2,13,18,randomForestRegressor,1,6,adam,uniform,0.6932276325399424
relu,ball_tree,9,mae,0,0,0,1,0,1,1,1,1,1,0,0,1,0,33,constant,82,sqrt,4,22,kneighborsRegressor,10,1,adam,distance,0.42134445586869806
logistic,brute,17,mae,0,0,0,0,1,1,1,0,0,1,0,0,1,0,4,constant,53,sqrt,16,13,randomForestRegressor,6,8,lbfgs,distance,0.6987702715044433
relu,ball_tree,25,mse,0,1,1,0,0,1,1,0,0,1,1,1,0,0,24,adaptive,18,sqrt,11,4,nnRegressor,2,6,lbfgs,uniform,0.658796438895213
identity,auto,17,poisson,0,0,1,1,1,0,1,1,0,0,0,1,0,0,29,adaptive,73,auto,4,6,nnRegressor,7,6,adam,distance,0.6291816013778512
tanh,auto,20,mae,0,0,1,1,1,1,0,0,1,0,0,1,1,0,38,adaptive,40,sqrt,8,18,nnRegressor,6,5,adam,distance,0.7069059054645848
identity,brute,15,mse,1,0,0,0,0,0,1,1,1,0,1,0,0,0,40,constant,67,sqrt,10,12,kneighborsRegressor,8,3,lbfgs,uniform,0.5108073948157994
identity,kd_tree,21,poisson,0,1,1,1,0,1,1,1,0,1,0,0,1,1,13,invscaling,61,log2,18,2,kneighborsRegressor,9,10,lbfgs,distance,0.7107630920747221
relu,brute,28,poisson,1,1,0,1,1,0,1,0,1,0,0,1,1,0,23,invscaling,14,auto,18,37,randomForestRegressor,2,7,lbfgs,uniform,0.3694756512130215
logistic,brute,27,mse,1,1,0,1,1,0,0,0,1,0,0,0,0,1,6,adaptive,38,auto,7,18,kneighborsRegressor,5,7,sgd,distance,0.640736507699678
