activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,16,poisson,0,1,1,1,0,0,0,1,0,1,0,1,0,0,29,constant,17,auto,16,15,randomForestRegressor,7,9,adam,distance,0.33865859606809534
relu,kd_tree,17,mae,0,1,0,1,1,0,1,1,0,1,0,1,0,0,26,adaptive,3,auto,10,34,nnRegressor,2,2,adam,distance,0.6288140438578436
relu,brute,20,mse,0,0,1,0,1,0,0,1,1,1,1,1,1,0,29,constant,38,sqrt,3,19,kneighborsRegressor,10,8,adam,uniform,0.6188499087169066
tanh,kd_tree,21,mse,0,1,0,1,1,1,0,0,1,0,0,0,1,0,2,adaptive,64,auto,9,38,nnRegressor,7,2,sgd,distance,0.6846458383753065
logistic,brute,23,mse,0,1,1,0,1,0,1,0,0,1,0,1,0,1,3,constant,72,log2,17,38,kneighborsRegressor,5,1,lbfgs,uniform,0.44676469732598967
tanh,brute,22,poisson,0,0,1,1,1,1,0,1,0,1,0,1,1,1,7,invscaling,25,log2,8,14,nnRegressor,3,9,sgd,uniform,0.6656577127973493
tanh,auto,11,poisson,1,0,1,0,1,1,0,0,0,1,0,0,1,0,20,adaptive,21,log2,16,21,randomForestRegressor,7,4,adam,uniform,0.4111754077170955
logistic,kd_tree,12,mse,1,1,0,1,1,0,1,0,1,1,0,0,0,0,14,constant,60,sqrt,11,21,randomForestRegressor,6,5,lbfgs,distance,0.6161193464050996
relu,auto,24,poisson,0,0,0,1,1,0,0,1,0,0,0,1,0,0,39,invscaling,66,log2,15,12,kneighborsRegressor,5,9,adam,distance,0.5665959525161135
logistic,ball_tree,14,mae,1,1,1,1,1,1,1,1,0,0,1,1,0,1,9,adaptive,80,sqrt,14,6,kneighborsRegressor,3,8,adam,distance,0.6751484968092023
logistic,auto,11,poisson,0,1,0,1,0,0,1,0,0,1,0,1,1,1,20,constant,46,log2,19,26,nnRegressor,8,9,lbfgs,uniform,0.7283642954014651
identity,brute,11,poisson,1,0,1,0,1,1,1,1,0,1,1,1,1,1,17,invscaling,49,log2,14,2,randomForestRegressor,6,5,lbfgs,distance,0.6049399860235825
tanh,brute,20,mae,0,1,0,1,1,0,0,0,1,0,1,0,1,0,14,constant,74,log2,4,34,nnRegressor,6,8,sgd,distance,0.6806055299359984
identity,kd_tree,14,mse,1,1,0,0,0,0,1,1,1,1,0,0,1,1,7,constant,53,auto,19,15,kneighborsRegressor,4,4,lbfgs,distance,0.7072678828491153
logistic,ball_tree,23,mae,1,0,1,0,1,0,1,1,1,1,0,1,0,0,26,constant,26,sqrt,8,5,randomForestRegressor,10,5,adam,distance,0.6259955859199249
relu,kd_tree,26,poisson,1,0,0,0,0,0,1,1,0,1,1,1,0,1,38,adaptive,85,auto,2,23,nnRegressor,4,8,sgd,distance,0.7065439872765449
identity,brute,32,poisson,0,0,1,1,1,1,0,1,0,1,1,0,1,0,14,invscaling,12,log2,20,32,kneighborsRegressor,2,9,lbfgs,distance,0.6224126221480817
identity,kd_tree,10,poisson,1,1,0,0,0,1,1,0,1,1,1,0,0,1,15,constant,20,sqrt,12,6,randomForestRegressor,4,6,adam,distance,0.3975698073027537
relu,kd_tree,27,mse,0,0,0,1,1,0,0,0,1,0,0,0,0,1,31,adaptive,87,log2,16,19,kneighborsRegressor,1,10,adam,uniform,0.6040036627679135
identity,brute,30,mae,1,1,1,0,1,1,1,0,0,1,0,1,1,1,22,adaptive,8,log2,12,6,nnRegressor,3,3,adam,distance,0.7245345125246694
logistic,ball_tree,16,poisson,0,0,0,0,0,1,0,1,1,0,1,0,1,1,16,invscaling,20,auto,3,6,nnRegressor,4,9,sgd,distance,-0.00630437543890805
logistic,brute,22,mse,1,0,0,0,0,1,1,1,0,0,0,0,1,1,12,invscaling,73,sqrt,16,9,nnRegressor,8,8,lbfgs,uniform,0.7373240519275146
logistic,ball_tree,10,mse,0,1,0,1,1,1,1,0,0,1,1,1,0,1,20,invscaling,9,sqrt,20,26,nnRegressor,3,5,adam,distance,0.7156932042870916
relu,ball_tree,12,poisson,0,0,0,0,1,0,0,1,1,1,1,1,0,1,25,constant,61,auto,17,20,randomForestRegressor,3,9,sgd,uniform,0.6349304594830808
logistic,auto,27,mae,1,0,0,1,1,0,1,0,0,1,0,1,0,0,19,invscaling,25,sqrt,16,32,nnRegressor,7,10,lbfgs,distance,0.6319981740982462
logistic,brute,28,poisson,0,0,0,1,0,1,0,0,1,0,0,1,1,1,34,constant,11,auto,20,26,kneighborsRegressor,6,1,lbfgs,uniform,0.4797067835767548
relu,kd_tree,16,poisson,1,0,0,0,1,1,1,0,1,1,1,0,1,1,33,adaptive,70,sqrt,18,16,randomForestRegressor,10,8,lbfgs,uniform,0.6728658399625993
identity,kd_tree,22,mse,1,1,1,0,0,0,1,0,0,0,0,1,0,0,9,invscaling,31,sqrt,4,25,randomForestRegressor,7,6,lbfgs,uniform,0.6423060924541562
logistic,auto,9,mse,1,0,1,1,1,1,1,0,0,0,0,0,1,0,13,constant,48,log2,5,6,nnRegressor,2,7,adam,distance,0.7176492312530041
relu,auto,26,mae,1,1,1,1,0,1,1,0,1,1,1,0,1,0,29,invscaling,95,sqrt,4,6,kneighborsRegressor,10,10,lbfgs,distance,0.6941271751440161
logistic,ball_tree,15,mae,0,0,0,0,1,0,1,1,0,1,1,1,1,1,8,adaptive,60,sqrt,16,15,kneighborsRegressor,8,2,sgd,distance,0.5831153166918923
relu,kd_tree,18,mse,0,1,0,1,1,0,1,1,1,0,0,1,1,1,11,invscaling,59,sqrt,16,16,randomForestRegressor,7,10,lbfgs,uniform,0.7243441237060788
tanh,kd_tree,9,mae,0,1,0,1,0,0,1,0,0,0,0,0,0,0,27,invscaling,1,sqrt,4,31,kneighborsRegressor,9,9,adam,distance,0.3531833157893769
identity,brute,13,mae,1,0,1,0,0,1,1,0,1,1,1,0,1,1,15,invscaling,81,log2,4,9,kneighborsRegressor,3,9,lbfgs,uniform,0.7056039315479397
logistic,ball_tree,10,poisson,1,0,1,1,1,0,1,1,0,1,1,1,1,1,15,invscaling,57,sqrt,15,3,nnRegressor,9,2,sgd,distance,0.7064372644896355
tanh,ball_tree,29,mae,0,0,1,1,1,1,1,0,0,0,0,1,1,1,40,constant,6,sqrt,16,13,nnRegressor,1,10,sgd,uniform,0.6893054718730489
identity,auto,20,poisson,0,0,1,0,1,1,1,1,1,1,0,0,1,0,18,adaptive,43,auto,16,31,kneighborsRegressor,9,6,adam,uniform,0.6050179041056594
relu,brute,30,poisson,1,0,0,1,0,1,1,1,0,1,1,0,1,1,12,constant,73,auto,3,36,kneighborsRegressor,3,2,sgd,uniform,0.6382094377589254
tanh,kd_tree,11,mse,1,0,1,0,0,1,0,1,1,0,1,1,0,1,40,invscaling,30,sqrt,19,36,nnRegressor,10,6,adam,uniform,0.6754206412013678
tanh,auto,14,mse,1,1,1,1,1,0,1,0,1,0,1,1,1,0,33,constant,30,sqrt,2,16,randomForestRegressor,4,6,adam,distance,0.7322240750317737
identity,auto,32,mse,1,1,0,0,0,0,0,0,0,0,1,0,1,1,35,adaptive,80,auto,8,40,randomForestRegressor,1,6,adam,uniform,0.7418172438720858
logistic,kd_tree,13,poisson,1,0,1,0,1,0,0,1,0,1,0,0,0,0,19,constant,80,sqrt,17,8,randomForestRegressor,2,10,lbfgs,uniform,0.553834274074823
identity,ball_tree,24,mse,0,1,0,1,1,0,0,0,0,0,1,0,1,0,26,invscaling,46,auto,7,6,kneighborsRegressor,8,4,lbfgs,distance,0.6371372279836853
tanh,kd_tree,15,poisson,0,1,0,1,0,0,1,0,0,0,1,0,1,1,40,adaptive,89,sqrt,10,40,kneighborsRegressor,5,1,lbfgs,distance,0.4708371729777253
logistic,kd_tree,28,mse,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37,constant,10,log2,13,28,kneighborsRegressor,9,4,adam,distance,0.33782198129398144
tanh,ball_tree,18,mse,1,0,1,0,1,0,1,0,0,1,1,0,1,0,34,invscaling,12,sqrt,11,14,kneighborsRegressor,3,2,lbfgs,uniform,0.55480028365849
identity,ball_tree,23,mae,1,1,1,0,1,0,0,1,0,0,1,0,0,1,16,adaptive,61,sqrt,16,13,nnRegressor,8,8,lbfgs,uniform,0.6234134422924722
logistic,brute,16,poisson,0,1,1,1,0,1,1,1,1,1,0,0,0,0,31,constant,19,auto,4,13,randomForestRegressor,8,4,adam,uniform,0.23637146211387317
relu,auto,29,poisson,1,1,1,1,1,1,0,1,1,0,1,0,1,1,40,invscaling,7,auto,9,34,randomForestRegressor,7,4,adam,uniform,0.11604490589894734
tanh,auto,23,poisson,0,0,1,1,0,1,0,0,1,1,0,1,1,1,17,constant,7,auto,2,22,randomForestRegressor,10,9,lbfgs,distance,0.06122941982221197
tanh,auto,24,mae,0,0,0,0,0,0,1,0,1,1,1,0,0,1,5,invscaling,86,log2,12,8,kneighborsRegressor,6,1,adam,distance,0.3808206170627856
tanh,kd_tree,32,mae,1,0,1,1,0,0,0,0,0,0,1,1,1,1,5,invscaling,96,sqrt,6,40,nnRegressor,8,4,sgd,distance,0.6970063817771854
logistic,kd_tree,23,mse,1,0,1,1,1,0,1,1,0,1,0,0,0,1,12,constant,20,sqrt,3,15,nnRegressor,10,4,sgd,distance,0.6933170967711344
relu,kd_tree,10,poisson,1,0,0,1,1,0,1,0,1,0,1,1,0,0,7,constant,20,auto,16,34,nnRegressor,2,6,sgd,uniform,0.6384072093026705
relu,brute,14,mse,1,0,1,1,0,0,0,1,1,1,1,0,0,0,34,constant,84,sqrt,15,12,randomForestRegressor,10,6,lbfgs,uniform,0.6263908655781648
tanh,kd_tree,19,poisson,0,1,0,1,1,0,0,1,0,0,0,1,0,0,16,invscaling,79,sqrt,16,39,nnRegressor,7,5,lbfgs,uniform,0.623176615740366
tanh,kd_tree,30,mae,0,0,0,1,0,0,0,0,0,0,1,1,1,0,17,adaptive,25,log2,6,34,nnRegressor,8,2,adam,distance,0.6588448985878106
tanh,brute,8,mae,1,0,0,0,1,1,0,0,0,1,1,1,1,0,19,invscaling,55,auto,7,19,randomForestRegressor,6,2,sgd,distance,0.7152047952458045
logistic,auto,20,mse,0,1,0,0,0,0,0,1,0,1,0,0,0,1,25,adaptive,46,auto,10,37,kneighborsRegressor,3,10,lbfgs,distance,0.6431142447431386
logistic,brute,27,mae,1,0,0,1,1,1,1,1,0,1,1,0,1,1,31,adaptive,68,log2,20,22,nnRegressor,10,7,lbfgs,uniform,0.7555987615827693
tanh,kd_tree,30,poisson,0,0,0,1,1,0,0,1,1,1,0,0,1,1,27,constant,84,log2,8,9,nnRegressor,6,1,sgd,uniform,0.6889166075035837
identity,brute,31,poisson,0,0,0,0,1,1,0,1,1,0,0,0,0,0,35,invscaling,15,auto,17,28,kneighborsRegressor,2,9,adam,uniform,0.4725271952691361
relu,brute,9,mse,1,1,1,1,1,0,1,1,0,1,0,0,0,1,10,invscaling,57,sqrt,17,28,nnRegressor,1,5,lbfgs,distance,-0.00843986314670686
relu,kd_tree,27,mse,1,0,0,1,1,1,1,0,1,1,0,1,1,0,33,adaptive,40,log2,12,17,randomForestRegressor,2,8,lbfgs,distance,0.7086873069433648
logistic,kd_tree,26,mse,0,0,0,0,1,1,0,0,0,0,0,0,0,1,21,constant,15,sqrt,20,5,randomForestRegressor,5,9,sgd,uniform,0.6041661024323032
tanh,kd_tree,14,poisson,1,1,0,1,0,1,0,1,0,0,0,0,1,0,21,invscaling,91,log2,18,31,randomForestRegressor,9,8,lbfgs,distance,0.6127833088262897
relu,kd_tree,18,mae,0,0,0,1,1,1,0,1,1,0,0,0,0,1,24,adaptive,92,auto,9,14,kneighborsRegressor,4,9,adam,distance,0.6100800244050474
logistic,ball_tree,31,mae,1,1,0,0,1,1,0,0,1,0,1,1,1,0,27,adaptive,90,sqrt,2,39,nnRegressor,10,8,adam,distance,0.7501807750812945
relu,kd_tree,17,mae,1,1,1,1,0,1,0,1,1,0,0,1,0,1,25,constant,67,sqrt,9,11,randomForestRegressor,9,9,adam,distance,0.6927054964336006
identity,kd_tree,30,mae,0,1,0,0,0,1,0,0,0,0,0,0,1,0,27,constant,14,sqrt,10,28,kneighborsRegressor,2,7,adam,uniform,0.6312595387127526
relu,kd_tree,9,mse,0,1,1,1,0,1,0,1,1,0,0,1,1,0,8,adaptive,84,log2,11,3,kneighborsRegressor,6,2,lbfgs,uniform,0.5601107030014785
logistic,brute,10,mae,1,0,1,0,1,0,0,1,1,0,0,0,1,0,29,constant,4,log2,12,28,randomForestRegressor,2,7,sgd,uniform,0.6322806360466837
tanh,auto,13,poisson,1,1,1,1,1,1,0,0,0,0,0,1,0,0,10,adaptive,57,log2,3,22,randomForestRegressor,4,8,adam,distance,0.545567829509757
tanh,kd_tree,15,mse,0,0,0,1,0,0,1,0,0,1,1,0,0,0,17,adaptive,30,log2,14,17,kneighborsRegressor,6,2,lbfgs,uniform,0.4266203138304946
logistic,brute,31,poisson,0,0,0,0,0,1,0,1,0,0,1,0,0,1,20,adaptive,47,sqrt,11,17,kneighborsRegressor,3,6,lbfgs,uniform,0.5766053873118515
identity,kd_tree,24,poisson,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18,adaptive,41,log2,8,13,nnRegressor,7,3,adam,uniform,0.38098925331349665
