activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,14,entropy,0,1,0,0,1,5,adaptive,72,auto,16,12,randomForestClassifier,2,4,adam,uniform,0.6928471248246845
logistic,brute,20,gini,1,0,0,0,0,21,invscaling,55,auto,16,24,kneighborsClassifier,9,4,lbfgs,distance,0.9186535764375876
tanh,brute,30,gini,0,0,0,1,0,9,invscaling,91,sqrt,9,12,randomForestClassifier,10,5,lbfgs,uniform,0.7657784011220197
relu,brute,20,gini,1,0,1,1,1,15,constant,89,sqrt,2,30,kneighborsClassifier,10,3,sgd,uniform,0.9312762973352033
tanh,kd_tree,28,entropy,0,1,0,0,1,35,adaptive,68,log2,17,12,nnClassifier,6,2,adam,distance,0.485273492286115
relu,auto,13,entropy,0,0,1,0,1,23,invscaling,88,sqrt,10,18,randomForestClassifier,7,10,adam,distance,0.6816269284712483
tanh,auto,13,gini,1,1,0,1,0,35,invscaling,18,auto,5,7,kneighborsClassifier,9,6,adam,uniform,0.938288920056101
logistic,auto,18,gini,1,1,1,0,0,29,adaptive,54,auto,15,14,randomForestClassifier,10,9,sgd,uniform,0.9326788218793829
logistic,auto,13,entropy,1,0,1,1,1,2,invscaling,96,auto,19,30,nnClassifier,1,10,sgd,uniform,0.0
identity,brute,22,entropy,0,1,0,0,1,5,adaptive,30,sqrt,14,11,nnClassifier,5,2,sgd,uniform,0.4964936886395512
identity,kd_tree,9,gini,1,0,0,0,1,23,adaptive,99,auto,19,31,kneighborsClassifier,6,6,lbfgs,distance,0.9242636746143057
identity,ball_tree,14,entropy,1,0,0,1,1,11,adaptive,39,auto,5,28,randomForestClassifier,5,2,adam,distance,0.9396914446002805
relu,brute,19,gini,1,1,1,1,1,29,adaptive,22,log2,19,29,nnClassifier,4,9,sgd,uniform,0.4992987377279102
identity,ball_tree,19,entropy,1,1,0,1,1,20,constant,51,log2,5,6,kneighborsClassifier,10,3,adam,distance,0.9326788218793829
tanh,auto,8,entropy,1,1,1,0,1,38,constant,52,sqrt,2,21,kneighborsClassifier,2,6,adam,uniform,0.9242636746143057
logistic,brute,32,entropy,1,0,0,1,1,16,constant,65,log2,16,14,randomForestClassifier,4,9,lbfgs,distance,0.9424964936886395
tanh,kd_tree,11,gini,1,1,0,1,0,16,constant,45,auto,3,36,nnClassifier,10,1,lbfgs,uniform,0.5007012622720898
logistic,auto,25,entropy,1,1,1,0,0,26,constant,8,sqrt,10,32,randomForestClassifier,10,10,sgd,uniform,0.9312762973352033
relu,brute,21,gini,1,1,1,0,1,30,constant,56,auto,16,22,kneighborsClassifier,3,7,adam,uniform,0.9298737727910238
tanh,auto,19,entropy,0,1,0,1,0,34,constant,51,log2,2,15,nnClassifier,1,3,adam,uniform,0.49228611500701264
logistic,ball_tree,25,gini,1,1,0,0,1,35,constant,51,log2,15,10,nnClassifier,2,6,adam,distance,0.49789621318373073
relu,ball_tree,14,entropy,1,0,1,0,1,11,invscaling,43,sqrt,8,14,nnClassifier,5,3,sgd,distance,0.4908835904628331
logistic,ball_tree,25,gini,0,0,1,0,1,4,adaptive,74,log2,8,26,kneighborsClassifier,6,10,adam,uniform,0.6690042075736325
logistic,auto,9,entropy,0,0,0,1,1,13,adaptive,74,log2,3,30,nnClassifier,1,1,lbfgs,uniform,0.4782608695652174
identity,brute,22,gini,1,0,1,0,1,23,invscaling,88,auto,2,11,kneighborsClassifier,1,4,sgd,uniform,0.9214586255259467
logistic,ball_tree,24,entropy,0,0,1,1,1,37,adaptive,41,auto,7,2,nnClassifier,8,2,lbfgs,uniform,0.49789621318373073
identity,auto,19,entropy,1,0,0,1,0,30,constant,19,log2,3,18,randomForestClassifier,4,1,sgd,distance,0.9396914446002805
identity,kd_tree,24,gini,0,1,0,0,0,33,constant,33,auto,10,9,kneighborsClassifier,9,6,lbfgs,uniform,0.4894810659186536
tanh,ball_tree,16,gini,1,0,1,1,0,35,adaptive,68,sqrt,13,34,nnClassifier,7,9,adam,uniform,0.4992987377279102
tanh,auto,25,gini,0,0,0,0,1,23,constant,40,sqrt,13,9,nnClassifier,3,2,lbfgs,distance,0.48807854137447404
tanh,brute,15,gini,1,0,0,0,1,9,invscaling,6,log2,18,13,randomForestClassifier,3,1,adam,distance,0.9368863955119214
tanh,ball_tree,32,gini,1,0,1,1,0,14,constant,96,sqrt,4,33,nnClassifier,3,1,sgd,uniform,0.5007012622720898
identity,auto,13,entropy,0,0,0,0,1,18,adaptive,75,log2,2,36,kneighborsClassifier,5,7,lbfgs,uniform,0.664796633941094
relu,auto,13,gini,0,1,0,0,0,12,invscaling,65,auto,6,8,kneighborsClassifier,4,5,sgd,uniform,0.49228611500701264
tanh,ball_tree,32,gini,0,0,0,1,1,20,adaptive,87,sqrt,13,23,nnClassifier,1,2,adam,uniform,0.4950911640953717
relu,brute,18,entropy,0,0,0,1,0,39,invscaling,79,sqrt,11,19,randomForestClassifier,8,3,adam,distance,0.7643758765778401
relu,brute,10,gini,1,0,0,0,0,4,constant,37,log2,11,35,nnClassifier,8,9,sgd,uniform,0.4950911640953717
identity,auto,32,gini,1,1,1,1,1,18,invscaling,29,sqrt,17,23,nnClassifier,4,10,sgd,distance,0.49789621318373073
relu,ball_tree,24,entropy,1,1,1,0,0,21,adaptive,90,auto,14,9,nnClassifier,3,5,lbfgs,distance,0.49789621318373073
identity,brute,18,entropy,0,1,0,0,0,34,constant,35,auto,8,36,nnClassifier,9,8,sgd,uniform,0.544179523141655
identity,ball_tree,15,entropy,0,0,1,1,0,29,adaptive,47,auto,12,5,kneighborsClassifier,10,8,adam,distance,0.729312762973352
identity,brute,9,gini,1,1,0,1,1,38,invscaling,12,log2,2,15,randomForestClassifier,5,6,sgd,distance,0.94109396914446
identity,auto,24,entropy,1,1,0,1,0,7,constant,30,log2,20,5,randomForestClassifier,8,3,lbfgs,uniform,0.9368863955119214
tanh,kd_tree,30,entropy,1,1,1,0,0,17,constant,47,auto,4,4,nnClassifier,7,2,adam,distance,0.4964936886395512
relu,ball_tree,15,gini,0,0,0,1,1,35,adaptive,70,sqrt,14,26,kneighborsClassifier,10,1,adam,uniform,0.8359046283309958
tanh,kd_tree,19,entropy,1,1,1,0,0,39,adaptive,78,sqrt,9,11,randomForestClassifier,6,8,lbfgs,distance,0.9312762973352033
tanh,auto,15,entropy,1,0,1,0,1,5,invscaling,96,sqrt,7,19,randomForestClassifier,5,2,adam,distance,0.9368863955119214
relu,brute,9,gini,0,1,0,1,0,24,adaptive,14,auto,19,2,nnClassifier,8,3,adam,distance,0.5035063113604488
identity,brute,14,gini,1,1,1,0,1,16,constant,81,sqrt,10,39,nnClassifier,10,4,adam,distance,0.4964936886395512
identity,ball_tree,28,gini,1,0,1,0,0,27,invscaling,23,sqrt,2,17,randomForestClassifier,8,8,adam,uniform,0.9326788218793829
relu,ball_tree,19,gini,1,1,0,1,1,21,adaptive,86,sqrt,9,37,nnClassifier,10,3,adam,uniform,0.49789621318373073
tanh,ball_tree,15,entropy,1,1,0,1,1,21,invscaling,27,auto,19,5,nnClassifier,2,7,adam,uniform,0.4964936886395512
tanh,brute,16,entropy,1,1,0,0,0,25,constant,39,sqrt,6,22,nnClassifier,9,10,adam,uniform,0.5021037868162693
relu,brute,10,gini,1,0,0,0,1,14,invscaling,32,log2,10,26,kneighborsClassifier,3,5,lbfgs,uniform,0.938288920056101
logistic,kd_tree,18,entropy,1,0,1,0,0,23,constant,73,sqrt,20,18,nnClassifier,5,3,adam,distance,0.4950911640953717
relu,ball_tree,14,entropy,1,0,0,1,0,4,adaptive,13,auto,14,5,randomForestClassifier,6,2,lbfgs,distance,0.938288920056101
identity,kd_tree,17,gini,0,0,0,1,0,29,invscaling,12,log2,8,9,kneighborsClassifier,5,2,lbfgs,uniform,0.6732117812061711
identity,auto,30,entropy,1,1,1,1,0,36,invscaling,89,log2,15,15,randomForestClassifier,5,1,adam,distance,0.938288920056101
relu,brute,15,entropy,1,0,0,0,0,11,invscaling,69,log2,13,22,kneighborsClassifier,4,7,lbfgs,distance,0.9312762973352033
tanh,auto,22,gini,0,0,1,0,0,17,constant,20,log2,10,20,randomForestClassifier,10,6,lbfgs,distance,0.5862552594670407
relu,auto,9,entropy,1,0,1,0,1,28,constant,50,auto,7,6,kneighborsClassifier,3,1,sgd,distance,0.8990182328190743
relu,brute,21,entropy,1,1,0,1,1,34,invscaling,78,sqrt,2,23,kneighborsClassifier,5,2,sgd,uniform,0.908835904628331
logistic,ball_tree,27,entropy,0,1,1,0,1,25,constant,61,log2,5,4,kneighborsClassifier,2,3,sgd,uniform,0.6493688639551192
tanh,kd_tree,27,entropy,1,1,1,1,1,23,constant,42,log2,6,33,nnClassifier,4,5,adam,uniform,0.4964936886395512
tanh,auto,9,entropy,0,1,0,1,1,38,constant,35,log2,12,14,nnClassifier,1,6,adam,distance,0.5049088359046283
relu,brute,15,entropy,0,1,0,1,1,22,invscaling,83,sqrt,4,32,nnClassifier,9,9,sgd,distance,0.4838709677419355
logistic,auto,28,gini,1,0,1,1,0,4,adaptive,77,sqrt,16,4,kneighborsClassifier,3,7,adam,distance,0.9326788218793829
logistic,auto,14,gini,0,1,0,1,1,5,adaptive,11,log2,9,29,kneighborsClassifier,7,6,lbfgs,distance,0.791023842917251
relu,auto,25,entropy,0,1,1,0,1,10,adaptive,6,auto,18,15,nnClassifier,4,7,lbfgs,uniform,0.49789621318373073
relu,brute,24,entropy,1,1,0,0,1,19,adaptive,4,sqrt,5,36,randomForestClassifier,9,7,sgd,uniform,0.9326788218793829
tanh,kd_tree,9,entropy,1,0,0,0,1,31,constant,94,log2,2,37,nnClassifier,8,3,adam,distance,0.4992987377279102
relu,brute,12,entropy,1,1,0,0,1,21,adaptive,3,log2,17,39,kneighborsClassifier,5,2,sgd,uniform,0.8821879382889201
relu,ball_tree,31,gini,0,1,1,0,0,5,invscaling,52,auto,3,6,nnClassifier,2,9,adam,distance,0.46563814866760167
relu,auto,20,entropy,0,1,0,0,1,20,invscaling,73,log2,8,31,kneighborsClassifier,9,8,adam,uniform,0.6732117812061711
tanh,kd_tree,24,entropy,0,0,0,1,1,22,adaptive,51,auto,12,4,kneighborsClassifier,2,9,adam,uniform,0.8611500701262272
logistic,kd_tree,29,entropy,0,1,0,1,0,38,invscaling,45,log2,2,13,kneighborsClassifier,3,3,sgd,uniform,0.7349228611500701
identity,brute,32,entropy,0,1,0,0,0,37,invscaling,48,auto,10,21,randomForestClassifier,3,7,adam,distance,0.49228611500701264
tanh,brute,32,gini,0,0,1,0,1,5,constant,85,log2,19,38,kneighborsClassifier,8,6,lbfgs,uniform,0.6577840112201964
identity,kd_tree,26,entropy,1,1,1,1,1,39,adaptive,97,log2,11,38,kneighborsClassifier,2,4,lbfgs,distance,0.9312762973352033
relu,auto,30,gini,1,0,0,1,1,3,constant,1,log2,10,32,kneighborsClassifier,8,4,lbfgs,uniform,0.9326788218793829
identity,brute,32,gini,1,1,1,1,0,6,constant,12,log2,15,24,randomForestClassifier,3,9,adam,uniform,0.938288920056101
